index,1-5-8_v,1-5-7_v,1-5-6_v,1-5-5_v,1-5-9_v,1-5-0_v,1-5-4_v,1-5-3_v,1-5-2_v,1-5-1_v,1-5-12_v,1-5-13_v,1-5-10_v,csvTime,1-5-11_v
39,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 00:39:19,4
40,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 00:40:19,10
41,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6972,6976,0.0,0.0,6010,2024-05-17 00:41:20,11
42,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6011,2024-05-17 00:42:20,0
43,0.0,0.0,0.0,0.0,100.0,6951,0.0,0.0,6943,6947,0.0,0.0,6008,2024-05-17 00:43:20,4
44,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6010,2024-05-17 00:44:20,2
45,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 00:45:21,0
46,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6010,2024-05-17 00:46:21,0
47,0.0,0.0,0.0,0.0,100.0,6972,0.0,0.0,6966,6969,0.0,0.0,6011,2024-05-17 00:47:21,2
48,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 00:48:22,4
49,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 00:49:22,5
50,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6012,2024-05-17 00:50:22,0
51,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 00:51:23,3
52,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 00:52:23,3
53,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6967,6971,0.0,0.0,6010,2024-05-17 00:53:23,4
54,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 00:54:24,3
55,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6007,2024-05-17 00:55:24,3
56,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6007,2024-05-17 00:56:25,10
57,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6007,2024-05-17 00:57:25,7
58,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 00:58:25,0
142571,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6006,2024-05-17 01:00:26,11
142572,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 01:01:27,0
142573,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6008,2024-05-17 01:02:27,9
142574,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 01:03:28,0
142575,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 01:04:28,9
142576,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 01:05:28,6
142577,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6975,0.0,0.0,6008,2024-05-17 01:06:29,2
142578,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6008,2024-05-17 01:07:29,7
142579,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6008,2024-05-17 01:08:30,9
142580,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6008,2024-05-17 01:09:30,10
142581,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6971,6974,0.0,0.0,6009,2024-05-17 01:10:30,2
142582,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6009,2024-05-17 01:11:30,8
142583,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6973,6975,0.0,0.0,6010,2024-05-17 01:12:31,0
142584,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6010,2024-05-17 01:13:32,11
142585,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 01:14:32,10
142586,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6968,6971,0.0,0.0,6011,2024-05-17 01:15:32,0
142587,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 01:16:33,3
142588,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6970,6972,0.0,0.0,6009,2024-05-17 01:17:33,5
142589,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6969,6971,0.0,0.0,6008,2024-05-17 01:18:34,0
142590,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6967,6971,0.0,0.0,6008,2024-05-17 01:19:34,10
142591,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 01:20:34,5
142592,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 01:21:34,3
142593,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 01:22:35,2
142594,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 01:23:35,3
142595,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6969,6971,0.0,0.0,6009,2024-05-17 01:24:35,3
142596,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6972,6975,0.0,0.0,6007,2024-05-17 01:25:36,2
142597,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 01:26:36,6
142598,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 01:27:36,3
142599,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6968,6971,0.0,0.0,6009,2024-05-17 01:28:36,9
142600,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6975,0.0,0.0,6009,2024-05-17 01:29:36,9
142601,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6011,2024-05-17 01:30:37,8
142602,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6010,2024-05-17 01:31:37,7
142603,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 01:32:38,0
142604,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6968,6971,0.0,0.0,6010,2024-05-17 01:33:38,5
142605,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6009,2024-05-17 01:34:39,11
142606,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6971,6974,0.0,0.0,6009,2024-05-17 01:35:39,3
142607,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6011,2024-05-17 01:36:39,9
142608,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6012,2024-05-17 01:37:39,9
142609,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6010,2024-05-17 01:38:40,7
142610,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6010,2024-05-17 01:39:40,3
142611,0.0,0.0,0.0,0.0,100.0,6980,0.0,0.0,6972,6976,0.0,0.0,6012,2024-05-17 01:40:41,10
142612,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6974,0.0,0.0,6012,2024-05-17 01:41:41,8
142613,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6973,6976,0.0,0.0,6011,2024-05-17 01:42:42,0
142614,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6011,2024-05-17 01:43:42,4
142615,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6011,2024-05-17 01:44:42,5
142616,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6972,6974,0.0,0.0,6010,2024-05-17 01:45:43,0
142617,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6011,2024-05-17 01:46:43,0
142618,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6010,2024-05-17 01:47:44,10
142619,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6011,2024-05-17 01:48:44,2
142620,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6010,2024-05-17 01:49:44,6
142621,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6010,2024-05-17 01:50:44,2
142622,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6968,6973,0.0,0.0,6010,2024-05-17 01:51:45,11
142623,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6966,6970,0.0,0.0,6012,2024-05-17 01:52:45,3
142624,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6967,6972,0.0,0.0,6010,2024-05-17 01:53:45,11
142625,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6009,2024-05-17 01:54:45,0
142626,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6968,6973,0.0,0.0,6010,2024-05-17 01:55:46,10
142627,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6970,6974,0.0,0.0,6009,2024-05-17 01:56:46,11
142628,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6968,6972,0.0,0.0,6009,2024-05-17 01:57:46,10
142629,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6009,2024-05-17 01:58:46,0
59,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6008,2024-05-17 02:00:47,12
60,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6008,2024-05-17 02:01:47,3
61,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6009,2024-05-17 02:02:47,8
62,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6007,2024-05-17 02:03:47,9
63,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6008,2024-05-17 02:04:48,2
64,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6006,2024-05-17 02:05:48,10
65,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6967,6971,0.0,0.0,6007,2024-05-17 02:06:48,10
66,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6968,6973,0.0,0.0,6007,2024-05-17 02:07:49,10
67,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 02:08:49,9
68,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 02:09:49,3
69,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6008,2024-05-17 02:10:49,10
70,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6009,2024-05-17 02:11:49,11
71,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6010,2024-05-17 02:12:49,2
72,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6010,2024-05-17 02:13:49,0
73,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 02:14:49,2
74,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6010,2024-05-17 02:15:50,2
75,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 02:16:50,9
76,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6010,2024-05-17 02:17:50,10
77,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6010,2024-05-17 02:18:51,3
78,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6974,0.0,0.0,6010,2024-05-17 02:19:51,5
79,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6011,2024-05-17 02:20:52,2
80,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 02:21:52,3
81,0.0,0.0,0.0,0.0,100.0,6980,0.0,0.0,6972,6976,0.0,0.0,6011,2024-05-17 02:22:53,3
82,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6970,6975,0.0,0.0,6011,2024-05-17 02:23:53,12
83,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6008,2024-05-17 02:24:53,6
84,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6009,2024-05-17 02:25:54,10
85,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6008,2024-05-17 02:26:54,10
86,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6010,2024-05-17 02:27:55,2
87,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6009,2024-05-17 02:28:55,3
88,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6970,6975,0.0,0.0,6010,2024-05-17 02:29:55,12
89,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6969,6973,0.0,0.0,6010,2024-05-17 02:30:56,10
90,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6975,0.0,0.0,6012,2024-05-17 02:31:56,2
91,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6011,2024-05-17 02:32:57,3
92,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6970,6975,0.0,0.0,6011,2024-05-17 02:33:57,10
93,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6011,2024-05-17 02:34:57,11
94,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 02:35:57,0
95,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6970,6974,0.0,0.0,6011,2024-05-17 02:36:57,9
96,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6010,2024-05-17 02:37:58,5
97,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 02:38:58,0
98,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6011,2024-05-17 02:39:58,5
99,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6011,2024-05-17 02:40:58,10
100,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6010,2024-05-17 02:41:58,7
101,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6010,2024-05-17 02:42:58,11
102,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6008,2024-05-17 02:43:58,8
103,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6966,6970,0.0,0.0,6010,2024-05-17 02:44:59,3
104,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 02:45:59,3
105,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6009,2024-05-17 02:47:00,10
106,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 02:48:00,2
107,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6008,2024-05-17 02:49:01,8
108,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6966,6971,0.0,0.0,6009,2024-05-17 02:50:01,9
109,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6009,2024-05-17 02:51:01,10
110,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6010,2024-05-17 02:52:01,7
111,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6972,6974,0.0,0.0,6012,2024-05-17 02:53:02,0
112,0.0,0.0,0.0,0.0,100.0,6980,0.0,0.0,6972,6976,0.0,0.0,6010,2024-05-17 02:54:02,0
113,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6974,0.0,0.0,6011,2024-05-17 02:55:02,0
114,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6011,2024-05-17 02:56:02,0
115,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6011,2024-05-17 02:57:03,0
116,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6011,2024-05-17 02:58:03,3
117,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6010,2024-05-17 03:00:04,4
118,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6972,6974,0.0,0.0,6010,2024-05-17 03:01:04,7
119,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6010,2024-05-17 03:02:04,3
120,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6008,2024-05-17 03:03:04,10
121,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6008,2024-05-17 03:04:05,6
122,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6007,2024-05-17 03:05:05,2
123,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6970,6973,0.0,0.0,6006,2024-05-17 03:06:05,6
124,0.0,0.0,0.0,0.0,100.0,6973,0.0,0.0,6968,6970,0.0,0.0,6005,2024-05-17 03:07:06,4
125,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6970,6973,0.0,0.0,6005,2024-05-17 03:08:06,4
126,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6005,2024-05-17 03:09:07,3
127,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6970,6973,0.0,0.0,6005,2024-05-17 03:10:07,0
128,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6969,6971,0.0,0.0,6004,2024-05-17 03:11:07,0
129,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6004,2024-05-17 03:12:08,5
130,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6004,2024-05-17 03:13:08,3
131,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6968,6972,0.0,0.0,6005,2024-05-17 03:14:08,7
132,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6003,2024-05-17 03:15:08,3
133,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6970,6973,0.0,0.0,6004,2024-05-17 03:16:08,5
134,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6969,6973,0.0,0.0,6005,2024-05-17 03:17:09,11
135,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6972,0.0,0.0,6004,2024-05-17 03:18:09,7
136,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6005,2024-05-17 03:19:10,3
137,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6969,6972,0.0,0.0,6004,2024-05-17 03:20:10,5
138,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6003,2024-05-17 03:21:10,10
139,0.0,0.0,0.0,0.0,100.0,6974,0.0,0.0,6968,6971,0.0,0.0,6005,2024-05-17 03:22:11,10
140,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6005,2024-05-17 03:23:11,6
141,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6003,2024-05-17 03:24:12,0
142,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6972,0.0,0.0,6004,2024-05-17 03:25:12,10
143,0.0,0.0,0.0,0.0,100.0,6976,0.0,0.0,6969,6973,0.0,0.0,6004,2024-05-17 03:26:12,9
144,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6974,0.0,0.0,6003,2024-05-17 03:27:12,4
145,0.0,0.0,0.0,0.0,100.0,6975,0.0,0.0,6968,6971,0.0,0.0,6005,2024-05-17 03:28:13,9
146,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6971,6974,0.0,0.0,6005,2024-05-17 03:29:13,3
147,0.0,0.0,0.0,0.0,100.0,6979,0.0,0.0,6972,6975,0.0,0.0,6005,2024-05-17 03:30:13,8
148,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6972,6975,0.0,0.0,6005,2024-05-17 03:31:14,2
149,0.0,0.0,0.0,0.0,100.0,6977,0.0,0.0,6971,6974,0.0,0.0,6005,2024-05-17 03:32:14,9
150,0.0,0.0,0.0,0.0,100.0,6978,0.0,0.0,6974,6976,0.0,0.0,6005,2024-05-17 03:33:14,0
