index,csvTime,P2_51
424,2024-05-17 08:05:48,0
425,2024-05-17 08:06:49,0
426,2024-05-17 08:07:48,0
427,2024-05-17 08:08:48,0
428,2024-05-17 08:09:48,0
429,2024-05-17 08:10:49,0
430,2024-05-17 08:11:48,0
431,2024-05-17 08:12:48,0
432,2024-05-17 08:13:49,0
433,2024-05-17 08:14:48,0
434,2024-05-17 08:15:49,0
435,2024-05-17 08:16:48,0
436,2024-05-17 08:17:48,0
437,2024-05-17 08:18:48,0
438,2024-05-17 08:19:48,0
439,2024-05-17 08:20:48,0
440,2024-05-17 08:21:48,0
441,2024-05-17 08:22:48,0
442,2024-05-17 08:23:48,0
443,2024-05-17 08:24:48,0
444,2024-05-17 08:25:49,0
445,2024-05-17 08:26:48,0
446,2024-05-17 08:27:49,0
447,2024-05-17 08:28:48,0
448,2024-05-17 08:29:48,0
449,2024-05-17 08:30:48,0
450,2024-05-17 08:31:48,0
451,2024-05-17 08:32:48,0
452,2024-05-17 08:33:48,0
453,2024-05-17 08:34:48,0
454,2024-05-17 08:35:48,0
455,2024-05-17 08:36:48,0
456,2024-05-17 08:37:48,0
457,2024-05-17 08:38:48,0
458,2024-05-17 08:39:48,0
459,2024-05-17 08:40:48,0
460,2024-05-17 08:41:48,0
461,2024-05-17 08:42:48,0
462,2024-05-17 08:43:48,0
463,2024-05-17 08:44:48,0
464,2024-05-17 08:45:48,0
465,2024-05-17 08:46:48,0
466,2024-05-17 08:47:48,0
467,2024-05-17 08:48:48,0
468,2024-05-17 08:49:48,0
469,2024-05-17 08:50:48,0
470,2024-05-17 08:51:48,0
471,2024-05-17 08:52:48,0
472,2024-05-17 08:53:48,0
473,2024-05-17 08:54:48,0
474,2024-05-17 08:55:49,0
475,2024-05-17 08:56:49,0
476,2024-05-17 08:57:48,0
477,2024-05-17 08:58:49,0
478,2024-05-17 08:59:48,0
145446,2024-05-17 09:00:48,0
145447,2024-05-17 09:01:49,0
145459,2024-05-17 09:02:48,0
145462,2024-05-17 09:03:48,0
145463,2024-05-17 09:04:48,0
145464,2024-05-17 09:05:49,0
145465,2024-05-17 09:06:49,0
145466,2024-05-17 09:07:48,0
145472,2024-05-17 09:08:48,0
145473,2024-05-17 09:09:48,0
145474,2024-05-17 09:10:48,0
145475,2024-05-17 09:11:48,0
145476,2024-05-17 09:12:49,0
145477,2024-05-17 09:13:48,0
145484,2024-05-17 09:14:48,0
145486,2024-05-17 09:15:48,0
145487,2024-05-17 09:16:49,0
145492,2024-05-17 09:17:48,0
145493,2024-05-17 09:18:48,0
145494,2024-05-17 09:19:48,0
145495,2024-05-17 09:20:48,0
145497,2024-05-17 09:21:49,0
145499,2024-05-17 09:22:48,0
145501,2024-05-17 09:23:48,0
145502,2024-05-17 09:24:48,0
145504,2024-05-17 09:25:48,0
145505,2024-05-17 09:26:48,0
145508,2024-05-17 09:27:48,0
145509,2024-05-17 09:28:48,0
145510,2024-05-17 09:29:48,0
145511,2024-05-17 09:30:48,0
145512,2024-05-17 09:31:48,0
145513,2024-05-17 09:32:48,0
145514,2024-05-17 09:33:48,0
145515,2024-05-17 09:34:48,0
145516,2024-05-17 09:35:48,0
145517,2024-05-17 09:36:48,0
145518,2024-05-17 09:37:48,0
145519,2024-05-17 09:38:48,0
145534,2024-05-17 09:39:48,0
145536,2024-05-17 09:40:48,0
145537,2024-05-17 09:41:49,0
145538,2024-05-17 09:42:49,0
145539,2024-05-17 09:43:49,0
145540,2024-05-17 09:44:48,0
145541,2024-05-17 09:45:48,0
145542,2024-05-17 09:46:48,0
145543,2024-05-17 09:47:48,0
145544,2024-05-17 09:48:48,0
145546,2024-05-17 09:49:48,0
145555,2024-05-17 09:50:49,0
145556,2024-05-17 09:51:48,0
145557,2024-05-17 09:52:48,0
145558,2024-05-17 09:53:48,0
145559,2024-05-17 09:54:48,0
145560,2024-05-17 09:55:48,0
145561,2024-05-17 09:56:48,0
145562,2024-05-17 09:57:48,0
145563,2024-05-17 09:58:48,0
145564,2024-05-17 09:59:48,0
479,2024-05-17 10:00:48,0
480,2024-05-17 10:01:49,0
481,2024-05-17 10:02:48,0
482,2024-05-17 10:03:48,0
483,2024-05-17 10:04:48,0
484,2024-05-17 10:05:49,0
485,2024-05-17 10:06:48,0
486,2024-05-17 10:07:48,0
487,2024-05-17 10:08:48,0
488,2024-05-17 10:09:48,0
489,2024-05-17 10:10:48,0
490,2024-05-17 10:11:48,0
491,2024-05-17 10:12:48,0
492,2024-05-17 10:13:48,0
493,2024-05-17 10:14:48,0
494,2024-05-17 10:15:48,0
495,2024-05-17 10:16:48,0
496,2024-05-17 10:17:49,0
497,2024-05-17 10:18:48,0
498,2024-05-17 10:19:48,0
499,2024-05-17 10:20:48,0
500,2024-05-17 10:21:48,0
501,2024-05-17 10:22:49,0
502,2024-05-17 10:23:48,0
503,2024-05-17 10:24:48,0
504,2024-05-17 10:25:48,0
505,2024-05-17 10:26:49,0
506,2024-05-17 10:27:48,0
507,2024-05-17 10:28:49,0
508,2024-05-17 10:29:48,0
509,2024-05-17 10:30:48,0
510,2024-05-17 10:31:48,0
511,2024-05-17 10:32:48,0
512,2024-05-17 10:33:48,0
513,2024-05-17 10:34:48,0
514,2024-05-17 10:35:48,0
515,2024-05-17 10:36:49,0
516,2024-05-17 10:37:48,0
517,2024-05-17 10:38:48,0
518,2024-05-17 10:39:48,0
519,2024-05-17 10:40:49,0
520,2024-05-17 10:41:49,0
521,2024-05-17 10:42:48,0
522,2024-05-17 10:43:48,0
523,2024-05-17 10:44:48,0
524,2024-05-17 10:45:48,0
525,2024-05-17 10:46:48,0
526,2024-05-17 10:47:48,0
527,2024-05-17 10:48:48,0
528,2024-05-17 10:49:48,0
529,2024-05-17 10:50:48,0
530,2024-05-17 10:51:48,0
531,2024-05-17 10:52:49,0
532,2024-05-17 10:53:48,0
533,2024-05-17 10:54:49,0
534,2024-05-17 10:55:48,0
535,2024-05-17 10:56:48,0
536,2024-05-17 10:57:48,0
537,2024-05-17 10:58:48,0
538,2024-05-17 11:00:48,0
539,2024-05-17 11:01:48,0
540,2024-05-17 11:02:48,0
541,2024-05-17 11:03:48,0
542,2024-05-17 11:04:48,0
543,2024-05-17 11:05:48,0
544,2024-05-17 11:06:48,0
545,2024-05-17 11:07:48,0
546,2024-05-17 11:08:48,0
547,2024-05-17 11:09:48,0
548,2024-05-17 11:10:49,0
549,2024-05-17 11:11:48,0
550,2024-05-17 11:12:48,0
551,2024-05-17 11:13:48,0
552,2024-05-17 11:14:48,0
553,2024-05-17 11:15:48,0
554,2024-05-17 11:16:48,0
555,2024-05-17 11:17:49,0
556,2024-05-17 11:18:48,0
557,2024-05-17 11:19:48,0
558,2024-05-17 11:20:48,0
559,2024-05-17 11:21:48,0
560,2024-05-17 11:22:48,0
561,2024-05-17 11:23:48,0
562,2024-05-17 11:24:48,0
563,2024-05-17 11:25:48,0
564,2024-05-17 11:26:48,0
565,2024-05-17 11:27:48,0
566,2024-05-17 11:28:48,0
567,2024-05-17 11:29:48,0
568,2024-05-17 11:30:49,0
569,2024-05-17 11:31:48,0
570,2024-05-17 11:32:48,0
571,2024-05-17 11:33:48,0
572,2024-05-17 11:34:49,0
573,2024-05-17 11:35:48,0
574,2024-05-17 11:36:48,0
575,2024-05-17 11:37:49,0
576,2024-05-17 11:38:48,0
577,2024-05-17 11:39:48,0
578,2024-05-17 11:40:48,0
579,2024-05-17 11:41:48,0
580,2024-05-17 11:42:48,0
581,2024-05-17 11:43:48,0
582,2024-05-17 11:44:48,0
583,2024-05-17 11:45:48,0
584,2024-05-17 11:46:48,0
585,2024-05-17 11:47:48,0
586,2024-05-17 11:48:48,0
587,2024-05-17 11:49:48,0
588,2024-05-17 11:50:48,0
589,2024-05-17 11:51:48,0
590,2024-05-17 11:52:48,0
591,2024-05-17 11:53:48,0
592,2024-05-17 11:54:48,0
593,2024-05-17 11:55:48,0
594,2024-05-17 11:56:48,0
595,2024-05-17 11:57:48,0
596,2024-05-17 11:58:48,0
597,2024-05-17 11:59:48,0
598,2024-05-17 12:00:48,0
599,2024-05-17 12:01:48,0
600,2024-05-17 12:02:48,0
601,2024-05-17 12:03:49,0
602,2024-05-17 12:04:48,0
603,2024-05-17 12:05:48,0
604,2024-05-17 12:06:48,0
605,2024-05-17 12:07:48,0
606,2024-05-17 12:08:48,0
607,2024-05-17 12:09:48,0
608,2024-05-17 12:10:49,0
609,2024-05-17 12:11:48,0
610,2024-05-17 12:12:48,0
611,2024-05-17 12:13:48,0
612,2024-05-17 12:14:48,0
613,2024-05-17 12:15:48,0
614,2024-05-17 12:16:48,0
615,2024-05-17 12:17:48,0
616,2024-05-17 12:18:48,0
617,2024-05-17 12:19:48,0
618,2024-05-17 12:20:48,0
619,2024-05-17 12:21:48,0
620,2024-05-17 12:22:48,0
621,2024-05-17 12:23:48,0
622,2024-05-17 12:24:49,0
623,2024-05-17 12:25:48,0
624,2024-05-17 12:26:48,0
625,2024-05-17 12:27:48,0
626,2024-05-17 12:28:48,0
627,2024-05-17 12:29:48,0
628,2024-05-17 12:30:48,0
629,2024-05-17 12:31:48,0
630,2024-05-17 12:32:48,0
631,2024-05-17 12:33:48,0
632,2024-05-17 12:34:48,0
633,2024-05-17 12:35:49,0
634,2024-05-17 12:36:49,0
635,2024-05-17 12:37:48,0
636,2024-05-17 12:38:48,0
637,2024-05-17 12:39:48,0
638,2024-05-17 12:40:48,0
639,2024-05-17 12:41:48,0
640,2024-05-17 12:42:48,0
641,2024-05-17 12:43:48,0
642,2024-05-17 12:44:48,0
643,2024-05-17 12:45:48,0
644,2024-05-17 12:46:48,0
645,2024-05-17 12:47:48,0
646,2024-05-17 12:48:48,0
647,2024-05-17 12:49:48,0
648,2024-05-17 12:50:49,0
649,2024-05-17 12:51:48,0
650,2024-05-17 12:52:49,0
651,2024-05-17 12:53:48,0
652,2024-05-17 12:54:48,0
653,2024-05-17 12:55:48,0
654,2024-05-17 12:56:48,0
655,2024-05-17 12:57:48,0
656,2024-05-17 12:58:48,0
657,2024-05-17 12:59:48,0
658,2024-05-17 13:00:48,0
659,2024-05-17 13:01:48,0
660,2024-05-17 13:02:48,0
661,2024-05-17 13:03:48,0
662,2024-05-17 13:04:48,0
663,2024-05-17 13:05:48,0
664,2024-05-17 13:06:48,0
665,2024-05-17 13:07:48,0
666,2024-05-17 13:08:48,0
667,2024-05-17 13:09:48,0
668,2024-05-17 13:10:48,0
669,2024-05-17 13:11:49,0
670,2024-05-17 13:12:48,0
671,2024-05-17 13:13:48,0
672,2024-05-17 13:14:48,0
673,2024-05-17 13:15:48,0
674,2024-05-17 13:16:48,0
675,2024-05-17 13:17:48,0
676,2024-05-17 13:18:49,0
677,2024-05-17 13:19:48,0
678,2024-05-17 13:20:48,0
679,2024-05-17 13:21:48,0
680,2024-05-17 13:22:48,0
681,2024-05-17 13:23:48,0
682,2024-05-17 13:24:48,0
683,2024-05-17 13:25:48,0
684,2024-05-17 13:26:48,0
685,2024-05-17 13:27:48,0
686,2024-05-17 13:28:48,0
687,2024-05-17 13:29:48,0
688,2024-05-17 13:30:48,0
689,2024-05-17 13:31:48,0
690,2024-05-17 13:32:49,0
691,2024-05-17 13:33:48,0
692,2024-05-17 13:34:48,0
693,2024-05-17 13:35:48,0
694,2024-05-17 13:36:48,0
695,2024-05-17 13:37:48,0
