,csvTime,P1_81
161,2024-05-17 03:41:02,98
162,2024-05-17 03:42:01,91
163,2024-05-17 03:43:01,92
164,2024-05-17 03:44:01,92
165,2024-05-17 03:45:01,88
166,2024-05-17 03:46:01,88
167,2024-05-17 03:47:01,88
168,2024-05-17 03:48:01,84
169,2024-05-17 03:49:01,89
170,2024-05-17 03:50:01,98
171,2024-05-17 03:51:01,95
172,2024-05-17 03:52:01,90
173,2024-05-17 03:53:01,89
174,2024-05-17 03:54:01,90
175,2024-05-17 03:55:01,91
176,2024-05-17 03:56:01,90
177,2024-05-17 03:57:01,89
178,2024-05-17 03:58:01,89
179,2024-05-17 03:59:01,85
180,2024-05-17 04:00:01,86
181,2024-05-17 04:01:01,91
182,2024-05-17 04:02:01,88
183,2024-05-17 04:03:01,91
184,2024-05-17 04:04:01,90
185,2024-05-17 04:05:01,89
186,2024-05-17 04:06:01,90
187,2024-05-17 04:07:01,83
188,2024-05-17 04:08:01,86
189,2024-05-17 04:09:01,92
190,2024-05-17 04:10:02,85
191,2024-05-17 04:11:01,88
192,2024-05-17 04:12:01,89
193,2024-05-17 04:13:01,84
194,2024-05-17 04:14:01,89
195,2024-05-17 04:15:01,87
196,2024-05-17 04:16:01,88
197,2024-05-17 04:17:01,88
198,2024-05-17 04:18:01,87
199,2024-05-17 04:19:01,89
200,2024-05-17 04:20:02,87
201,2024-05-17 04:21:01,86
202,2024-05-17 04:22:02,85
203,2024-05-17 04:23:01,84
204,2024-05-17 04:24:01,88
205,2024-05-17 04:25:01,86
206,2024-05-17 04:26:01,84
207,2024-05-17 04:27:01,89
208,2024-05-17 04:28:01,84
209,2024-05-17 04:29:01,86
210,2024-05-17 04:30:01,87
211,2024-05-17 04:31:01,90
212,2024-05-17 04:32:01,82
213,2024-05-17 04:33:01,90
214,2024-05-17 04:34:01,85
215,2024-05-17 04:35:02,83
216,2024-05-17 04:36:01,91
217,2024-05-17 04:37:01,85
218,2024-05-17 04:38:01,89
219,2024-05-17 04:39:01,84
220,2024-05-17 04:40:01,87
221,2024-05-17 04:41:01,89
222,2024-05-17 04:42:01,86
223,2024-05-17 04:43:01,85
224,2024-05-17 04:44:01,84
225,2024-05-17 04:45:01,86
226,2024-05-17 04:46:01,74
227,2024-05-17 04:47:01,73
228,2024-05-17 04:48:02,74
229,2024-05-17 04:49:01,76
230,2024-05-17 04:50:01,75
231,2024-05-17 04:51:02,75
232,2024-05-17 04:52:01,73
233,2024-05-17 04:53:01,74
234,2024-05-17 04:54:01,75
235,2024-05-17 04:55:01,72
236,2024-05-17 04:56:01,75
237,2024-05-17 04:57:01,71
238,2024-05-17 04:58:01,83
239,2024-05-17 04:59:01,72
240,2024-05-17 05:00:01,75
241,2024-05-17 05:01:01,73
242,2024-05-17 05:02:01,71
243,2024-05-17 05:03:01,76
244,2024-05-17 05:04:01,74
245,2024-05-17 05:05:01,75
246,2024-05-17 05:06:01,71
247,2024-05-17 05:07:01,77
248,2024-05-17 05:08:01,80
249,2024-05-17 05:09:01,73
250,2024-05-17 05:10:01,73
251,2024-05-17 05:11:01,75
252,2024-05-17 05:12:01,73
253,2024-05-17 05:13:01,70
254,2024-05-17 05:14:01,77
255,2024-05-17 05:15:01,75
256,2024-05-17 05:16:01,75
257,2024-05-17 05:17:01,73
258,2024-05-17 05:18:01,73
259,2024-05-17 05:19:01,72
260,2024-05-17 05:20:01,75
261,2024-05-17 05:21:01,76
262,2024-05-17 05:22:01,74
263,2024-05-17 05:23:01,70
264,2024-05-17 05:24:01,73
265,2024-05-17 05:25:01,73
266,2024-05-17 05:26:01,74
267,2024-05-17 05:27:01,76
268,2024-05-17 05:28:01,74
269,2024-05-17 05:29:01,76
270,2024-05-17 05:30:01,74
271,2024-05-17 05:31:01,75
272,2024-05-17 05:32:01,73
273,2024-05-17 05:33:02,86
274,2024-05-17 05:34:01,88
275,2024-05-17 05:35:01,89
276,2024-05-17 05:36:01,85
277,2024-05-17 05:37:01,80
278,2024-05-17 05:38:01,92
279,2024-05-17 05:39:01,91
280,2024-05-17 05:40:01,86
281,2024-05-17 05:41:01,89
282,2024-05-17 05:42:01,85
283,2024-05-17 05:43:01,85
284,2024-05-17 05:44:01,82
285,2024-05-17 05:45:01,85
286,2024-05-17 05:46:01,89
287,2024-05-17 05:47:01,90
288,2024-05-17 05:48:01,88
289,2024-05-17 05:49:01,88
290,2024-05-17 05:50:01,82
291,2024-05-17 05:51:01,89
292,2024-05-17 05:52:01,92
293,2024-05-17 05:53:01,86
294,2024-05-17 05:54:01,92
295,2024-05-17 05:55:01,90
296,2024-05-17 05:56:01,91
297,2024-05-17 05:57:01,86
298,2024-05-17 05:58:01,92
299,2024-05-17 05:59:01,92
300,2024-05-17 06:00:01,86
301,2024-05-17 06:01:01,91
302,2024-05-17 06:02:01,89
303,2024-05-17 06:03:01,87
304,2024-05-17 06:04:01,69
305,2024-05-17 06:05:01,66
306,2024-05-17 06:06:01,71
307,2024-05-17 06:07:01,70
308,2024-05-17 06:08:01,75
309,2024-05-17 06:09:01,74
310,2024-05-17 06:10:01,68
311,2024-05-17 06:11:02,69
312,2024-05-17 06:12:01,68
313,2024-05-17 06:13:01,72
314,2024-05-17 06:14:01,74
315,2024-05-17 06:15:01,69
316,2024-05-17 06:16:01,70
317,2024-05-17 06:17:01,75
318,2024-05-17 06:18:01,72
319,2024-05-17 06:19:01,528
320,2024-05-17 06:20:01,114
321,2024-05-17 06:21:01,72
322,2024-05-17 06:22:01,92
323,2024-05-17 06:23:01,116
324,2024-05-17 06:24:01,88
325,2024-05-17 06:25:01,232
326,2024-05-17 06:26:01,225
327,2024-05-17 06:27:01,71
328,2024-05-17 06:28:01,71
329,2024-05-17 06:29:01,73
330,2024-05-17 06:30:01,76
331,2024-05-17 06:31:01,72
332,2024-05-17 06:32:01,92
333,2024-05-17 06:33:01,88
334,2024-05-17 06:34:01,88
335,2024-05-17 06:35:01,87
336,2024-05-17 06:36:01,93
337,2024-05-17 06:37:01,92
338,2024-05-17 06:38:01,92
339,2024-05-17 06:39:01,91
340,2024-05-17 06:40:01,89
341,2024-05-17 06:41:01,83
342,2024-05-17 06:42:01,91
343,2024-05-17 06:43:01,90
344,2024-05-17 06:44:01,92
345,2024-05-17 06:45:01,89
346,2024-05-17 06:46:01,92
347,2024-05-17 06:47:01,86
348,2024-05-17 06:48:01,89
349,2024-05-17 06:49:01,89
350,2024-05-17 06:50:01,83
351,2024-05-17 06:51:01,95
352,2024-05-17 06:52:01,87
353,2024-05-17 06:53:01,87
354,2024-05-17 06:54:01,92
355,2024-05-17 06:55:01,94
356,2024-05-17 06:56:01,90
357,2024-05-17 06:57:01,90
358,2024-05-17 06:58:01,87
359,2024-05-17 06:59:01,85
360,2024-05-17 07:00:01,89
361,2024-05-17 07:01:01,94
362,2024-05-17 07:02:01,93
363,2024-05-17 07:03:01,92
364,2024-05-17 07:04:02,90
365,2024-05-17 07:05:01,94
366,2024-05-17 07:06:01,87
367,2024-05-17 07:07:01,71
368,2024-05-17 07:08:01,84
369,2024-05-17 07:09:01,88
370,2024-05-17 07:10:01,88
371,2024-05-17 07:11:01,72
372,2024-05-17 07:12:01,175
373,2024-05-17 07:13:01,73
374,2024-05-17 07:14:01,87
375,2024-05-17 07:15:02,313
376,2024-05-17 07:16:01,69
377,2024-05-17 07:17:01,182
378,2024-05-17 07:18:01,171
379,2024-05-17 07:19:01,83
380,2024-05-17 07:20:01,172
381,2024-05-17 07:21:01,188
382,2024-05-17 07:22:01,152
383,2024-05-17 07:23:01,94
384,2024-05-17 07:24:01,91
385,2024-05-17 07:25:01,86
386,2024-05-17 07:26:01,88
387,2024-05-17 07:27:01,83
388,2024-05-17 07:28:01,81
389,2024-05-17 07:29:01,89
390,2024-05-17 07:30:01,75
391,2024-05-17 07:31:01,73
392,2024-05-17 07:32:01,79
393,2024-05-17 07:33:01,77
394,2024-05-17 07:34:01,87
395,2024-05-17 07:35:01,137
396,2024-05-17 07:36:01,87
397,2024-05-17 07:37:01,89
398,2024-05-17 07:38:02,88
399,2024-05-17 07:39:01,88
400,2024-05-17 07:40:01,85
401,2024-05-17 07:41:01,87
402,2024-05-17 07:42:01,89
403,2024-05-17 07:43:01,89
404,2024-05-17 07:44:01,71
405,2024-05-17 07:45:01,72
406,2024-05-17 07:46:01,77
407,2024-05-17 07:47:01,69
408,2024-05-17 07:48:01,68
409,2024-05-17 07:49:01,135
410,2024-05-17 07:50:01,141
411,2024-05-17 07:51:01,140
412,2024-05-17 07:52:01,302
413,2024-05-17 07:53:01,69
414,2024-05-17 07:54:01,103
415,2024-05-17 07:55:01,156
416,2024-05-17 07:56:01,89
417,2024-05-17 07:57:01,86
418,2024-05-17 07:58:01,70
419,2024-05-17 07:59:01,69
420,2024-05-17 08:00:01,69
421,2024-05-17 08:01:01,72
422,2024-05-17 08:02:01,72
423,2024-05-17 08:03:01,68
424,2024-05-17 08:04:01,99
425,2024-05-17 08:05:01,68
426,2024-05-17 08:06:01,70
427,2024-05-17 08:07:01,70
428,2024-05-17 08:08:01,72
429,2024-05-17 08:09:01,68
430,2024-05-17 08:10:01,74
431,2024-05-17 08:11:01,72
432,2024-05-17 08:12:01,71
433,2024-05-17 08:13:01,66
434,2024-05-17 08:14:02,95
435,2024-05-17 08:15:01,98
436,2024-05-17 08:16:01,324
437,2024-05-17 08:17:01,75
438,2024-05-17 08:18:02,71
439,2024-05-17 08:19:01,69
440,2024-05-17 08:20:01,100
441,2024-05-17 08:21:01,120
442,2024-05-17 08:22:01,107
443,2024-05-17 08:23:01,117
444,2024-05-17 08:24:01,171
445,2024-05-17 08:25:01,113
446,2024-05-17 08:26:01,91
447,2024-05-17 08:27:01,150
448,2024-05-17 08:28:01,96
449,2024-05-17 08:29:01,97
450,2024-05-17 08:30:01,97
451,2024-05-17 08:31:01,75
452,2024-05-17 08:32:01,105
453,2024-05-17 08:33:01,109
454,2024-05-17 08:34:01,89
455,2024-05-17 08:35:01,107
456,2024-05-17 08:36:01,102
457,2024-05-17 08:37:01,152
458,2024-05-17 08:38:01,89
459,2024-05-17 08:39:01,98
460,2024-05-17 08:40:01,95
461,2024-05-17 08:41:01,91
462,2024-05-17 08:42:01,99
463,2024-05-17 08:43:01,104
464,2024-05-17 08:44:01,104
465,2024-05-17 08:45:01,115
466,2024-05-17 08:46:01,96
467,2024-05-17 08:47:01,98
468,2024-05-17 08:48:01,112
469,2024-05-17 08:49:01,95
470,2024-05-17 08:50:01,117
471,2024-05-17 08:51:01,102
472,2024-05-17 08:52:01,157
473,2024-05-17 08:53:01,108
474,2024-05-17 08:54:01,99
475,2024-05-17 08:55:01,93
476,2024-05-17 08:56:01,114
477,2024-05-17 08:57:01,102
478,2024-05-17 08:58:01,99
479,2024-05-17 08:59:01,104
480,2024-05-17 10:00:01,163
481,2024-05-17 10:01:01,127
482,2024-05-17 10:02:01,98
483,2024-05-17 10:03:01,96
484,2024-05-17 10:04:01,233
485,2024-05-17 10:05:01,120
486,2024-05-17 10:06:01,71
487,2024-05-17 10:07:01,70
488,2024-05-17 10:08:01,71
489,2024-05-17 10:09:01,70
490,2024-05-17 10:10:01,205
491,2024-05-17 10:11:01,195
492,2024-05-17 10:12:01,68
493,2024-05-17 10:13:01,68
494,2024-05-17 10:14:01,69
495,2024-05-17 10:15:01,110
496,2024-05-17 10:16:01,70
497,2024-05-17 10:17:01,74
498,2024-05-17 10:18:01,71
499,2024-05-17 10:19:01,71
500,2024-05-17 10:20:01,89
501,2024-05-17 10:21:01,68
502,2024-05-17 10:22:01,70
503,2024-05-17 10:23:01,71
504,2024-05-17 10:24:01,67
505,2024-05-17 10:25:01,72
506,2024-05-17 10:26:01,75
507,2024-05-17 10:27:01,72
508,2024-05-17 10:28:01,71
509,2024-05-17 10:29:01,73
510,2024-05-17 10:30:01,69
511,2024-05-17 10:31:01,69
512,2024-05-17 10:32:02,74
513,2024-05-17 10:33:01,77
514,2024-05-17 10:34:01,73
515,2024-05-17 10:35:01,76
516,2024-05-17 10:36:01,71
517,2024-05-17 10:37:01,68
518,2024-05-17 10:38:01,70
519,2024-05-17 10:39:01,87
520,2024-05-17 10:40:01,66
521,2024-05-17 10:41:01,73
522,2024-05-17 10:42:01,89
523,2024-05-17 10:43:01,73
524,2024-05-17 10:44:01,66
525,2024-05-17 10:45:01,257
526,2024-05-17 10:46:01,66
527,2024-05-17 10:47:01,115
528,2024-05-17 10:48:01,72
529,2024-05-17 10:49:01,70
530,2024-05-17 10:50:01,89
531,2024-05-17 10:51:01,69
532,2024-05-17 10:52:01,72
533,2024-05-17 10:53:01,70
534,2024-05-17 10:54:01,68
535,2024-05-17 10:55:01,71
536,2024-05-17 10:56:01,72
537,2024-05-17 10:57:01,73
538,2024-05-17 10:58:01,69
539,2024-05-17 10:59:01,74
540,2024-05-17 11:00:01,91
541,2024-05-17 11:01:01,93
542,2024-05-17 11:02:01,75
543,2024-05-17 11:03:01,81
544,2024-05-17 11:04:01,90
545,2024-05-17 11:05:01,72
546,2024-05-17 11:06:01,243
547,2024-05-17 11:07:01,72
548,2024-05-17 11:08:01,67
549,2024-05-17 11:09:01,69
550,2024-05-17 11:10:01,70
551,2024-05-17 11:11:01,71
552,2024-05-17 11:12:01,73
553,2024-05-17 11:13:01,71
554,2024-05-17 11:14:01,69
555,2024-05-17 11:15:01,66
556,2024-05-17 11:16:01,66
557,2024-05-17 11:17:01,65
558,2024-05-17 11:18:01,68
559,2024-05-17 11:19:01,72
560,2024-05-17 11:20:01,79
561,2024-05-17 11:21:01,75
562,2024-05-17 11:22:01,70
563,2024-05-17 11:23:01,73
564,2024-05-17 11:24:01,71
565,2024-05-17 11:25:01,78
566,2024-05-17 11:26:01,75
567,2024-05-17 11:27:01,72
568,2024-05-17 11:28:01,74
569,2024-05-17 11:29:01,70
570,2024-05-17 11:30:01,69
571,2024-05-17 11:31:01,74
572,2024-05-17 11:32:01,71
573,2024-05-17 11:33:01,165
574,2024-05-17 11:34:01,70
575,2024-05-17 11:35:01,141
576,2024-05-17 11:36:01,73
577,2024-05-17 11:37:01,97
578,2024-05-17 11:38:01,89
579,2024-05-17 11:39:01,117
580,2024-05-17 11:40:01,84
581,2024-05-17 11:41:01,133
582,2024-05-17 11:42:01,90
583,2024-05-17 11:43:01,91
584,2024-05-17 11:44:01,92
585,2024-05-17 11:45:01,88
586,2024-05-17 11:46:01,95
587,2024-05-17 11:47:01,73
588,2024-05-17 11:48:01,73
589,2024-05-17 11:49:01,71
590,2024-05-17 11:50:01,73
591,2024-05-17 11:51:01,96
592,2024-05-17 11:52:01,288
593,2024-05-17 11:53:01,91
594,2024-05-17 11:54:01,67
595,2024-05-17 11:55:01,72
596,2024-05-17 11:56:01,89
597,2024-05-17 11:57:01,92
598,2024-05-17 11:58:01,90
599,2024-05-17 11:59:01,88
600,2024-05-17 12:00:01,93
601,2024-05-17 12:01:01,87
602,2024-05-17 12:02:01,92
603,2024-05-17 12:03:01,92
604,2024-05-17 12:04:01,94
605,2024-05-17 12:05:01,72
606,2024-05-17 12:06:01,70
607,2024-05-17 12:07:01,92
608,2024-05-17 12:08:01,69
609,2024-05-17 12:09:01,68
610,2024-05-17 12:10:01,72
611,2024-05-17 12:11:01,67
612,2024-05-17 12:12:01,70
613,2024-05-17 12:13:01,66
614,2024-05-17 12:14:01,88
615,2024-05-17 12:15:01,91
616,2024-05-17 12:16:01,89
617,2024-05-17 12:17:01,90
618,2024-05-17 12:18:01,86
619,2024-05-17 12:19:01,90
620,2024-05-17 12:20:01,92
621,2024-05-17 12:21:01,94
622,2024-05-17 12:22:01,90
623,2024-05-17 12:23:01,82
624,2024-05-17 12:24:01,82
625,2024-05-17 12:25:01,84
626,2024-05-17 12:26:01,85
627,2024-05-17 12:27:01,71
628,2024-05-17 12:28:01,70
629,2024-05-17 12:29:01,69
630,2024-05-17 12:30:01,90
631,2024-05-17 12:31:01,89
632,2024-05-17 12:32:01,91
633,2024-05-17 12:33:01,85
634,2024-05-17 12:34:01,95
635,2024-05-17 12:35:01,76
636,2024-05-17 12:36:01,73
637,2024-05-17 12:37:01,74
638,2024-05-17 12:38:01,73
639,2024-05-17 12:39:01,74
640,2024-05-17 12:40:01,73
641,2024-05-17 12:41:01,75
642,2024-05-17 12:42:01,71
643,2024-05-17 12:43:01,78
644,2024-05-17 12:44:01,72
645,2024-05-17 12:45:01,75
646,2024-05-17 12:46:01,74
647,2024-05-17 12:47:01,70
648,2024-05-17 12:48:01,67
649,2024-05-17 12:49:01,68
650,2024-05-17 12:50:01,91
651,2024-05-17 12:51:01,72
652,2024-05-17 12:52:01,73
653,2024-05-17 12:53:01,69
654,2024-05-17 12:54:01,73
655,2024-05-17 12:55:01,72
656,2024-05-17 12:56:01,69
657,2024-05-17 12:57:01,69
658,2024-05-17 12:58:01,88
659,2024-05-17 12:59:01,86
660,2024-05-17 13:00:01,67
661,2024-05-17 13:01:01,69
662,2024-05-17 13:02:01,66
663,2024-05-17 13:03:01,91
664,2024-05-17 13:04:01,69
665,2024-05-17 13:05:01,71
666,2024-05-17 13:06:01,88
667,2024-05-17 13:07:01,85
668,2024-05-17 13:08:01,93
669,2024-05-17 13:09:01,86
670,2024-05-17 13:10:01,71
671,2024-05-17 13:11:01,72
672,2024-05-17 13:12:01,74
673,2024-05-17 13:13:01,76
674,2024-05-17 13:14:01,76
675,2024-05-17 13:15:01,72
676,2024-05-17 13:16:01,69
677,2024-05-17 13:17:01,69
678,2024-05-17 13:18:01,73
679,2024-05-17 13:19:01,73
680,2024-05-17 13:20:01,66
681,2024-05-17 13:21:01,70
682,2024-05-17 13:22:01,70
683,2024-05-17 13:23:01,90
684,2024-05-17 13:24:01,92
685,2024-05-17 13:25:01,91
686,2024-05-17 13:26:01,75
687,2024-05-17 13:27:01,72
688,2024-05-17 13:28:01,71
689,2024-05-17 13:29:01,72
690,2024-05-17 13:30:01,70
691,2024-05-17 13:31:01,71
692,2024-05-17 13:32:01,70
693,2024-05-17 13:33:01,109
694,2024-05-17 13:34:01,99
695,2024-05-17 13:35:01,95
696,2024-05-17 13:36:01,97
697,2024-05-17 13:37:01,90
698,2024-05-17 13:38:01,87
699,2024-05-17 13:39:01,78
700,2024-05-17 13:40:01,73
701,2024-05-17 13:41:01,74
702,2024-05-17 13:42:01,66
703,2024-05-17 13:43:01,70
704,2024-05-17 13:44:01,69
705,2024-05-17 13:45:01,73
706,2024-05-17 13:46:01,73
707,2024-05-17 13:47:01,71
708,2024-05-17 13:48:01,72
709,2024-05-17 13:49:01,72
710,2024-05-17 13:50:01,74
711,2024-05-17 13:51:01,72
712,2024-05-17 13:52:01,70
713,2024-05-17 13:53:01,74
714,2024-05-17 13:54:01,71
715,2024-05-17 13:55:01,68
716,2024-05-17 13:56:01,74
717,2024-05-17 13:57:01,70
718,2024-05-17 13:58:01,70
719,2024-05-17 13:59:01,69
720,2024-05-17 14:00:01,102
721,2024-05-17 14:01:01,91
722,2024-05-17 14:02:01,67
723,2024-05-17 14:03:01,72
724,2024-05-17 14:04:01,73
725,2024-05-17 14:05:01,94
726,2024-05-17 14:06:01,93
727,2024-05-17 14:07:01,94
728,2024-05-17 14:08:01,95
729,2024-05-17 14:09:01,96
730,2024-05-17 14:10:01,93
731,2024-05-17 14:11:01,93
732,2024-05-17 14:12:01,74
733,2024-05-17 14:13:01,71
734,2024-05-17 14:14:01,71
735,2024-05-17 14:15:01,73
736,2024-05-17 14:16:01,80
737,2024-05-17 14:17:01,71
738,2024-05-17 14:18:01,72
739,2024-05-17 14:19:01,69
740,2024-05-17 14:20:01,74
741,2024-05-17 14:21:01,72
742,2024-05-17 14:22:01,95
743,2024-05-17 14:23:01,71
744,2024-05-17 14:24:01,73
745,2024-05-17 14:25:01,69
746,2024-05-17 14:26:01,71
747,2024-05-17 14:27:01,70
748,2024-05-17 14:28:01,69
749,2024-05-17 14:29:01,76
750,2024-05-17 14:30:01,67
751,2024-05-17 14:31:01,72
752,2024-05-17 14:32:01,71
753,2024-05-17 14:33:01,66
754,2024-05-17 14:34:01,70
755,2024-05-17 14:35:01,72
756,2024-05-17 14:36:01,73
757,2024-05-17 14:37:01,71
758,2024-05-17 14:38:01,75
759,2024-05-17 14:39:01,70
760,2024-05-17 14:40:01,71
761,2024-05-17 14:41:01,69
762,2024-05-17 14:42:01,74
763,2024-05-17 14:43:01,71
764,2024-05-17 14:44:01,73
765,2024-05-17 14:45:01,69
766,2024-05-17 14:46:01,69
767,2024-05-17 14:47:01,69
768,2024-05-17 14:48:01,69
769,2024-05-17 14:49:01,73
770,2024-05-17 14:50:01,75
771,2024-05-17 14:51:01,70
772,2024-05-17 14:52:01,74
773,2024-05-17 14:53:01,72
774,2024-05-17 14:54:01,72
775,2024-05-17 14:55:01,68
776,2024-05-17 14:56:01,75
777,2024-05-17 14:57:01,69
778,2024-05-17 14:58:01,75
779,2024-05-17 14:59:01,70
780,2024-05-17 17:00:01,67
781,2024-05-17 17:01:01,68
782,2024-05-17 17:02:01,68
783,2024-05-17 17:03:01,73
784,2024-05-17 17:04:01,69
785,2024-05-17 17:05:01,72
786,2024-05-17 17:06:01,73
787,2024-05-17 17:07:01,327
788,2024-05-17 17:08:01,108
789,2024-05-17 17:09:01,69
790,2024-05-17 17:10:01,160
791,2024-05-17 17:11:01,79
792,2024-05-17 17:12:01,71
793,2024-05-17 17:13:01,70
794,2024-05-17 17:14:01,73
795,2024-05-17 17:15:01,74
796,2024-05-17 17:16:01,69
797,2024-05-17 17:17:01,72
798,2024-05-17 17:18:01,68
799,2024-05-17 17:19:01,69
800,2024-05-17 17:20:01,73
801,2024-05-17 17:21:01,68
802,2024-05-17 17:22:01,68
803,2024-05-17 17:23:01,76
804,2024-05-17 17:24:01,71
805,2024-05-17 17:25:01,72
806,2024-05-17 17:26:01,71
807,2024-05-17 17:27:01,69
808,2024-05-17 17:28:01,66
809,2024-05-17 17:29:01,68
810,2024-05-17 17:30:01,71
811,2024-05-17 17:31:01,106
812,2024-05-17 17:32:01,124
813,2024-05-17 17:33:01,67
814,2024-05-17 17:34:01,70
815,2024-05-17 17:35:01,72
816,2024-05-17 17:36:01,88
817,2024-05-17 17:37:01,74
818,2024-05-17 17:38:01,73
819,2024-05-17 17:39:01,74
820,2024-05-17 17:40:01,311
821,2024-05-17 17:41:01,70
