index,1-15-10_v,1-15-12_v,1-15-11_v,1-15-13_v,1-15-9_v,1-15-8_v,1-15-7_v,1-15-6_v,1-15-5_v,1-15-4_v,1-15-3_v,1-15-2_v,1-15-1_v,1-15-0_v,csvTime
29,6006,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6965,2024-05-17 00:29:26
30,6008,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 00:30:27
31,6009,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 00:31:27
32,6009,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6970,6965,2024-05-17 00:32:27
33,6009,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6973,6968,2024-05-17 00:33:27
34,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6979,6974,6968,2024-05-17 00:34:28
35,6011,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6965,2024-05-17 00:35:28
36,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6966,2024-05-17 00:36:28
37,6011,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 00:37:28
38,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 00:38:28
39,6009,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 00:39:28
40,6010,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 00:40:29
41,6011,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 00:41:29
42,6004,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6973,6968,2024-05-17 00:42:29
43,6008,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6968,6963,2024-05-17 00:43:30
44,6009,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 00:44:30
45,6010,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6965,2024-05-17 00:45:30
46,6011,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 00:46:31
47,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 00:47:31
48,6010,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 00:48:31
49,6011,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 00:49:32
50,6011,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6972,6968,6964,2024-05-17 00:50:32
51,6010,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 00:51:32
52,6009,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 00:52:32
53,6008,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 00:53:33
54,6005,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6967,2024-05-17 00:54:33
55,6006,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 00:55:34
56,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 00:56:34
57,6007,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 00:57:34
58,6007,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 00:58:35
142580,6008,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6972,6967,2024-05-17 01:00:36
142581,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 01:01:36
142582,6006,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6968,6963,2024-05-17 01:02:37
142583,6008,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6963,2024-05-17 01:03:37
142584,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 01:04:37
142585,6007,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 01:05:38
142586,6009,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6967,2024-05-17 01:06:38
142587,6008,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6967,2024-05-17 01:07:39
142588,6009,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6971,6966,2024-05-17 01:08:39
142589,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:09:39
142590,6008,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6973,6968,2024-05-17 01:10:40
142591,6009,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 01:11:40
142592,6009,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6965,2024-05-17 01:12:41
142593,6010,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6968,6963,2024-05-17 01:13:41
142594,6011,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 01:14:41
142595,6009,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 01:15:42
142596,6008,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6965,2024-05-17 01:16:42
142597,6008,0.0,14,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6970,6965,2024-05-17 01:17:43
142598,6007,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 01:18:43
142599,6008,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:19:43
142600,6008,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6968,6963,2024-05-17 01:20:44
142601,6008,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:21:44
142602,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 01:22:44
142603,6008,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 01:23:45
142604,6008,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:24:45
142605,6008,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:25:45
142606,6008,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6972,6968,2024-05-17 01:26:45
142607,6007,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 01:27:46
142608,6008,0.0,7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 01:28:46
142609,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 01:29:46
142610,6010,0.0,7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 01:30:46
142611,6009,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:31:47
142612,6009,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 01:32:47
142613,6010,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6965,2024-05-17 01:33:48
142614,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 01:34:48
142615,6010,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6964,2024-05-17 01:35:48
142616,6009,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6966,2024-05-17 01:36:49
142617,6009,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 01:37:49
142618,6010,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6964,2024-05-17 01:38:49
142619,6011,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6971,6965,2024-05-17 01:39:50
142620,6013,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 01:40:50
142621,6012,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6968,2024-05-17 01:41:51
142622,6011,0.0,14,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6979,6974,6968,2024-05-17 01:42:51
142623,6011,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6973,6967,2024-05-17 01:43:52
142624,6010,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 01:44:52
142625,6010,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6971,6966,2024-05-17 01:45:52
142626,6010,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 01:46:53
142627,6011,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 01:47:53
142628,6010,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 01:48:53
142629,6010,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6964,2024-05-17 01:49:53
142630,6010,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6964,2024-05-17 01:50:54
142631,6009,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 01:51:54
142632,6009,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 01:52:55
142633,6008,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6967,2024-05-17 01:53:55
142634,6010,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 01:54:55
142635,6010,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6968,2024-05-17 01:55:55
142636,6009,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 01:56:55
142637,6009,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 01:57:56
142638,6007,0.0,7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 01:58:56
59,6008,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6972,6968,2024-05-17 02:00:56
60,6008,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 02:01:57
61,6007,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6966,2024-05-17 02:02:57
62,6008,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 02:03:57
63,6007,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 02:04:57
64,6007,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 02:05:57
65,6007,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6966,2024-05-17 02:06:58
66,6007,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6965,2024-05-17 02:07:58
67,6008,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 02:08:58
68,6009,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 02:09:58
69,6009,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 02:10:58
70,6008,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 02:11:59
71,6009,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 02:12:59
72,6009,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:13:59
73,6009,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6965,2024-05-17 02:14:59
74,6010,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6966,2024-05-17 02:15:59
75,6011,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6966,2024-05-17 02:17:00
76,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 02:18:00
77,6009,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6971,6966,2024-05-17 02:19:00
78,6009,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 02:20:01
79,6010,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6973,6968,2024-05-17 02:21:01
80,6009,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 02:22:02
81,6011,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6974,6969,2024-05-17 02:23:02
82,6011,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6973,6968,2024-05-17 02:24:03
83,6011,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 02:25:03
84,6010,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:26:03
85,6009,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 02:27:04
86,6010,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:28:04
87,6008,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 02:29:04
88,6009,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 02:30:05
89,6010,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 02:31:05
90,6012,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 02:32:05
91,6009,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6973,6969,2024-05-17 02:33:06
92,6010,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6973,6969,2024-05-17 02:34:06
93,6011,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 02:35:07
94,6010,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 02:36:07
95,6011,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:37:07
96,6010,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:38:07
97,6010,0.0,7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:39:07
98,6010,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:40:07
99,6009,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 02:41:07
100,6009,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 02:42:08
101,6009,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:43:08
102,6010,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 02:44:08
103,6008,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 02:45:08
104,6009,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 02:46:09
105,6010,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 02:47:09
106,6009,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 02:48:10
107,6010,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6964,2024-05-17 02:49:10
108,6010,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 02:50:10
109,6009,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 02:51:11
110,6010,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6967,2024-05-17 02:52:11
111,6010,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6973,6968,2024-05-17 02:53:11
112,6011,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6973,6968,2024-05-17 02:54:12
113,6012,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 02:55:12
114,6010,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6968,2024-05-17 02:56:12
115,6012,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 02:57:12
116,6010,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6973,6968,2024-05-17 02:58:13
117,6011,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 03:00:13
118,6011,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 03:01:13
119,6010,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:02:14
120,6008,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 03:03:14
121,6007,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 03:04:14
122,6006,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 03:05:15
123,6005,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 03:06:15
124,6005,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6973,6969,6965,2024-05-17 03:07:15
125,6005,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 03:08:16
126,6005,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 03:09:16
127,6006,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6970,6966,2024-05-17 03:10:17
128,6003,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:11:17
129,6004,0.0,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 03:12:17
130,6003,0.0,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6967,2024-05-17 03:13:17
131,6003,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6967,2024-05-17 03:14:17
132,6003,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:15:17
133,6004,0.0,3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:16:18
134,6004,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6972,6968,2024-05-17 03:17:18
135,6005,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6965,2024-05-17 03:18:19
136,6003,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 03:19:19
137,6004,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6966,2024-05-17 03:20:19
138,6004,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6965,2024-05-17 03:21:20
139,6004,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,6969,6964,2024-05-17 03:22:20
140,6003,0.0,11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:23:21
141,6002,0.0,4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6967,2024-05-17 03:24:21
142,6004,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:25:21
143,6004,0.0,5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6971,6966,2024-05-17 03:26:21
144,6004,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6966,2024-05-17 03:27:22
145,6004,0.0,14,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6976,6971,6965,2024-05-17 03:28:22
146,6005,0.0,6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6977,6971,6966,2024-05-17 03:29:23
147,6005,0.0,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6967,2024-05-17 03:30:23
148,6005,0.0,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6973,6967,2024-05-17 03:31:23
149,6004,0.0,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6978,6972,6966,2024-05-17 03:32:23
150,6007,0.0,8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6975,6970,6964,2024-05-17 03:33:24
