index,1-3-12_v,1-3-9_v,1-3-13_v,1-3-8_v,1-3-10_v,1-3-7_v,1-3-11_v,1-3-6_v,1-3-5_v,1-3-4_v,1-3-3_v,1-3-2_v,1-3-1_v,1-3-0_v,csvTime
23,1734,95.0,0.0,9.0,6005,2.0,11,8,6,8.0,9.0,6963,6969,6974,2024-05-17 00:23:48
24,1719,95.0,0.0,9.0,6006,2.0,5,8,6,8.0,9.0,6964,6970,6975,2024-05-17 00:24:48
25,1747,95.0,0.0,9.0,6006,2.0,5,8,6,8.0,9.0,6966,6971,6976,2024-05-17 00:25:48
26,1746,95.0,0.0,9.0,6005,2.0,10,8,6,8.0,9.0,6965,6971,6976,2024-05-17 00:26:48
27,1696,95.0,0.0,9.0,6005,2.0,4,8,6,8.0,9.0,6964,6970,6975,2024-05-17 00:27:49
28,0,100.0,0.0,3.0,6006,1.0,3,3,0,0.0,0.0,6966,6971,6976,2024-05-17 00:28:49
29,1725,95.0,0.0,9.0,6006,2.0,5,8,6,8.0,9.0,6965,6970,6975,2024-05-17 00:29:49
30,1748,95.0,0.0,9.0,6009,2.0,3,8,6,8.0,9.0,6966,6971,6976,2024-05-17 00:30:49
31,1756,95.0,0.0,9.0,6007,2.0,10,8,6,8.0,9.0,6967,6973,6979,2024-05-17 00:31:49
32,1770,95.0,0.0,9.0,6009,2.0,13,8,6,8.0,9.0,6966,6972,6977,2024-05-17 00:32:50
33,1705,95.0,0.0,9.0,6010,2.0,12,8,6,8.0,9.0,6965,6971,6976,2024-05-17 00:33:50
34,1737,95.0,0.0,9.0,6012,2.0,5,8,6,8.0,9.0,6965,6971,6976,2024-05-17 00:34:50
35,0,100.0,0.0,3.0,6012,1.0,13,2,0,0.0,0.0,6965,6971,6977,2024-05-17 00:35:50
36,0,100.0,0.0,2.0,6009,1.0,4,2,0,0.0,1.0,6966,6972,6977,2024-05-17 00:36:50
37,0,100.0,0.0,2.0,6010,1.0,4,2,0,0.0,0.0,6968,6972,6977,2024-05-17 00:37:50
38,0,100.0,0.0,2.0,6008,1.0,4,2,0,0.0,0.0,6967,6972,6978,2024-05-17 00:38:50
39,950,95.0,0.0,9.0,6010,3.0,9,9,8,8.0,9.0,6964,6970,6975,2024-05-17 00:39:51
40,557,96.0,0.0,10.0,6011,3.0,4,10,10,11.0,11.0,6965,6971,6976,2024-05-17 00:40:51
41,1293,95.0,0.0,9.0,6011,2.0,3,8,7,8.0,9.0,6966,6971,6976,2024-05-17 00:41:51
42,1613,95.0,0.0,9.0,6008,2.0,5,8,6,8.0,9.0,6965,6972,6978,2024-05-17 00:42:52
43,1751,95.0,0.0,9.0,6009,2.0,8,8,6,8.0,9.0,6963,6969,6974,2024-05-17 00:43:52
44,882,95.0,0.0,10.0,6008,3.0,8,9,8,9.0,10.0,6963,6969,6975,2024-05-17 00:44:53
45,1423,95.0,0.0,9.0,6010,2.0,6,8,7,8.0,9.0,6964,6970,6975,2024-05-17 00:45:53
46,1689,95.0,0.0,9.0,6011,2.0,14,9,6,8.0,9.0,6963,6970,6976,2024-05-17 00:46:53
47,1568,95.0,0.0,9.0,6010,2.0,6,8,6,8.0,9.0,6964,6970,6976,2024-05-17 00:47:53
48,1636,95.0,0.0,9.0,6011,2.0,5,9,6,8.0,9.0,6964,6970,6976,2024-05-17 00:48:54
49,1726,95.0,0.0,9.0,6012,2.0,3,8,6,8.0,9.0,6965,6970,6975,2024-05-17 00:49:54
50,1731,95.0,0.0,9.0,6009,2.0,7,8,6,8.0,9.0,6964,6969,6975,2024-05-17 00:50:55
51,1325,95.0,0.0,9.0,6008,2.0,14,9,7,8.0,9.0,6963,6969,6975,2024-05-17 00:51:55
52,1468,95.0,0.0,9.0,6014,2.0,9,9,7,8.0,9.0,6964,6971,6977,2024-05-17 00:52:55
53,675,95.0,0.0,10.0,6008,3.0,9,9,9,10.0,10.0,6964,6970,6975,2024-05-17 00:53:55
54,527,96.0,0.0,11.0,6007,3.0,12,11,11,11.0,11.0,6963,6970,6976,2024-05-17 00:54:56
55,1724,95.0,0.0,9.0,6008,2.0,8,8,6,8.0,9.0,6964,6970,6976,2024-05-17 00:55:56
56,711,95.0,0.0,10.0,6006,2.0,5,9,8,9.0,9.0,6965,6971,6977,2024-05-17 00:56:57
57,951,95.0,0.0,10.0,6006,3.0,11,9,8,9.0,10.0,6964,6971,6977,2024-05-17 00:57:57
58,1742,95.0,0.0,9.0,6007,2.0,14,8,6,8.0,9.0,6964,6970,6976,2024-05-17 00:58:57
142582,551,96.0,0.0,10.0,6006,3.0,7,9,8,9.0,10.0,6965,6970,6976,2024-05-17 01:00:58
142583,975,95.0,0.0,10.0,6007,3.0,12,9,8,9.0,10.0,6964,6970,6976,2024-05-17 01:01:59
142584,804,96.0,0.0,10.0,6007,3.0,6,10,9,10.0,10.0,6965,6970,6975,2024-05-17 01:02:59
142585,950,95.0,0.0,9.0,6007,3.0,13,9,8,8.0,9.0,6963,6970,6976,2024-05-17 01:04:00
142586,1103,95.0,0.0,10.0,6008,3.0,10,9,9,10.0,10.0,6965,6970,6976,2024-05-17 01:05:00
142587,826,96.0,0.0,10.0,6008,3.0,12,10,9,10.0,10.0,6964,6969,6974,2024-05-17 01:06:00
142588,1758,95.0,0.0,9.0,6008,2.0,8,8,6,8.0,9.0,6965,6970,6975,2024-05-17 01:07:01
142589,974,96.0,0.0,11.0,6009,3.0,3,10,9,10.0,10.0,6967,6972,6977,2024-05-17 01:08:01
142590,1764,95.0,0.0,9.0,6008,2.0,5,8,6,8.0,9.0,6966,6971,6975,2024-05-17 01:09:02
142591,477,95.0,0.0,10.0,6008,2.0,7,9,8,9.0,10.0,6966,6971,6976,2024-05-17 01:10:02
142592,1044,95.0,0.0,9.0,6009,2.0,15,9,8,8.0,9.0,6965,6971,6977,2024-05-17 01:11:02
142593,1049,95.0,0.0,9.0,6009,2.0,5,9,7,8.0,9.0,6966,6972,6977,2024-05-17 01:12:03
142594,1751,95.0,0.0,9.0,6009,2.0,8,8,6,8.0,9.0,6965,6970,6975,2024-05-17 01:13:03
142595,1108,95.0,0.0,9.0,6009,2.0,10,8,7,8.0,9.0,6966,6971,6976,2024-05-17 01:14:04
142596,1457,95.0,0.0,9.0,6010,2.0,12,9,7,8.0,9.0,6964,6970,6976,2024-05-17 01:15:04
142597,1403,95.0,0.0,9.0,6010,2.0,10,9,8,9.0,10.0,6964,6969,6975,2024-05-17 01:16:04
142598,1727,95.0,0.0,9.0,6009,2.0,15,8,6,8.0,9.0,6963,6969,6975,2024-05-17 01:17:05
142599,1143,96.0,0.0,10.0,6008,2.0,14,9,9,9.0,10.0,6965,6971,6976,2024-05-17 01:18:05
142600,366,96.0,0.0,12.0,6006,3.0,8,12,12,12.0,12.0,6966,6971,6976,2024-05-17 01:19:06
142601,1337,95.0,0.0,9.0,6007,2.0,3,8,7,8.0,9.0,6966,6971,6976,2024-05-17 01:20:06
142602,674,95.0,0.0,10.0,6008,3.0,8,9,9,9.0,10.0,6964,6970,6976,2024-05-17 01:21:06
142603,857,95.0,0.0,9.0,6008,2.0,10,9,7,8.0,9.0,6963,6969,6974,2024-05-17 01:22:07
142604,761,95.0,0.0,9.0,6008,2.0,5,9,8,8.0,9.0,6963,6968,6974,2024-05-17 01:23:07
142605,1398,95.0,0.0,9.0,6008,2.0,8,8,7,8.0,9.0,6965,6971,6976,2024-05-17 01:24:07
142606,869,95.0,0.0,9.0,6009,2.0,9,9,8,9.0,9.0,6964,6971,6977,2024-05-17 01:25:07
142607,1748,95.0,0.0,9.0,6009,2.0,5,8,6,8.0,9.0,6965,6970,6976,2024-05-17 01:26:08
142608,1784,95.0,0.0,9.0,6007,2.0,12,8,6,8.0,9.0,6964,6970,6975,2024-05-17 01:27:08
142609,1646,95.0,0.0,9.0,6007,2.0,3,9,6,8.0,9.0,6965,6971,6976,2024-05-17 01:28:08
142610,1661,95.0,0.0,9.0,6007,2.0,9,8,6,8.0,9.0,6965,6971,6976,2024-05-17 01:29:08
142611,1583,95.0,0.0,9.0,6008,2.0,8,8,6,8.0,9.0,6964,6970,6976,2024-05-17 01:30:09
142612,827,95.0,0.0,13.0,6009,3.0,14,12,12,12.0,13.0,6965,6970,6976,2024-05-17 01:31:09
142613,888,95.0,0.0,11.0,6010,3.0,6,10,9,10.0,11.0,6966,6972,6977,2024-05-17 01:32:09
142614,1690,95.0,0.0,9.0,6011,2.0,11,8,6,8.0,9.0,6965,6971,6976,2024-05-17 01:33:10
142615,1406,95.0,0.0,9.0,6009,2.0,10,9,7,8.0,9.0,6966,6971,6977,2024-05-17 01:34:10
142616,1681,95.0,0.0,9.0,6010,2.0,6,8,6,8.0,9.0,6964,6969,6975,2024-05-17 01:35:11
142617,736,95.0,0.0,10.0,6008,2.0,3,9,7,8.0,9.0,6965,6970,6976,2024-05-17 01:36:11
142618,1198,95.0,0.0,9.0,6010,2.0,11,9,7,8.0,9.0,6964,6970,6976,2024-05-17 01:37:11
142619,1720,95.0,0.0,9.0,6010,2.0,7,8,6,8.0,9.0,6965,6971,6977,2024-05-17 01:38:11
142620,225,96.0,0.0,13.0,6010,3.0,13,13,13,13.0,14.0,6965,6970,6976,2024-05-17 01:39:12
142621,1702,95.0,0.0,9.0,6011,2.0,5,8,6,8.0,9.0,6967,6972,6976,2024-05-17 01:40:12
142622,1556,95.0,0.0,9.0,6014,2.0,3,8,7,8.0,9.0,6966,6971,6975,2024-05-17 01:41:13
142623,1671,95.0,0.0,9.0,6012,2.0,12,8,6,8.0,9.0,6966,6972,6977,2024-05-17 01:42:13
142624,1640,95.0,0.0,9.0,6011,2.0,13,8,6,8.0,9.0,6968,6973,6978,2024-05-17 01:43:14
142625,1730,95.0,0.0,9.0,6010,2.0,8,8,6,8.0,9.0,6965,6970,6975,2024-05-17 01:44:14
142626,1002,95.0,0.0,10.0,6010,2.0,3,9,7,8.0,9.0,6966,6971,6976,2024-05-17 01:45:15
142627,1702,95.0,0.0,9.0,6011,2.0,14,8,6,8.0,9.0,6966,6972,6978,2024-05-17 01:46:15
142628,1769,95.0,0.0,9.0,6010,2.0,9,8,6,8.0,9.0,6966,6972,6978,2024-05-17 01:47:15
142629,1682,95.0,0.0,9.0,6010,2.0,5,8,6,8.0,9.0,6965,6971,6977,2024-05-17 01:48:15
142630,1766,95.0,0.0,9.0,6010,2.0,14,8,6,8.0,9.0,6963,6969,6975,2024-05-17 01:49:16
142631,1760,95.0,0.0,9.0,6009,2.0,9,8,6,8.0,9.0,6963,6969,6974,2024-05-17 01:50:16
142632,1705,95.0,0.0,9.0,6009,2.0,5,8,6,8.0,9.0,6965,6970,6976,2024-05-17 01:51:16
142633,986,95.0,0.0,10.0,6009,2.0,10,9,7,8.0,9.0,6965,6971,6977,2024-05-17 01:52:17
142634,1634,95.0,0.0,9.0,6009,2.0,9,8,7,8.0,9.0,6964,6971,6977,2024-05-17 01:53:17
142635,1643,95.0,0.0,9.0,6009,2.0,15,8,6,8.0,9.0,6964,6971,6977,2024-05-17 01:54:17
142636,1785,95.0,0.0,9.0,6010,2.0,11,8,6,8.0,9.0,6965,6971,6978,2024-05-17 01:55:17
142637,1756,95.0,0.0,9.0,6009,2.0,5,8,6,8.0,9.0,6965,6971,6976,2024-05-17 01:56:18
142638,1762,95.0,0.0,9.0,6009,2.0,5,8,6,8.0,9.0,6965,6972,6978,2024-05-17 01:57:18
142639,1355,95.0,0.0,9.0,6007,2.0,10,9,8,9.0,9.0,6965,6972,6979,2024-05-17 01:58:18
59,1742,95.0,0.0,9.0,6008,2.0,11,8,6,8.0,9.0,6964,6971,6977,2024-05-17 02:00:19
60,1750,95.0,0.0,9.0,6008,2.0,13,8,6,8.0,9.0,6966,6972,6978,2024-05-17 02:01:19
61,1306,95.0,0.0,9.0,6008,2.0,13,9,7,8.0,9.0,6962,6969,6975,2024-05-17 02:02:19
62,1775,95.0,0.0,9.0,6007,2.0,9,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:03:19
63,693,96.0,0.0,10.0,6007,3.0,14,10,9,10.0,10.0,6963,6970,6976,2024-05-17 02:04:19
64,1755,95.0,0.0,9.0,6008,2.0,11,8,6,8.0,8.0,6965,6971,6977,2024-05-17 02:05:20
65,1753,95.0,0.0,9.0,6006,2.0,15,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:06:20
66,351,95.0,0.0,12.0,6006,3.0,15,11,11,11.0,11.0,6963,6970,6977,2024-05-17 02:07:20
67,1752,95.0,0.0,9.0,6007,2.0,15,8,6,8.0,9.0,6963,6969,6975,2024-05-17 02:08:20
68,1713,95.0,0.0,9.0,6009,2.0,14,8,6,8.0,9.0,6964,6970,6976,2024-05-17 02:09:20
69,1719,95.0,0.0,9.0,6009,2.0,4,8,6,8.0,9.0,6965,6970,6975,2024-05-17 02:10:21
70,1773,95.0,0.0,9.0,6009,2.0,15,8,6,8.0,9.0,6963,6969,6975,2024-05-17 02:11:21
71,1680,95.0,0.0,9.0,6008,2.0,10,8,6,8.0,9.0,6964,6970,6976,2024-05-17 02:12:21
72,1696,95.0,0.0,9.0,6009,2.0,5,8,6,8.0,9.0,6963,6969,6976,2024-05-17 02:13:21
73,1744,95.0,0.0,9.0,6010,2.0,14,8,6,8.0,9.0,6964,6969,6975,2024-05-17 02:14:21
74,0,100.0,0.0,3.0,6009,1.0,8,2,0,0.0,0.0,6964,6969,6975,2024-05-17 02:15:21
75,0,100.0,0.0,3.0,6013,1.0,4,2,0,0.0,0.0,6966,6972,6977,2024-05-17 02:16:22
76,285,95.0,0.0,10.0,6010,3.0,10,10,10,10.0,10.0,6965,6971,6977,2024-05-17 02:17:22
77,1758,95.0,0.0,9.0,6010,2.0,14,8,6,8.0,9.0,6967,6972,6978,2024-05-17 02:18:22
78,1630,95.0,0.0,9.0,6010,2.0,15,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:19:23
79,1709,95.0,0.0,9.0,6010,2.0,11,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:20:23
80,1172,95.0,0.0,9.0,6012,2.0,5,9,8,9.0,10.0,6965,6971,6977,2024-05-17 02:21:24
81,1764,95.0,0.0,9.0,6011,2.0,13,8,6,8.0,9.0,6967,6973,6980,2024-05-17 02:22:24
82,1460,95.0,0.0,9.0,6010,2.0,6,8,7,8.0,9.0,6967,6973,6979,2024-05-17 02:23:25
83,503,95.0,0.0,11.0,6011,3.0,11,10,9,10.0,10.0,6966,6972,6978,2024-05-17 02:24:25
84,1683,95.0,0.0,9.0,6011,2.0,6,8,6,8.0,9.0,6965,6970,6975,2024-05-17 02:25:25
85,616,96.0,0.0,10.0,6009,2.0,14,9,9,9.0,9.0,6964,6970,6976,2024-05-17 02:26:26
86,1126,95.0,0.0,9.0,6008,3.0,4,9,9,10.0,10.0,6964,6969,6974,2024-05-17 02:27:26
87,1736,95.0,0.0,9.0,6009,2.0,13,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:28:27
88,1734,95.0,0.0,9.0,6009,2.0,13,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:29:27
89,1598,95.0,0.0,9.0,6009,2.0,3,8,6,8.0,9.0,6967,6972,6977,2024-05-17 02:30:27
90,1746,95.0,0.0,9.0,6010,2.0,13,8,6,8.0,9.0,6965,6971,6978,2024-05-17 02:31:28
91,559,95.0,0.0,10.0,6012,2.0,10,10,9,9.0,10.0,6966,6973,6980,2024-05-17 02:32:28
92,1757,95.0,0.0,9.0,6011,2.0,8,8,6,8.0,9.0,6965,6971,6977,2024-05-17 02:33:29
93,1734,95.0,0.0,9.0,6011,2.0,8,8,6,8.0,9.0,6965,6972,6979,2024-05-17 02:34:29
94,1696,95.0,0.0,9.0,6010,2.0,11,8,6,8.0,9.0,6963,6969,6975,2024-05-17 02:35:29
95,1725,95.0,0.0,9.0,6012,2.0,14,8,6,8.0,9.0,6964,6970,6976,2024-05-17 02:36:29
96,652,95.0,0.0,9.0,6010,2.0,16,9,8,8.0,9.0,6965,6972,6979,2024-05-17 02:37:29
97,1055,95.0,0.0,9.0,6009,2.0,15,8,7,8.0,9.0,6964,6970,6977,2024-05-17 02:38:30
98,1738,95.0,0.0,9.0,6012,2.0,14,8,6,8.0,9.0,6964,6970,6976,2024-05-17 02:39:30
99,1790,95.0,0.0,9.0,6010,2.0,16,8,6,8.0,9.0,6964,6970,6977,2024-05-17 02:40:30
100,924,96.0,0.0,12.0,6009,3.0,11,11,9,10.0,11.0,6963,6970,6976,2024-05-17 02:41:30
101,1661,95.0,0.0,9.0,6009,2.0,7,8,6,8.0,9.0,6963,6968,6974,2024-05-17 02:42:30
102,995,95.0,0.0,9.0,6009,2.0,9,9,7,8.0,9.0,6964,6970,6976,2024-05-17 02:43:30
103,1617,95.0,0.0,9.0,6009,2.0,6,8,6,8.0,9.0,6964,6970,6976,2024-05-17 02:44:31
104,930,95.0,0.0,10.0,6009,3.0,13,10,8,9.0,10.0,6964,6971,6977,2024-05-17 02:45:31
105,1114,96.0,0.0,11.0,6010,3.0,14,10,10,11.0,11.0,6963,6969,6975,2024-05-17 02:46:31
106,1288,95.0,0.0,9.0,6010,2.0,10,9,7,8.0,9.0,6966,6971,6976,2024-05-17 02:47:32
107,1742,95.0,0.0,9.0,6009,2.0,9,8,6,8.0,9.0,6964,6969,6975,2024-05-17 02:48:32
108,998,95.0,0.0,9.0,6010,2.0,16,9,7,8.0,9.0,6963,6970,6976,2024-05-17 02:49:32
109,643,95.0,0.0,10.0,6010,3.0,9,10,9,10.0,10.0,6962,6969,6975,2024-05-17 02:50:33
110,1294,95.0,0.0,9.0,6010,2.0,14,9,7,8.0,9.0,6965,6971,6978,2024-05-17 02:51:33
111,854,95.0,0.0,9.0,6010,2.0,14,9,7,8.0,9.0,6964,6971,6977,2024-05-17 02:52:33
112,1731,95.0,0.0,9.0,6010,2.0,11,8,6,8.0,9.0,6967,6973,6979,2024-05-17 02:53:34
113,1687,95.0,0.0,9.0,6012,2.0,8,8,6,8.0,9.0,6966,6972,6978,2024-05-17 02:54:34
114,1082,95.0,0.0,9.0,6010,2.0,13,9,7,8.0,9.0,6965,6970,6976,2024-05-17 02:55:34
115,384,96.0,0.0,10.0,6011,3.0,10,10,10,10.0,11.0,6967,6973,6978,2024-05-17 02:56:35
116,1471,95.0,0.0,9.0,6010,2.0,8,9,7,8.0,9.0,6966,6971,6976,2024-05-17 02:57:35
117,963,95.0,0.0,10.0,6011,3.0,6,9,8,9.0,9.0,6967,6972,6977,2024-05-17 02:58:35
118,1643,95.0,0.0,9.0,6009,2.0,3,9,7,8.0,9.0,6967,6971,6976,2024-05-17 03:00:36
119,1748,95.0,0.0,9.0,6010,2.0,3,8,6,8.0,9.0,6963,6969,6974,2024-05-17 03:01:36
120,1434,95.0,0.0,9.0,6008,2.0,11,8,7,8.0,9.0,6965,6971,6976,2024-05-17 03:02:36
121,493,95.0,0.0,10.0,6008,3.0,11,10,9,10.0,10.0,6966,6972,6978,2024-05-17 03:03:36
122,1556,95.0,0.0,9.0,6008,2.0,3,9,7,8.0,9.0,6963,6968,6974,2024-05-17 03:04:37
123,497,96.0,0.0,11.0,6005,3.0,5,10,10,10.0,10.0,6965,6971,6977,2024-05-17 03:05:37
124,374,96.0,0.0,13.0,6005,3.0,6,12,12,13.0,13.0,6963,6968,6974,2024-05-17 03:06:37
125,1670,95.0,0.0,9.0,6004,2.0,5,8,6,8.0,9.0,6965,6970,6975,2024-05-17 03:07:38
126,644,96.0,0.0,10.0,6006,3.0,4,9,9,9.0,10.0,6964,6969,6975,2024-05-17 03:08:38
127,1296,96.0,0.0,10.0,6005,3.0,5,9,8,10.0,10.0,6964,6969,6974,2024-05-17 03:09:39
128,1691,95.0,0.0,9.0,6003,2.0,4,8,6,8.0,9.0,6966,6972,6977,2024-05-17 03:10:39
129,1506,94.0,0.0,8.0,6003,2.0,9,8,7,8.0,8.0,6964,6970,6976,2024-05-17 03:11:40
130,1195,95.0,0.0,9.0,6003,2.0,5,9,7,8.0,9.0,6964,6969,6974,2024-05-17 03:12:40
131,1453,95.0,0.0,9.0,6003,2.0,12,9,7,9.0,10.0,6965,6971,6976,2024-05-17 03:13:40
132,1679,95.0,0.0,9.0,6003,2.0,5,8,6,8.0,9.0,6965,6971,6977,2024-05-17 03:14:40
133,482,95.0,0.0,10.0,6003,3.0,13,9,9,9.0,10.0,6964,6970,6976,2024-05-17 03:15:40
134,509,95.0,0.0,9.0,6004,3.0,5,9,8,9.0,9.0,6964,6970,6976,2024-05-17 03:16:41
135,1549,95.0,0.0,9.0,6004,2.0,5,9,6,8.0,9.0,6964,6971,6977,2024-05-17 03:17:41
136,1595,95.0,0.0,9.0,6004,2.0,7,8,6,8.0,9.0,6965,6971,6977,2024-05-17 03:18:41
137,687,96.0,0.0,12.0,6003,3.0,12,11,11,12.0,12.0,6964,6970,6977,2024-05-17 03:19:42
138,1586,95.0,0.0,9.0,6004,2.0,3,9,7,8.0,9.0,6966,6971,6977,2024-05-17 03:20:42
139,1610,95.0,0.0,9.0,6001,2.0,10,8,7,8.0,9.0,6965,6971,6977,2024-05-17 03:21:43
140,1593,94.0,0.0,9.0,6004,2.0,4,8,7,8.0,9.0,6964,6969,6975,2024-05-17 03:22:43
141,1748,95.0,0.0,9.0,6004,2.0,13,8,6,8.0,9.0,6964,6969,6975,2024-05-17 03:23:43
142,1745,95.0,0.0,9.0,6004,2.0,10,8,6,8.0,9.0,6963,6969,6974,2024-05-17 03:24:44
143,1081,94.0,0.0,9.0,6004,2.0,5,8,7,8.0,9.0,6964,6970,6975,2024-05-17 03:25:44
144,1139,95.0,0.0,8.0,6004,2.0,14,8,7,8.0,9.0,6964,6970,6976,2024-05-17 03:26:44
145,295,95.0,0.0,11.0,6005,3.0,2,10,10,10.0,10.0,6966,6970,6975,2024-05-17 03:27:44
146,967,95.0,0.0,9.0,6004,2.0,3,9,7,8.0,9.0,6965,6970,6975,2024-05-17 03:28:45
147,1513,95.0,0.0,9.0,6006,2.0,6,8,6,8.0,9.0,6966,6971,6975,2024-05-17 03:29:45
148,1710,95.0,0.0,9.0,6005,2.0,5,8,6,8.0,9.0,6967,6972,6977,2024-05-17 03:30:46
149,1326,95.0,0.0,9.0,6006,2.0,13,9,7,8.0,9.0,6967,6973,6978,2024-05-17 03:31:46
150,1617,95.0,0.0,9.0,6006,2.0,14,8,6,8.0,9.0,6968,6974,6979,2024-05-17 03:32:46
151,1180,95.0,0.0,9.0,6005,2.0,3,9,6,8.0,9.0,6967,6972,6977,2024-05-17 03:33:46
152,1343,95.0,0.0,9.0,6005,2.0,15,9,7,8.0,9.0,6966,6972,6978,2024-05-17 03:34:47
153,1630,95.0,0.0,9.0,6006,2.0,4,8,6,8.0,9.0,6965,6970,6975,2024-05-17 03:35:47
154,1160,95.0,0.0,9.0,6008,2.0,3,9,7,8.0,9.0,6967,6971,6976,2024-05-17 03:36:47
155,1428,95.0,0.0,9.0,6008,2.0,14,8,6,8.0,9.0,6964,6970,6976,2024-05-17 03:37:48
156,1725,95.0,0.0,9.0,6006,2.0,15,8,6,8.0,9.0,6964,6971,6977,2024-05-17 03:38:48
157,1594,95.0,0.0,9.0,6008,2.0,10,8,6,8.0,9.0,6964,6970,6976,2024-05-17 03:39:49
158,817,95.0,0.0,10.0,6008,3.0,4,10,9,10.0,10.0,6965,6971,6976,2024-05-17 03:40:49
159,876,95.0,0.0,10.0,6009,3.0,12,10,9,10.0,10.0,6964,6970,6976,2024-05-17 03:41:49
160,1689,95.0,0.0,9.0,6008,2.0,13,8,6,8.0,9.0,6967,6973,6979,2024-05-17 03:42:50
161,1743,95.0,0.0,9.0,6008,2.0,3,8,6,8.0,9.0,6966,6971,6977,2024-05-17 03:43:50
162,958,95.0,0.0,10.0,6010,3.0,5,9,8,9.0,10.0,6964,6969,6975,2024-05-17 03:44:50
163,1742,95.0,0.0,9.0,6010,2.0,5,8,6,8.0,9.0,6963,6969,6974,2024-05-17 03:45:50
164,1236,95.0,0.0,9.0,6010,2.0,13,9,7,9.0,9.0,6966,6972,6978,2024-05-17 03:46:51
165,695,95.0,0.0,10.0,6011,3.0,5,9,8,9.0,10.0,6964,6970,6975,2024-05-17 03:47:51
166,896,95.0,0.0,10.0,6011,3.0,6,10,9,9.0,10.0,6965,6971,6977,2024-05-17 03:48:51
167,946,95.0,0.0,9.0,6010,2.0,13,9,8,8.0,9.0,6965,6971,6976,2024-05-17 03:49:51
168,1756,95.0,0.0,9.0,6010,2.0,9,8,6,8.0,9.0,6964,6970,6976,2024-05-17 03:50:52
169,1550,95.0,0.0,9.0,6012,2.0,8,8,7,8.0,9.0,6962,6968,6975,2024-05-17 03:51:52
170,1054,95.0,0.0,10.0,6009,3.0,5,9,9,10.0,11.0,6964,6970,6976,2024-05-17 03:52:53
