index,1-2-1_v,1-2-0_v,1-2-3_v,1-2-2_v,1-2-5_v,1-2-4_v,1-2-13_v,1-2-7_v,1-2-6_v,1-2-9_v,1-2-8_v,1-2-10_v,1-2-12_v,1-2-11_v,csvTime
42,6975,6977,13.0,6972,10,12.0,0.0,3.0,12.0,96.0,13.0,6011,1009,9,2024-05-17 00:43:09
43,6975,6977,12.0,6973,9,11.0,0.0,3.0,11.0,96.0,11.0,6008,1496,6,2024-05-17 00:44:09
44,6975,6977,11.0,6974,8,10.0,0.0,2.0,10.0,96.0,10.0,6009,1815,3,2024-05-17 00:45:10
45,6973,6974,11.0,6972,9,10.0,0.0,2.0,10.0,96.0,11.0,6012,1138,3,2024-05-17 00:46:10
46,6976,6977,10.0,6974,8,10.0,0.0,2.0,10.0,96.0,11.0,6010,1498,2,2024-05-17 00:47:10
47,6974,6976,10.0,6971,6,9.0,0.0,2.0,10.0,96.0,10.0,6012,2329,8,2024-05-17 00:48:10
48,6974,6976,12.0,6972,9,11.0,0.0,3.0,10.0,96.0,11.0,6013,1453,0,2024-05-17 00:49:11
49,6974,6976,10.0,6972,6,9.0,0.0,2.0,10.0,96.0,10.0,6011,2338,0,2024-05-17 00:50:11
50,6974,6976,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2639,8,2024-05-17 00:51:12
51,6975,6976,10.0,6973,6,9.0,0.0,2.0,10.0,96.0,10.0,6009,2603,5,2024-05-17 00:52:12
52,6976,6977,11.0,6974,8,9.0,0.0,2.0,10.0,96.0,10.0,6007,1755,0,2024-05-17 00:53:12
53,6975,6977,11.0,6973,8,10.0,0.0,2.0,11.0,96.0,11.0,6006,1532,4,2024-05-17 00:54:13
54,6975,6977,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6007,2679,0,2024-05-17 00:55:13
55,6976,6978,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2729,7,2024-05-17 00:56:13
56,6974,6976,12.0,6971,9,11.0,0.0,3.0,11.0,96.0,12.0,6008,1205,6,2024-05-17 00:57:14
57,6975,6977,12.0,6973,10,11.0,0.0,3.0,11.0,96.0,12.0,6008,1297,0,2024-05-17 00:58:14
142592,6975,6978,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6007,2114,6,2024-05-17 01:00:15
142593,6975,6976,10.0,6974,6,9.0,0.0,2.0,10.0,96.0,10.0,6006,2653,3,2024-05-17 01:01:15
142594,6976,6977,12.0,6974,9,10.0,0.0,2.0,10.0,96.0,11.0,6006,1832,3,2024-05-17 01:02:16
142595,6974,6976,11.0,6972,7,10.0,0.0,2.0,10.0,96.0,11.0,6008,2510,4,2024-05-17 01:03:16
142596,6974,6975,10.0,6972,7,9.0,0.0,2.0,9.0,96.0,10.0,6008,1972,6,2024-05-17 01:04:17
142597,6975,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2626,8,2024-05-17 01:05:17
142598,6977,6978,10.0,6975,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,2135,2,2024-05-17 01:06:18
142599,6977,6978,10.0,6975,6,9.0,0.0,2.0,10.0,96.0,10.0,6009,2645,2,2024-05-17 01:07:18
142600,6977,6978,10.0,6975,6,9.0,0.0,2.0,10.0,96.0,10.0,6008,2613,0,2024-05-17 01:08:18
142601,6977,6978,10.0,6976,7,9.0,0.0,2.0,10.0,96.0,10.0,6008,2276,0,2024-05-17 01:09:19
142602,6977,6979,11.0,6976,8,10.0,0.0,3.0,10.0,96.0,11.0,6009,1523,2,2024-05-17 01:10:19
142603,6977,6979,13.0,6976,10,11.0,0.0,3.0,12.0,96.0,13.0,6009,1075,5,2024-05-17 01:11:19
142604,6976,6977,11.0,6974,8,10.0,0.0,2.0,9.0,96.0,10.0,6008,1636,2,2024-05-17 01:12:20
142605,6976,6977,12.0,6974,9,11.0,0.0,3.0,11.0,96.0,12.0,6011,1526,7,2024-05-17 01:13:20
142606,6976,6978,10.0,6974,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2652,7,2024-05-17 01:14:21
142607,6975,6978,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,1963,0,2024-05-17 01:15:21
142608,6974,6976,10.0,6972,6,9.0,0.0,2.0,10.0,96.0,10.0,6008,2769,7,2024-05-17 01:16:22
142609,6974,6975,11.0,6973,8,10.0,0.0,3.0,11.0,96.0,11.0,6007,1852,0,2024-05-17 01:17:22
142610,6974,6975,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6007,2004,4,2024-05-17 01:18:23
142611,6975,6977,10.0,6974,7,9.0,0.0,2.0,10.0,96.0,10.0,6008,1876,3,2024-05-17 01:19:23
142612,6974,6976,11.0,6973,7,9.0,0.0,2.0,10.0,96.0,11.0,6008,1955,0,2024-05-17 01:20:23
142613,6974,6976,11.0,6973,9,10.0,0.0,3.0,11.0,96.0,11.0,6008,917,4,2024-05-17 01:21:23
142614,6976,6978,12.0,6974,9,11.0,0.0,3.0,12.0,96.0,12.0,6009,1604,3,2024-05-17 01:22:24
142615,6975,6976,11.0,6973,7,9.0,0.0,2.0,10.0,96.0,11.0,6009,2095,2,2024-05-17 01:23:24
142616,6974,6975,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2626,0,2024-05-17 01:24:24
142617,6974,6975,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2515,0,2024-05-17 01:25:24
142618,6975,6976,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2667,3,2024-05-17 01:26:25
142619,6974,6976,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2693,0,2024-05-17 01:27:25
142620,6974,6976,10.0,6972,6,9.0,0.0,2.0,10.0,96.0,10.0,6007,2754,3,2024-05-17 01:28:25
142621,6976,6978,10.0,6974,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2409,8,2024-05-17 01:29:25
142622,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,11.0,6010,1663,0,2024-05-17 01:30:26
142623,6975,6977,10.0,6972,7,9.0,0.0,2.0,10.0,96.0,10.0,6010,2455,9,2024-05-17 01:31:26
142624,6976,6978,11.0,6974,9,10.0,0.0,3.0,11.0,96.0,12.0,6009,1220,3,2024-05-17 01:32:27
142625,6974,6976,10.0,6973,7,9.0,0.0,2.0,9.0,96.0,9.0,6009,2222,0,2024-05-17 01:33:27
142626,6976,6977,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2625,4,2024-05-17 01:34:27
142627,6974,6976,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2675,2,2024-05-17 01:35:28
142628,6973,6975,11.0,6972,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2468,8,2024-05-17 01:36:28
142629,6974,6975,10.0,6972,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,2299,0,2024-05-17 01:37:28
142630,6976,6977,11.0,6974,8,10.0,0.0,2.0,10.0,96.0,11.0,6009,1712,4,2024-05-17 01:38:28
142631,6973,6974,10.0,6971,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2432,6,2024-05-17 01:39:29
142632,6977,6978,10.0,6975,7,9.0,0.0,2.0,10.0,96.0,10.0,6011,2091,5,2024-05-17 01:40:29
142633,6979,6981,15.0,6977,15,15.0,0.0,3.0,14.0,97.0,14.0,6011,18,5,2024-05-17 01:41:30
142634,6976,6978,10.0,6975,6,9.0,0.0,2.0,10.0,96.0,10.0,6011,2485,0,2024-05-17 01:42:30
142635,6977,6978,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2655,2,2024-05-17 01:43:31
142636,6976,6978,11.0,6975,7,10.0,0.0,2.0,10.0,96.0,11.0,6011,2123,3,2024-05-17 01:44:31
142637,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6011,2402,0,2024-05-17 01:45:32
142638,6975,6977,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2610,5,2024-05-17 01:46:32
142639,6976,6978,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6012,2639,0,2024-05-17 01:47:32
142640,6978,6979,10.0,6976,6,9.0,0.0,2.0,10.0,96.0,10.0,6009,2655,5,2024-05-17 01:48:32
142641,6975,6977,10.0,6973,7,9.0,0.0,2.0,9.0,96.0,10.0,6010,1388,0,2024-05-17 01:49:33
142642,6975,6977,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2661,8,2024-05-17 01:50:33
142643,6975,6977,10.0,6974,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2584,2,2024-05-17 01:51:33
142644,6975,6978,12.0,6973,9,11.0,0.0,3.0,11.0,96.0,11.0,6010,1346,0,2024-05-17 01:52:34
142645,6974,6977,10.0,6972,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2709,6,2024-05-17 01:53:34
142646,6976,6978,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2704,0,2024-05-17 01:54:34
142647,6975,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2719,6,2024-05-17 01:55:34
142648,6973,6976,10.0,6970,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,2290,3,2024-05-17 01:56:35
142649,6975,6978,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2694,6,2024-05-17 01:57:35
142650,6975,6977,10.0,6972,6,8.0,0.0,2.0,9.0,96.0,10.0,6007,2730,8,2024-05-17 01:58:35
58,6973,6976,10.0,6970,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2659,8,2024-05-17 02:00:36
59,6976,6977,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2705,0,2024-05-17 02:01:36
60,6975,6977,11.0,6972,8,9.0,0.0,2.0,10.0,96.0,10.0,6008,1972,9,2024-05-17 02:02:36
61,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6010,2238,2,2024-05-17 02:03:36
62,6977,6980,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2699,8,2024-05-17 02:04:37
63,6973,6976,10.0,6971,6,9.0,0.0,2.0,10.0,96.0,10.0,6007,2574,3,2024-05-17 02:05:37
64,6973,6974,11.0,6972,8,10.0,0.0,2.0,10.0,96.0,11.0,6007,2067,2,2024-05-17 02:06:37
65,6975,6978,12.0,6973,9,11.0,0.0,3.0,11.0,96.0,11.0,6008,1036,0,2024-05-17 02:07:37
66,6973,6975,10.0,6971,6,9.0,0.0,2.0,9.0,96.0,10.0,6009,2647,7,2024-05-17 02:08:37
67,6973,6974,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2706,3,2024-05-17 02:09:37
68,6976,6977,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2683,3,2024-05-17 02:10:38
69,6975,6977,10.0,6974,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2671,8,2024-05-17 02:11:38
70,6975,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2690,9,2024-05-17 02:12:40
71,6973,6975,10.0,6971,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2714,6,2024-05-17 02:13:40
72,6975,6978,3.0,6973,0,0.0,0.0,1.0,3.0,100.0,3.0,6009,10000,9,2024-05-17 02:14:40
73,6976,6978,0.0,6973,0,0.0,0.0,1.0,2.0,100.0,3.0,6011,0,6,2024-05-17 02:15:40
74,6976,6978,0.0,6974,0,0.0,0.0,1.0,2.0,100.0,2.0,6012,0,0,2024-05-17 02:16:41
75,6977,6979,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2239,6,2024-05-17 02:17:41
76,6977,6980,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2672,0,2024-05-17 02:18:41
77,6977,6979,10.0,6975,6,9.0,0.0,2.0,10.0,96.0,10.0,6009,2648,8,2024-05-17 02:19:42
78,6975,6976,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2672,0,2024-05-17 02:20:42
79,6977,6978,11.0,6975,8,10.0,0.0,2.0,10.0,96.0,11.0,6011,1913,2,2024-05-17 02:21:43
80,6978,6980,10.0,6975,7,9.0,0.0,2.0,10.0,96.0,10.0,6011,1988,8,2024-05-17 02:22:43
81,6977,6979,10.0,6974,7,9.0,0.0,2.0,10.0,96.0,10.0,6011,2531,6,2024-05-17 02:23:44
82,6974,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2616,7,2024-05-17 02:24:44
83,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,2193,0,2024-05-17 02:25:44
84,6974,6976,12.0,6971,9,11.0,0.0,3.0,12.0,97.0,12.0,6010,760,2,2024-05-17 02:26:45
85,6975,6977,12.0,6973,9,11.0,0.0,3.0,10.0,96.0,11.0,6009,1546,3,2024-05-17 02:27:45
86,6975,6976,11.0,6973,8,10.0,0.0,2.0,10.0,96.0,10.0,6011,1503,2,2024-05-17 02:28:46
87,6975,6976,11.0,6974,8,10.0,0.0,2.0,9.0,96.0,10.0,6009,1664,0,2024-05-17 02:29:46
88,6973,6975,10.0,6971,7,9.0,0.0,2.0,10.0,96.0,10.0,6012,2084,0,2024-05-17 02:30:46
89,6974,6977,10.0,6972,8,9.0,0.0,2.0,10.0,96.0,10.0,6011,1372,5,2024-05-17 02:31:47
90,6976,6979,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6013,2709,6,2024-05-17 02:32:47
91,6976,6979,12.0,6974,9,11.0,0.0,3.0,11.0,96.0,11.0,6012,1260,0,2024-05-17 02:33:48
92,6976,6979,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2720,2,2024-05-17 02:34:48
93,6974,6976,10.0,6971,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2709,4,2024-05-17 02:35:48
94,6975,6977,14.0,6972,11,13.0,0.0,3.0,12.0,96.0,13.0,6011,1248,4,2024-05-17 02:36:48
95,6976,6979,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2674,8,2024-05-17 02:37:48
96,6974,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2814,8,2024-05-17 02:38:49
97,6973,6976,10.0,6970,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2687,0,2024-05-17 02:39:49
98,6974,6977,11.0,6972,9,10.0,0.0,2.0,11.0,96.0,11.0,6011,1733,2,2024-05-17 02:40:49
99,6975,6976,12.0,6973,9,11.0,0.0,3.0,12.0,96.0,12.0,6010,1278,0,2024-05-17 02:41:49
100,6975,6978,11.0,6971,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,2244,6,2024-05-17 02:42:49
101,6973,6975,10.0,6972,7,9.0,0.0,2.0,10.0,96.0,10.0,6011,2536,3,2024-05-17 02:43:49
102,6976,6977,11.0,6974,9,10.0,0.0,3.0,10.0,96.0,11.0,6009,1337,3,2024-05-17 02:44:49
103,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6010,1865,0,2024-05-17 02:45:50
104,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,1989,8,2024-05-17 02:46:50
105,6975,6977,11.0,6973,8,10.0,0.0,2.0,11.0,96.0,11.0,6009,1201,0,2024-05-17 02:47:51
106,6976,6978,9.0,6973,6,8.0,0.0,2.0,9.0,95.0,9.0,6009,1953,5,2024-05-17 02:48:51
107,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6009,1942,8,2024-05-17 02:49:52
108,6974,6977,12.0,6972,9,11.0,0.0,2.0,11.0,96.0,12.0,6009,1701,7,2024-05-17 02:50:52
109,6974,6977,11.0,6972,8,10.0,0.0,3.0,10.0,96.0,11.0,6009,1528,2,2024-05-17 02:51:52
110,6976,6978,10.0,6974,8,9.0,0.0,3.0,11.0,96.0,11.0,6009,852,0,2024-05-17 02:52:52
111,6976,6978,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2681,5,2024-05-17 02:53:53
112,6977,6980,10.0,6975,6,9.0,0.0,2.0,10.0,96.0,10.0,6010,2781,8,2024-05-17 02:54:53
113,6978,6980,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6011,2375,7,2024-05-17 02:55:53
114,6979,6981,10.0,6976,6,9.0,0.0,2.0,9.0,96.0,10.0,6010,2693,9,2024-05-17 02:56:53
115,6977,6978,10.0,6976,6,9.0,0.0,2.0,9.0,96.0,10.0,6012,2676,2,2024-05-17 02:57:54
116,6976,6977,11.0,6975,7,9.0,0.0,2.0,10.0,96.0,10.0,6010,1951,5,2024-05-17 02:58:54
117,6978,6980,10.0,6977,6,9.0,0.0,2.0,9.0,96.0,9.0,6011,2583,8,2024-05-17 03:00:54
118,6974,6976,13.0,6973,11,12.0,0.0,3.0,12.0,96.0,12.0,6011,1229,2,2024-05-17 03:01:55
119,6975,6977,11.0,6973,7,9.0,0.0,2.0,10.0,96.0,11.0,6008,1818,0,2024-05-17 03:02:55
120,6974,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2496,2,2024-05-17 03:03:55
121,6974,6977,13.0,6972,10,12.0,0.0,3.0,12.0,96.0,12.0,6005,1703,5,2024-05-17 03:04:56
122,6973,6975,12.0,6971,9,11.0,0.0,3.0,11.0,96.0,12.0,6006,1294,3,2024-05-17 03:05:56
123,6974,6976,12.0,6972,10,11.0,0.0,3.0,11.0,97.0,11.0,6005,1201,2,2024-05-17 03:06:56
124,6974,6976,10.0,6972,7,9.0,0.0,2.0,10.0,96.0,10.0,6006,1963,8,2024-05-17 03:07:57
125,6975,6977,11.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6007,2022,2,2024-05-17 03:08:57
126,6976,6978,12.0,6974,8,10.0,0.0,2.0,11.0,96.0,11.0,6005,2165,7,2024-05-17 03:09:58
127,6976,6978,12.0,6974,9,11.0,0.0,3.0,11.0,96.0,11.0,6003,1768,3,2024-05-17 03:10:58
128,6975,6978,10.0,6973,6,9.0,0.0,2.0,10.0,96.0,10.0,6004,2264,4,2024-05-17 03:11:58
129,6974,6976,10.0,6972,7,9.0,0.0,2.0,10.0,96.0,10.0,6004,2335,2,2024-05-17 03:12:59
130,6975,6977,10.0,6972,6,8.0,0.0,2.0,9.0,96.0,10.0,6004,2496,5,2024-05-17 03:13:59
131,6975,6976,10.0,6973,6,9.0,0.0,2.0,9.0,96.0,10.0,6003,2681,0,2024-05-17 03:14:59
132,6976,6978,10.0,6974,7,9.0,0.0,2.0,10.0,96.0,10.0,6004,1823,3,2024-05-17 03:15:59
133,6975,6977,11.0,6972,8,10.0,0.0,2.0,10.0,96.0,10.0,6005,1950,5,2024-05-17 03:17:00
134,6975,6977,10.0,6973,7,9.0,0.0,2.0,10.0,96.0,10.0,6005,2000,7,2024-05-17 03:18:00
135,6974,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6003,2468,5,2024-05-17 03:19:00
136,6974,6976,10.0,6971,7,9.0,0.0,2.0,9.0,96.0,10.0,6004,1543,7,2024-05-17 03:20:01
137,6975,6977,11.0,6973,9,10.0,0.0,3.0,10.0,96.0,11.0,6005,1164,8,2024-05-17 03:21:01
138,6974,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6004,2714,3,2024-05-17 03:22:01
139,6975,6977,12.0,6974,10,11.0,0.0,3.0,12.0,96.0,12.0,6004,583,2,2024-05-17 03:23:02
140,6974,6976,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6003,2626,0,2024-05-17 03:24:02
141,6973,6975,10.0,6971,6,9.0,0.0,2.0,10.0,96.0,10.0,6005,2654,3,2024-05-17 03:25:03
142,6974,6977,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6005,2627,8,2024-05-17 03:26:03
143,6973,6975,10.0,6972,6,9.0,0.0,2.0,9.0,96.0,10.0,6005,2040,0,2024-05-17 03:27:03
144,6976,6979,11.0,6974,9,10.0,0.0,3.0,10.0,96.0,11.0,6004,1318,3,2024-05-17 03:28:03
145,6987,6988,11.0,6985,8,10.0,0.0,2.0,10.0,96.0,10.0,6006,1800,5,2024-05-17 03:29:04
146,6977,6978,10.0,6976,6,9.0,0.0,2.0,9.0,96.0,10.0,6005,2647,0,2024-05-17 03:30:04
147,6977,6978,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6005,2610,3,2024-05-17 03:31:04
148,6979,6981,10.0,6978,6,9.0,0.0,2.0,9.0,96.0,10.0,6006,2558,2,2024-05-17 03:32:05
149,6978,6980,10.0,6976,7,9.0,0.0,2.0,10.0,96.0,10.0,6006,2235,6,2024-05-17 03:33:05
150,6977,6978,10.0,6976,6,9.0,0.0,2.0,9.0,96.0,10.0,6005,2642,3,2024-05-17 03:34:05
151,6977,6978,11.0,6975,7,9.0,0.0,2.0,10.0,96.0,10.0,6006,2104,5,2024-05-17 03:35:06
152,6977,6978,10.0,6975,6,9.0,0.0,2.0,9.0,96.0,10.0,6007,2674,6,2024-05-17 03:36:06
153,6976,6978,10.0,6975,7,9.0,0.0,2.0,10.0,96.0,10.0,6008,1951,0,2024-05-17 03:37:06
154,6976,6978,10.0,6974,7,9.0,0.0,2.0,10.0,96.0,10.0,6007,1719,2,2024-05-17 03:38:07
155,6975,6977,11.0,6973,8,10.0,0.0,3.0,10.0,95.0,10.0,6008,1887,5,2024-05-17 03:39:07
156,6975,6978,10.0,6972,6,9.0,0.0,2.0,10.0,96.0,10.0,6008,2522,8,2024-05-17 03:40:08
157,6976,6978,11.0,6974,9,10.0,0.0,3.0,11.0,96.0,11.0,6008,1646,0,2024-05-17 03:41:08
158,6975,6978,12.0,6973,10,11.0,0.0,3.0,11.0,96.0,11.0,6009,901,2,2024-05-17 03:42:08
159,6975,6976,10.0,6974,6,9.0,0.0,2.0,9.0,96.0,10.0,6008,2620,3,2024-05-17 03:43:08
160,6974,6977,10.0,6972,7,8.0,0.0,2.0,9.0,95.0,10.0,6009,2189,0,2024-05-17 03:44:09
161,6976,6978,10.0,6974,8,10.0,0.0,2.0,10.0,96.0,10.0,6010,1892,0,2024-05-17 03:45:09
