Unnamed: 0,csvTime,P3_33,P3_18,P3_17,P3_16,status,work_status
40,2024-05-17 00:40:20,0,0,0,0,False,未开机
41,2024-05-17 00:41:20,0,0,0,0,False,未开机
42,2024-05-17 00:42:20,0,0,0,0,False,未开机
43,2024-05-17 00:43:20,0,0,0,0,False,未开机
44,2024-05-17 00:44:20,0,0,0,0,False,未开机
45,2024-05-17 00:45:20,0,0,0,0,False,未开机
46,2024-05-17 00:46:20,0,0,0,0,False,未开机
47,2024-05-17 00:47:20,0,0,0,0,False,未开机
48,2024-05-17 00:48:20,0,0,0,0,False,未开机
49,2024-05-17 00:49:20,0,0,0,0,False,未开机
50,2024-05-17 00:50:20,0,0,0,0,False,未开机
51,2024-05-17 00:51:20,0,0,0,0,False,未开机
52,2024-05-17 00:52:20,0,0,0,0,False,未开机
53,2024-05-17 00:53:20,0,0,0,0,False,未开机
54,2024-05-17 00:54:20,0,0,0,0,False,未开机
55,2024-05-17 00:55:20,0,0,0,0,False,未开机
56,2024-05-17 00:56:20,0,0,0,0,False,未开机
57,2024-05-17 00:57:20,0,0,0,0,False,未开机
58,2024-05-17 00:58:20,0,0,0,0,False,未开机
59,2024-05-17 00:59:20,0,0,0,0,False,未开机
60,2024-05-17 02:00:20,0,0,1,0,False,未开机
61,2024-05-17 02:01:20,0,0,0,0,False,未开机
62,2024-05-17 02:02:20,0,0,0,0,False,未开机
63,2024-05-17 02:03:20,0,0,0,0,False,未开机
64,2024-05-17 02:04:20,0,0,0,0,False,未开机
65,2024-05-17 02:05:20,0,0,0,0,False,未开机
66,2024-05-17 02:06:20,0,0,0,0,False,未开机
67,2024-05-17 02:07:20,0,0,0,0,False,未开机
68,2024-05-17 02:08:20,0,0,0,0,False,未开机
69,2024-05-17 02:09:20,0,0,1,0,False,未开机
70,2024-05-17 02:10:20,0,0,0,0,False,未开机
71,2024-05-17 02:11:20,0,0,0,0,False,未开机
72,2024-05-17 02:12:20,0,0,0,0,False,未开机
73,2024-05-17 02:13:20,0,0,0,0,False,未开机
74,2024-05-17 02:14:20,0,0,0,0,False,未开机
75,2024-05-17 02:15:20,0,0,0,0,False,未开机
76,2024-05-17 02:16:20,0,0,0,0,False,未开机
77,2024-05-17 02:17:20,0,0,0,0,False,未开机
78,2024-05-17 02:18:20,0,0,0,0,False,未开机
79,2024-05-17 02:19:20,0,0,0,0,False,未开机
80,2024-05-17 02:20:20,0,0,0,0,False,未开机
81,2024-05-17 02:21:20,0,0,0,0,False,未开机
82,2024-05-17 02:22:20,0,0,0,0,False,未开机
83,2024-05-17 02:23:20,0,0,0,0,False,未开机
84,2024-05-17 02:24:20,0,0,0,0,False,未开机
85,2024-05-17 02:25:20,0,0,0,0,False,未开机
86,2024-05-17 02:26:20,0,0,0,0,False,未开机
87,2024-05-17 02:27:20,0,0,0,0,False,未开机
88,2024-05-17 02:28:20,0,0,0,0,False,未开机
89,2024-05-17 02:29:20,0,0,0,0,False,未开机
90,2024-05-17 02:30:20,0,0,0,0,False,未开机
91,2024-05-17 02:31:20,0,0,0,0,False,未开机
92,2024-05-17 02:32:20,0,0,0,0,False,未开机
93,2024-05-17 02:33:20,0,0,0,0,False,未开机
94,2024-05-17 02:34:20,0,0,0,0,False,未开机
95,2024-05-17 02:35:20,0,0,0,0,False,未开机
96,2024-05-17 02:36:20,0,0,0,0,False,未开机
97,2024-05-17 02:37:20,0,0,0,0,False,未开机
98,2024-05-17 02:38:20,0,0,0,0,False,未开机
99,2024-05-17 02:39:20,0,0,0,0,False,未开机
100,2024-05-17 02:40:20,0,0,0,0,False,未开机
101,2024-05-17 02:41:20,0,0,0,0,False,未开机
102,2024-05-17 02:42:20,0,0,0,0,False,未开机
103,2024-05-17 02:43:20,0,0,0,0,False,未开机
104,2024-05-17 02:44:20,0,0,0,0,False,未开机
105,2024-05-17 02:45:20,0,0,0,0,False,未开机
106,2024-05-17 02:46:20,0,0,0,0,False,未开机
107,2024-05-17 02:47:20,0,0,0,0,False,未开机
108,2024-05-17 02:48:20,0,0,0,0,False,未开机
109,2024-05-17 02:49:20,0,0,0,0,False,未开机
110,2024-05-17 02:50:20,0,0,0,0,False,未开机
111,2024-05-17 02:51:20,0,0,0,0,False,未开机
112,2024-05-17 02:52:20,0,0,0,0,False,未开机
113,2024-05-17 02:53:20,0,0,0,0,False,未开机
114,2024-05-17 02:54:20,0,0,0,0,False,未开机
115,2024-05-17 02:55:20,0,0,0,0,False,未开机
116,2024-05-17 02:56:20,0,0,0,0,False,未开机
117,2024-05-17 02:57:20,0,0,0,0,False,未开机
118,2024-05-17 02:58:20,0,0,0,0,False,未开机
119,2024-05-17 02:59:20,0,0,0,0,False,未开机
120,2024-05-17 03:00:20,0,0,0,0,False,未开机
121,2024-05-17 03:01:20,0,0,1,0,False,未开机
122,2024-05-17 03:02:20,0,0,0,0,False,未开机
123,2024-05-17 03:03:20,0,0,0,0,False,未开机
124,2024-05-17 03:04:20,0,0,0,0,False,未开机
125,2024-05-17 03:05:20,0,0,0,0,False,未开机
126,2024-05-17 03:06:20,0,0,0,0,False,未开机
127,2024-05-17 03:07:20,0,0,0,0,False,未开机
128,2024-05-17 03:08:20,0,0,0,0,False,未开机
129,2024-05-17 03:09:20,0,0,0,0,False,未开机
130,2024-05-17 03:10:20,0,0,0,0,False,未开机
131,2024-05-17 03:11:20,0,0,0,0,False,未开机
132,2024-05-17 03:12:20,0,0,0,0,False,未开机
133,2024-05-17 03:13:20,0,0,0,0,False,未开机
134,2024-05-17 03:14:20,0,0,0,0,False,未开机
135,2024-05-17 03:15:20,0,0,0,0,False,未开机
136,2024-05-17 03:16:20,0,0,0,0,False,未开机
137,2024-05-17 03:17:20,0,0,0,0,False,未开机
138,2024-05-17 03:18:20,0,0,0,0,False,未开机
139,2024-05-17 03:19:20,0,0,0,0,False,未开机
140,2024-05-17 03:20:20,0,0,0,0,False,未开机
141,2024-05-17 03:21:20,0,0,0,0,False,未开机
142,2024-05-17 03:22:20,0,0,0,0,False,未开机
143,2024-05-17 03:23:20,0,0,0,0,False,未开机
144,2024-05-17 03:24:20,0,0,0,0,False,未开机
145,2024-05-17 03:25:20,0,0,0,0,False,未开机
146,2024-05-17 03:26:20,0,0,0,0,False,未开机
147,2024-05-17 03:27:20,0,0,0,0,False,未开机
148,2024-05-17 03:28:20,0,0,0,0,False,未开机
149,2024-05-17 03:29:20,0,0,0,0,False,未开机
150,2024-05-17 03:30:20,0,0,0,0,False,未开机
151,2024-05-17 03:31:20,0,0,0,0,False,未开机
152,2024-05-17 03:32:20,0,0,0,0,False,未开机
153,2024-05-17 03:33:20,0,0,1,0,False,未开机
154,2024-05-17 03:34:20,0,0,0,0,False,未开机
155,2024-05-17 03:35:20,0,0,0,0,False,未开机
156,2024-05-17 03:36:20,0,0,0,0,False,未开机
157,2024-05-17 03:37:20,0,0,1,0,False,未开机
158,2024-05-17 03:38:20,0,0,0,0,False,未开机
159,2024-05-17 03:39:20,0,0,1,0,False,未开机
160,2024-05-17 03:40:20,0,0,0,0,False,未开机
161,2024-05-17 03:41:20,0,0,0,0,False,未开机
162,2024-05-17 03:42:20,0,0,0,0,False,未开机
163,2024-05-17 03:43:20,0,0,0,0,False,未开机
164,2024-05-17 03:44:20,0,0,0,0,False,未开机
165,2024-05-17 03:45:20,0,0,0,0,False,未开机
166,2024-05-17 03:46:20,0,0,0,0,False,未开机
167,2024-05-17 03:47:20,0,0,0,0,False,未开机
168,2024-05-17 03:48:20,0,0,0,0,False,未开机
169,2024-05-17 03:49:20,0,0,0,0,False,未开机
170,2024-05-17 03:50:20,0,0,0,0,False,未开机
171,2024-05-17 03:51:20,0,0,0,0,False,未开机
172,2024-05-17 03:52:20,0,0,0,0,False,未开机
173,2024-05-17 03:53:20,0,0,0,0,False,未开机
174,2024-05-17 03:54:20,0,0,0,0,False,未开机
175,2024-05-17 03:55:20,0,0,0,0,False,未开机
176,2024-05-17 03:56:20,0,0,0,0,False,未开机
177,2024-05-17 03:57:20,0,0,0,0,False,未开机
178,2024-05-17 03:58:20,0,0,1,0,False,未开机
179,2024-05-17 03:59:20,0,0,0,0,False,未开机
180,2024-05-17 04:00:20,0,0,0,0,False,未开机
181,2024-05-17 04:01:20,0,0,0,0,False,未开机
182,2024-05-17 04:02:20,0,0,0,0,False,未开机
183,2024-05-17 04:03:20,0,0,0,0,False,未开机
184,2024-05-17 04:04:20,0,0,0,0,False,未开机
185,2024-05-17 04:05:20,0,0,0,0,False,未开机
186,2024-05-17 04:06:20,0,0,0,0,False,未开机
187,2024-05-17 04:07:20,0,0,0,0,False,未开机
188,2024-05-17 04:08:20,0,0,0,0,False,未开机
189,2024-05-17 04:09:20,0,0,0,0,False,未开机
190,2024-05-17 04:10:20,0,0,0,0,False,未开机
191,2024-05-17 04:11:20,0,0,0,0,False,未开机
192,2024-05-17 04:12:20,0,0,0,0,False,未开机
193,2024-05-17 04:13:20,0,0,0,0,False,未开机
194,2024-05-17 04:14:20,0,0,0,0,False,未开机
195,2024-05-17 04:15:20,0,0,0,0,False,未开机
196,2024-05-17 04:16:20,0,0,0,0,False,未开机
197,2024-05-17 04:17:20,0,0,0,0,False,未开机
198,2024-05-17 04:18:20,0,0,0,0,False,未开机
199,2024-05-17 04:19:20,0,0,0,0,False,未开机
200,2024-05-17 04:20:20,0,0,1,0,False,未开机
201,2024-05-17 04:21:20,0,0,0,0,False,未开机
202,2024-05-17 04:22:20,0,0,0,0,False,未开机
203,2024-05-17 04:23:20,0,0,0,0,False,未开机
204,2024-05-17 04:24:20,0,0,0,0,False,未开机
205,2024-05-17 04:25:20,0,0,0,0,False,未开机
206,2024-05-17 04:26:20,0,0,0,0,False,未开机
207,2024-05-17 04:27:20,0,0,0,0,False,未开机
208,2024-05-17 04:28:20,0,0,0,0,False,未开机
209,2024-05-17 04:29:20,0,0,0,0,False,未开机
210,2024-05-17 04:30:20,0,0,1,0,False,未开机
211,2024-05-17 04:31:20,0,0,0,0,False,未开机
212,2024-05-17 04:32:20,0,0,0,0,False,未开机
213,2024-05-17 04:33:20,0,0,0,0,False,未开机
214,2024-05-17 04:34:20,0,0,0,0,False,未开机
215,2024-05-17 04:35:20,0,0,0,0,False,未开机
216,2024-05-17 04:36:20,0,0,0,0,False,未开机
217,2024-05-17 04:37:20,0,0,1,0,False,未开机
218,2024-05-17 04:38:20,0,0,0,0,False,未开机
219,2024-05-17 04:39:20,0,0,0,0,False,未开机
220,2024-05-17 04:40:20,0,0,0,0,False,未开机
221,2024-05-17 04:41:20,0,0,0,0,False,未开机
222,2024-05-17 04:42:20,0,0,0,0,False,未开机
223,2024-05-17 04:43:20,0,0,0,0,False,未开机
224,2024-05-17 04:44:20,0,0,0,0,False,未开机
225,2024-05-17 04:45:20,0,0,0,0,False,未开机
226,2024-05-17 04:46:20,0,0,0,0,False,未开机
227,2024-05-17 04:47:20,0,0,0,0,False,未开机
228,2024-05-17 04:48:20,0,0,0,0,False,未开机
229,2024-05-17 04:49:20,0,0,0,0,False,未开机
230,2024-05-17 04:50:20,0,0,0,0,False,未开机
231,2024-05-17 04:51:20,0,0,0,0,False,未开机
232,2024-05-17 04:52:20,0,0,0,0,False,未开机
233,2024-05-17 04:53:20,0,0,0,0,False,未开机
234,2024-05-17 04:54:20,0,0,0,0,False,未开机
235,2024-05-17 04:55:20,0,0,0,0,False,未开机
236,2024-05-17 04:56:20,0,0,0,0,False,未开机
237,2024-05-17 04:57:20,0,0,1,0,False,未开机
238,2024-05-17 04:58:20,0,0,0,0,False,未开机
239,2024-05-17 04:59:20,0,0,1,0,False,未开机
240,2024-05-17 05:00:20,0,0,0,0,False,未开机
241,2024-05-17 05:01:20,0,0,0,0,False,未开机
242,2024-05-17 05:02:20,0,0,0,0,False,未开机
243,2024-05-17 05:03:20,0,0,0,0,False,未开机
244,2024-05-17 05:04:20,0,0,0,0,False,未开机
245,2024-05-17 05:05:20,0,0,0,0,False,未开机
246,2024-05-17 05:06:20,0,0,0,0,False,未开机
247,2024-05-17 05:07:20,0,0,0,0,False,未开机
248,2024-05-17 05:08:20,0,0,0,0,False,未开机
249,2024-05-17 05:09:20,0,0,0,0,False,未开机
250,2024-05-17 05:10:20,0,0,0,0,False,未开机
251,2024-05-17 05:11:20,0,0,0,0,False,未开机
252,2024-05-17 05:12:20,0,0,0,0,False,未开机
253,2024-05-17 05:13:20,0,0,0,0,False,未开机
254,2024-05-17 05:14:20,0,0,0,0,False,未开机
255,2024-05-17 05:15:20,0,0,0,0,False,未开机
256,2024-05-17 05:16:20,0,0,0,0,False,未开机
257,2024-05-17 05:17:20,0,0,0,0,False,未开机
258,2024-05-17 05:18:20,0,0,0,0,False,未开机
259,2024-05-17 05:19:20,0,0,0,0,False,未开机
260,2024-05-17 05:20:20,0,0,0,0,False,未开机
261,2024-05-17 05:21:20,0,0,0,0,False,未开机
262,2024-05-17 05:22:20,0,0,0,0,False,未开机
263,2024-05-17 05:23:20,0,0,0,0,False,未开机
264,2024-05-17 05:24:20,0,0,0,0,False,未开机
265,2024-05-17 05:25:20,0,0,0,0,False,未开机
266,2024-05-17 05:26:20,0,0,1,0,False,未开机
267,2024-05-17 05:27:20,0,0,0,0,False,未开机
268,2024-05-17 05:28:20,0,0,0,0,False,未开机
269,2024-05-17 05:29:20,0,0,0,0,False,未开机
270,2024-05-17 05:30:20,0,0,0,0,False,未开机
271,2024-05-17 05:31:20,0,0,0,0,False,未开机
272,2024-05-17 05:32:20,0,0,0,0,False,未开机
273,2024-05-17 05:33:20,0,0,0,0,False,未开机
274,2024-05-17 05:34:20,0,0,0,0,False,未开机
275,2024-05-17 05:35:20,0,0,0,0,False,未开机
276,2024-05-17 05:36:20,0,0,1,0,False,未开机
277,2024-05-17 05:37:20,0,0,0,0,False,未开机
278,2024-05-17 05:38:20,0,0,0,0,False,未开机
279,2024-05-17 05:39:20,0,0,0,0,False,未开机
280,2024-05-17 05:40:20,0,0,0,0,False,未开机
281,2024-05-17 05:41:20,0,0,0,0,False,未开机
282,2024-05-17 05:42:20,0,0,0,0,False,未开机
283,2024-05-17 05:43:20,0,0,0,0,False,未开机
284,2024-05-17 05:44:20,0,0,0,0,False,未开机
285,2024-05-17 05:45:20,0,0,0,0,False,未开机
286,2024-05-17 05:46:20,0,0,0,0,False,未开机
287,2024-05-17 05:47:20,0,0,0,0,False,未开机
288,2024-05-17 05:48:20,0,0,0,0,False,未开机
289,2024-05-17 05:49:20,0,0,0,0,False,未开机
290,2024-05-17 05:50:20,0,0,0,0,False,未开机
291,2024-05-17 05:51:20,0,0,0,0,False,未开机
292,2024-05-17 05:52:20,0,0,0,0,False,未开机
293,2024-05-17 05:53:20,0,0,0,0,False,未开机
294,2024-05-17 05:54:20,0,0,0,0,False,未开机
295,2024-05-17 05:55:20,0,0,0,0,False,未开机
296,2024-05-17 05:56:20,0,0,0,0,False,未开机
297,2024-05-17 05:57:20,0,0,0,0,False,未开机
298,2024-05-17 05:58:20,0,0,0,0,False,未开机
299,2024-05-17 05:59:20,0,0,0,0,False,未开机
300,2024-05-17 06:00:20,0,0,0,0,False,未开机
301,2024-05-17 06:01:20,0,0,0,0,False,未开机
302,2024-05-17 06:02:20,0,0,0,0,False,未开机
303,2024-05-17 06:03:20,0,0,0,0,False,未开机
304,2024-05-17 06:04:20,0,0,0,0,False,未开机
305,2024-05-17 06:05:20,0,0,0,0,False,未开机
306,2024-05-17 06:06:20,0,0,0,0,False,未开机
307,2024-05-17 06:07:20,0,0,0,0,False,未开机
308,2024-05-17 06:08:20,0,0,0,0,False,未开机
309,2024-05-17 06:09:20,0,0,0,0,False,未开机
310,2024-05-17 06:10:20,0,0,0,0,False,未开机
311,2024-05-17 06:11:20,0,0,0,0,False,未开机
312,2024-05-17 06:12:20,0,0,0,0,False,未开机
313,2024-05-17 06:13:20,0,0,0,0,False,未开机
314,2024-05-17 06:14:20,0,0,0,0,False,未开机
315,2024-05-17 06:15:20,0,0,0,0,False,未开机
316,2024-05-17 06:16:20,0,0,0,0,False,未开机
317,2024-05-17 06:17:20,0,0,0,0,False,未开机
318,2024-05-17 06:18:20,0,0,0,0,False,未开机
319,2024-05-17 06:19:20,0,0,0,0,False,未开机
320,2024-05-17 06:20:20,0,0,0,0,False,未开机
321,2024-05-17 06:21:20,0,0,0,0,False,未开机
322,2024-05-17 06:22:20,0,0,0,0,False,未开机
323,2024-05-17 06:23:20,0,0,0,0,False,未开机
324,2024-05-17 06:24:20,0,0,0,0,False,未开机
325,2024-05-17 06:25:20,0,0,0,0,False,未开机
326,2024-05-17 06:26:20,0,0,0,0,False,未开机
327,2024-05-17 06:27:20,0,0,0,0,False,未开机
328,2024-05-17 06:28:20,0,0,0,0,False,未开机
329,2024-05-17 06:29:20,0,0,0,0,False,未开机
330,2024-05-17 06:30:20,0,0,0,0,False,未开机
331,2024-05-17 06:31:20,0,0,0,0,False,未开机
332,2024-05-17 06:32:20,0,0,0,0,False,未开机
333,2024-05-17 06:33:20,0,0,0,0,False,未开机
334,2024-05-17 06:34:20,0,0,0,0,False,未开机
335,2024-05-17 06:35:20,0,0,0,0,False,未开机
336,2024-05-17 06:36:20,0,0,0,0,False,未开机
337,2024-05-17 06:37:20,0,0,1,0,False,未开机
338,2024-05-17 06:38:20,0,0,0,0,False,未开机
339,2024-05-17 06:39:20,0,0,0,0,False,未开机
340,2024-05-17 06:40:20,0,0,0,0,False,未开机
341,2024-05-17 06:41:20,0,0,0,0,False,未开机
342,2024-05-17 06:42:20,0,0,0,0,False,未开机
343,2024-05-17 06:43:20,0,0,0,0,False,未开机
344,2024-05-17 06:44:20,0,0,0,0,False,未开机
345,2024-05-17 06:45:20,0,0,0,0,False,未开机
346,2024-05-17 06:46:20,0,0,0,0,False,未开机
347,2024-05-17 06:47:20,0,0,0,0,False,未开机
348,2024-05-17 06:48:20,0,0,0,0,False,未开机
349,2024-05-17 06:49:20,0,0,0,0,False,未开机
350,2024-05-17 06:50:20,0,0,0,0,False,未开机
351,2024-05-17 06:51:20,0,0,0,0,False,未开机
352,2024-05-17 06:52:20,0,0,0,0,False,未开机
353,2024-05-17 06:53:20,0,0,0,0,False,未开机
354,2024-05-17 06:54:20,0,0,0,0,False,未开机
355,2024-05-17 06:55:20,0,0,0,0,False,未开机
356,2024-05-17 06:56:20,0,0,0,0,False,未开机
357,2024-05-17 06:57:20,0,0,0,0,False,未开机
358,2024-05-17 06:58:20,0,0,0,0,False,未开机
359,2024-05-17 06:59:20,0,0,0,0,False,未开机
360,2024-05-17 07:00:20,0,0,0,0,False,未开机
361,2024-05-17 07:01:20,0,0,0,0,False,未开机
362,2024-05-17 07:02:20,0,0,0,0,False,未开机
363,2024-05-17 07:03:20,0,0,0,0,False,未开机
364,2024-05-17 07:04:20,0,0,0,0,False,未开机
365,2024-05-17 07:05:20,0,0,0,0,False,未开机
366,2024-05-17 07:06:20,0,0,0,0,False,未开机
367,2024-05-17 07:07:20,0,0,0,0,False,未开机
368,2024-05-17 07:08:20,0,0,0,0,False,未开机
369,2024-05-17 07:09:20,0,0,0,0,False,未开机
370,2024-05-17 07:10:20,0,0,0,0,False,未开机
371,2024-05-17 07:11:20,0,0,0,0,False,未开机
372,2024-05-17 07:12:20,0,0,0,0,False,未开机
373,2024-05-17 07:13:20,0,0,0,0,False,未开机
374,2024-05-17 07:14:20,0,0,0,0,False,未开机
375,2024-05-17 07:15:20,0,0,0,0,False,未开机
376,2024-05-17 07:16:20,0,0,0,0,False,未开机
377,2024-05-17 07:17:20,0,0,0,0,False,未开机
378,2024-05-17 07:18:20,0,0,0,0,False,未开机
379,2024-05-17 07:19:20,0,0,0,0,False,未开机
380,2024-05-17 07:20:20,0,0,0,0,False,未开机
381,2024-05-17 07:21:20,0,0,0,0,False,未开机
382,2024-05-17 07:22:20,0,0,0,0,False,未开机
383,2024-05-17 07:23:20,0,0,0,0,False,未开机
384,2024-05-17 07:24:20,0,0,0,0,False,未开机
385,2024-05-17 07:25:20,0,0,0,0,False,未开机
386,2024-05-17 07:26:20,0,0,0,0,False,未开机
387,2024-05-17 07:27:20,0,0,0,0,False,未开机
388,2024-05-17 07:28:20,0,0,0,0,False,未开机
389,2024-05-17 07:29:20,0,0,0,0,False,未开机
390,2024-05-17 07:30:20,0,0,0,0,False,未开机
391,2024-05-17 07:31:20,0,0,0,0,False,未开机
392,2024-05-17 07:32:20,0,0,0,0,False,未开机
393,2024-05-17 07:33:20,0,0,0,0,False,未开机
394,2024-05-17 07:34:20,0,0,0,0,False,未开机
395,2024-05-17 07:35:20,0,0,0,0,False,未开机
396,2024-05-17 07:36:20,0,0,0,0,False,未开机
397,2024-05-17 07:37:20,0,0,0,0,False,未开机
398,2024-05-17 07:38:20,0,0,0,0,False,未开机
399,2024-05-17 07:39:20,0,0,0,0,False,未开机
400,2024-05-17 07:40:20,0,0,0,0,False,未开机
401,2024-05-17 07:41:20,0,0,0,0,False,未开机
402,2024-05-17 07:42:20,0,0,0,0,False,未开机
403,2024-05-17 07:43:20,0,0,1,0,False,未开机
404,2024-05-17 07:44:20,0,0,0,0,False,未开机
405,2024-05-17 07:45:20,0,0,0,0,False,未开机
406,2024-05-17 07:46:20,0,0,0,0,False,未开机
407,2024-05-17 07:47:20,0,0,0,0,False,未开机
408,2024-05-17 07:48:20,0,0,0,0,False,未开机
409,2024-05-17 07:49:20,0,0,0,0,False,未开机
410,2024-05-17 07:50:20,0,0,0,0,False,未开机
411,2024-05-17 07:51:20,0,0,0,0,False,未开机
412,2024-05-17 07:52:20,0,0,0,0,False,未开机
413,2024-05-17 07:53:20,0,0,0,0,False,未开机
414,2024-05-17 07:54:20,0,0,0,0,False,未开机
415,2024-05-17 07:55:20,0,0,0,0,False,未开机
416,2024-05-17 07:56:20,0,0,0,0,False,未开机
417,2024-05-17 07:57:20,0,0,0,0,False,未开机
418,2024-05-17 07:58:20,0,0,0,0,False,未开机
419,2024-05-17 07:59:20,0,0,0,0,False,未开机
420,2024-05-17 08:00:20,0,0,0,0,False,未开机
421,2024-05-17 08:01:20,0,0,0,0,False,未开机
422,2024-05-17 08:02:20,0,0,0,0,False,未开机
423,2024-05-17 08:03:20,0,0,0,0,False,未开机
424,2024-05-17 08:04:20,0,0,0,0,False,未开机
425,2024-05-17 08:05:20,0,0,0,0,False,未开机
426,2024-05-17 08:06:20,0,0,0,0,False,未开机
427,2024-05-17 08:07:20,0,0,0,0,False,未开机
428,2024-05-17 08:08:20,0,0,0,0,False,未开机
429,2024-05-17 08:09:20,0,0,0,0,False,未开机
430,2024-05-17 08:10:20,0,0,0,0,False,未开机
431,2024-05-17 08:11:20,0,0,0,0,False,未开机
432,2024-05-17 08:12:20,0,0,0,0,False,未开机
433,2024-05-17 08:13:20,0,0,0,0,False,未开机
434,2024-05-17 08:14:20,0,0,0,0,False,未开机
435,2024-05-17 08:15:20,0,0,0,0,False,未开机
436,2024-05-17 08:16:20,0,0,0,0,False,未开机
437,2024-05-17 08:17:20,0,0,0,0,False,未开机
438,2024-05-17 08:18:20,0,0,0,0,False,未开机
439,2024-05-17 08:19:20,568,79,0,0,ON DP,开机工作中
440,2024-05-17 08:20:20,591,79,0,0,False,开机工作中
441,2024-05-17 08:21:20,566,82,25,19,False,开机工作中
442,2024-05-17 08:22:20,573,79,11,15,False,开机工作中
443,2024-05-17 08:23:20,591,97,-6,-16,False,开机工作中
444,2024-05-17 08:24:20,600,108,28,32,False,开机工作中
445,2024-05-17 08:25:20,653,173,45,49,False,开机工作中
446,2024-05-17 08:26:20,569,86,-15,-2,False,开机工作中
447,2024-05-17 08:27:20,578,79,-1,-8,False,开机工作中
448,2024-05-17 08:28:20,592,107,-24,-28,False,开机工作中
449,2024-05-17 08:29:20,609,125,35,36,False,开机工作中
450,2024-05-17 08:30:20,630,136,50,56,False,开机工作中
451,2024-05-17 08:31:20,590,89,-22,-13,False,开机工作中
452,2024-05-17 08:32:20,586,88,26,24,False,开机工作中
453,2024-05-17 08:33:20,595,99,43,32,False,开机工作中
454,2024-05-17 08:34:20,577,91,25,22,False,开机工作中
455,2024-05-17 08:35:20,616,120,45,41,False,开机工作中
456,2024-05-17 08:36:20,711,232,59,50,False,开机工作中
457,2024-05-17 08:37:20,588,90,29,26,False,开机工作中
458,2024-05-17 08:38:20,636,158,41,43,False,开机工作中
459,2024-05-17 08:39:20,617,139,37,38,False,开机工作中
460,2024-05-17 08:40:20,616,139,43,42,False,开机工作中
461,2024-05-17 08:41:20,580,91,14,27,False,开机工作中
462,2024-05-17 08:42:20,593,118,42,45,False,开机工作中
463,2024-05-17 08:43:20,627,160,42,45,False,开机工作中
464,2024-05-17 08:44:20,580,95,34,37,False,开机工作中
465,2024-05-17 08:45:20,640,161,46,42,False,开机工作中
466,2024-05-17 08:46:20,579,89,-4,-4,False,开机工作中
467,2024-05-17 08:47:20,597,114,25,31,False,开机工作中
468,2024-05-17 08:48:20,569,99,36,32,False,开机工作中
469,2024-05-17 08:49:20,538,79,-15,8,False,开机工作中
470,2024-05-17 08:50:20,548,110,-1,-30,False,开机工作中
471,2024-05-17 08:51:20,571,84,22,22,False,开机工作中
472,2024-05-17 08:52:20,558,90,34,36,False,开机工作中
473,2024-05-17 08:53:20,620,150,43,41,False,开机工作中
474,2024-05-17 08:54:20,557,79,19,18,False,开机工作中
475,2024-05-17 08:55:20,607,186,37,46,False,开机工作中
