,PLC_point0_value,PLC_point1_value,PLC_point7_value,PLC_point5_value,PLC_point8_value,PLC_point4_value,PLC_point3_value,PLC_point2_value,PLC_point6_value,csvTime
264,error,error,error,error,error,error,error,error,error,2024-05-17 05:28:53
265,error,error,error,error,error,error,error,error,error,2024-05-17 05:29:53
266,error,error,error,error,error,error,error,error,error,2024-05-17 05:30:53
267,error,error,error,error,error,error,error,error,error,2024-05-17 05:31:53
268,error,error,error,error,error,error,error,error,error,2024-05-17 05:32:53
269,error,error,error,error,error,error,error,error,error,2024-05-17 05:33:53
270,error,error,error,error,error,error,error,error,error,2024-05-17 05:34:53
271,error,error,error,error,error,error,error,error,error,2024-05-17 05:35:53
272,error,error,error,error,error,error,error,error,error,2024-05-17 05:36:53
273,error,error,error,error,error,error,error,error,error,2024-05-17 05:37:53
274,error,error,error,error,error,error,error,error,error,2024-05-17 05:38:53
275,error,error,error,error,error,error,error,error,error,2024-05-17 05:39:53
276,error,error,error,error,error,error,error,error,error,2024-05-17 05:40:53
277,error,error,error,error,error,error,error,error,error,2024-05-17 05:41:53
278,error,error,error,error,error,error,error,error,error,2024-05-17 05:42:53
279,error,error,error,error,error,error,error,error,error,2024-05-17 05:43:53
280,error,error,error,error,error,error,error,error,error,2024-05-17 05:44:53
281,error,error,error,error,error,error,error,error,error,2024-05-17 05:45:53
282,error,error,error,error,error,error,error,error,error,2024-05-17 05:46:53
283,error,error,error,error,error,error,error,error,error,2024-05-17 05:47:53
284,error,error,error,error,error,error,error,error,error,2024-05-17 05:48:53
285,error,error,error,error,error,error,error,error,error,2024-05-17 05:49:53
286,error,error,error,error,error,error,error,error,error,2024-05-17 05:50:53
287,error,error,error,error,error,error,error,error,error,2024-05-17 05:51:53
288,error,error,error,error,error,error,error,error,error,2024-05-17 05:52:53
289,error,error,error,error,error,error,error,error,error,2024-05-17 05:53:53
290,error,error,error,error,error,error,error,error,error,2024-05-17 05:54:53
291,error,error,error,error,error,error,error,error,error,2024-05-17 05:55:53
292,error,error,error,error,error,error,error,error,error,2024-05-17 05:56:53
293,error,error,error,error,error,error,error,error,error,2024-05-17 05:57:53
294,error,error,error,error,error,error,error,error,error,2024-05-17 05:58:53
295,error,error,error,error,error,error,error,error,error,2024-05-17 06:00:53
296,error,error,error,error,error,error,error,error,error,2024-05-17 06:01:53
297,error,error,error,error,error,error,error,error,error,2024-05-17 06:02:53
298,error,error,error,error,error,error,error,error,error,2024-05-17 06:03:53
299,error,error,error,error,error,error,error,error,error,2024-05-17 06:04:53
300,error,error,error,error,error,error,error,error,error,2024-05-17 06:05:53
301,error,error,error,error,error,error,error,error,error,2024-05-17 06:06:53
302,error,error,error,error,error,error,error,error,error,2024-05-17 06:07:53
303,error,error,error,error,error,error,error,error,error,2024-05-17 06:08:53
304,error,error,error,error,error,error,error,error,error,2024-05-17 06:09:53
305,error,error,error,error,error,error,error,error,error,2024-05-17 06:10:53
306,error,error,error,error,error,error,error,error,error,2024-05-17 06:11:53
307,error,error,error,error,error,error,error,error,error,2024-05-17 06:12:53
308,error,error,error,error,error,error,error,error,error,2024-05-17 06:13:53
309,error,error,error,error,error,error,error,error,error,2024-05-17 06:14:53
310,error,error,error,error,error,error,error,error,error,2024-05-17 06:15:53
311,error,error,error,error,error,error,error,error,error,2024-05-17 06:16:53
312,error,error,error,error,error,error,error,error,error,2024-05-17 06:17:53
313,error,error,error,error,error,error,error,error,error,2024-05-17 06:18:53
314,error,error,error,error,error,error,error,error,error,2024-05-17 06:19:53
315,error,error,error,error,error,error,error,error,error,2024-05-17 06:20:53
316,error,error,error,error,error,error,error,error,error,2024-05-17 06:21:53
317,error,error,error,error,error,error,error,error,error,2024-05-17 06:22:53
318,error,error,error,error,error,error,error,error,error,2024-05-17 06:23:53
319,error,error,error,error,error,error,error,error,error,2024-05-17 06:24:53
320,error,error,error,error,error,error,error,error,error,2024-05-17 06:25:53
321,error,error,error,error,error,error,error,error,error,2024-05-17 06:26:53
322,error,error,error,error,error,error,error,error,error,2024-05-17 06:27:53
323,error,error,error,error,error,error,error,error,error,2024-05-17 06:28:53
324,error,error,error,error,error,error,error,error,error,2024-05-17 06:29:53
325,error,error,error,error,error,error,error,error,error,2024-05-17 06:30:53
326,error,error,error,error,error,error,error,error,error,2024-05-17 06:31:53
327,error,error,error,error,error,error,error,error,error,2024-05-17 06:32:53
328,error,error,error,error,error,error,error,error,error,2024-05-17 06:33:53
329,error,error,error,error,error,error,error,error,error,2024-05-17 06:34:53
330,error,error,error,error,error,error,error,error,error,2024-05-17 06:35:53
331,error,error,error,error,error,error,error,error,error,2024-05-17 06:36:53
332,error,error,error,error,error,error,error,error,error,2024-05-17 06:37:53
333,error,error,error,error,error,error,error,error,error,2024-05-17 06:38:53
334,error,error,error,error,error,error,error,error,error,2024-05-17 06:39:53
335,error,error,error,error,error,error,error,error,error,2024-05-17 06:40:53
336,error,error,error,error,error,error,error,error,error,2024-05-17 06:41:53
337,error,error,error,error,error,error,error,error,error,2024-05-17 06:42:53
338,error,error,error,error,error,error,error,error,error,2024-05-17 06:43:53
339,error,error,error,error,error,error,error,error,error,2024-05-17 06:44:53
340,error,error,error,error,error,error,error,error,error,2024-05-17 06:45:53
341,error,error,error,error,error,error,error,error,error,2024-05-17 06:46:53
342,error,error,error,error,error,error,error,error,error,2024-05-17 06:47:53
343,error,error,error,error,error,error,error,error,error,2024-05-17 06:48:53
344,error,error,error,error,error,error,error,error,error,2024-05-17 06:49:53
345,error,error,error,error,error,error,error,error,error,2024-05-17 06:50:53
346,error,error,error,error,error,error,error,error,error,2024-05-17 06:51:53
347,error,error,error,error,error,error,error,error,error,2024-05-17 06:52:53
348,error,error,error,error,error,error,error,error,error,2024-05-17 06:53:53
349,error,error,error,error,error,error,error,error,error,2024-05-17 06:54:53
350,error,error,error,error,error,error,error,error,error,2024-05-17 06:55:53
351,error,error,error,error,error,error,error,error,error,2024-05-17 06:56:53
352,error,error,error,error,error,error,error,error,error,2024-05-17 06:57:53
353,error,error,error,error,error,error,error,error,error,2024-05-17 06:58:53
354,error,error,error,error,error,error,error,error,error,2024-05-17 07:00:53
355,error,error,error,error,error,error,error,error,error,2024-05-17 07:01:53
356,error,error,error,error,error,error,error,error,error,2024-05-17 07:02:53
357,error,error,error,error,error,error,error,error,error,2024-05-17 07:03:53
358,error,error,error,error,error,error,error,error,error,2024-05-17 07:04:53
359,error,error,error,error,error,error,error,error,error,2024-05-17 07:05:53
360,error,error,error,error,error,error,error,error,error,2024-05-17 07:06:53
361,error,error,error,error,error,error,error,error,error,2024-05-17 07:07:53
362,error,error,error,error,error,error,error,error,error,2024-05-17 07:08:53
363,error,error,error,error,error,error,error,error,error,2024-05-17 07:09:53
364,error,error,error,error,error,error,error,error,error,2024-05-17 07:10:53
365,error,error,error,error,error,error,error,error,error,2024-05-17 07:11:53
366,error,error,error,error,error,error,error,error,error,2024-05-17 07:12:53
367,error,error,error,error,error,error,error,error,error,2024-05-17 07:13:53
368,error,error,error,error,error,error,error,error,error,2024-05-17 07:14:53
369,error,error,error,error,error,error,error,error,error,2024-05-17 07:15:53
370,error,error,error,error,error,error,error,error,error,2024-05-17 07:16:53
371,error,error,error,error,error,error,error,error,error,2024-05-17 07:17:53
372,error,error,error,error,error,error,error,error,error,2024-05-17 07:18:53
373,error,error,error,error,error,error,error,error,error,2024-05-17 07:19:53
374,error,error,error,error,error,error,error,error,error,2024-05-17 07:20:53
375,error,error,error,error,error,error,error,error,error,2024-05-17 07:21:53
376,error,error,error,error,error,error,error,error,error,2024-05-17 07:22:53
377,error,error,error,error,error,error,error,error,error,2024-05-17 07:23:53
378,error,error,error,error,error,error,error,error,error,2024-05-17 07:24:53
379,error,error,error,error,error,error,error,error,error,2024-05-17 07:25:53
380,error,error,error,error,error,error,error,error,error,2024-05-17 07:26:53
381,error,error,error,error,error,error,error,error,error,2024-05-17 07:27:53
382,error,error,error,error,error,error,error,error,error,2024-05-17 07:28:53
383,error,error,error,error,error,error,error,error,error,2024-05-17 07:29:53
384,error,error,error,error,error,error,error,error,error,2024-05-17 07:30:53
385,error,error,error,error,error,error,error,error,error,2024-05-17 07:31:53
386,error,error,error,error,error,error,error,error,error,2024-05-17 07:32:53
387,error,error,error,error,error,error,error,error,error,2024-05-17 07:33:53
388,error,error,error,error,error,error,error,error,error,2024-05-17 07:34:53
389,error,error,error,error,error,error,error,error,error,2024-05-17 07:35:53
390,error,error,error,error,error,error,error,error,error,2024-05-17 07:36:53
391,error,error,error,error,error,error,error,error,error,2024-05-17 07:37:53
392,error,error,error,error,error,error,error,error,error,2024-05-17 07:38:53
393,error,error,error,error,error,error,error,error,error,2024-05-17 07:39:53
394,error,error,error,error,error,error,error,error,error,2024-05-17 07:40:53
395,error,error,error,error,error,error,error,error,error,2024-05-17 07:41:53
396,error,error,error,error,error,error,error,error,error,2024-05-17 07:42:53
397,error,error,error,error,error,error,error,error,error,2024-05-17 07:43:53
398,error,error,error,error,error,error,error,error,error,2024-05-17 07:44:53
399,error,error,error,error,error,error,error,error,error,2024-05-17 07:45:53
400,error,error,error,error,error,error,error,error,error,2024-05-17 07:46:53
401,error,error,error,error,error,error,error,error,error,2024-05-17 07:47:53
402,error,error,error,error,error,error,error,error,error,2024-05-17 07:48:53
403,error,error,error,error,error,error,error,error,error,2024-05-17 07:49:53
404,error,error,error,error,error,error,error,error,error,2024-05-17 07:50:53
405,error,error,error,error,error,error,error,error,error,2024-05-17 07:51:53
406,error,error,error,error,error,error,error,error,error,2024-05-17 07:52:53
407,error,error,error,error,error,error,error,error,error,2024-05-17 07:53:53
408,error,error,error,error,error,error,error,error,error,2024-05-17 07:54:53
409,error,error,error,error,error,error,error,error,error,2024-05-17 07:55:53
410,error,error,error,error,error,error,error,error,error,2024-05-17 07:56:53
411,error,error,error,error,error,error,error,error,error,2024-05-17 07:57:53
412,error,error,error,error,error,error,error,error,error,2024-05-17 07:58:53
413,error,error,error,error,error,error,error,error,error,2024-05-17 08:00:53
414,error,error,error,error,error,error,error,error,error,2024-05-17 08:01:53
415,error,error,error,error,error,error,error,error,error,2024-05-17 08:02:53
416,error,error,error,error,error,error,error,error,error,2024-05-17 08:03:53
417,error,error,error,error,error,error,error,error,error,2024-05-17 08:04:53
