,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v
17,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,11,6007,0.0,0.0,2024-05-17 00:17:17,0.0,0.0
18,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,14,6007,0.0,0.0,2024-05-17 00:18:17,0.0,0.0
19,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,7,6005,0.0,0.0,2024-05-17 00:19:17,0.0,0.0
20,6967,6962,6973,0.0,0.0,0.0,0.0,100.0,8,6007,0.0,0.0,2024-05-17 00:20:17,0.0,0.0
21,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,6,6006,0.0,0.0,2024-05-17 00:21:17,0.0,0.0
22,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,15,6005,0.0,0.0,2024-05-17 00:22:18,0.0,0.0
23,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,12,6006,0.0,0.0,2024-05-17 00:23:18,0.0,0.0
24,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,15,6005,0.0,0.0,2024-05-17 00:24:18,0.0,0.0
25,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,5,6005,0.0,0.0,2024-05-17 00:25:18,0.0,0.0
26,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,15,6006,0.0,0.0,2024-05-17 00:26:18,0.0,0.0
27,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,14,6006,0.0,0.0,2024-05-17 00:27:18,0.0,0.0
28,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,12,6005,0.0,0.0,2024-05-17 00:28:19,0.0,0.0
29,6966,6960,6972,0.0,0.0,0.0,0.0,100.0,7,6007,0.0,0.0,2024-05-17 00:29:19,0.0,0.0
30,6970,6965,6976,0.0,0.0,0.0,0.0,100.0,8,6006,0.0,0.0,2024-05-17 00:30:19,0.0,0.0
31,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,11,6007,0.0,0.0,2024-05-17 00:31:20,0.0,0.0
32,6970,6965,6976,0.0,0.0,0.0,0.0,100.0,9,6010,0.0,0.0,2024-05-17 00:32:20,0.0,0.0
33,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,14,6010,0.0,0.0,2024-05-17 00:33:20,0.0,0.0
34,6969,6964,6974,0.0,0.0,0.0,0.0,100.0,4,6011,0.0,0.0,2024-05-17 00:34:20,0.0,0.0
35,6970,6965,6976,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 00:35:20,0.0,0.0
36,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,8,6010,0.0,0.0,2024-05-17 00:36:20,0.0,0.0
37,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,13,6010,0.0,0.0,2024-05-17 00:37:20,0.0,0.0
38,6970,6965,6976,0.0,0.0,0.0,0.0,100.0,14,6010,0.0,0.0,2024-05-17 00:38:21,0.0,0.0
39,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,15,6010,0.0,0.0,2024-05-17 00:39:21,0.0,0.0
40,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,15,6010,0.0,0.0,2024-05-17 00:40:21,0.0,0.0
41,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,4,6011,0.0,0.0,2024-05-17 00:41:22,0.0,0.0
42,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,5,6010,0.0,0.0,2024-05-17 00:42:22,0.0,0.0
43,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,6,6011,0.0,0.0,2024-05-17 00:43:22,0.0,0.0
44,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,15,6006,0.0,0.0,2024-05-17 00:44:23,0.0,0.0
45,6967,6961,6972,0.0,0.0,0.0,0.0,100.0,9,6008,0.0,0.0,2024-05-17 00:45:23,0.0,0.0
46,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,15,6011,0.0,0.0,2024-05-17 00:46:23,0.0,0.0
47,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,7,6012,0.0,0.0,2024-05-17 00:47:23,0.0,0.0
48,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,5,6013,0.0,0.0,2024-05-17 00:48:24,0.0,0.0
49,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,4,6010,0.0,0.0,2024-05-17 00:49:24,0.0,0.0
50,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,11,6012,0.0,0.0,2024-05-17 00:50:24,0.0,0.0
51,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,9,6009,0.0,0.0,2024-05-17 00:51:25,0.0,0.0
52,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,10,6008,0.0,0.0,2024-05-17 00:52:25,0.0,0.0
53,6969,6964,6975,0.0,0.0,0.0,0.0,100.0,8,6008,0.0,0.0,2024-05-17 00:53:25,0.0,0.0
54,6969,6963,6974,0.0,0.0,0.0,0.0,100.0,4,6006,0.0,0.0,2024-05-17 00:54:26,0.0,0.0
55,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,15,6007,0.0,0.0,2024-05-17 00:55:26,0.0,0.0
56,6969,6963,6974,0.0,0.0,0.0,0.0,100.0,5,6008,0.0,0.0,2024-05-17 00:56:27,0.0,0.0
57,6969,6961,6976,0.0,0.0,0.0,0.0,100.0,17,6008,0.0,0.0,2024-05-17 00:57:27,0.0,0.0
58,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,5,6007,0.0,0.0,2024-05-17 00:58:27,0.0,0.0
59,6970,6963,6976,0.0,0.0,0.0,0.0,100.0,14,6008,0.0,0.0,2024-05-17 02:00:49,0.0,0.0
60,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,16,6008,0.0,0.0,2024-05-17 02:01:49,0.0,0.0
61,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,16,6008,0.0,0.0,2024-05-17 02:02:49,0.0,0.0
62,6967,6960,6973,0.0,0.0,0.0,0.0,100.0,9,6009,0.0,0.0,2024-05-17 02:03:50,0.0,0.0
63,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,8,6008,0.0,0.0,2024-05-17 02:04:50,0.0,0.0
64,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,11,6007,0.0,0.0,2024-05-17 02:05:50,0.0,0.0
65,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,10,6006,0.0,0.0,2024-05-17 02:06:50,0.0,0.0
66,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,14,6006,0.0,0.0,2024-05-17 02:07:51,0.0,0.0
67,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,9,6007,0.0,0.0,2024-05-17 02:08:51,0.0,0.0
68,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,9,6008,0.0,0.0,2024-05-17 02:09:51,0.0,0.0
69,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,9,6009,0.0,0.0,2024-05-17 02:10:51,0.0,0.0
70,6967,6960,6975,0.0,0.0,0.0,0.0,100.0,16,6007,0.0,0.0,2024-05-17 02:11:51,0.0,0.0
71,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,14,6008,0.0,0.0,2024-05-17 02:12:51,0.0,0.0
72,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,9,6009,0.0,0.0,2024-05-17 02:13:51,0.0,0.0
73,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,9,6009,0.0,0.0,2024-05-17 02:14:52,0.0,0.0
74,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,12,6010,0.0,0.0,2024-05-17 02:15:52,0.0,0.0
75,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 02:16:52,0.0,0.0
76,6971,6965,6977,0.0,0.0,0.0,0.0,100.0,5,6009,0.0,0.0,2024-05-17 02:17:52,0.0,0.0
77,6971,6965,6977,0.0,0.0,0.0,0.0,100.0,4,6009,0.0,0.0,2024-05-17 02:18:53,0.0,0.0
78,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,5,6011,0.0,0.0,2024-05-17 02:19:53,0.0,0.0
79,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,14,6011,0.0,0.0,2024-05-17 02:20:54,0.0,0.0
80,6970,6964,6977,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 02:21:54,0.0,0.0
81,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,13,6010,0.0,0.0,2024-05-17 02:22:55,0.0,0.0
82,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,15,6010,0.0,0.0,2024-05-17 02:23:55,0.0,0.0
83,6970,6963,6976,0.0,0.0,0.0,0.0,100.0,5,6011,0.0,0.0,2024-05-17 02:24:55,0.0,0.0
84,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,10,6011,0.0,0.0,2024-05-17 02:25:56,0.0,0.0
85,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,12,6010,0.0,0.0,2024-05-17 02:26:56,0.0,0.0
86,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,14,6008,0.0,0.0,2024-05-17 02:27:57,0.0,0.0
87,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,13,6008,0.0,0.0,2024-05-17 02:28:57,0.0,0.0
88,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,12,6010,0.0,0.0,2024-05-17 02:29:58,0.0,0.0
89,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,8,6009,0.0,0.0,2024-05-17 02:30:58,0.0,0.0
90,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,11,6011,0.0,0.0,2024-05-17 02:31:58,0.0,0.0
91,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 02:32:59,0.0,0.0
92,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,13,6011,0.0,0.0,2024-05-17 02:33:59,0.0,0.0
93,6971,6963,6979,0.0,0.0,0.0,0.0,100.0,15,6012,0.0,0.0,2024-05-17 02:34:59,0.0,0.0
94,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,9,6011,0.0,0.0,2024-05-17 02:35:59,0.0,0.0
95,6969,6961,6976,0.0,0.0,0.0,0.0,100.0,16,6011,0.0,0.0,2024-05-17 02:37:00,0.0,0.0
96,6970,6962,6977,0.0,0.0,0.0,0.0,100.0,13,6010,0.0,0.0,2024-05-17 02:38:00,0.0,0.0
97,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,10,6009,0.0,0.0,2024-05-17 02:39:00,0.0,0.0
98,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,8,6010,0.0,0.0,2024-05-17 02:40:00,0.0,0.0
99,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,6,6008,0.0,0.0,2024-05-17 02:41:00,0.0,0.0
100,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,8,6009,0.0,0.0,2024-05-17 02:42:00,0.0,0.0
101,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,6,6009,0.0,0.0,2024-05-17 02:43:00,0.0,0.0
102,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,5,6009,0.0,0.0,2024-05-17 02:44:01,0.0,0.0
103,6966,6960,6973,0.0,0.0,0.0,0.0,100.0,13,6008,0.0,0.0,2024-05-17 02:45:01,0.0,0.0
104,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,15,6009,0.0,0.0,2024-05-17 02:46:01,0.0,0.0
105,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,15,6010,0.0,0.0,2024-05-17 02:47:02,0.0,0.0
106,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,15,6010,0.0,0.0,2024-05-17 02:48:02,0.0,0.0
107,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,5,6009,0.0,0.0,2024-05-17 02:49:03,0.0,0.0
108,6969,6963,6974,0.0,0.0,0.0,0.0,100.0,8,6008,0.0,0.0,2024-05-17 02:50:03,0.0,0.0
109,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,4,6008,0.0,0.0,2024-05-17 02:51:03,0.0,0.0
110,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,11,6010,0.0,0.0,2024-05-17 02:52:04,0.0,0.0
111,6971,6965,6977,0.0,0.0,0.0,0.0,100.0,5,6010,0.0,0.0,2024-05-17 02:53:04,0.0,0.0
112,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 02:54:04,0.0,0.0
113,6972,6966,6978,0.0,0.0,0.0,0.0,100.0,10,6010,0.0,0.0,2024-05-17 02:55:04,0.0,0.0
114,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 02:56:05,0.0,0.0
115,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,14,6012,0.0,0.0,2024-05-17 02:57:05,0.0,0.0
116,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,13,6010,0.0,0.0,2024-05-17 02:58:05,0.0,0.0
117,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,4,6011,0.0,0.0,2024-05-17 03:00:06,0.0,0.0
118,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,11,6010,0.0,0.0,2024-05-17 03:01:06,0.0,0.0
119,6969,6964,6975,0.0,0.0,0.0,0.0,100.0,12,6011,0.0,0.0,2024-05-17 03:02:06,0.0,0.0
120,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,14,6008,0.0,0.0,2024-05-17 03:03:07,0.0,0.0
121,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,15,6007,0.0,0.0,2024-05-17 03:04:07,0.0,0.0
122,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,8,6005,0.0,0.0,2024-05-17 03:05:07,0.0,0.0
123,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,15,6005,0.0,0.0,2024-05-17 03:06:07,0.0,0.0
124,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,14,6005,0.0,0.0,2024-05-17 03:07:08,0.0,0.0
125,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,14,6005,0.0,0.0,2024-05-17 03:08:08,0.0,0.0
126,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,15,6005,0.0,0.0,2024-05-17 03:09:09,0.0,0.0
127,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,7,6005,0.0,0.0,2024-05-17 03:10:09,0.0,0.0
128,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,12,6002,0.0,0.0,2024-05-17 03:11:10,0.0,0.0
129,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,4,6003,0.0,0.0,2024-05-17 03:12:10,0.0,0.0
130,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,6,6002,0.0,0.0,2024-05-17 03:13:10,0.0,0.0
131,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,15,6003,0.0,0.0,2024-05-17 03:14:10,0.0,0.0
132,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,10,6004,0.0,0.0,2024-05-17 03:15:10,0.0,0.0
133,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,14,6004,0.0,0.0,2024-05-17 03:16:10,0.0,0.0
134,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,14,6004,0.0,0.0,2024-05-17 03:17:11,0.0,0.0
135,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,11,6003,0.0,0.0,2024-05-17 03:18:11,0.0,0.0
136,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,6,6003,0.0,0.0,2024-05-17 03:19:12,0.0,0.0
137,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,12,6004,0.0,0.0,2024-05-17 03:20:12,0.0,0.0
138,6970,6964,6977,0.0,0.0,0.0,0.0,100.0,6,6003,0.0,0.0,2024-05-17 03:21:13,0.0,0.0
139,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,14,6003,0.0,0.0,2024-05-17 03:22:13,0.0,0.0
140,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,4,6003,0.0,0.0,2024-05-17 03:23:13,0.0,0.0
141,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,10,6004,0.0,0.0,2024-05-17 03:24:14,0.0,0.0
142,6966,6960,6972,0.0,0.0,0.0,0.0,100.0,13,6004,0.0,0.0,2024-05-17 03:25:14,0.0,0.0
143,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,9,6004,0.0,0.0,2024-05-17 03:26:14,0.0,0.0
144,6970,6964,6975,0.0,0.0,0.0,0.0,100.0,9,6005,0.0,0.0,2024-05-17 03:27:14,0.0,0.0
145,6970,6964,6975,0.0,0.0,0.0,0.0,100.0,4,6005,0.0,0.0,2024-05-17 03:28:15,0.0,0.0
146,6971,6966,6977,0.0,0.0,0.0,0.0,100.0,4,6004,0.0,0.0,2024-05-17 03:29:15,0.0,0.0
147,6971,6965,6976,0.0,0.0,0.0,0.0,100.0,4,6005,0.0,0.0,2024-05-17 03:30:15,0.0,0.0
148,6971,6965,6977,0.0,0.0,0.0,0.0,100.0,5,6005,0.0,0.0,2024-05-17 03:31:16,0.0,0.0
149,6972,6966,6977,0.0,0.0,0.0,0.0,100.0,5,6005,0.0,0.0,2024-05-17 03:32:16,0.0,0.0
150,6970,6963,6976,0.0,0.0,0.0,0.0,100.0,6,6007,0.0,0.0,2024-05-17 03:33:16,0.0,0.0
151,6971,6965,6977,0.0,0.0,0.0,0.0,100.0,8,6006,0.0,0.0,2024-05-17 03:34:17,0.0,0.0
152,6972,6966,6978,0.0,0.0,0.0,0.0,100.0,4,6005,0.0,0.0,2024-05-17 03:35:17,0.0,0.0
153,6970,6964,6976,0.0,0.0,0.0,0.0,100.0,4,6007,0.0,0.0,2024-05-17 03:36:18,0.0,0.0
154,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,15,6007,0.0,0.0,2024-05-17 03:37:18,0.0,0.0
155,6969,6964,6975,0.0,0.0,0.0,0.0,100.0,8,6006,0.0,0.0,2024-05-17 03:38:18,0.0,0.0
156,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,6,6008,0.0,0.0,2024-05-17 03:39:19,0.0,0.0
157,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,4,6009,0.0,0.0,2024-05-17 03:40:19,0.0,0.0
158,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,6,6008,0.0,0.0,2024-05-17 03:41:19,0.0,0.0
159,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,17,6008,0.0,0.0,2024-05-17 03:42:20,0.0,0.0
160,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,5,6009,0.0,0.0,2024-05-17 03:43:20,0.0,0.0
161,6969,6963,6975,0.0,0.0,0.0,0.0,100.0,6,6009,0.0,0.0,2024-05-17 03:44:20,0.0,0.0
162,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,12,6009,0.0,0.0,2024-05-17 03:45:20,0.0,0.0
163,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,5,6009,0.0,0.0,2024-05-17 03:46:21,0.0,0.0
164,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,15,6009,0.0,0.0,2024-05-17 03:47:21,0.0,0.0
165,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,5,6009,0.0,0.0,2024-05-17 03:48:21,0.0,0.0
166,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,5,6010,0.0,0.0,2024-05-17 03:49:22,0.0,0.0
167,6969,6963,6974,0.0,0.0,0.0,0.0,100.0,5,6010,0.0,0.0,2024-05-17 03:50:22,0.0,0.0
168,6968,6962,6973,0.0,0.0,0.0,0.0,100.0,5,6010,0.0,0.0,2024-05-17 03:51:22,0.0,0.0
169,6967,6961,6973,0.0,0.0,0.0,0.0,100.0,5,6010,0.0,0.0,2024-05-17 03:52:23,0.0,0.0
170,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,8,6009,0.0,0.0,2024-05-17 03:53:23,0.0,0.0
171,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,11,6010,0.0,0.0,2024-05-17 03:54:23,0.0,0.0
172,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,13,6010,0.0,0.0,2024-05-17 03:55:24,0.0,0.0
173,6967,6960,6975,0.0,0.0,0.0,0.0,100.0,16,6010,0.0,0.0,2024-05-17 03:56:24,0.0,0.0
174,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,8,6009,0.0,0.0,2024-05-17 03:57:25,0.0,0.0
175,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,6,6010,0.0,0.0,2024-05-17 03:58:25,0.0,0.0
176,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,14,6011,0.0,0.0,2024-05-17 04:00:25,0.0,0.0
177,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,16,6011,0.0,0.0,2024-05-17 04:01:25,0.0,0.0
178,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,16,6012,0.0,0.0,2024-05-17 04:02:26,0.0,0.0
179,6971,6965,6978,0.0,0.0,0.0,0.0,100.0,10,6012,0.0,0.0,2024-05-17 04:03:26,0.0,0.0
180,6971,6965,6978,0.0,0.0,0.0,0.0,100.0,5,6011,0.0,0.0,2024-05-17 04:04:27,0.0,0.0
181,6971,6964,6978,0.0,0.0,0.0,0.0,100.0,12,6010,0.0,0.0,2024-05-17 04:05:27,0.0,0.0
182,6970,6963,6978,0.0,0.0,0.0,0.0,100.0,16,6009,0.0,0.0,2024-05-17 04:06:27,0.0,0.0
183,6971,6964,6978,0.0,0.0,0.0,0.0,100.0,13,6009,0.0,0.0,2024-05-17 04:07:27,0.0,0.0
184,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,10,6009,0.0,0.0,2024-05-17 04:08:28,0.0,0.0
185,6971,6964,6978,0.0,0.0,0.0,0.0,100.0,12,6008,0.0,0.0,2024-05-17 04:09:28,0.0,0.0
186,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,9,6009,0.0,0.0,2024-05-17 04:10:29,0.0,0.0
187,6970,6963,6977,0.0,0.0,0.0,0.0,100.0,15,6007,0.0,0.0,2024-05-17 04:11:29,0.0,0.0
188,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,8,6005,0.0,0.0,2024-05-17 04:12:29,0.0,0.0
189,6969,6961,6976,0.0,0.0,0.0,0.0,100.0,15,6005,0.0,0.0,2024-05-17 04:13:29,0.0,0.0
190,6969,6963,6976,0.0,0.0,0.0,0.0,100.0,14,6003,0.0,0.0,2024-05-17 04:14:30,0.0,0.0
191,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,12,6004,0.0,0.0,2024-05-17 04:15:30,0.0,0.0
192,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,10,6005,0.0,0.0,2024-05-17 04:16:30,0.0,0.0
193,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,9,6004,0.0,0.0,2024-05-17 04:17:30,0.0,0.0
194,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,14,6004,0.0,0.0,2024-05-17 04:18:31,0.0,0.0
195,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,6,6004,0.0,0.0,2024-05-17 04:19:31,0.0,0.0
196,6969,6964,6975,0.0,0.0,0.0,0.0,100.0,3,6002,0.0,0.0,2024-05-17 04:20:31,0.0,0.0
197,6970,6963,6976,0.0,0.0,0.0,0.0,100.0,6,6002,0.0,0.0,2024-05-17 04:21:31,0.0,0.0
198,6969,6962,6975,0.0,0.0,0.0,0.0,100.0,8,6002,0.0,0.0,2024-05-17 04:22:32,0.0,0.0
199,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,15,6003,0.0,0.0,2024-05-17 04:23:32,0.0,0.0
200,6968,6961,6974,0.0,0.0,0.0,0.0,100.0,6,6001,0.0,0.0,2024-05-17 04:24:32,0.0,0.0
201,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,13,6002,0.0,0.0,2024-05-17 04:25:32,0.0,0.0
202,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,11,6002,0.0,0.0,2024-05-17 04:26:32,0.0,0.0
203,6967,6960,6974,0.0,0.0,0.0,0.0,100.0,10,6003,0.0,0.0,2024-05-17 04:27:33,0.0,0.0
204,6968,6962,6975,0.0,0.0,0.0,0.0,100.0,7,6002,0.0,0.0,2024-05-17 04:28:33,0.0,0.0
205,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,15,6002,0.0,0.0,2024-05-17 04:29:33,0.0,0.0
206,6969,6962,6976,0.0,0.0,0.0,0.0,100.0,13,6002,0.0,0.0,2024-05-17 04:30:33,0.0,0.0
207,6968,6962,6974,0.0,0.0,0.0,0.0,100.0,6,6001,0.0,0.0,2024-05-17 04:31:33,0.0,0.0
208,6967,6961,6974,0.0,0.0,0.0,0.0,100.0,8,6003,0.0,0.0,2024-05-17 04:32:34,0.0,0.0
209,6966,6959,6972,0.0,0.0,0.0,0.0,100.0,14,6003,0.0,0.0,2024-05-17 04:33:34,0.0,0.0
210,6968,6961,6975,0.0,0.0,0.0,0.0,100.0,11,6003,0.0,0.0,2024-05-17 04:34:35,0.0,0.0
