,csvTime,P4_15,P4_16
184,2024-05-17 04:07:47,1074,3
185,2024-05-17 04:08:46,1067,11
186,2024-05-17 04:09:46,1067,15
187,2024-05-17 04:10:46,1061,19
188,2024-05-17 04:11:47,1055,9
189,2024-05-17 04:12:46,1053,9
190,2024-05-17 04:13:46,1047,10
191,2024-05-17 04:14:46,1040,9
192,2024-05-17 04:15:46,1041,11
193,2024-05-17 04:16:46,1054,11
194,2024-05-17 04:17:46,1047,12
195,2024-05-17 04:18:46,1044,6
196,2024-05-17 04:19:46,1037,9
197,2024-05-17 04:20:46,1045,11
198,2024-05-17 04:21:46,1044,9
199,2024-05-17 04:22:46,1040,7
200,2024-05-17 04:23:46,1034,6
201,2024-05-17 04:24:46,1040,9
202,2024-05-17 04:25:47,1037,5
203,2024-05-17 04:26:46,1038,7
204,2024-05-17 04:27:47,1044,3
205,2024-05-17 04:28:46,1043,11
206,2024-05-17 04:29:46,1043,5
207,2024-05-17 04:30:46,1041,7
208,2024-05-17 04:31:46,1041,5
209,2024-05-17 04:32:46,1039,9
210,2024-05-17 04:33:46,1040,9
211,2024-05-17 04:34:46,1030,3
212,2024-05-17 04:35:46,1037,13
213,2024-05-17 04:36:46,1048,6
214,2024-05-17 04:37:46,1041,11
215,2024-05-17 04:38:46,1050,0
216,2024-05-17 04:39:46,1048,4
217,2024-05-17 04:40:46,1052,5
218,2024-05-17 04:41:46,1049,6
219,2024-05-17 04:42:46,1055,7
220,2024-05-17 04:43:46,1064,5
221,2024-05-17 04:44:46,1060,9
222,2024-05-17 04:45:46,1069,5
223,2024-05-17 04:46:46,1066,3
224,2024-05-17 04:47:46,1059,9
225,2024-05-17 04:48:46,1059,11
226,2024-05-17 04:49:46,1051,11
227,2024-05-17 04:50:46,1047,9
228,2024-05-17 04:51:46,1049,7
229,2024-05-17 04:52:46,1058,5
230,2024-05-17 04:53:46,1052,9
231,2024-05-17 04:54:46,1052,5
232,2024-05-17 04:55:46,1047,11
233,2024-05-17 04:56:46,1050,9
234,2024-05-17 04:57:46,1040,7
235,2024-05-17 04:58:46,1046,4
236,2024-05-17 05:00:46,1042,9
237,2024-05-17 05:01:46,1046,2
238,2024-05-17 05:02:46,1048,7
239,2024-05-17 05:03:46,1047,11
240,2024-05-17 05:04:46,1047,7
241,2024-05-17 05:05:46,1047,7
242,2024-05-17 05:06:47,1044,9
243,2024-05-17 05:07:46,1046,9
244,2024-05-17 05:08:46,1039,9
245,2024-05-17 05:09:46,1041,11
246,2024-05-17 05:10:46,1047,6
247,2024-05-17 05:11:46,1045,4
248,2024-05-17 05:12:46,1046,9
249,2024-05-17 05:13:46,1049,9
250,2024-05-17 05:14:46,1057,5
251,2024-05-17 05:15:46,1038,7
252,2024-05-17 05:16:46,1050,5
253,2024-05-17 05:17:46,1043,1
254,2024-05-17 05:18:46,1058,7
255,2024-05-17 05:19:46,1051,7
256,2024-05-17 05:20:46,1048,13
257,2024-05-17 05:21:46,1052,9
258,2024-05-17 05:22:46,1041,3
259,2024-05-17 05:23:46,1052,5
260,2024-05-17 05:24:46,1051,5
261,2024-05-17 05:25:46,1052,7
262,2024-05-17 05:26:46,1056,9
263,2024-05-17 05:27:46,1058,7
264,2024-05-17 05:28:46,1057,6
265,2024-05-17 05:29:46,1060,5
266,2024-05-17 05:30:46,1053,5
267,2024-05-17 05:31:46,1051,7
268,2024-05-17 05:32:46,1050,9
269,2024-05-17 05:33:46,1043,5
270,2024-05-17 05:34:46,1036,5
271,2024-05-17 05:35:46,1040,13
272,2024-05-17 05:36:46,1041,5
273,2024-05-17 05:37:46,1032,7
274,2024-05-17 05:38:46,1027,1
275,2024-05-17 05:39:46,1035,13
276,2024-05-17 05:40:46,1032,12
277,2024-05-17 05:41:47,1035,9
278,2024-05-17 05:42:46,1057,7
279,2024-05-17 05:43:46,1040,9
280,2024-05-17 05:44:46,1044,5
281,2024-05-17 05:45:46,1044,11
282,2024-05-17 05:46:46,1039,7
283,2024-05-17 05:47:46,1042,9
284,2024-05-17 05:48:46,1040,4
285,2024-05-17 05:49:46,1043,15
286,2024-05-17 05:50:46,1048,7
287,2024-05-17 05:51:47,1040,7
288,2024-05-17 05:52:46,1038,7
289,2024-05-17 05:53:46,1033,5
290,2024-05-17 05:54:46,1035,7
291,2024-05-17 05:55:46,1032,5
292,2024-05-17 05:56:46,1032,11
293,2024-05-17 05:57:46,1026,5
294,2024-05-17 05:58:46,1030,9
295,2024-05-17 06:00:46,1032,8
296,2024-05-17 06:01:46,1039,9
297,2024-05-17 06:02:46,1031,9
298,2024-05-17 06:03:46,1047,7
299,2024-05-17 06:04:46,1057,9
300,2024-05-17 06:05:46,1061,17
301,2024-05-17 06:06:46,1120,101
302,2024-05-17 06:07:46,1067,0
303,2024-05-17 06:08:46,1061,25
304,2024-05-17 06:09:46,1093,57
305,2024-05-17 06:10:46,1091,65
306,2024-05-17 06:11:46,1095,85
307,2024-05-17 06:12:46,1103,75
308,2024-05-17 06:13:46,1158,143
309,2024-05-17 06:14:46,1146,144
310,2024-05-17 06:15:46,1145,139
311,2024-05-17 06:16:46,1063,0
312,2024-05-17 06:17:46,1064,0
313,2024-05-17 06:18:46,841,0
314,2024-05-17 06:19:46,1072,0
315,2024-05-17 06:20:46,1083,0
316,2024-05-17 06:21:46,1085,0
317,2024-05-17 06:22:46,1067,0
318,2024-05-17 06:23:46,1092,85
319,2024-05-17 06:24:46,1059,82
320,2024-05-17 06:25:46,1094,204
321,2024-05-17 06:26:46,1054,3
322,2024-05-17 06:27:46,1072,5
323,2024-05-17 06:28:46,1074,5
324,2024-05-17 06:29:46,1068,11
325,2024-05-17 06:30:46,1073,9
326,2024-05-17 06:31:46,1045,13
327,2024-05-17 06:32:46,1041,11
328,2024-05-17 06:33:46,1065,13
329,2024-05-17 06:34:46,1068,11
330,2024-05-17 06:35:46,1066,13
331,2024-05-17 06:36:46,1054,8
332,2024-05-17 06:37:46,1061,5
333,2024-05-17 06:38:46,1057,7
334,2024-05-17 06:39:46,1034,11
335,2024-05-17 06:40:46,1040,7
336,2024-05-17 06:41:46,1043,9
337,2024-05-17 06:42:46,1045,9
338,2024-05-17 06:43:46,1042,15
339,2024-05-17 06:44:46,1030,8
340,2024-05-17 06:45:46,1037,13
341,2024-05-17 06:46:46,1033,10
342,2024-05-17 06:47:46,1031,9
343,2024-05-17 06:48:46,1030,13
344,2024-05-17 06:49:46,1031,7
345,2024-05-17 06:50:46,1042,5
346,2024-05-17 06:51:46,1049,9
347,2024-05-17 06:52:46,1051,7
348,2024-05-17 06:53:46,1052,11
349,2024-05-17 06:54:46,1052,11
350,2024-05-17 06:55:46,1049,7
351,2024-05-17 06:56:46,1057,7
352,2024-05-17 06:57:46,1061,11
353,2024-05-17 06:58:46,1052,5
354,2024-05-17 07:00:46,1051,9
355,2024-05-17 07:01:46,1057,17
356,2024-05-17 07:02:46,1053,21
357,2024-05-17 07:03:46,1057,22
358,2024-05-17 07:04:46,1046,19
359,2024-05-17 07:05:46,1048,18
360,2024-05-17 07:06:46,1051,7
361,2024-05-17 07:07:46,1060,0
362,2024-05-17 07:08:46,1055,0
363,2024-05-17 07:09:46,1057,0
364,2024-05-17 07:10:46,1075,0
365,2024-05-17 07:11:46,1043,0
366,2024-05-17 07:12:46,905,0
367,2024-05-17 07:13:46,1084,0
368,2024-05-17 07:14:46,958,0
369,2024-05-17 07:15:46,1080,0
370,2024-05-17 07:16:46,1008,0
371,2024-05-17 07:17:46,1009,0
372,2024-05-17 07:18:46,1068,0
373,2024-05-17 07:19:46,1078,121
374,2024-05-17 07:20:46,1065,127
375,2024-05-17 07:21:46,1081,129
376,2024-05-17 07:22:46,1073,119
377,2024-05-17 07:23:46,1052,25
378,2024-05-17 07:24:46,1072,23
379,2024-05-17 07:25:46,1084,33
380,2024-05-17 07:26:46,1072,27
381,2024-05-17 07:27:46,1060,15
382,2024-05-17 07:28:46,1059,15
383,2024-05-17 07:29:46,1074,3
384,2024-05-17 07:30:46,1055,11
385,2024-05-17 07:31:46,1062,3
386,2024-05-17 07:32:46,1070,9
387,2024-05-17 07:33:46,1079,7
388,2024-05-17 07:34:46,1073,27
389,2024-05-17 07:35:46,1064,8
390,2024-05-17 07:36:46,1071,13
391,2024-05-17 07:37:46,1064,7
392,2024-05-17 07:38:46,1067,10
393,2024-05-17 07:39:46,1065,11
394,2024-05-17 07:40:46,1057,11
395,2024-05-17 07:41:46,1057,15
396,2024-05-17 07:42:46,1065,9
397,2024-05-17 07:43:46,1077,0
398,2024-05-17 07:44:46,1167,175
399,2024-05-17 07:45:46,1121,97
400,2024-05-17 07:46:46,1076,0
401,2024-05-17 07:47:46,1075,0
402,2024-05-17 07:48:46,1022,0
403,2024-05-17 07:49:46,1014,0
404,2024-05-17 07:50:46,1011,0
405,2024-05-17 07:51:46,937,0
406,2024-05-17 07:52:46,933,0
407,2024-05-17 07:53:46,1067,49
408,2024-05-17 07:54:46,1067,109
409,2024-05-17 07:55:46,1039,8
410,2024-05-17 07:56:46,1042,5
411,2024-05-17 07:57:46,1085,2
412,2024-05-17 07:58:46,1084,1
413,2024-05-17 08:00:46,1081,7
414,2024-05-17 08:01:46,1079,5
415,2024-05-17 08:02:46,1082,5
416,2024-05-17 08:03:46,1093,71
417,2024-05-17 08:04:46,1080,5
418,2024-05-17 08:05:46,1084,1
419,2024-05-17 08:06:46,1085,0
420,2024-05-17 08:07:46,1073,3
421,2024-05-17 08:08:46,1068,55
422,2024-05-17 08:09:46,1058,0
423,2024-05-17 08:10:46,1069,21
424,2024-05-17 08:11:46,1061,25
425,2024-05-17 08:12:46,1064,23
426,2024-05-17 08:13:46,1040,0
427,2024-05-17 08:14:46,1082,27
428,2024-05-17 08:15:46,1053,27
429,2024-05-17 08:16:46,1067,0
430,2024-05-17 08:17:46,1076,0
431,2024-05-17 08:18:46,1071,0
432,2024-05-17 08:19:46,990,0
433,2024-05-17 08:20:46,1021,27
434,2024-05-17 08:21:46,1014,23
435,2024-05-17 08:22:46,894,24
436,2024-05-17 08:23:46,898,23
437,2024-05-17 08:24:46,981,25
438,2024-05-17 08:25:46,999,26
439,2024-05-17 08:26:46,1024,27
440,2024-05-17 08:27:46,1008,24
441,2024-05-17 08:28:46,996,27
442,2024-05-17 08:29:46,1038,23
443,2024-05-17 08:30:46,1003,57
444,2024-05-17 08:31:46,1036,25
445,2024-05-17 08:32:46,1011,21
446,2024-05-17 08:33:46,1015,27
447,2024-05-17 08:34:46,1017,27
448,2024-05-17 08:35:46,998,27
449,2024-05-17 08:36:46,986,27
450,2024-05-17 08:37:46,1005,23
451,2024-05-17 08:38:46,996,27
452,2024-05-17 08:39:46,997,25
453,2024-05-17 08:40:46,1014,29
454,2024-05-17 08:41:46,996,25
455,2024-05-17 08:42:46,965,25
456,2024-05-17 08:43:46,982,41
457,2024-05-17 08:44:46,982,88
458,2024-05-17 08:45:46,971,12
459,2024-05-17 08:46:46,968,22
460,2024-05-17 08:47:46,962,31
461,2024-05-17 08:48:46,966,26
462,2024-05-17 08:49:46,961,18
463,2024-05-17 08:50:46,970,27
464,2024-05-17 08:51:46,981,27
465,2024-05-17 08:52:46,987,26
466,2024-05-17 08:53:46,984,18
467,2024-05-17 08:54:46,988,25
468,2024-05-17 08:55:46,938,29
469,2024-05-17 08:56:46,975,29
470,2024-05-17 08:57:46,975,27
471,2024-05-17 08:58:46,972,33
472,2024-05-17 10:00:46,932,12
473,2024-05-17 10:01:46,1017,59
474,2024-05-17 10:02:46,978,16
475,2024-05-17 10:03:46,1027,0
476,2024-05-17 10:04:46,1026,14
477,2024-05-17 10:05:46,1006,91
478,2024-05-17 10:06:46,898,0
479,2024-05-17 10:07:46,951,0
480,2024-05-17 10:08:46,967,0
481,2024-05-17 10:09:46,967,0
482,2024-05-17 10:10:46,1016,15
483,2024-05-17 10:11:46,1064,13
484,2024-05-17 10:12:46,1060,0
485,2024-05-17 10:13:46,1181,227
486,2024-05-17 10:14:46,1067,77
487,2024-05-17 10:15:46,1032,0
488,2024-05-17 10:16:46,1056,2
489,2024-05-17 10:17:46,1056,0
490,2024-05-17 10:18:46,1065,1
491,2024-05-17 10:19:46,1039,11
492,2024-05-17 10:20:46,1041,27
493,2024-05-17 10:21:46,1061,6
494,2024-05-17 10:22:46,1057,8
495,2024-05-17 10:23:46,1051,6
496,2024-05-17 10:24:46,1066,5
497,2024-05-17 10:25:46,1060,3
498,2024-05-17 10:26:46,1061,4
499,2024-05-17 10:27:46,1057,11
500,2024-05-17 10:28:46,1062,7
501,2024-05-17 10:29:46,1052,6
502,2024-05-17 10:30:46,1052,5
503,2024-05-17 10:31:46,1063,7
504,2024-05-17 10:32:46,1047,13
505,2024-05-17 10:33:46,1046,7
506,2024-05-17 10:34:46,1057,7
507,2024-05-17 10:35:46,1047,5
508,2024-05-17 10:36:46,1050,7
509,2024-05-17 10:37:46,1058,0
510,2024-05-17 10:38:46,1023,0
511,2024-05-17 10:39:46,1040,0
512,2024-05-17 10:40:46,1046,0
513,2024-05-17 10:41:46,1033,11
514,2024-05-17 10:42:46,1040,0
515,2024-05-17 10:43:46,1056,0
516,2024-05-17 10:44:46,935,0
517,2024-05-17 10:45:46,1053,0
518,2024-05-17 10:46:46,1048,0
519,2024-05-17 10:47:46,1050,0
520,2024-05-17 10:48:46,1049,0
521,2024-05-17 10:49:46,1038,0
522,2024-05-17 10:50:46,1056,0
523,2024-05-17 10:51:46,1041,0
524,2024-05-17 10:52:46,1060,0
525,2024-05-17 10:53:46,1064,0
526,2024-05-17 10:54:46,1081,0
527,2024-05-17 10:55:46,1206,223
528,2024-05-17 10:56:46,1085,0
529,2024-05-17 10:57:46,1086,0
530,2024-05-17 10:58:46,1084,0
531,2024-05-17 11:00:46,1057,23
532,2024-05-17 11:01:46,1084,0
533,2024-05-17 11:02:46,1015,0
534,2024-05-17 11:03:46,1049,24
535,2024-05-17 11:04:46,1064,0
536,2024-05-17 11:05:46,967,0
537,2024-05-17 11:06:46,1056,0
538,2024-05-17 11:07:46,1046,0
539,2024-05-17 11:08:46,1054,0
540,2024-05-17 11:09:46,1056,0
541,2024-05-17 11:10:46,1057,2
542,2024-05-17 11:11:46,1054,5
543,2024-05-17 11:12:46,1054,0
544,2024-05-17 11:13:46,1057,0
545,2024-05-17 11:14:46,1061,0
546,2024-05-17 11:15:46,1057,0
547,2024-05-17 11:16:46,1064,0
548,2024-05-17 11:17:46,1075,0
549,2024-05-17 11:18:46,1065,0
550,2024-05-17 11:19:46,1065,0
551,2024-05-17 11:20:46,1038,0
552,2024-05-17 11:21:46,1069,0
553,2024-05-17 11:22:46,1060,11
554,2024-05-17 11:23:46,1064,9
555,2024-05-17 11:24:46,1055,9
556,2024-05-17 11:25:46,1066,5
557,2024-05-17 11:26:46,1061,7
558,2024-05-17 11:27:46,1068,0
559,2024-05-17 11:28:46,1068,0
560,2024-05-17 11:29:46,1071,0
561,2024-05-17 11:30:46,1067,0
562,2024-05-17 11:31:46,1066,0
563,2024-05-17 11:32:46,1008,0
564,2024-05-17 11:33:46,1074,0
565,2024-05-17 11:34:46,1047,0
566,2024-05-17 11:35:46,1065,0
567,2024-05-17 11:36:46,1044,0
568,2024-05-17 11:37:46,1068,0
569,2024-05-17 11:38:46,1024,0
570,2024-05-17 11:39:46,1062,0
571,2024-05-17 11:40:46,1013,0
572,2024-05-17 11:41:46,1043,13
573,2024-05-17 11:42:46,1030,11
574,2024-05-17 11:43:46,1030,6
575,2024-05-17 11:44:46,1035,3
576,2024-05-17 11:45:46,1032,9
577,2024-05-17 11:46:46,1059,7
578,2024-05-17 11:47:46,1071,5
579,2024-05-17 11:48:46,1064,5
580,2024-05-17 11:49:46,1026,0
581,2024-05-17 11:50:46,1046,0
582,2024-05-17 11:51:46,985,0
583,2024-05-17 11:52:46,1050,0
584,2024-05-17 11:53:46,1035,0
585,2024-05-17 11:54:46,1027,0
586,2024-05-17 11:55:46,1069,0
587,2024-05-17 11:56:46,1042,0
588,2024-05-17 11:57:46,1035,7
589,2024-05-17 11:58:46,1022,8
590,2024-05-17 12:00:46,1041,25
591,2024-05-17 12:01:46,1085,90
592,2024-05-17 12:02:46,1078,0
593,2024-05-17 12:03:46,1042,21
594,2024-05-17 12:04:46,1064,3
595,2024-05-17 12:05:46,1071,0
596,2024-05-17 12:06:46,1073,0
597,2024-05-17 12:07:46,1065,3
598,2024-05-17 12:08:46,1020,0
599,2024-05-17 12:09:46,1065,0
600,2024-05-17 12:10:46,1018,0
601,2024-05-17 12:11:46,1035,0
602,2024-05-17 12:12:46,1063,0
603,2024-05-17 12:13:46,1062,0
604,2024-05-17 12:14:46,1046,23
605,2024-05-17 12:15:46,1046,17
606,2024-05-17 12:16:46,1043,9
607,2024-05-17 12:17:46,1035,8
608,2024-05-17 12:18:46,1033,15
609,2024-05-17 12:19:46,1032,4
610,2024-05-17 12:20:46,1028,11
611,2024-05-17 12:21:46,1028,7
612,2024-05-17 12:22:46,1016,3
613,2024-05-17 12:23:46,1028,5
614,2024-05-17 12:24:46,1032,8
615,2024-05-17 12:25:46,1031,0
616,2024-05-17 12:26:46,1044,0
617,2024-05-17 12:27:46,1048,0
618,2024-05-17 12:28:46,1091,59
619,2024-05-17 12:29:46,1040,15
620,2024-05-17 12:30:46,1035,13
621,2024-05-17 12:31:46,1036,9
622,2024-05-17 12:32:46,1012,5
623,2024-05-17 12:33:46,1038,9
624,2024-05-17 12:34:46,1041,5
625,2024-05-17 12:35:46,1052,15
626,2024-05-17 12:36:46,1038,5
627,2024-05-17 12:37:46,1048,11
628,2024-05-17 12:38:46,1044,5
629,2024-05-17 12:39:46,1046,11
630,2024-05-17 12:40:46,1040,5
631,2024-05-17 12:41:46,1043,3
632,2024-05-17 12:42:46,1043,8
633,2024-05-17 12:43:46,1055,9
634,2024-05-17 12:44:46,1057,7
635,2024-05-17 12:45:46,1053,9
636,2024-05-17 12:46:46,1046,5
637,2024-05-17 12:47:46,1046,1
638,2024-05-17 12:48:46,1056,0
639,2024-05-17 12:49:46,1036,21
640,2024-05-17 12:50:46,1030,14
641,2024-05-17 12:51:46,1058,1
642,2024-05-17 12:52:46,1054,3
643,2024-05-17 12:53:46,1058,3
644,2024-05-17 12:54:46,1062,4
645,2024-05-17 12:55:46,1066,1
646,2024-05-17 12:56:46,1071,3
647,2024-05-17 12:57:46,1061,3
648,2024-05-17 12:58:46,1029,15
649,2024-05-17 13:00:46,1073,0
650,2024-05-17 13:01:46,1074,3
651,2024-05-17 13:02:46,1071,0
652,2024-05-17 13:03:46,1046,0
653,2024-05-17 13:04:46,1073,0
654,2024-05-17 13:05:46,1060,2
655,2024-05-17 13:06:46,1044,16
656,2024-05-17 13:07:46,1041,23
657,2024-05-17 13:08:46,1046,17
658,2024-05-17 13:09:46,1037,19
659,2024-05-17 13:10:46,1056,0
660,2024-05-17 13:11:46,1073,3
661,2024-05-17 13:12:46,1059,1
662,2024-05-17 13:13:46,1062,7
663,2024-05-17 13:14:46,1064,7
664,2024-05-17 13:15:46,1053,5
665,2024-05-17 13:16:46,1066,6
666,2024-05-17 13:17:46,1065,5
667,2024-05-17 13:18:46,1059,1
668,2024-05-17 13:19:46,1063,3
669,2024-05-17 13:20:46,1067,5
670,2024-05-17 13:21:46,1070,7
671,2024-05-17 13:22:46,1042,21
672,2024-05-17 13:23:46,1042,19
673,2024-05-17 13:24:46,1030,17
674,2024-05-17 13:25:46,1059,3
675,2024-05-17 13:26:46,1057,1
676,2024-05-17 13:27:46,1064,0
677,2024-05-17 13:28:46,1065,3
678,2024-05-17 13:29:46,1070,0
679,2024-05-17 13:30:46,1057,0
680,2024-05-17 13:31:46,1065,3
681,2024-05-17 13:32:46,1068,0
682,2024-05-17 13:33:46,1045,0
683,2024-05-17 13:34:46,1084,87
684,2024-05-17 13:35:46,1028,11
685,2024-05-17 13:36:46,1044,23
686,2024-05-17 13:37:46,1035,0
687,2024-05-17 13:38:46,1037,7
688,2024-05-17 13:39:46,1064,1
689,2024-05-17 13:40:46,1066,3
690,2024-05-17 13:41:46,1066,0
691,2024-05-17 13:42:46,1069,0
692,2024-05-17 13:43:46,1062,0
693,2024-05-17 13:44:46,1070,0
694,2024-05-17 13:45:46,1064,0
695,2024-05-17 13:46:46,1065,0
696,2024-05-17 13:47:46,1067,0
697,2024-05-17 13:48:46,1062,0
698,2024-05-17 13:49:46,1065,0
699,2024-05-17 13:50:46,1062,0
