,csvTime,P2_60
130,2024-05-16 18:10:48,251
131,2024-05-16 18:11:49,272
132,2024-05-16 18:12:49,459
133,2024-05-16 18:13:49,299
134,2024-05-16 18:14:48,307
135,2024-05-16 18:15:49,238
136,2024-05-16 18:16:49,348
137,2024-05-16 18:17:48,282
138,2024-05-16 18:18:49,227
139,2024-05-16 18:19:49,258
140,2024-05-16 18:20:49,372
141,2024-05-16 18:21:48,414
142,2024-05-16 18:22:48,481
143,2024-05-16 18:23:49,420
144,2024-05-16 18:24:48,288
145,2024-05-16 18:25:48,321
146,2024-05-16 18:26:49,294
147,2024-05-16 18:27:49,277
148,2024-05-16 18:28:48,287
149,2024-05-16 18:29:48,271
150,2024-05-16 18:30:48,321
151,2024-05-16 18:31:48,316
152,2024-05-16 18:32:48,359
153,2024-05-16 18:33:48,221
154,2024-05-16 18:34:48,605
155,2024-05-16 18:35:49,376
156,2024-05-16 18:36:49,595
157,2024-05-16 18:37:48,245
158,2024-05-16 18:38:49,241
159,2024-05-16 18:39:48,351
160,2024-05-16 18:40:49,437
161,2024-05-16 18:41:49,412
162,2024-05-16 18:42:49,288
163,2024-05-16 18:43:48,288
164,2024-05-16 18:44:48,249
165,2024-05-16 18:45:49,261
166,2024-05-16 18:46:48,252
167,2024-05-16 18:47:49,503
168,2024-05-16 18:48:48,296
169,2024-05-16 18:49:49,505
170,2024-05-16 18:50:48,456
171,2024-05-16 18:51:48,465
172,2024-05-16 18:52:48,239
173,2024-05-16 18:53:49,310
174,2024-05-16 18:54:49,230
175,2024-05-16 18:55:49,373
176,2024-05-16 18:56:48,307
177,2024-05-16 18:57:49,288
178,2024-05-16 18:58:49,282
179,2024-05-16 18:59:48,335
180,2024-05-16 19:00:49,296
181,2024-05-16 19:01:48,285
182,2024-05-16 19:02:48,296
183,2024-05-16 19:03:48,289
184,2024-05-16 19:04:48,280
185,2024-05-16 19:05:49,365
186,2024-05-16 19:06:49,360
187,2024-05-16 19:07:48,382
188,2024-05-16 19:08:48,263
189,2024-05-16 19:09:49,523
190,2024-05-16 19:10:48,261
191,2024-05-16 19:11:48,252
192,2024-05-16 19:12:49,295
193,2024-05-16 19:13:48,293
194,2024-05-16 19:14:49,328
195,2024-05-16 19:15:48,328
196,2024-05-16 19:16:49,249
197,2024-05-16 19:17:49,249
198,2024-05-16 19:18:48,266
199,2024-05-16 19:19:48,277
200,2024-05-16 19:20:49,277
201,2024-05-16 19:21:48,270
202,2024-05-16 19:22:49,274
203,2024-05-16 19:23:48,281
204,2024-05-16 19:24:49,279
205,2024-05-16 19:25:49,304
206,2024-05-16 19:26:49,340
207,2024-05-16 19:27:48,346
208,2024-05-16 19:28:49,316
209,2024-05-16 19:29:48,340
210,2024-05-16 19:30:49,362
211,2024-05-16 19:31:49,324
212,2024-05-16 19:32:49,260
213,2024-05-16 19:33:49,382
214,2024-05-16 19:34:48,634
215,2024-05-16 19:35:49,691
216,2024-05-16 19:36:48,227
217,2024-05-16 19:37:49,257
218,2024-05-16 19:38:48,332
219,2024-05-16 19:39:48,362
220,2024-05-16 19:40:49,332
221,2024-05-16 19:41:49,244
222,2024-05-16 19:42:48,291
223,2024-05-16 19:43:49,249
224,2024-05-16 19:44:49,294
225,2024-05-16 19:45:48,293
226,2024-05-16 19:46:48,384
227,2024-05-16 19:47:48,475
228,2024-05-16 19:48:48,312
229,2024-05-16 19:49:48,296
230,2024-05-16 19:50:48,300
231,2024-05-16 19:51:49,269
232,2024-05-16 19:52:49,276
233,2024-05-16 19:53:49,274
234,2024-05-16 19:54:49,285
235,2024-05-16 19:55:48,271
236,2024-05-16 19:56:48,293
237,2024-05-16 19:57:48,274
238,2024-05-16 19:58:49,277
239,2024-05-16 19:59:49,284
240,2024-05-16 20:00:49,291
241,2024-05-16 20:01:49,260
242,2024-05-16 20:02:48,285
243,2024-05-16 20:03:48,269
244,2024-05-16 20:04:49,260
245,2024-05-16 20:05:49,257
246,2024-05-16 20:06:49,263
247,2024-05-16 20:07:49,266
248,2024-05-16 20:08:48,261
249,2024-05-16 20:09:49,262
250,2024-05-16 20:10:49,262
251,2024-05-16 20:11:48,260
252,2024-05-16 20:12:49,274
253,2024-05-16 20:13:48,269
254,2024-05-16 20:14:48,279
255,2024-05-16 20:15:48,277
256,2024-05-16 20:16:49,276
257,2024-05-16 20:17:48,266
258,2024-05-16 20:18:49,225
259,2024-05-16 20:19:49,321
260,2024-05-16 20:20:48,412
261,2024-05-16 20:21:48,307
262,2024-05-16 20:22:49,471
263,2024-05-16 20:23:49,292
264,2024-05-16 20:24:48,335
265,2024-05-16 20:25:49,296
266,2024-05-16 20:26:49,288
267,2024-05-16 20:27:48,304
268,2024-05-16 20:28:48,274
269,2024-05-16 20:29:49,269
270,2024-05-16 20:30:48,272
271,2024-05-16 20:31:48,282
272,2024-05-16 20:32:49,238
273,2024-05-16 20:33:49,266
274,2024-05-16 20:34:49,282
275,2024-05-16 20:35:49,277
276,2024-05-16 20:36:48,266
277,2024-05-16 20:37:49,255
278,2024-05-16 20:38:49,241
279,2024-05-16 20:39:49,247
280,2024-05-16 20:40:48,239
281,2024-05-16 20:41:48,241
282,2024-05-16 20:42:48,253
283,2024-05-16 20:43:49,236
284,2024-05-16 20:44:48,271
285,2024-05-16 20:45:48,266
286,2024-05-16 20:46:48,269
287,2024-05-16 20:47:49,282
288,2024-05-16 20:48:48,263
289,2024-05-16 20:49:49,263
290,2024-05-16 20:50:48,230
291,2024-05-16 20:51:49,277
292,2024-05-16 20:52:48,307
293,2024-05-16 20:53:48,321
294,2024-05-16 20:54:49,319
295,2024-05-16 20:55:49,316
296,2024-05-16 20:56:49,296
297,2024-05-16 20:57:49,315
298,2024-05-16 20:58:49,284
299,2024-05-16 20:59:48,282
300,2024-05-16 22:00:48,298
301,2024-05-16 22:01:48,236
302,2024-05-16 22:02:49,252
303,2024-05-16 22:03:49,271
304,2024-05-16 22:04:48,290
305,2024-05-16 22:05:48,222
306,2024-05-16 22:06:48,282
307,2024-05-16 22:07:49,313
308,2024-05-16 22:08:48,291
309,2024-05-16 22:09:48,252
310,2024-05-16 22:10:49,235
311,2024-05-16 22:11:49,230
312,2024-05-16 22:12:49,219
313,2024-05-16 22:13:48,241
314,2024-05-16 22:14:49,244
315,2024-05-16 22:15:49,536
316,2024-05-16 22:16:48,415
317,2024-05-16 22:17:48,373
318,2024-05-16 22:18:49,237
319,2024-05-16 22:19:48,296
320,2024-05-16 22:20:49,331
321,2024-05-16 22:21:48,338
322,2024-05-16 22:22:49,288
323,2024-05-16 22:23:48,354
324,2024-05-16 22:24:48,239
325,2024-05-16 22:25:48,263
326,2024-05-16 22:26:49,276
327,2024-05-16 22:27:48,431
328,2024-05-16 22:28:48,341
329,2024-05-16 22:29:48,415
330,2024-05-16 22:30:48,266
331,2024-05-16 22:31:49,288
332,2024-05-16 22:32:48,285
333,2024-05-16 22:33:49,282
334,2024-05-16 22:34:49,290
335,2024-05-16 22:35:49,260
336,2024-05-16 22:36:49,230
337,2024-05-16 22:37:49,288
338,2024-05-16 22:38:49,244
339,2024-05-16 22:39:48,285
340,2024-05-16 22:40:48,284
341,2024-05-16 22:41:49,299
342,2024-05-16 22:42:49,294
343,2024-05-16 22:43:48,286
344,2024-05-16 22:44:48,285
345,2024-05-16 22:45:49,288
346,2024-05-16 22:46:49,291
347,2024-05-16 22:47:48,449
348,2024-05-16 22:48:49,170
349,2024-05-16 22:49:48,150
350,2024-05-16 22:50:48,158
351,2024-05-16 22:51:48,148
352,2024-05-16 22:52:48,184
353,2024-05-16 22:53:48,229
354,2024-05-16 22:54:49,191
355,2024-05-16 22:55:48,183
356,2024-05-16 22:56:49,186
357,2024-05-16 22:57:48,178
358,2024-05-16 22:58:48,186
359,2024-05-16 22:59:49,223
360,2024-05-16 23:00:48,236
361,2024-05-16 23:01:49,291
362,2024-05-16 23:02:49,304
363,2024-05-16 23:03:48,310
364,2024-05-16 23:04:48,296
365,2024-05-16 23:05:48,258
366,2024-05-16 23:06:48,255
367,2024-05-16 23:07:48,280
368,2024-05-16 23:08:48,253
369,2024-05-16 23:09:48,473
370,2024-05-16 23:10:48,395
371,2024-05-16 23:11:49,508
372,2024-05-16 23:12:48,524
373,2024-05-16 23:13:48,357
374,2024-05-16 23:14:49,364
375,2024-05-16 23:15:49,260
376,2024-05-16 23:16:48,285
377,2024-05-16 23:17:49,433
378,2024-05-16 23:18:49,395
379,2024-05-16 23:19:49,318
380,2024-05-16 23:20:48,309
381,2024-05-16 23:21:48,319
382,2024-05-16 23:22:49,357
383,2024-05-16 23:23:48,348
384,2024-05-16 23:24:49,291
385,2024-05-16 23:25:48,249
386,2024-05-16 23:26:49,299
387,2024-05-16 23:27:49,251
388,2024-05-16 23:28:48,398
389,2024-05-16 23:29:49,268
390,2024-05-16 23:30:49,426
391,2024-05-16 23:31:49,424
392,2024-05-16 23:32:49,417
393,2024-05-16 23:33:49,421
394,2024-05-16 23:34:48,366
395,2024-05-16 23:35:48,480
396,2024-05-16 23:36:49,276
397,2024-05-16 23:37:48,320
398,2024-05-16 23:38:49,326
399,2024-05-16 23:39:48,349
400,2024-05-16 23:40:48,331
401,2024-05-16 23:41:48,236
402,2024-05-16 23:42:49,340
403,2024-05-16 23:43:49,296
404,2024-05-16 23:44:48,303
405,2024-05-16 23:45:48,282
406,2024-05-16 23:46:49,309
407,2024-05-16 23:47:49,337
408,2024-05-16 23:48:48,354
409,2024-05-16 23:49:48,280
410,2024-05-16 23:50:49,299
411,2024-05-16 23:51:48,313
412,2024-05-16 23:52:48,371
413,2024-05-16 23:53:49,307
414,2024-05-16 23:54:49,287
415,2024-05-16 23:55:48,285
416,2024-05-16 23:56:48,271
417,2024-05-16 23:57:49,241
418,2024-05-16 23:58:48,263
419,2024-05-17 00:00:49,243
420,2024-05-17 00:01:48,252
421,2024-05-17 00:02:49,271
422,2024-05-17 00:03:48,255
423,2024-05-17 00:04:48,271
424,2024-05-17 00:05:48,255
425,2024-05-17 00:06:48,302
426,2024-05-17 00:07:48,283
427,2024-05-17 00:08:48,307
428,2024-05-17 00:09:49,296
429,2024-05-17 00:10:48,288
430,2024-05-17 00:11:49,293
431,2024-05-17 00:12:49,288
432,2024-05-17 00:13:48,280
433,2024-05-17 00:14:48,299
434,2024-05-17 00:15:48,283
435,2024-05-17 00:16:48,299
436,2024-05-17 00:17:48,297
437,2024-05-17 00:18:49,301
438,2024-05-17 00:19:48,324
439,2024-05-17 00:20:49,308
440,2024-05-17 00:21:48,301
441,2024-05-17 00:22:48,312
442,2024-05-17 00:23:48,310
443,2024-05-17 00:24:48,296
444,2024-05-17 00:25:48,313
445,2024-05-17 00:26:49,307
446,2024-05-17 00:27:48,310
447,2024-05-17 00:28:48,310
448,2024-05-17 00:29:48,307
449,2024-05-17 00:30:48,269
450,2024-05-17 00:31:48,268
451,2024-05-17 00:32:48,289
452,2024-05-17 00:33:49,265
453,2024-05-17 00:34:49,291
454,2024-05-17 00:35:49,291
455,2024-05-17 00:36:49,269
456,2024-05-17 00:37:48,273
457,2024-05-17 00:38:48,267
458,2024-05-17 00:39:49,300
459,2024-05-17 00:40:48,277
460,2024-05-17 00:41:48,286
461,2024-05-17 00:42:48,303
462,2024-05-17 00:43:48,299
463,2024-05-17 00:44:48,285
464,2024-05-17 00:45:48,310
465,2024-05-17 00:46:48,285
466,2024-05-17 00:47:48,285
467,2024-05-17 00:48:48,282
468,2024-05-17 00:49:49,288
469,2024-05-17 00:50:49,271
470,2024-05-17 00:51:48,282
471,2024-05-17 00:52:48,293
472,2024-05-17 00:53:49,277
473,2024-05-17 00:54:48,285
474,2024-05-17 00:55:49,291
475,2024-05-17 00:56:48,296
476,2024-05-17 00:57:49,288
477,2024-05-17 00:58:49,288
478,2024-05-17 00:59:48,277
479,2024-05-17 02:00:48,278
480,2024-05-17 02:01:48,282
481,2024-05-17 02:02:48,282
482,2024-05-17 02:03:48,290
483,2024-05-17 02:04:48,277
484,2024-05-17 02:05:49,280
485,2024-05-17 02:06:48,296
486,2024-05-17 02:07:48,285
487,2024-05-17 02:08:48,310
488,2024-05-17 02:09:48,301
489,2024-05-17 02:10:49,304
490,2024-05-17 02:11:49,299
491,2024-05-17 02:12:49,288
492,2024-05-17 02:13:48,277
493,2024-05-17 02:14:48,294
494,2024-05-17 02:15:48,284
495,2024-05-17 02:16:48,279
496,2024-05-17 02:17:48,274
497,2024-05-17 02:18:49,277
498,2024-05-17 02:19:49,266
499,2024-05-17 02:20:49,261
500,2024-05-17 02:21:48,268
501,2024-05-17 02:22:49,258
502,2024-05-17 02:23:48,261
503,2024-05-17 02:24:48,266
504,2024-05-17 02:25:48,291
505,2024-05-17 02:26:49,282
506,2024-05-17 02:27:48,285
507,2024-05-17 02:28:48,288
508,2024-05-17 02:29:48,291
509,2024-05-17 02:30:48,304
510,2024-05-17 02:31:48,287
511,2024-05-17 02:32:48,251
512,2024-05-17 02:33:49,258
513,2024-05-17 02:34:48,285
514,2024-05-17 02:35:48,283
515,2024-05-17 02:36:48,263
516,2024-05-17 02:37:48,268
517,2024-05-17 02:38:49,277
518,2024-05-17 02:39:49,288
519,2024-05-17 02:40:48,285
520,2024-05-17 02:41:48,285
521,2024-05-17 02:42:49,288
522,2024-05-17 02:43:49,285
523,2024-05-17 02:44:48,290
524,2024-05-17 02:45:48,285
525,2024-05-17 02:46:48,283
526,2024-05-17 02:47:48,294
527,2024-05-17 02:48:48,293
528,2024-05-17 02:49:48,277
529,2024-05-17 02:50:48,275
530,2024-05-17 02:51:49,282
531,2024-05-17 02:52:49,260
532,2024-05-17 02:53:48,280
533,2024-05-17 02:54:48,260
534,2024-05-17 02:55:48,275
535,2024-05-17 02:56:48,271
536,2024-05-17 02:57:48,278
537,2024-05-17 02:58:48,266
538,2024-05-17 02:59:48,274
539,2024-05-17 03:00:48,285
540,2024-05-17 03:01:48,278
541,2024-05-17 03:02:49,288
542,2024-05-17 03:03:48,288
543,2024-05-17 03:04:48,313
544,2024-05-17 03:05:48,285
545,2024-05-17 03:06:48,288
546,2024-05-17 03:07:49,290
547,2024-05-17 03:08:48,307
548,2024-05-17 03:09:48,274
549,2024-05-17 03:10:48,271
550,2024-05-17 03:11:48,285
551,2024-05-17 03:12:49,299
552,2024-05-17 03:13:48,285
553,2024-05-17 03:14:48,288
554,2024-05-17 03:15:48,288
555,2024-05-17 03:16:48,263
556,2024-05-17 03:17:49,277
557,2024-05-17 03:18:48,277
558,2024-05-17 03:19:48,280
559,2024-05-17 03:20:48,282
560,2024-05-17 03:21:48,282
561,2024-05-17 03:22:48,273
562,2024-05-17 03:23:49,278
563,2024-05-17 03:24:48,282
564,2024-05-17 03:25:49,277
565,2024-05-17 03:26:48,293
566,2024-05-17 03:27:49,266
567,2024-05-17 03:28:48,266
568,2024-05-17 03:29:48,260
569,2024-05-17 03:30:48,271
570,2024-05-17 03:31:48,260
571,2024-05-17 03:32:48,280
572,2024-05-17 03:33:49,266
573,2024-05-17 03:34:48,255
574,2024-05-17 03:35:48,282
575,2024-05-17 03:36:49,252
576,2024-05-17 03:37:48,241
577,2024-05-17 03:38:49,279
578,2024-05-17 03:39:48,261
579,2024-05-17 03:40:48,287
580,2024-05-17 03:41:48,282
581,2024-05-17 03:42:49,279
582,2024-05-17 03:43:48,274
583,2024-05-17 03:44:48,278
584,2024-05-17 03:45:48,285
585,2024-05-17 03:46:48,274
586,2024-05-17 03:47:49,291
587,2024-05-17 03:48:49,283
588,2024-05-17 03:49:48,274
589,2024-05-17 03:50:48,270
590,2024-05-17 03:51:49,267
591,2024-05-17 03:52:48,277
592,2024-05-17 03:53:48,266
593,2024-05-17 03:54:48,266
594,2024-05-17 03:55:48,266
595,2024-05-17 03:56:48,274
596,2024-05-17 03:57:49,274
597,2024-05-17 03:58:49,271
598,2024-05-17 03:59:49,266
599,2024-05-17 04:00:48,269
600,2024-05-17 04:01:48,263
601,2024-05-17 04:02:48,241
602,2024-05-17 04:03:48,219
603,2024-05-17 04:04:48,236
604,2024-05-17 04:05:49,224
605,2024-05-17 04:06:48,236
606,2024-05-17 04:07:49,244
607,2024-05-17 04:08:49,238
608,2024-05-17 04:09:48,230
609,2024-05-17 04:10:48,249
610,2024-05-17 04:11:48,249
611,2024-05-17 04:12:48,255
612,2024-05-17 04:13:49,259
613,2024-05-17 04:14:49,272
614,2024-05-17 04:15:48,269
615,2024-05-17 04:16:48,254
616,2024-05-17 04:17:48,274
617,2024-05-17 04:18:48,258
618,2024-05-17 04:19:48,277
619,2024-05-17 04:20:48,260
620,2024-05-17 04:21:48,286
621,2024-05-17 04:22:48,273
622,2024-05-17 04:23:48,291
623,2024-05-17 04:24:49,275
624,2024-05-17 04:25:48,272
625,2024-05-17 04:26:48,278
626,2024-05-17 04:27:48,269
627,2024-05-17 04:28:48,274
628,2024-05-17 04:29:48,272
629,2024-05-17 04:30:48,274
630,2024-05-17 04:31:48,269
631,2024-05-17 04:32:48,278
632,2024-05-17 04:33:48,280
633,2024-05-17 04:34:49,280
634,2024-05-17 04:35:48,269
635,2024-05-17 04:36:48,258
636,2024-05-17 04:37:48,263
637,2024-05-17 04:38:49,266
638,2024-05-17 04:39:48,255
639,2024-05-17 04:40:48,255
640,2024-05-17 04:41:48,271
641,2024-05-17 04:42:48,230
642,2024-05-17 04:43:49,252
643,2024-05-17 04:44:48,260
644,2024-05-17 04:45:48,216
645,2024-05-17 04:46:48,219
646,2024-05-17 04:47:48,245
647,2024-05-17 04:48:48,233
648,2024-05-17 04:49:49,239
649,2024-05-17 04:50:48,252
650,2024-05-17 04:51:48,266
651,2024-05-17 04:52:48,249
652,2024-05-17 04:53:48,253
653,2024-05-17 04:54:48,266
654,2024-05-17 04:55:48,255
655,2024-05-17 04:56:49,271
656,2024-05-17 04:57:48,283
657,2024-05-17 04:58:48,280
658,2024-05-17 04:59:48,260
659,2024-05-17 05:00:48,255
660,2024-05-17 05:01:48,268
661,2024-05-17 05:02:48,275
662,2024-05-17 05:03:48,280
663,2024-05-17 05:04:48,260
664,2024-05-17 05:05:48,266
665,2024-05-17 05:06:48,244
666,2024-05-17 05:07:48,246
667,2024-05-17 05:08:48,277
668,2024-05-17 05:09:48,283
669,2024-05-17 05:10:48,266
670,2024-05-17 05:11:49,252
671,2024-05-17 05:12:48,249
672,2024-05-17 05:13:49,278
673,2024-05-17 05:14:49,237
674,2024-05-17 05:15:48,291
675,2024-05-17 05:16:48,269
676,2024-05-17 05:17:48,249
677,2024-05-17 05:18:48,282
678,2024-05-17 05:19:48,258
679,2024-05-17 05:20:49,266
680,2024-05-17 05:21:48,260
681,2024-05-17 05:22:48,263
682,2024-05-17 05:23:48,252
683,2024-05-17 05:24:48,244
684,2024-05-17 05:25:48,255
685,2024-05-17 05:26:48,249
686,2024-05-17 05:27:48,250
687,2024-05-17 05:28:48,244
688,2024-05-17 05:29:48,233
689,2024-05-17 05:30:49,252
690,2024-05-17 05:31:48,252
691,2024-05-17 05:32:48,263
692,2024-05-17 05:33:49,274
693,2024-05-17 05:34:48,274
694,2024-05-17 05:35:48,274
695,2024-05-17 05:36:49,276
696,2024-05-17 05:37:48,282
697,2024-05-17 05:38:48,274
698,2024-05-17 05:39:49,305
699,2024-05-17 05:40:48,277
700,2024-05-17 05:41:48,277
701,2024-05-17 05:42:48,260
702,2024-05-17 05:43:48,285
703,2024-05-17 05:44:48,271
704,2024-05-17 05:45:48,252
705,2024-05-17 05:46:48,269
706,2024-05-17 05:47:48,266
707,2024-05-17 05:48:48,294
708,2024-05-17 05:49:48,255
709,2024-05-17 05:50:48,260
710,2024-05-17 05:51:48,274
711,2024-05-17 05:52:48,271
712,2024-05-17 05:53:48,275
713,2024-05-17 05:54:48,277
714,2024-05-17 05:55:48,288
715,2024-05-17 05:56:48,285
716,2024-05-17 05:57:49,293
717,2024-05-17 05:58:48,285
718,2024-05-17 05:59:48,277
719,2024-05-17 06:00:48,282
720,2024-05-17 06:01:48,276
721,2024-05-17 06:02:48,281
722,2024-05-17 06:03:49,273
723,2024-05-17 06:04:48,263
724,2024-05-17 06:05:48,272
725,2024-05-17 06:06:48,288
726,2024-05-17 06:07:48,225
727,2024-05-17 06:08:48,255
728,2024-05-17 06:09:48,265
729,2024-05-17 06:10:48,270
730,2024-05-17 06:11:48,285
731,2024-05-17 06:12:48,274
732,2024-05-17 06:13:48,301
733,2024-05-17 06:14:49,305
734,2024-05-17 06:15:48,303
735,2024-05-17 06:16:49,228
736,2024-05-17 06:17:48,216
737,2024-05-17 06:18:48,508
738,2024-05-17 06:19:48,245
739,2024-05-17 06:20:48,197
740,2024-05-17 06:21:48,205
741,2024-05-17 06:22:49,233
742,2024-05-17 06:23:48,316
743,2024-05-17 06:24:48,256
744,2024-05-17 06:25:48,445
745,2024-05-17 06:26:48,250
746,2024-05-17 06:27:48,225
747,2024-05-17 06:28:49,236
748,2024-05-17 06:29:48,240
749,2024-05-17 06:30:48,244
750,2024-05-17 06:31:49,274
751,2024-05-17 06:32:48,269
752,2024-05-17 06:33:48,250
753,2024-05-17 06:34:48,250
754,2024-05-17 06:35:48,254
755,2024-05-17 06:36:48,255
756,2024-05-17 06:37:48,257
757,2024-05-17 06:38:48,262
758,2024-05-17 06:39:48,270
759,2024-05-17 06:40:48,260
760,2024-05-17 06:41:49,275
761,2024-05-17 06:42:48,277
762,2024-05-17 06:43:48,293
763,2024-05-17 06:44:48,272
764,2024-05-17 06:45:48,288
765,2024-05-17 06:46:48,283
766,2024-05-17 06:47:48,274
767,2024-05-17 06:48:48,288
768,2024-05-17 06:49:49,282
769,2024-05-17 06:50:48,266
770,2024-05-17 06:51:48,255
771,2024-05-17 06:52:48,252
772,2024-05-17 06:53:48,252
773,2024-05-17 06:54:48,263
774,2024-05-17 06:55:49,260
775,2024-05-17 06:56:48,241
776,2024-05-17 06:57:48,252
777,2024-05-17 06:58:48,263
778,2024-05-17 06:59:48,247
779,2024-05-17 07:00:48,266
780,2024-05-17 07:01:48,273
781,2024-05-17 07:02:48,264
782,2024-05-17 07:03:48,268
783,2024-05-17 07:04:49,269
784,2024-05-17 07:05:48,274
785,2024-05-17 07:06:48,260
786,2024-05-17 07:07:48,241
787,2024-05-17 07:08:48,237
788,2024-05-17 07:09:49,241
789,2024-05-17 07:10:48,205
790,2024-05-17 07:11:48,244
791,2024-05-17 07:12:48,453
792,2024-05-17 07:13:48,215
793,2024-05-17 07:14:48,365
794,2024-05-17 07:15:48,210
795,2024-05-17 07:16:48,306
796,2024-05-17 07:17:48,297
797,2024-05-17 07:18:48,247
798,2024-05-17 07:19:49,362
799,2024-05-17 07:20:48,392
800,2024-05-17 07:21:48,373
801,2024-05-17 07:22:48,387
802,2024-05-17 07:23:48,263
803,2024-05-17 07:24:48,250
804,2024-05-17 07:25:48,241
805,2024-05-17 07:26:49,249
806,2024-05-17 07:27:49,260
807,2024-05-17 07:28:48,249
808,2024-05-17 07:29:48,238
809,2024-05-17 07:30:48,244
810,2024-05-17 07:31:48,241
811,2024-05-17 07:32:49,233
812,2024-05-17 07:33:48,214
813,2024-05-17 07:34:48,275
814,2024-05-17 07:35:49,250
815,2024-05-17 07:36:49,249
816,2024-05-17 07:37:49,241
817,2024-05-17 07:38:48,241
818,2024-05-17 07:39:48,238
819,2024-05-17 07:40:48,258
820,2024-05-17 07:41:48,255
821,2024-05-17 07:42:48,238
