,Ajia-0_v,Ajia-2_v,Ajia-1_v,Ajia-4_v,Ajia-3_v,Ajia-5_v,csvTime
458,error,error,error,error,error,error,2024-08-15 07:45:27
459,error,error,error,error,error,error,2024-08-15 07:46:27
460,error,error,error,error,error,error,2024-08-15 07:47:27
461,error,error,error,error,error,error,2024-08-15 07:48:27
462,error,error,error,error,error,error,2024-08-15 07:49:27
463,error,error,error,error,error,error,2024-08-15 07:50:27
464,error,error,error,error,error,error,2024-08-15 07:51:28
465,error,error,error,error,error,error,2024-08-15 07:52:27
466,error,error,error,error,error,error,2024-08-15 07:53:27
467,error,error,error,error,error,error,2024-08-15 07:54:27
468,error,error,error,error,error,error,2024-08-15 07:55:27
469,error,error,error,error,error,error,2024-08-15 07:56:27
470,error,error,error,error,error,error,2024-08-15 07:57:27
471,37.2364,694.39,29.1183,694.67,0,0,2024-08-15 07:58:27
472,37.2364,694.795,29.1183,695.07,0,0,2024-08-15 08:00:27
473,37.2364,694.825,29.1183,695.068,0,0,2024-08-15 08:01:27
474,37.2364,694.804,29.1183,694.973,0,0,2024-08-15 08:02:27
475,37.2364,694.769,29.1183,694.979,0,0,2024-08-15 08:03:27
476,37.2364,694.92,29.1183,695.114,0,0,2024-08-15 08:04:27
477,37.2364,694.924,29.1183,695.123,0,0,2024-08-15 08:05:27
478,37.2364,693.175,29.1183,693.587,56.434,57.1662,2024-08-15 08:06:27
479,37.2364,691.968,29.1183,692.193,68.7609,67.8334,2024-08-15 08:07:27
480,37.2364,691.842,29.1183,692.139,71.6973,70.5805,2024-08-15 08:08:27
481,37.2364,691.738,29.1183,691.986,75.1932,74.1667,2024-08-15 08:09:27
482,37.2364,692.525,29.1183,692.798,55.8805,56.4144,2024-08-15 08:10:27
483,37.2364,692.404,29.1183,692.729,55.6202,56.0663,2024-08-15 08:11:27
484,37.2364,692.536,29.1183,692.796,55.7003,56.2497,2024-08-15 08:12:27
485,37.2364,692.573,29.1183,692.829,55.5859,56.1463,2024-08-15 08:13:27
486,37.2364,692.559,29.1183,692.787,55.5696,56.1592,2024-08-15 08:14:27
487,37.2364,695.168,29.1183,695.237,56.0413,56.4647,2024-08-15 08:15:27
488,37.2364,696.025,29.1183,695.036,56.2801,56.6644,2024-08-15 08:16:27
489,37.2364,696.078,29.1183,696.149,56.2237,56.7121,2024-08-15 08:17:27
490,37.2364,695.709,29.1183,695.82,60.6246,60.2792,2024-08-15 08:18:27
491,37.2364,695.693,29.1183,695.767,62.7899,62.4718,2024-08-15 08:19:27
492,37.2364,695.611,29.1183,695.667,63.8237,63.4122,2024-08-15 08:20:27
493,37.2364,695.624,29.1183,695.696,63.4245,63.1359,2024-08-15 08:21:27
494,37.2364,695.695,29.1183,695.786,61.9609,61.8483,2024-08-15 08:22:27
495,37.2364,695.961,29.1183,696.029,56.2446,56.8545,2024-08-15 08:23:27
496,37.2364,694.627,29.1183,694.984,58.9862,56.7167,2024-08-15 08:24:27
497,37.2364,694.513,29.1183,694.985,63.1904,56.6845,2024-08-15 08:25:27
498,37.2364,694.524,29.1183,694.721,61.8061,60.4621,2024-08-15 08:26:27
