,1-5-8_v,1-5-7_v,1-5-6_v,1-5-5_v,1-5-9_v,1-5-0_v,1-5-4_v,1-5-3_v,1-5-2_v,1-5-1_v,1-5-12_v,1-5-13_v,1-5-10_v,csvTime,1-5-11_v
38,0,0,0,0,100,6976,0,0,6970,6973,0,0,6010,2024-05-16 16:39:15,0
39,0,0,0,0,100,6997,0,0,6989,6993,0,0,6002,2024-05-16 16:40:15,5
40,0,0,0,0,100,6976,0,0,6970,6973,0,0,6007,2024-05-16 16:41:16,6
41,0,0,0,0,100,6975,0,0,6969,6972,0,0,6009,2024-05-16 16:42:16,5
42,0,0,0,0,100,6976,0,0,6971,6974,0,0,6008,2024-05-16 16:43:16,0
43,0,0,0,0,100,6975,0,0,6969,6972,0,0,6009,2024-05-16 16:44:16,0
44,0,0,0,0,100,6975,0,0,6969,6972,0,0,6008,2024-05-16 16:45:16,4
45,0,0,0,0,100,6975,0,0,6970,6973,0,0,6009,2024-05-16 16:46:16,0
46,0,0,0,0,100,6977,0,0,6970,6973,0,0,6008,2024-05-16 16:47:16,8
47,0,0,0,0,100,6976,0,0,6969,6972,0,0,6010,2024-05-16 16:48:17,7
48,0,0,0,0,100,6977,0,0,6971,6974,0,0,6003,2024-05-16 16:49:17,9
49,0,0,0,0,100,6977,0,0,6970,6973,0,0,6011,2024-05-16 16:50:17,6
50,0,0,0,0,100,6975,0,0,6969,6972,0,0,6002,2024-05-16 16:51:17,8
51,0,0,0,0,100,6977,0,0,6970,6973,0,0,6007,2024-05-16 16:52:17,3
52,0,0,0,0,100,6977,0,0,6970,6973,0,0,6001,2024-05-16 16:53:18,0
53,0,0,0,0,100,6977,0,0,6969,6973,0,0,6011,2024-05-16 16:54:18,5
54,0,0,0,0,100,6978,0,0,6970,6974,0,0,6010,2024-05-16 16:55:18,3
55,0,0,0,0,100,6977,0,0,6971,6974,0,0,6013,2024-05-16 16:56:19,9
56,0,0,0,0,100,6975,0,0,6970,6972,0,0,6011,2024-05-16 16:57:19,9
57,0,0,0,0,100,6977,0,0,6970,6973,0,0,6011,2024-05-16 16:58:19,11
58,0,0,0,0,100,6979,0,0,6971,6975,0,0,6010,2024-05-16 17:00:20,12
59,0,0,0,0,100,6975,0,0,6967,6971,0,0,6005,2024-05-16 17:01:20,10
60,0,0,0,0,100,6978,0,0,6971,6975,0,0,6008,2024-05-16 17:02:20,0
61,0,0,0,0,100,6979,0,0,6971,6975,0,0,6010,2024-05-16 17:03:20,10
62,0,0,0,0,100,6977,0,0,6970,6974,0,0,6011,2024-05-16 17:04:21,10
63,0,0,0,0,100,6975,0,0,6968,6972,0,0,5999,2024-05-16 17:05:21,10
64,0,0,0,0,100,6979,0,0,6973,6976,0,0,6000,2024-05-16 17:06:21,9
65,0,0,0,0,100,6978,0,0,6971,6974,0,0,6008,2024-05-16 17:07:21,2
66,0,0,0,0,100,6976,0,0,6971,6974,0,0,6010,2024-05-16 17:08:22,3
67,0,0,0,0,100,6976,0,0,6971,6974,0,0,5996,2024-05-16 17:09:22,8
68,0,0,0,0,100,6978,0,0,6972,6975,0,0,6008,2024-05-16 17:10:22,0
69,0,0,0,0,100,6976,0,0,6968,6972,0,0,6011,2024-05-16 17:11:22,6
70,0,0,0,0,100,6977,0,0,6970,6974,0,0,6008,2024-05-16 17:12:23,4
71,0,0,0,0,100,6976,0,0,6970,6973,0,0,6008,2024-05-16 17:13:23,0
72,0,0,0,0,100,6979,0,0,6972,6976,0,0,6007,2024-05-16 17:14:23,5
73,0,0,0,0,100,6978,0,0,6970,6974,0,0,6008,2024-05-16 17:15:23,6
74,0,0,0,0,100,6980,0,0,6974,6977,0,0,6008,2024-05-16 17:16:23,0
75,0,0,0,0,100,6977,0,0,6970,6973,0,0,6009,2024-05-16 17:17:24,8
76,0,0,0,0,100,6977,0,0,6970,6974,0,0,6008,2024-05-16 17:18:24,8
77,0,0,0,0,100,6977,0,0,6970,6973,0,0,6008,2024-05-16 17:19:24,0
78,0,0,0,0,100,6977,0,0,6971,6974,0,0,6010,2024-05-16 17:20:24,5
79,0,0,0,0,100,6977,0,0,6971,6974,0,0,6008,2024-05-16 17:21:24,4
80,0,0,0,0,100,6976,0,0,6970,6973,0,0,6009,2024-05-16 17:22:25,0
81,0,0,0,0,100,6978,0,0,6972,6975,0,0,6005,2024-05-16 17:23:25,0
82,0,0,0,0,100,6977,0,0,6970,6974,0,0,6012,2024-05-16 17:24:25,0
83,0,0,0,0,100,6977,0,0,6971,6974,0,0,6011,2024-05-16 17:25:25,2
84,0,0,0,0,100,6976,0,0,6969,6973,0,0,6010,2024-05-16 17:26:26,10
85,0,0,0,0,100,6976,0,0,6969,6972,0,0,6007,2024-05-16 17:27:26,5
86,0,0,0,0,100,6974,0,0,6968,6971,0,0,6000,2024-05-16 17:28:26,3
87,0,0,0,0,100,6975,0,0,6968,6971,0,0,6006,2024-05-16 17:29:26,5
88,0,0,0,0,100,6973,0,0,6967,6970,0,0,6002,2024-05-16 17:30:27,0
89,0,0,0,0,100,6975,0,0,6969,6972,0,0,6001,2024-05-16 17:31:27,0
90,0,0,0,0,100,6977,0,0,6970,6974,0,0,6009,2024-05-16 17:32:27,3
91,0,0,0,0,100,6976,0,0,6969,6972,0,0,6009,2024-05-16 17:33:27,9
92,0,0,0,0,100,6975,0,0,6968,6971,0,0,6010,2024-05-16 17:34:28,10
93,0,0,0,0,100,6977,0,0,6969,6973,0,0,6005,2024-05-16 17:35:28,6
94,0,0,0,0,100,6975,0,0,6969,6972,0,0,6005,2024-05-16 17:36:28,0
95,0,0,0,0,100,6976,0,0,6970,6973,0,0,6004,2024-05-16 17:37:28,0
96,0,0,0,0,100,6977,0,0,6969,6973,0,0,6005,2024-05-16 17:38:28,8
97,0,0,0,0,100,6977,0,0,6972,6975,0,0,6010,2024-05-16 17:39:29,0
98,0,0,0,0,100,6977,0,0,6970,6973,0,0,6010,2024-05-16 17:40:29,8
99,0,0,0,0,100,6976,0,0,6971,6973,0,0,6008,2024-05-16 17:41:29,3
100,0,0,0,0,100,6974,0,0,6969,6971,0,0,6002,2024-05-16 17:42:30,0
101,0,0,0,0,100,6976,0,0,6970,6973,0,0,6000,2024-05-16 17:43:30,6
102,0,0,0,0,100,6978,0,0,6973,6976,0,0,5993,2024-05-16 17:44:31,3
103,0,0,0,0,100,6974,0,0,6969,6971,0,0,6005,2024-05-16 17:45:31,7
104,0,0,0,0,100,6977,0,0,6972,6974,0,0,6012,2024-05-16 17:46:31,0
105,0,0,0,0,100,6973,0,0,6968,6971,0,0,6007,2024-05-16 17:47:31,7
106,0,0,0,0,100,6975,0,0,6969,6972,0,0,6003,2024-05-16 17:48:31,4
107,0,0,0,0,100,6973,0,0,6967,6970,0,0,6011,2024-05-16 17:49:32,5
108,0,0,0,0,100,6975,0,0,6969,6972,0,0,6009,2024-05-16 17:50:32,3
109,0,0,0,0,100,6976,0,0,6970,6973,0,0,6007,2024-05-16 17:51:32,0
110,0,0,0,0,100,6974,0,0,6968,6971,0,0,6009,2024-05-16 17:52:33,5
111,0,0,0,0,100,6976,0,0,6970,6973,0,0,6008,2024-05-16 17:53:33,0
112,0,0,0,0,100,6976,0,0,6970,6973,0,0,6009,2024-05-16 17:54:33,8
113,0,0,0,0,100,6978,0,0,6972,6975,0,0,6005,2024-05-16 17:55:33,8
114,0,0,0,0,100,6976,0,0,6970,6973,0,0,6009,2024-05-16 17:56:33,10
115,0,0,0,0,100,6975,0,0,6970,6973,0,0,6013,2024-05-16 17:57:33,0
116,0,0,0,0,100,6977,0,0,6973,6975,0,0,6012,2024-05-16 17:58:33,0
117,0,0,0,0,100,6978,0,0,6972,6975,0,0,6009,2024-05-16 18:00:33,10
118,0,0,0,0,100,6979,0,0,6973,6976,0,0,6008,2024-05-16 18:01:34,3
119,0,0,0,0,100,6955,0,0,6951,6953,0,0,6008,2024-05-16 18:02:34,0
120,0,0,0,0,100,6978,0,0,6973,6975,0,0,6009,2024-05-16 18:03:34,0
121,0,0,0,0,100,6978,0,0,6972,6975,0,0,6008,2024-05-16 18:04:35,2
122,0,0,0,0,100,6979,0,0,6973,6976,0,0,6011,2024-05-16 18:05:35,9
123,0,0,0,0,100,6977,0,0,6970,6974,0,0,6011,2024-05-16 18:06:35,10
124,0,0,0,0,100,6975,0,0,6969,6972,0,0,6008,2024-05-16 18:07:36,0
125,0,0,0,0,100,6978,0,0,6970,6974,0,0,6007,2024-05-16 18:08:36,10
126,0,0,0,0,100,6979,0,0,6971,6975,0,0,6012,2024-05-16 18:09:36,5
127,0,0,0,0,100,6976,0,0,6970,6973,0,0,6010,2024-05-16 18:10:36,4
128,0,0,0,0,100,6975,0,0,6970,6972,0,0,6011,2024-05-16 18:11:36,3
129,0,0,0,0,100,6977,0,0,6969,6973,0,0,5994,2024-05-16 18:12:36,6
130,0,0,0,0,100,6969,0,0,6963,6966,0,0,6010,2024-05-16 18:13:37,8
131,0,0,0,0,100,6976,0,0,6969,6973,0,0,6008,2024-05-16 18:14:37,3
132,0,0,0,0,100,6976,0,0,6969,6972,0,0,6007,2024-05-16 18:15:38,0
133,0,0,0,0,100,6976,0,0,6971,6973,0,0,6011,2024-05-16 18:16:38,0
134,0,0,0,0,100,6975,0,0,6969,6972,0,0,6011,2024-05-16 18:17:38,2
135,0,0,0,0,100,6975,0,0,6968,6972,0,0,6012,2024-05-16 18:18:38,9
136,0,0,0,0,100,6976,0,0,6969,6972,0,0,6010,2024-05-16 18:19:39,9
137,0,0,0,0,100,6978,0,0,6971,6974,0,0,6005,2024-05-16 18:20:39,5
138,0,0,0,0,100,6976,0,0,6970,6973,0,0,5998,2024-05-16 18:21:40,8
139,0,0,0,0,100,6982,0,0,6975,6979,0,0,5980,2024-05-16 18:22:40,10
140,0,0,0,0,100,6974,0,0,6968,6971,0,0,5995,2024-05-16 18:23:40,2
141,0,0,0,0,100,6976,0,0,6970,6973,0,0,6010,2024-05-16 18:24:40,0
142,0,0,0,0,100,6977,0,0,6969,6973,0,0,6007,2024-05-16 18:25:41,10
143,0,0,0,0,100,6975,0,0,6971,6973,0,0,6007,2024-05-16 18:26:41,2
144,0,0,0,0,100,6978,0,0,6970,6974,0,0,6009,2024-05-16 18:27:41,10
145,0,0,0,0,100,6977,0,0,6969,6973,0,0,6008,2024-05-16 18:28:42,3
146,0,0,0,0,100,6976,0,0,6969,6973,0,0,6008,2024-05-16 18:29:42,4
147,0,0,0,0,100,6975,0,0,6969,6972,0,0,6012,2024-05-16 18:30:42,4
148,0,0,0,0,100,6975,0,0,6969,6972,0,0,6008,2024-05-16 18:31:43,3
149,0,0,0,0,100,6975,0,0,6968,6971,0,0,6006,2024-05-16 18:32:43,0
150,0,0,0,0,100,6979,0,0,6972,6975,0,0,6012,2024-05-16 18:33:43,10
151,0,0,0,0,100,6975,0,0,6970,6972,0,0,5991,2024-05-16 18:34:43,4
152,0,0,0,0,100,6977,0,0,6971,6974,0,0,6002,2024-05-16 18:35:44,10
153,0,0,0,0,100,6974,0,0,6968,6971,0,0,5986,2024-05-16 18:36:44,7
154,0,0,0,0,100,6977,0,0,6969,6973,0,0,6012,2024-05-16 18:37:44,10
155,0,0,0,0,100,6975,0,0,6968,6971,0,0,6010,2024-05-16 18:38:45,0
156,0,0,0,0,100,6976,0,0,6969,6972,0,0,6003,2024-05-16 18:39:45,6
157,0,0,0,0,100,6974,0,0,6968,6971,0,0,5999,2024-05-16 18:40:46,0
158,0,0,0,0,100,6974,0,0,6966,6970,0,0,6003,2024-05-16 18:41:46,10
159,0,0,0,0,100,6973,0,0,6964,6968,0,0,6008,2024-05-16 18:42:46,10
160,0,0,0,0,100,6976,0,0,6968,6972,0,0,6010,2024-05-16 18:43:47,11
161,0,0,0,0,100,6977,0,0,6970,6973,0,0,6012,2024-05-16 18:44:47,0
162,0,0,0,0,100,6976,0,0,6970,6973,0,0,6010,2024-05-16 18:45:48,0
163,0,0,0,0,100,6976,0,0,6969,6973,0,0,6009,2024-05-16 18:46:48,10
164,0,0,0,0,100,6976,0,0,6969,6972,0,0,5991,2024-05-16 18:47:48,6
165,0,0,0,0,100,6971,0,0,6963,6967,0,0,6019,2024-05-16 18:48:49,11
166,0,0,0,0,100,6974,0,0,6969,6972,0,0,5997,2024-05-16 18:49:49,8
167,0,0,0,0,100,6973,0,0,6966,6970,0,0,5978,2024-05-16 18:50:49,0
168,0,0,0,0,100,6973,0,0,6966,6969,0,0,6009,2024-05-16 18:51:50,2
169,0,0,0,0,100,6975,0,0,6969,6972,0,0,6007,2024-05-16 18:52:50,0
170,0,0,0,0,100,6974,0,0,6968,6971,0,0,6006,2024-05-16 18:53:50,7
171,0,0,0,0,100,6976,0,0,6970,6973,0,0,6011,2024-05-16 18:54:50,2
172,0,0,0,0,100,6975,0,0,6969,6972,0,0,6002,2024-05-16 18:55:51,8
173,0,0,0,0,100,6974,0,0,6967,6970,0,0,6005,2024-05-16 18:56:51,8
174,0,0,0,0,100,6977,0,0,6969,6973,0,0,6004,2024-05-16 18:57:51,10
175,0,0,0,0,100,6976,0,0,6968,6972,0,0,6006,2024-05-16 18:58:51,10
176,0,0,0,0,100,6976,0,0,6969,6972,0,0,6003,2024-05-16 19:00:51,10
177,0,0,0,0,100,6977,0,0,6969,6973,0,0,6005,2024-05-16 19:01:51,2
178,0,0,0,0,100,6977,0,0,6970,6973,0,0,6004,2024-05-16 19:02:52,4
179,0,0,0,0,100,6977,0,0,6970,6973,0,0,6006,2024-05-16 19:03:52,2
180,0,0,0,0,100,6978,0,0,6970,6974,0,0,6006,2024-05-16 19:04:52,10
181,0,0,0,0,100,6977,0,0,6972,6974,0,0,6002,2024-05-16 19:05:52,5
182,0,0,0,0,100,6974,0,0,6967,6970,0,0,5999,2024-05-16 19:06:52,6
183,0,0,0,0,100,6976,0,0,6971,6974,0,0,5998,2024-05-16 19:07:53,9
184,0,0,0,0,100,6977,0,0,6971,6974,0,0,6006,2024-05-16 19:08:53,4
185,0,0,0,0,100,6975,0,0,6968,6972,0,0,6005,2024-05-16 19:09:53,0
186,0,0,0,0,100,6979,0,0,6972,6975,0,0,6011,2024-05-16 19:10:54,8
187,0,0,0,0,100,6980,0,0,6974,6977,0,0,6013,2024-05-16 19:11:54,9
188,0,0,0,0,100,6976,0,0,6970,6973,0,0,6008,2024-05-16 19:12:54,9
189,0,0,0,0,100,6976,0,0,6969,6973,0,0,6011,2024-05-16 19:13:55,2
190,0,0,0,0,100,6975,0,0,6969,6972,0,0,6005,2024-05-16 19:14:55,3
191,0,0,0,0,100,6976,0,0,6968,6972,0,0,6007,2024-05-16 19:15:55,5
192,0,0,0,0,100,6975,0,0,6969,6972,0,0,6012,2024-05-16 19:16:55,10
193,0,0,0,0,100,6976,0,0,6969,6972,0,0,6012,2024-05-16 19:17:55,10
194,0,0,0,0,100,6977,0,0,6970,6973,0,0,6010,2024-05-16 19:18:56,11
195,0,0,0,0,100,6975,0,0,6969,6972,0,0,6010,2024-05-16 19:19:56,0
196,0,0,0,0,100,6976,0,0,6969,6973,0,0,6010,2024-05-16 19:20:56,2
197,0,0,0,0,100,6976,0,0,6971,6973,0,0,6010,2024-05-16 19:21:56,0
198,0,0,0,0,100,6975,0,0,6969,6972,0,0,6009,2024-05-16 19:22:57,2
199,0,0,0,0,100,6975,0,0,6967,6971,0,0,6010,2024-05-16 19:23:57,11
200,0,0,0,0,100,6975,0,0,6969,6972,0,0,6009,2024-05-16 19:24:57,2
201,0,0,0,0,100,6975,0,0,6967,6971,0,0,6009,2024-05-16 19:25:57,0
202,0,0,0,0,100,6974,0,0,6968,6971,0,0,6006,2024-05-16 19:26:58,9
203,0,0,0,0,100,6974,0,0,6967,6970,0,0,6009,2024-05-16 19:27:58,9
204,0,0,0,0,100,6976,0,0,6969,6973,0,0,6007,2024-05-16 19:28:58,8
205,0,0,0,0,100,6973,0,0,6966,6970,0,0,6009,2024-05-16 19:29:58,10
206,0,0,0,0,100,6975,0,0,6969,6972,0,0,6001,2024-05-16 19:30:59,0
207,0,0,0,0,100,6975,0,0,6970,6972,0,0,6004,2024-05-16 19:31:59,0
208,0,0,0,0,100,6976,0,0,6969,6972,0,0,6007,2024-05-16 19:32:59,8
209,0,0,0,0,100,6974,0,0,6970,6972,0,0,5979,2024-05-16 19:33:59,0
210,0,0,0,0,100,6974,0,0,6969,6972,0,0,5996,2024-05-16 19:35:00,0
211,0,0,0,0,100,6973,0,0,6968,6971,0,0,5990,2024-05-16 19:36:00,0
212,0,0,0,0,100,6976,0,0,6970,6973,0,0,6019,2024-05-16 19:37:00,3
213,0,0,0,0,100,6975,0,0,6969,6972,0,0,6011,2024-05-16 19:38:00,2
214,0,0,0,0,100,6975,0,0,6969,6972,0,0,6008,2024-05-16 19:39:00,0
215,0,0,0,0,100,6973,0,0,6966,6970,0,0,6006,2024-05-16 19:40:01,4
216,0,0,0,0,100,6978,0,0,6972,6975,0,0,6004,2024-05-16 19:41:01,6
217,0,0,0,0,100,6976,0,0,6969,6972,0,0,6011,2024-05-16 19:42:01,3
218,0,0,0,0,100,6978,0,0,6971,6974,0,0,6008,2024-05-16 19:43:01,3
219,0,0,0,0,100,6976,0,0,6969,6973,0,0,6010,2024-05-16 19:44:01,2
220,0,0,0,0,100,6975,0,0,6968,6972,0,0,6007,2024-05-16 19:45:01,4
221,0,0,0,0,100,6977,0,0,6970,6974,0,0,6007,2024-05-16 19:46:02,0
222,0,0,0,0,100,6978,0,0,6972,6975,0,0,5991,2024-05-16 19:47:02,4
223,0,0,0,0,100,6975,0,0,6969,6972,0,0,5996,2024-05-16 19:48:02,0
224,0,0,0,0,100,6974,0,0,6968,6971,0,0,5995,2024-05-16 19:49:03,8
225,0,0,0,0,100,6977,0,0,6971,6974,0,0,6008,2024-05-16 19:50:03,6
226,0,0,0,0,100,6977,0,0,6969,6973,0,0,6011,2024-05-16 19:51:03,6
227,0,0,0,0,100,6978,0,0,6972,6975,0,0,6009,2024-05-16 19:52:04,5
228,0,0,0,0,100,6977,0,0,6970,6973,0,0,6006,2024-05-16 19:53:04,2
229,0,0,0,0,100,6978,0,0,6971,6974,0,0,6005,2024-05-16 19:54:04,2
230,0,0,0,0,100,6976,0,0,6969,6972,0,0,6006,2024-05-16 19:55:05,2
231,0,0,0,0,100,6976,0,0,6968,6972,0,0,6007,2024-05-16 19:56:05,7
232,0,0,0,0,100,6975,0,0,6967,6971,0,0,6005,2024-05-16 19:57:06,10
233,0,0,0,0,100,6975,0,0,6967,6971,0,0,6006,2024-05-16 19:58:06,10
234,0,0,0,0,100,6977,0,0,6969,6973,0,0,6006,2024-05-16 20:00:07,10
235,0,0,0,0,100,6975,0,0,6968,6971,0,0,6005,2024-05-16 20:01:07,5
236,0,0,0,0,100,6976,0,0,6969,6972,0,0,6006,2024-05-16 20:02:07,2
237,0,0,0,0,100,6977,0,0,6968,6972,0,0,6008,2024-05-16 20:03:08,11
238,0,0,0,0,100,6976,0,0,6968,6972,0,0,6009,2024-05-16 20:04:08,10
239,0,0,0,0,100,6975,0,0,6968,6972,0,0,6011,2024-05-16 20:05:08,0
240,0,0,0,0,100,6976,0,0,6968,6972,0,0,6010,2024-05-16 20:06:09,9
241,0,0,0,0,100,6976,0,0,6969,6973,0,0,6010,2024-05-16 20:07:09,3
242,0,0,0,0,100,6976,0,0,6969,6972,0,0,6009,2024-05-16 20:08:09,10
243,0,0,0,0,100,6975,0,0,6967,6971,0,0,6010,2024-05-16 20:09:10,8
244,0,0,0,0,100,6977,0,0,6971,6974,0,0,6009,2024-05-16 20:10:09,0
245,0,0,0,0,100,6976,0,0,6969,6972,0,0,6009,2024-05-16 20:11:10,0
246,0,0,0,0,100,6977,0,0,6970,6973,0,0,6008,2024-05-16 20:12:10,10
247,0,0,0,0,100,6976,0,0,6969,6973,0,0,6011,2024-05-16 20:13:10,8
248,0,0,0,0,100,6977,0,0,6970,6974,0,0,6011,2024-05-16 20:14:11,9
249,0,0,0,0,100,6976,0,0,6970,6973,0,0,6010,2024-05-16 20:15:11,4
250,0,0,0,0,100,6973,0,0,6968,6971,0,0,6012,2024-05-16 20:16:11,3
251,0,0,0,0,100,6976,0,0,6969,6972,0,0,6011,2024-05-16 20:17:11,9
252,0,0,0,0,100,6975,0,0,6969,6972,0,0,6007,2024-05-16 20:18:11,9
253,0,0,0,0,100,6975,0,0,6969,6972,0,0,6012,2024-05-16 20:19:11,9
254,0,0,0,0,100,6973,0,0,6968,6971,0,0,5997,2024-05-16 20:20:12,6
255,0,0,0,0,100,6973,0,0,6966,6969,0,0,6010,2024-05-16 20:21:12,0
256,0,0,0,0,100,6971,0,0,6965,6968,0,0,5992,2024-05-16 20:22:12,8
257,0,0,0,0,100,6973,0,0,6968,6970,0,0,5994,2024-05-16 20:23:12,4
258,0,0,0,0,100,6976,0,0,6968,6972,0,0,6004,2024-05-16 20:24:13,10
259,0,0,0,0,100,6975,0,0,6968,6972,0,0,6002,2024-05-16 20:25:13,7
260,0,0,0,0,100,6977,0,0,6971,6974,0,0,6003,2024-05-16 20:26:13,0
261,0,0,0,0,100,6975,0,0,6967,6971,0,0,6005,2024-05-16 20:27:13,8
262,0,0,0,0,100,6973,0,0,6966,6970,0,0,6007,2024-05-16 20:28:13,9
263,0,0,0,0,100,6974,0,0,6969,6972,0,0,6007,2024-05-16 20:29:14,0
264,0,0,0,0,100,6977,0,0,6970,6973,0,0,6006,2024-05-16 20:30:14,9
265,0,0,0,0,100,6976,0,0,6971,6974,0,0,6006,2024-05-16 20:31:14,0
266,0,0,0,0,100,6976,0,0,6969,6973,0,0,6007,2024-05-16 20:32:14,5
267,0,0,0,0,100,6977,0,0,6970,6973,0,0,6008,2024-05-16 20:33:15,10
268,0,0,0,0,100,6977,0,0,6969,6973,0,0,6008,2024-05-16 20:34:15,11
269,0,0,0,0,100,6977,0,0,6968,6973,0,0,6008,2024-05-16 20:35:16,9
270,0,0,0,0,100,6979,0,0,6972,6975,0,0,6012,2024-05-16 20:36:16,5
271,0,0,0,0,100,6974,0,0,6968,6971,0,0,6008,2024-05-16 20:37:16,5
272,0,0,0,0,100,6976,0,0,6970,6973,0,0,6010,2024-05-16 20:38:16,10
273,0,0,0,0,100,6976,0,0,6971,6974,0,0,6011,2024-05-16 20:39:17,2
274,0,0,0,0,100,6980,0,0,6972,6976,0,0,6011,2024-05-16 20:40:17,8
275,0,0,0,0,100,6977,0,0,6971,6974,0,0,6011,2024-05-16 20:41:18,0
276,0,0,0,0,100,6977,0,0,6970,6974,0,0,6008,2024-05-16 20:42:18,3
277,0,0,0,0,100,6978,0,0,6972,6975,0,0,6008,2024-05-16 20:43:18,9
278,0,0,0,0,100,6978,0,0,6971,6974,0,0,6009,2024-05-16 20:44:18,7
279,0,0,0,0,100,6977,0,0,6971,6974,0,0,6007,2024-05-16 20:45:19,4
280,0,0,0,0,100,6976,0,0,6970,6973,0,0,6008,2024-05-16 20:46:19,5
281,0,0,0,0,100,6979,0,0,6972,6976,0,0,6007,2024-05-16 20:47:19,11
282,0,0,0,0,100,6976,0,0,6970,6973,0,0,6005,2024-05-16 20:48:19,8
283,0,0,0,0,100,6972,0,0,6966,6969,0,0,6008,2024-05-16 20:49:19,5
284,0,0,0,0,100,6973,0,0,6968,6970,0,0,6008,2024-05-16 20:50:19,0
285,0,0,0,0,100,6976,0,0,6969,6972,0,0,6003,2024-05-16 20:51:19,0
286,0,0,0,0,100,6977,0,0,6970,6973,0,0,6004,2024-05-16 20:52:20,6
287,0,0,0,0,100,6976,0,0,6969,6973,0,0,6001,2024-05-16 20:53:20,0
288,0,0,0,0,100,6975,0,0,6968,6972,0,0,6005,2024-05-16 20:54:20,11
289,0,0,0,0,100,6976,0,0,6970,6973,0,0,6004,2024-05-16 20:55:21,0
290,0,0,0,0,100,6976,0,0,6970,6973,0,0,6004,2024-05-16 20:56:21,0
291,0,0,0,0,100,6973,0,0,6966,6969,0,0,6005,2024-05-16 20:57:22,9
