,csvTime,P2_2,P2_3,P2_25,P2_24
135,2024-05-16 18:17:49,0,0,113,1803
136,2024-05-16 18:18:48,0,0,102,1804
137,2024-05-16 18:19:49,0,0,107,1802
138,2024-05-16 18:20:49,0,0,127,1803
139,2024-05-16 18:21:49,0,0,136,1800
140,2024-05-16 18:22:49,0,0,161,1798
141,2024-05-16 18:23:48,0,0,140,1799
142,2024-05-16 18:24:49,0,0,107,1803
143,2024-05-16 18:25:49,0,0,108,1802
144,2024-05-16 18:26:48,0,0,108,1800
145,2024-05-16 18:27:49,0,0,112,1803
146,2024-05-16 18:28:49,0,0,108,1802
147,2024-05-16 18:29:49,0,0,105,1803
148,2024-05-16 18:30:49,0,0,115,1803
149,2024-05-16 18:31:49,0,0,114,1803
150,2024-05-16 18:32:49,0,0,119,1802
151,2024-05-16 18:33:49,0,0,100,1805
152,2024-05-16 18:34:49,0,0,181,1797
153,2024-05-16 18:35:49,0,0,125,1802
154,2024-05-16 18:36:49,0,0,187,1800
155,2024-05-16 18:37:49,8,0,102,1802
156,2024-05-16 18:38:49,0,0,97,1803
157,2024-05-16 18:39:49,0,0,116,1802
158,2024-05-16 18:40:48,0,0,147,1799
159,2024-05-16 18:41:49,0,0,146,1802
160,2024-05-16 18:42:49,0,0,112,1803
161,2024-05-16 18:43:49,0,0,110,1803
162,2024-05-16 18:44:49,0,0,105,1803
163,2024-05-16 18:45:48,0,0,107,1800
164,2024-05-16 18:46:49,8,0,107,1800
165,2024-05-16 18:47:49,0,0,160,1800
166,2024-05-16 18:48:49,0,0,127,1805
167,2024-05-16 18:49:49,0,0,169,1801
168,2024-05-16 18:50:49,0,0,144,1805
169,2024-05-16 18:51:49,0,0,186,1813
170,2024-05-16 18:52:49,0,0,107,1803
171,2024-05-16 18:53:49,0,0,112,1802
172,2024-05-16 18:54:48,0,0,104,1803
173,2024-05-16 18:55:49,0,0,122,1800
174,2024-05-16 18:56:49,8,0,108,1802
175,2024-05-16 18:57:49,8,0,111,1802
176,2024-05-16 18:58:49,0,0,110,1802
177,2024-05-16 19:00:48,0,0,109,1800
178,2024-05-16 19:01:49,0,0,111,1802
179,2024-05-16 19:02:49,0,0,109,1802
180,2024-05-16 19:03:49,0,0,107,1801
181,2024-05-16 19:04:49,0,0,108,1805
182,2024-05-16 19:05:49,0,0,125,1800
183,2024-05-16 19:06:49,0,0,119,1801
184,2024-05-16 19:07:49,0,0,132,1801
185,2024-05-16 19:08:49,0,0,131,1805
186,2024-05-16 19:09:49,0,0,206,1793
187,2024-05-16 19:10:49,0,0,104,1804
188,2024-05-16 19:11:49,0,0,105,1804
189,2024-05-16 19:12:48,0,0,109,1803
190,2024-05-16 19:13:49,0,0,109,1802
191,2024-05-16 19:14:49,0,0,116,1805
192,2024-05-16 19:15:49,0,0,118,1800
193,2024-05-16 19:16:49,8,0,106,1806
194,2024-05-16 19:17:49,8,0,103,1804
195,2024-05-16 19:18:49,0,0,108,1802
196,2024-05-16 19:19:49,0,0,108,1802
197,2024-05-16 19:20:49,0,0,110,1803
198,2024-05-16 19:21:49,0,0,107,1804
199,2024-05-16 19:22:49,0,0,109,1803
200,2024-05-16 19:23:49,0,0,105,1803
201,2024-05-16 19:24:49,0,0,109,1804
202,2024-05-16 19:25:48,0,0,110,1800
203,2024-05-16 19:26:48,8,0,118,1803
204,2024-05-16 19:27:49,0,0,118,1801
205,2024-05-16 19:28:49,0,0,112,1803
206,2024-05-16 19:29:49,0,0,113,1802
207,2024-05-16 19:30:49,0,0,125,1802
208,2024-05-16 19:31:48,0,0,113,1802
209,2024-05-16 19:32:49,0,0,106,1803
210,2024-05-16 19:33:49,0,0,112,1798
211,2024-05-16 19:34:49,0,0,201,1797
212,2024-05-16 19:35:48,0,0,206,1800
213,2024-05-16 19:36:49,8,0,101,1806
214,2024-05-16 19:37:48,0,0,107,1803
215,2024-05-16 19:38:49,0,0,116,1800
216,2024-05-16 19:39:49,0,0,121,1801
217,2024-05-16 19:40:49,0,0,115,1803
218,2024-05-16 19:41:49,0,0,104,1804
219,2024-05-16 19:42:49,0,0,109,1804
220,2024-05-16 19:43:48,0,0,104,1804
221,2024-05-16 19:44:48,0,0,111,1803
222,2024-05-16 19:45:49,0,0,111,1800
223,2024-05-16 19:46:49,0,0,114,1796
224,2024-05-16 19:47:49,8,0,156,1796
225,2024-05-16 19:48:49,0,0,149,1799
226,2024-05-16 19:49:49,0,0,109,1802
227,2024-05-16 19:50:49,0,0,110,1802
228,2024-05-16 19:51:49,0,0,136,1810
229,2024-05-16 19:52:49,0,0,104,1803
230,2024-05-16 19:53:48,0,0,108,1802
231,2024-05-16 19:54:49,0,0,106,1800
232,2024-05-16 19:55:49,8,0,108,1800
233,2024-05-16 19:56:49,8,0,109,1801
234,2024-05-16 19:57:49,0,0,109,1802
235,2024-05-16 19:58:48,0,0,108,1802
236,2024-05-16 20:00:49,0,0,109,1802
237,2024-05-16 20:01:49,0,0,107,1801
238,2024-05-16 20:02:49,0,0,107,1802
239,2024-05-16 20:03:49,0,0,108,1802
240,2024-05-16 20:04:49,0,0,106,1800
241,2024-05-16 20:05:48,8,0,105,1803
242,2024-05-16 20:06:49,0,0,105,1804
243,2024-05-16 20:07:49,0,0,106,1802
244,2024-05-16 20:08:49,0,0,107,1802
245,2024-05-16 20:09:49,0,0,107,1802
246,2024-05-16 20:10:48,0,0,105,1803
247,2024-05-16 20:11:49,0,0,107,1804
248,2024-05-16 20:12:49,0,0,105,1802
249,2024-05-16 20:13:49,0,0,106,1803
250,2024-05-16 20:14:49,0,0,106,1800
251,2024-05-16 20:15:49,8,0,106,1803
252,2024-05-16 20:16:49,8,0,109,1803
253,2024-05-16 20:17:49,0,0,107,1805
254,2024-05-16 20:18:49,0,0,100,1807
255,2024-05-16 20:19:49,0,0,114,1806
256,2024-05-16 20:20:49,0,0,141,1799
257,2024-05-16 20:21:49,0,0,110,1804
258,2024-05-16 20:22:49,0,0,152,1799
259,2024-05-16 20:23:48,0,0,108,1801
260,2024-05-16 20:24:49,0,0,110,1800
261,2024-05-16 20:25:49,8,0,112,1801
262,2024-05-16 20:26:49,0,0,112,1802
263,2024-05-16 20:27:49,0,0,110,1802
264,2024-05-16 20:28:49,0,0,109,1803
265,2024-05-16 20:29:49,0,0,108,1803
266,2024-05-16 20:30:49,0,0,108,1802
267,2024-05-16 20:31:49,0,0,112,1803
268,2024-05-16 20:32:49,0,0,108,1802
269,2024-05-16 20:33:48,0,0,106,1804
270,2024-05-16 20:34:48,8,0,110,1802
271,2024-05-16 20:35:48,0,0,108,1803
272,2024-05-16 20:36:48,0,0,107,1803
273,2024-05-16 20:37:48,0,0,105,1802
274,2024-05-16 20:38:48,0,0,104,1805
275,2024-05-16 20:39:49,0,0,104,1805
276,2024-05-16 20:40:49,0,0,105,1802
277,2024-05-16 20:41:49,0,0,102,1804
278,2024-05-16 20:42:49,0,0,101,1802
279,2024-05-16 20:43:48,0,0,102,1805
280,2024-05-16 20:44:49,8,0,108,1800
281,2024-05-16 20:45:49,0,0,104,1802
282,2024-05-16 20:46:49,0,0,105,1803
283,2024-05-16 20:47:49,0,0,107,1803
284,2024-05-16 20:48:49,0,0,104,1803
285,2024-05-16 20:49:48,0,0,107,1802
286,2024-05-16 20:50:49,0,0,99,1802
287,2024-05-16 20:51:49,0,0,110,1803
288,2024-05-16 20:52:49,0,0,112,1801
289,2024-05-16 20:53:49,8,0,111,1800
290,2024-05-16 20:54:49,0,0,112,1802
291,2024-05-16 20:55:48,0,0,116,1802
292,2024-05-16 20:56:48,0,0,113,1803
293,2024-05-16 20:57:49,0,0,109,1802
294,2024-05-16 20:58:49,0,0,112,1802
295,2024-05-16 22:00:49,0,0,114,1803
296,2024-05-16 22:01:49,0,0,103,1802
297,2024-05-16 22:02:49,8,0,106,1800
298,2024-05-16 22:03:49,0,0,108,1802
299,2024-05-16 22:04:49,0,0,108,1799
300,2024-05-16 22:05:49,0,0,107,1802
301,2024-05-16 22:06:49,0,0,108,1801
302,2024-05-16 22:07:49,0,0,111,1801
303,2024-05-16 22:08:49,0,0,106,1801
304,2024-05-16 22:09:49,0,0,107,1803
305,2024-05-16 22:10:49,0,0,101,1805
306,2024-05-16 22:11:49,0,0,104,1803
307,2024-05-16 22:12:48,8,0,98,1802
308,2024-05-16 22:13:49,8,0,102,1802
309,2024-05-16 22:14:48,0,0,100,1802
310,2024-05-16 22:15:49,0,0,166,1796
311,2024-05-16 22:16:49,0,0,135,1801
312,2024-05-16 22:17:49,0,0,118,1800
313,2024-05-16 22:18:48,0,0,102,1802
314,2024-05-16 22:19:49,0,0,110,1802
315,2024-05-16 22:20:49,0,0,111,1803
316,2024-05-16 22:21:49,8,0,122,1800
317,2024-05-16 22:22:49,8,0,110,1803
318,2024-05-16 22:23:49,8,0,121,1802
319,2024-05-16 22:24:49,0,0,103,1803
320,2024-05-16 22:25:49,0,0,104,1802
321,2024-05-16 22:26:49,0,0,109,1803
322,2024-05-16 22:27:49,0,0,144,1800
323,2024-05-16 22:28:49,0,0,117,1801
324,2024-05-16 22:29:49,0,0,125,1801
325,2024-05-16 22:30:49,0,0,110,1802
326,2024-05-16 22:31:48,8,0,110,1800
327,2024-05-16 22:32:49,0,0,112,1801
328,2024-05-16 22:33:49,0,0,109,1799
329,2024-05-16 22:34:48,0,0,109,1803
330,2024-05-16 22:35:49,0,0,106,1801
331,2024-05-16 22:36:49,0,0,101,1803
332,2024-05-16 22:37:49,0,0,109,1802
333,2024-05-16 22:38:49,0,0,102,1804
334,2024-05-16 22:39:49,0,0,108,1800
335,2024-05-16 22:40:49,0,0,110,1802
336,2024-05-16 22:41:48,1800,31,110,1800
337,2024-05-16 22:42:49,1800,31,112,1802
338,2024-05-16 22:43:49,1802,31,112,1801
339,2024-05-16 22:44:49,1800,31,111,1800
340,2024-05-16 22:45:48,1802,31,109,1800
341,2024-05-16 22:46:48,1800,31,108,1801
342,2024-05-16 22:47:49,1801,46,152,1798
343,2024-05-16 22:48:48,1802,95,91,1802
344,2024-05-16 22:49:49,1802,88,87,1804
345,2024-05-16 22:50:49,1803,89,87,1802
346,2024-05-16 22:51:49,1802,91,88,1800
347,2024-05-16 22:52:49,1801,96,95,1802
348,2024-05-16 22:53:49,1800,92,100,1800
349,2024-05-16 22:54:49,1802,83,92,1802
350,2024-05-16 22:55:49,1800,82,96,1802
351,2024-05-16 22:56:48,1800,85,94,1802
352,2024-05-16 22:57:49,1800,83,93,1802
353,2024-05-16 22:58:49,1803,85,95,1801
354,2024-05-16 22:59:48,1801,93,100,1800
355,2024-05-16 23:00:49,1800,92,104,1800
356,2024-05-16 23:01:49,1800,133,138,1796
357,2024-05-16 23:02:48,1799,103,109,1798
358,2024-05-16 23:03:49,1798,104,109,1798
359,2024-05-16 23:04:49,1797,104,113,1800
360,2024-05-16 23:05:49,1802,96,108,1802
361,2024-05-16 23:06:49,1798,94,105,1800
362,2024-05-16 23:07:49,1799,94,105,1798
363,2024-05-16 23:08:49,1802,95,105,1802
364,2024-05-16 23:09:49,1795,151,150,1796
365,2024-05-16 23:10:49,1800,122,136,1803
366,2024-05-16 23:11:49,1800,152,160,1795
367,2024-05-16 23:12:49,1797,156,165,1799
368,2024-05-16 23:13:49,1802,115,123,1802
369,2024-05-16 23:14:48,1802,113,119,1802
370,2024-05-16 23:15:49,1805,96,107,1805
371,2024-05-16 23:16:49,1802,102,109,1802
372,2024-05-16 23:17:49,1802,102,111,1803
373,2024-05-16 23:18:48,1797,134,142,1793
374,2024-05-16 23:19:49,1797,100,86,1795
375,2024-05-16 23:20:49,1802,110,111,1802
376,2024-05-16 23:21:49,1800,105,114,1803
377,2024-05-16 23:22:49,1800,105,115,1802
378,2024-05-16 23:23:49,1801,107,112,1805
379,2024-05-16 23:24:48,1804,103,111,1802
380,2024-05-16 23:25:49,1802,94,102,1803
381,2024-05-16 23:26:48,1802,101,106,1802
382,2024-05-16 23:27:49,1803,96,104,1802
383,2024-05-16 23:28:49,1804,31,135,1802
384,2024-05-16 23:29:48,1807,31,107,1804
385,2024-05-16 23:30:49,168,31,140,1802
386,2024-05-16 23:31:48,0,0,144,1802
387,2024-05-16 23:32:49,0,0,120,1796
388,2024-05-16 23:33:48,0,0,121,1797
389,2024-05-16 23:34:49,0,0,127,1802
390,2024-05-16 23:35:49,0,0,155,1799
391,2024-05-16 23:36:48,0,0,107,1802
392,2024-05-16 23:37:49,0,0,113,1801
393,2024-05-16 23:38:48,0,0,117,1802
394,2024-05-16 23:39:49,0,0,120,1800
395,2024-05-16 23:40:49,8,0,114,1801
396,2024-05-16 23:41:49,0,0,105,1803
397,2024-05-16 23:42:49,0,0,112,1802
398,2024-05-16 23:43:48,0,0,112,1806
399,2024-05-16 23:44:49,0,0,111,1805
400,2024-05-16 23:45:49,0,0,110,1802
401,2024-05-16 23:46:48,0,0,113,1802
402,2024-05-16 23:47:49,0,0,122,1802
403,2024-05-16 23:48:49,0,0,122,1800
404,2024-05-16 23:49:49,0,0,109,1802
405,2024-05-16 23:50:48,0,0,109,1802
406,2024-05-16 23:51:49,0,0,111,1804
407,2024-05-16 23:52:49,0,0,127,1802
408,2024-05-16 23:53:48,0,0,114,1802
409,2024-05-16 23:54:48,0,0,109,1802
410,2024-05-16 23:55:49,0,0,109,1803
411,2024-05-16 23:56:49,0,0,107,1802
412,2024-05-16 23:57:48,0,0,106,1806
413,2024-05-16 23:58:49,0,0,106,1804
414,2024-05-16 23:59:49,8,0,102,1800
415,2024-05-17 00:00:48,0,0,106,1803
416,2024-05-17 00:01:49,0,0,107,1803
417,2024-05-17 00:02:48,0,0,107,1804
418,2024-05-17 00:03:49,0,0,106,1802
419,2024-05-17 00:04:49,0,0,106,1802
420,2024-05-17 00:05:49,0,0,108,1804
421,2024-05-17 00:06:49,0,0,109,1802
422,2024-05-17 00:07:48,0,0,110,1802
423,2024-05-17 00:08:48,0,0,112,1802
424,2024-05-17 00:09:48,8,0,107,1802
425,2024-05-17 00:10:49,0,0,109,1805
426,2024-05-17 00:11:49,0,0,107,1803
427,2024-05-17 00:12:48,0,0,109,1802
428,2024-05-17 00:13:49,0,0,108,1804
429,2024-05-17 00:14:49,0,0,109,1803
430,2024-05-17 00:15:49,0,0,107,1803
431,2024-05-17 00:16:49,0,0,108,1805
432,2024-05-17 00:17:49,0,0,110,1802
433,2024-05-17 00:18:48,0,0,110,1800
434,2024-05-17 00:19:49,8,0,113,1803
435,2024-05-17 00:20:48,0,0,112,1801
436,2024-05-17 00:21:49,0,0,114,1802
437,2024-05-17 00:22:49,0,0,113,1802
438,2024-05-17 00:23:49,0,0,111,1802
439,2024-05-17 00:24:49,0,0,111,1802
440,2024-05-17 00:25:48,0,0,114,1802
441,2024-05-17 00:26:49,0,0,113,1802
442,2024-05-17 00:27:49,0,0,114,1802
443,2024-05-17 00:28:49,0,0,110,1800
444,2024-05-17 00:29:49,8,0,111,1803
445,2024-05-17 00:30:49,0,0,108,1803
446,2024-05-17 00:31:49,0,0,110,1801
447,2024-05-17 00:32:49,0,0,107,1806
448,2024-05-17 00:33:48,0,0,107,1804
449,2024-05-17 00:34:48,0,0,108,1804
450,2024-05-17 00:35:48,0,0,108,1805
451,2024-05-17 00:36:48,0,0,107,1803
452,2024-05-17 00:37:49,0,0,106,1803
453,2024-05-17 00:38:49,8,0,106,1800
454,2024-05-17 00:39:48,8,0,110,1802
455,2024-05-17 00:40:49,0,0,106,1805
456,2024-05-17 00:41:49,0,0,110,1803
457,2024-05-17 00:42:49,0,0,110,1803
458,2024-05-17 00:43:49,0,0,108,1804
459,2024-05-17 00:44:49,0,0,111,1803
460,2024-05-17 00:45:49,0,0,113,1803
461,2024-05-17 00:46:49,0,0,110,1803
462,2024-05-17 00:47:49,8,0,110,1800
463,2024-05-17 00:48:49,8,0,110,1800
464,2024-05-17 00:49:48,0,0,108,1803
465,2024-05-17 00:50:48,0,0,108,1803
466,2024-05-17 00:51:49,0,0,108,1802
467,2024-05-17 00:52:49,0,0,110,1805
468,2024-05-17 00:53:48,0,0,109,1802
469,2024-05-17 00:54:49,0,0,110,1802
470,2024-05-17 00:55:48,0,0,110,1802
471,2024-05-17 00:56:49,0,0,110,1803
472,2024-05-17 00:57:48,0,0,109,1800
473,2024-05-17 00:58:48,0,0,111,1800
474,2024-05-17 02:00:49,0,0,109,1802
475,2024-05-17 02:01:49,0,0,109,1802
476,2024-05-17 02:02:49,0,0,105,1801
477,2024-05-17 02:03:49,0,0,111,1802
478,2024-05-17 02:04:49,0,0,109,1803
479,2024-05-17 02:05:48,8,0,109,1800
480,2024-05-17 02:06:49,8,0,111,1800
481,2024-05-17 02:07:49,0,0,110,1804
482,2024-05-17 02:08:49,0,0,113,1802
483,2024-05-17 02:09:49,0,0,109,1803
484,2024-05-17 02:10:48,0,0,108,1803
485,2024-05-17 02:11:48,0,0,111,1803
486,2024-05-17 02:12:49,0,0,112,1804
487,2024-05-17 02:13:48,0,0,110,1803
488,2024-05-17 02:14:49,0,0,109,1802
489,2024-05-17 02:15:48,8,0,109,1800
490,2024-05-17 02:16:49,0,0,107,1802
491,2024-05-17 02:17:49,0,0,105,1803
492,2024-05-17 02:18:48,0,0,106,1802
493,2024-05-17 02:19:48,0,0,109,1806
494,2024-05-17 02:20:48,0,0,107,1804
495,2024-05-17 02:21:48,0,0,107,1805
496,2024-05-17 02:22:48,0,0,106,1805
497,2024-05-17 02:23:48,0,0,107,1804
498,2024-05-17 02:24:49,0,0,107,1803
499,2024-05-17 02:25:49,8,0,110,1800
500,2024-05-17 02:26:48,0,0,110,1803
501,2024-05-17 02:27:48,0,0,110,1803
502,2024-05-17 02:28:49,0,0,109,1803
503,2024-05-17 02:29:49,0,0,110,1803
504,2024-05-17 02:30:48,0,0,111,1804
505,2024-05-17 02:31:48,0,0,108,1806
506,2024-05-17 02:32:49,0,0,104,1804
507,2024-05-17 02:33:48,0,0,106,1802
508,2024-05-17 02:34:49,0,0,105,1806
509,2024-05-17 02:35:48,0,0,110,1800
510,2024-05-17 02:36:48,0,0,104,1804
511,2024-05-17 02:37:49,0,0,107,1803
512,2024-05-17 02:38:48,0,0,107,1804
513,2024-05-17 02:39:48,0,0,109,1804
514,2024-05-17 02:40:49,0,0,109,1804
515,2024-05-17 02:41:49,0,0,109,1805
516,2024-05-17 02:42:48,0,0,110,1805
517,2024-05-17 02:43:48,0,0,109,1805
518,2024-05-17 02:44:48,0,0,110,1802
519,2024-05-17 02:45:49,8,0,109,1800
520,2024-05-17 02:46:49,0,0,109,1803
521,2024-05-17 02:47:49,0,0,111,1804
522,2024-05-17 02:48:49,0,0,109,1802
523,2024-05-17 02:49:49,0,0,110,1804
524,2024-05-17 02:50:49,0,0,106,1802
525,2024-05-17 02:51:48,0,0,108,1803
526,2024-05-17 02:52:48,0,0,108,1803
527,2024-05-17 02:53:49,0,0,104,1804
528,2024-05-17 02:54:48,0,0,107,1800
529,2024-05-17 02:55:48,8,0,107,1800
530,2024-05-17 02:56:49,0,0,108,1803
531,2024-05-17 02:57:48,0,0,108,1803
532,2024-05-17 02:58:48,0,0,104,1803
533,2024-05-17 03:00:49,0,0,107,1803
534,2024-05-17 03:01:49,0,0,109,1803
535,2024-05-17 03:02:48,0,0,108,1803
536,2024-05-17 03:03:49,0,0,109,1805
537,2024-05-17 03:04:49,0,0,111,1800
538,2024-05-17 03:05:49,8,0,109,1800
539,2024-05-17 03:06:49,0,0,110,1802
540,2024-05-17 03:07:48,0,0,107,1804
541,2024-05-17 03:08:49,0,0,108,1802
542,2024-05-17 03:09:49,0,0,109,1805
543,2024-05-17 03:10:49,0,0,108,1802
544,2024-05-17 03:11:48,0,0,109,1802
545,2024-05-17 03:12:48,0,0,108,1803
546,2024-05-17 03:13:49,0,0,106,1803
547,2024-05-17 03:14:49,0,0,108,1800
548,2024-05-17 03:15:49,0,0,110,1801
549,2024-05-17 03:16:49,0,0,107,1802
550,2024-05-17 03:17:48,0,0,106,1803
551,2024-05-17 03:18:49,0,0,109,1803
552,2024-05-17 03:19:49,0,0,106,1803
553,2024-05-17 03:20:49,0,0,110,1802
554,2024-05-17 03:21:49,0,0,109,1802
555,2024-05-17 03:22:49,0,0,107,1802
556,2024-05-17 03:23:48,0,0,108,1802
557,2024-05-17 03:24:49,0,0,108,1800
558,2024-05-17 03:25:48,0,0,107,1801
559,2024-05-17 03:26:49,0,0,107,1800
560,2024-05-17 03:27:49,0,0,108,1801
561,2024-05-17 03:28:49,0,0,106,1803
562,2024-05-17 03:29:49,0,0,105,1802
563,2024-05-17 03:30:48,0,0,107,1802
564,2024-05-17 03:31:48,0,0,107,1802
565,2024-05-17 03:32:48,0,0,106,1802
566,2024-05-17 03:33:48,0,0,104,1802
567,2024-05-17 03:34:49,0,0,106,1800
568,2024-05-17 03:35:49,8,0,109,1802
569,2024-05-17 03:36:48,0,0,107,1802
570,2024-05-17 03:37:49,0,0,104,1803
571,2024-05-17 03:38:48,0,0,110,1802
572,2024-05-17 03:39:49,0,0,106,1804
573,2024-05-17 03:40:48,0,0,109,1802
574,2024-05-17 03:41:49,0,0,108,1805
575,2024-05-17 03:42:48,0,0,109,1802
576,2024-05-17 03:43:49,8,0,108,1800
577,2024-05-17 03:44:49,0,0,108,1800
578,2024-05-17 03:45:49,0,0,107,1804
