,PLC_point0_value,PLC_point1_value,PLC_point7_value,PLC_point5_value,PLC_point8_value,PLC_point4_value,PLC_point3_value,PLC_point2_value,PLC_point6_value,csvTime
214,error,error,error,error,error,error,error,error,error,2024-08-15 03:37:15
215,error,error,error,error,error,error,error,error,error,2024-08-15 03:38:14
216,error,error,error,error,error,error,error,error,error,2024-08-15 03:39:14
217,error,error,error,error,error,error,error,error,error,2024-08-15 03:40:14
218,error,error,error,error,error,error,error,error,error,2024-08-15 03:41:14
219,error,error,error,error,error,error,error,error,error,2024-08-15 03:42:14
220,error,error,error,error,error,error,error,error,error,2024-08-15 03:43:14
221,error,error,error,error,error,error,error,error,error,2024-08-15 03:44:14
222,error,error,error,error,error,error,error,error,error,2024-08-15 03:45:15
223,error,error,error,error,error,error,error,error,error,2024-08-15 03:46:15
224,error,error,error,error,error,error,error,error,error,2024-08-15 03:47:15
225,error,error,error,error,error,error,error,error,error,2024-08-15 03:48:15
226,error,error,error,error,error,error,error,error,error,2024-08-15 03:49:14
227,error,error,error,error,error,error,error,error,error,2024-08-15 03:50:15
228,error,error,error,error,error,error,error,error,error,2024-08-15 03:51:14
229,error,error,error,error,error,error,error,error,error,2024-08-15 03:52:15
230,error,error,error,error,error,error,error,error,error,2024-08-15 03:53:14
231,error,error,error,error,error,error,error,error,error,2024-08-15 03:54:15
232,error,error,error,error,error,error,error,error,error,2024-08-15 03:55:14
233,error,error,error,error,error,error,error,error,error,2024-08-15 03:56:14
234,error,error,error,error,error,error,error,error,error,2024-08-15 03:57:14
235,error,error,error,error,error,error,error,error,error,2024-08-15 03:58:15
236,error,error,error,error,error,error,error,error,error,2024-08-15 04:00:14
237,error,error,error,error,error,error,error,error,error,2024-08-15 04:01:15
238,error,error,error,error,error,error,error,error,error,2024-08-15 04:02:14
239,error,error,error,error,error,error,error,error,error,2024-08-15 04:03:14
240,error,error,error,error,error,error,error,error,error,2024-08-15 04:04:15
241,error,error,error,error,error,error,error,error,error,2024-08-15 04:05:14
242,error,error,error,error,error,error,error,error,error,2024-08-15 04:06:15
243,error,error,error,error,error,error,error,error,error,2024-08-15 04:07:14
244,error,error,error,error,error,error,error,error,error,2024-08-15 04:08:15
245,error,error,error,error,error,error,error,error,error,2024-08-15 04:09:14
246,error,error,error,error,error,error,error,error,error,2024-08-15 04:10:14
247,error,error,error,error,error,error,error,error,error,2024-08-15 04:11:14
248,error,error,error,error,error,error,error,error,error,2024-08-15 04:12:14
249,error,error,error,error,error,error,error,error,error,2024-08-15 04:13:14
250,error,error,error,error,error,error,error,error,error,2024-08-15 04:14:15
251,error,error,error,error,error,error,error,error,error,2024-08-15 04:15:14
252,error,error,error,error,error,error,error,error,error,2024-08-15 04:16:15
253,error,error,error,error,error,error,error,error,error,2024-08-15 04:17:14
254,error,error,error,error,error,error,error,error,error,2024-08-15 04:18:14
255,error,error,error,error,error,error,error,error,error,2024-08-15 04:19:15
256,error,error,error,error,error,error,error,error,error,2024-08-15 04:20:14
257,error,error,error,error,error,error,error,error,error,2024-08-15 04:21:14
258,error,error,error,error,error,error,error,error,error,2024-08-15 04:22:15
259,error,error,error,error,error,error,error,error,error,2024-08-15 04:23:15
260,error,error,error,error,error,error,error,error,error,2024-08-15 04:24:14
261,error,error,error,error,error,error,error,error,error,2024-08-15 04:25:14
262,error,error,error,error,error,error,error,error,error,2024-08-15 04:26:14
263,error,error,error,error,error,error,error,error,error,2024-08-15 04:27:15
264,error,error,error,error,error,error,error,error,error,2024-08-15 04:28:15
265,error,error,error,error,error,error,error,error,error,2024-08-15 04:29:14
266,error,error,error,error,error,error,error,error,error,2024-08-15 04:30:15
267,error,error,error,error,error,error,error,error,error,2024-08-15 04:31:14
268,error,error,error,error,error,error,error,error,error,2024-08-15 04:32:14
269,error,error,error,error,error,error,error,error,error,2024-08-15 04:33:15
270,error,error,error,error,error,error,error,error,error,2024-08-15 04:34:14
271,error,error,error,error,error,error,error,error,error,2024-08-15 04:35:14
272,error,error,error,error,error,error,error,error,error,2024-08-15 04:36:14
273,error,error,error,error,error,error,error,error,error,2024-08-15 04:37:14
274,error,error,error,error,error,error,error,error,error,2024-08-15 04:38:14
275,error,error,error,error,error,error,error,error,error,2024-08-15 04:39:14
276,error,error,error,error,error,error,error,error,error,2024-08-15 04:40:15
277,error,error,error,error,error,error,error,error,error,2024-08-15 04:41:14
278,error,error,error,error,error,error,error,error,error,2024-08-15 04:42:14
279,error,error,error,error,error,error,error,error,error,2024-08-15 04:43:14
280,error,error,error,error,error,error,error,error,error,2024-08-15 04:44:14
281,error,error,error,error,error,error,error,error,error,2024-08-15 04:45:14
282,error,error,error,error,error,error,error,error,error,2024-08-15 04:46:14
283,error,error,error,error,error,error,error,error,error,2024-08-15 04:47:14
284,error,error,error,error,error,error,error,error,error,2024-08-15 04:48:14
285,error,error,error,error,error,error,error,error,error,2024-08-15 04:49:14
286,error,error,error,error,error,error,error,error,error,2024-08-15 04:50:14
287,error,error,error,error,error,error,error,error,error,2024-08-15 04:51:15
288,error,error,error,error,error,error,error,error,error,2024-08-15 04:52:14
289,error,error,error,error,error,error,error,error,error,2024-08-15 04:53:14
290,error,error,error,error,error,error,error,error,error,2024-08-15 04:54:15
291,error,error,error,error,error,error,error,error,error,2024-08-15 04:55:14
292,error,error,error,error,error,error,error,error,error,2024-08-15 04:56:15
293,error,error,error,error,error,error,error,error,error,2024-08-15 04:57:15
294,error,error,error,error,error,error,error,error,error,2024-08-15 04:58:14
295,error,error,error,error,error,error,error,error,error,2024-08-15 05:00:15
296,error,error,error,error,error,error,error,error,error,2024-08-15 05:01:15
297,error,error,error,error,error,error,error,error,error,2024-08-15 05:02:14
298,error,error,error,error,error,error,error,error,error,2024-08-15 05:03:15
299,error,error,error,error,error,error,error,error,error,2024-08-15 05:04:14
300,error,error,error,error,error,error,error,error,error,2024-08-15 05:05:15
301,error,error,error,error,error,error,error,error,error,2024-08-15 05:06:14
302,error,error,error,error,error,error,error,error,error,2024-08-15 05:07:14
303,error,error,error,error,error,error,error,error,error,2024-08-15 05:08:14
304,error,error,error,error,error,error,error,error,error,2024-08-15 05:09:14
305,error,error,error,error,error,error,error,error,error,2024-08-15 05:10:14
306,error,error,error,error,error,error,error,error,error,2024-08-15 05:11:14
307,error,error,error,error,error,error,error,error,error,2024-08-15 05:12:14
308,error,error,error,error,error,error,error,error,error,2024-08-15 05:13:14
309,error,error,error,error,error,error,error,error,error,2024-08-15 05:14:15
310,error,error,error,error,error,error,error,error,error,2024-08-15 05:15:14
311,error,error,error,error,error,error,error,error,error,2024-08-15 05:16:14
312,error,error,error,error,error,error,error,error,error,2024-08-15 05:17:14
313,error,error,error,error,error,error,error,error,error,2024-08-15 05:18:15
314,error,error,error,error,error,error,error,error,error,2024-08-15 05:19:14
315,error,error,error,error,error,error,error,error,error,2024-08-15 05:20:14
316,error,error,error,error,error,error,error,error,error,2024-08-15 05:21:15
317,error,error,error,error,error,error,error,error,error,2024-08-15 05:22:14
318,error,error,error,error,error,error,error,error,error,2024-08-15 05:23:14
319,error,error,error,error,error,error,error,error,error,2024-08-15 05:24:14
320,error,error,error,error,error,error,error,error,error,2024-08-15 05:25:14
321,error,error,error,error,error,error,error,error,error,2024-08-15 05:26:14
322,error,error,error,error,error,error,error,error,error,2024-08-15 05:27:14
323,error,error,error,error,error,error,error,error,error,2024-08-15 05:28:14
324,error,error,error,error,error,error,error,error,error,2024-08-15 05:29:14
325,error,error,error,error,error,error,error,error,error,2024-08-15 05:30:14
326,error,error,error,error,error,error,error,error,error,2024-08-15 05:31:14
327,error,error,error,error,error,error,error,error,error,2024-08-15 05:32:14
328,error,error,error,error,error,error,error,error,error,2024-08-15 05:33:14
329,error,error,error,error,error,error,error,error,error,2024-08-15 05:34:14
330,error,error,error,error,error,error,error,error,error,2024-08-15 05:35:14
331,error,error,error,error,error,error,error,error,error,2024-08-15 05:36:14
332,error,error,error,error,error,error,error,error,error,2024-08-15 05:37:14
333,error,error,error,error,error,error,error,error,error,2024-08-15 05:38:15
334,error,error,error,error,error,error,error,error,error,2024-08-15 05:39:14
335,error,error,error,error,error,error,error,error,error,2024-08-15 05:40:14
336,error,error,error,error,error,error,error,error,error,2024-08-15 05:41:14
337,error,error,error,error,error,error,error,error,error,2024-08-15 05:42:14
338,error,error,error,error,error,error,error,error,error,2024-08-15 05:43:14
339,error,error,error,error,error,error,error,error,error,2024-08-15 05:44:14
340,error,error,error,error,error,error,error,error,error,2024-08-15 05:45:14
341,error,error,error,error,error,error,error,error,error,2024-08-15 05:46:14
342,error,error,error,error,error,error,error,error,error,2024-08-15 05:47:14
343,error,error,error,error,error,error,error,error,error,2024-08-15 05:48:15
344,error,error,error,error,error,error,error,error,error,2024-08-15 05:49:14
345,error,error,error,error,error,error,error,error,error,2024-08-15 05:50:14
346,error,error,error,error,error,error,error,error,error,2024-08-15 05:51:14
347,error,error,error,error,error,error,error,error,error,2024-08-15 05:52:14
348,error,error,error,error,error,error,error,error,error,2024-08-15 05:53:15
349,error,error,error,error,error,error,error,error,error,2024-08-15 05:54:14
350,error,error,error,error,error,error,error,error,error,2024-08-15 05:55:15
351,error,error,error,error,error,error,error,error,error,2024-08-15 05:56:14
352,error,error,error,error,error,error,error,error,error,2024-08-15 05:57:14
353,error,error,error,error,error,error,error,error,error,2024-08-15 05:58:14
354,error,error,error,error,error,error,error,error,error,2024-08-15 06:00:14
355,error,error,error,error,error,error,error,error,error,2024-08-15 06:01:14
356,error,error,error,error,error,error,error,error,error,2024-08-15 06:02:14
357,error,error,error,error,error,error,error,error,error,2024-08-15 06:03:14
358,error,error,error,error,error,error,error,error,error,2024-08-15 06:04:14
359,error,error,error,error,error,error,error,error,error,2024-08-15 06:05:14
360,error,error,error,error,error,error,error,error,error,2024-08-15 06:06:14
361,error,error,error,error,error,error,error,error,error,2024-08-15 06:07:14
362,error,error,error,error,error,error,error,error,error,2024-08-15 06:08:14
363,error,error,error,error,error,error,error,error,error,2024-08-15 06:09:14
364,error,error,error,error,error,error,error,error,error,2024-08-15 06:10:14
365,error,error,error,error,error,error,error,error,error,2024-08-15 06:11:14
366,error,error,error,error,error,error,error,error,error,2024-08-15 06:12:14
367,error,error,error,error,error,error,error,error,error,2024-08-15 06:13:14
368,error,error,error,error,error,error,error,error,error,2024-08-15 06:14:15
369,error,error,error,error,error,error,error,error,error,2024-08-15 06:15:14
370,error,error,error,error,error,error,error,error,error,2024-08-15 06:16:14
371,error,error,error,error,error,error,error,error,error,2024-08-15 06:17:14
372,error,error,error,error,error,error,error,error,error,2024-08-15 06:18:14
373,error,error,error,error,error,error,error,error,error,2024-08-15 06:19:14
374,error,error,error,error,error,error,error,error,error,2024-08-15 06:20:15
375,error,error,error,error,error,error,error,error,error,2024-08-15 06:21:14
376,error,error,error,error,error,error,error,error,error,2024-08-15 06:22:14
377,error,error,error,error,error,error,error,error,error,2024-08-15 06:23:14
378,error,error,error,error,error,error,error,error,error,2024-08-15 06:24:14
379,error,error,error,error,error,error,error,error,error,2024-08-15 06:25:14
380,error,error,error,error,error,error,error,error,error,2024-08-15 06:26:14
381,error,error,error,error,error,error,error,error,error,2024-08-15 06:27:14
382,error,error,error,error,error,error,error,error,error,2024-08-15 06:28:14
383,error,error,error,error,error,error,error,error,error,2024-08-15 06:29:14
384,error,error,error,error,error,error,error,error,error,2024-08-15 06:30:14
385,error,error,error,error,error,error,error,error,error,2024-08-15 06:31:14
386,error,error,error,error,error,error,error,error,error,2024-08-15 06:32:14
387,error,error,error,error,error,error,error,error,error,2024-08-15 06:33:14
388,error,error,error,error,error,error,error,error,error,2024-08-15 06:34:14
389,error,error,error,error,error,error,error,error,error,2024-08-15 06:35:14
390,error,error,error,error,error,error,error,error,error,2024-08-15 06:36:14
391,error,error,error,error,error,error,error,error,error,2024-08-15 06:37:14
392,error,error,error,error,error,error,error,error,error,2024-08-15 06:38:14
393,error,error,error,error,error,error,error,error,error,2024-08-15 06:39:14
394,error,error,error,error,error,error,error,error,error,2024-08-15 06:40:14
395,error,error,error,error,error,error,error,error,error,2024-08-15 06:41:14
396,error,error,error,error,error,error,error,error,error,2024-08-15 06:42:14
397,error,error,error,error,error,error,error,error,error,2024-08-15 06:43:14
398,error,error,error,error,error,error,error,error,error,2024-08-15 06:44:14
399,error,error,error,error,error,error,error,error,error,2024-08-15 06:45:14
400,error,error,error,error,error,error,error,error,error,2024-08-15 06:46:14
401,error,error,error,error,error,error,error,error,error,2024-08-15 06:47:14
402,error,error,error,error,error,error,error,error,error,2024-08-15 06:48:15
403,error,error,error,error,error,error,error,error,error,2024-08-15 06:49:14
404,error,error,error,error,error,error,error,error,error,2024-08-15 06:50:14
405,error,error,error,error,error,error,error,error,error,2024-08-15 06:51:15
406,error,error,error,error,error,error,error,error,error,2024-08-15 06:52:14
407,error,error,error,error,error,error,error,error,error,2024-08-15 06:53:14
408,error,error,error,error,error,error,error,error,error,2024-08-15 06:54:14
409,error,error,error,error,error,error,error,error,error,2024-08-15 06:55:14
410,error,error,error,error,error,error,error,error,error,2024-08-15 06:56:14
411,error,error,error,error,error,error,error,error,error,2024-08-15 06:57:14
412,error,error,error,error,error,error,error,error,error,2024-08-15 06:58:14
413,error,error,error,error,error,error,error,error,error,2024-08-15 07:00:14
414,error,error,error,error,error,error,error,error,error,2024-08-15 07:01:14
415,error,error,error,error,error,error,error,error,error,2024-08-15 07:02:14
416,error,error,error,error,error,error,error,error,error,2024-08-15 07:03:14
417,error,error,error,error,error,error,error,error,error,2024-08-15 07:04:14
