,P1_75,csvTime,P1_66
56,252,2024-05-16 16:55:59,0
57,238,2024-05-16 16:56:59,0
58,241,2024-05-16 16:57:59,0
59,238,2024-05-16 16:58:59,0
60,466,2024-05-16 17:00:59,0
61,286,2024-05-16 17:01:59,0
62,290,2024-05-16 17:03:00,0
63,265,2024-05-16 17:03:59,0
64,274,2024-05-16 17:04:59,0
65,428,2024-05-16 17:06:00,0
66,296,2024-05-16 17:07:00,0
67,256,2024-05-16 17:07:59,0
68,427,2024-05-16 17:08:59,0
69,296,2024-05-16 17:09:59,0
70,296,2024-05-16 17:10:59,0
71,274,2024-05-16 17:11:59,0
72,296,2024-05-16 17:12:59,0
73,298,2024-05-16 17:13:59,0
74,293,2024-05-16 17:15:00,0
75,282,2024-05-16 17:15:59,0
76,296,2024-05-16 17:16:59,0
77,282,2024-05-16 17:17:59,0
78,290,2024-05-16 17:18:59,0
79,290,2024-05-16 17:19:59,0
80,288,2024-05-16 17:21:00,0
81,224,2024-05-16 17:22:00,0
82,238,2024-05-16 17:22:59,0
83,237,2024-05-16 17:23:59,0
84,246,2024-05-16 17:24:59,0
85,228,2024-05-16 17:25:59,0
86,282,2024-05-16 17:26:59,0
87,332,2024-05-16 17:28:00,0
88,307,2024-05-16 17:28:59,0
89,378,2024-05-16 17:29:59,0
90,362,2024-05-16 17:31:00,0
91,244,2024-05-16 17:31:59,0
92,236,2024-05-16 17:32:59,0
93,235,2024-05-16 17:33:59,0
94,276,2024-05-16 17:35:00,0
95,274,2024-05-16 17:35:59,0
96,318,2024-05-16 17:37:00,0
97,304,2024-05-16 17:37:59,0
98,241,2024-05-16 17:38:59,0
99,261,2024-05-16 17:40:00,0
100,247,2024-05-16 17:40:59,0
101,359,2024-05-16 17:41:59,0
102,406,2024-05-16 17:42:59,0
103,448,2024-05-16 17:43:59,0
104,400,2024-05-16 17:44:59,0
105,345,2024-05-16 17:45:59,0
106,241,2024-05-16 17:46:59,0
107,325,2024-05-16 17:47:59,0
108,376,2024-05-16 17:48:59,0
109,288,2024-05-16 17:49:59,0
110,290,2024-05-16 17:51:00,0
111,268,2024-05-16 17:51:59,0
112,274,2024-05-16 17:53:00,0
113,274,2024-05-16 17:53:59,0
114,276,2024-05-16 17:54:59,0
115,381,2024-05-16 17:55:59,0
116,279,2024-05-16 17:56:59,0
117,222,2024-05-16 17:57:59,0
118,260,2024-05-16 17:58:59,0
119,276,2024-05-16 18:00:00,0
120,277,2024-05-16 18:00:59,0
121,290,2024-05-16 18:01:59,0
122,274,2024-05-16 18:02:59,0
123,285,2024-05-16 18:04:00,0
124,219,2024-05-16 18:05:00,0
125,219,2024-05-16 18:06:00,0
126,244,2024-05-16 18:06:59,0
127,311,2024-05-16 18:07:59,0
128,226,2024-05-16 18:08:59,0
129,351,2024-05-16 18:09:59,0
130,351,2024-05-16 18:10:59,0
131,441,2024-05-16 18:11:59,0
132,436,2024-05-16 18:13:00,0
133,290,2024-05-16 18:14:00,0
134,315,2024-05-16 18:15:00,0
135,235,2024-05-16 18:15:59,0
136,343,2024-05-16 18:16:59,0
137,233,2024-05-16 18:17:59,0
138,224,2024-05-16 18:18:59,0
139,395,2024-05-16 18:19:59,0
140,420,2024-05-16 18:20:59,0
141,400,2024-05-16 18:22:00,0
142,340,2024-05-16 18:22:59,0
143,420,2024-05-16 18:23:59,0
144,340,2024-05-16 18:24:59,0
145,287,2024-05-16 18:26:00,0
146,293,2024-05-16 18:26:59,0
147,290,2024-05-16 18:27:59,0
148,290,2024-05-16 18:28:59,0
149,279,2024-05-16 18:29:59,0
150,301,2024-05-16 18:30:59,0
151,323,2024-05-16 18:31:59,0
152,345,2024-05-16 18:32:59,0
153,241,2024-05-16 18:33:59,0
154,552,2024-05-16 18:34:59,0
155,210,2024-05-16 18:36:00,0
156,280,2024-05-16 18:36:59,0
157,272,2024-05-16 18:37:59,0
158,303,2024-05-16 18:38:59,0
159,345,2024-05-16 18:39:59,0
160,448,2024-05-16 18:40:59,0
161,296,2024-05-16 18:41:59,0
162,291,2024-05-16 18:42:59,0
163,288,2024-05-16 18:43:59,0
164,266,2024-05-16 18:44:59,0
165,263,2024-05-16 18:45:59,0
166,271,2024-05-16 18:46:59,0
167,467,2024-05-16 18:47:59,0
168,241,2024-05-16 18:48:59,0
169,469,2024-05-16 18:50:00,0
170,506,2024-05-16 18:50:59,0
171,246,2024-05-16 18:51:59,0
172,309,2024-05-16 18:53:00,0
173,272,2024-05-16 18:53:59,0
174,232,2024-05-16 18:54:59,0
175,365,2024-05-16 18:55:59,0
176,301,2024-05-16 18:56:59,0
177,298,2024-05-16 18:58:00,0
178,290,2024-05-16 18:58:59,0
179,345,2024-05-16 19:00:00,0
180,298,2024-05-16 19:00:59,0
181,326,2024-05-16 19:01:59,0
182,298,2024-05-16 19:02:59,0
183,285,2024-05-16 19:03:59,0
184,288,2024-05-16 19:04:59,0
185,367,2024-05-16 19:05:59,0
186,383,2024-05-16 19:06:59,0
187,434,2024-05-16 19:07:59,0
188,356,2024-05-16 19:08:59,0
189,296,2024-05-16 19:09:59,0
190,249,2024-05-16 19:10:59,0
191,311,2024-05-16 19:11:59,0
192,301,2024-05-16 19:12:59,0
193,295,2024-05-16 19:13:59,0
194,329,2024-05-16 19:14:59,0
195,334,2024-05-16 19:15:59,0
196,260,2024-05-16 19:16:59,0
197,260,2024-05-16 19:17:59,0
198,287,2024-05-16 19:18:59,0
199,287,2024-05-16 19:19:59,0
200,284,2024-05-16 19:21:00,0
201,288,2024-05-16 19:21:59,0
202,290,2024-05-16 19:22:59,0
203,282,2024-05-16 19:23:59,0
204,282,2024-05-16 19:25:00,0
205,302,2024-05-16 19:25:59,0
206,340,2024-05-16 19:26:59,0
207,282,2024-05-16 19:28:00,0
208,334,2024-05-16 19:28:59,0
209,327,2024-05-16 19:30:00,0
210,388,2024-05-16 19:31:00,0
211,341,2024-05-16 19:32:00,0
212,287,2024-05-16 19:33:00,0
213,709,2024-05-16 19:33:59,0
214,629,2024-05-16 19:35:00,0
215,673,2024-05-16 19:35:59,0
216,263,2024-05-16 19:36:59,0
217,253,2024-05-16 19:37:59,0
218,345,2024-05-16 19:39:00,0
219,341,2024-05-16 19:39:59,0
220,332,2024-05-16 19:40:59,0
221,241,2024-05-16 19:41:59,0
222,296,2024-05-16 19:42:59,0
223,254,2024-05-16 19:43:59,0
224,301,2024-05-16 19:44:59,0
225,296,2024-05-16 19:45:59,0
226,304,2024-05-16 19:46:59,0
227,456,2024-05-16 19:47:59,0
228,433,2024-05-16 19:48:59,0
229,304,2024-05-16 19:49:59,0
230,260,2024-05-16 19:51:00,0
231,214,2024-05-16 19:51:59,0
232,274,2024-05-16 19:52:59,0
233,307,2024-05-16 19:53:59,0
234,282,2024-05-16 19:55:00,0
235,285,2024-05-16 19:55:59,0
236,266,2024-05-16 19:56:59,0
237,285,2024-05-16 19:57:59,0
238,290,2024-05-16 19:58:59,0
239,312,2024-05-16 20:00:59,0
240,263,2024-05-16 20:01:59,0
241,257,2024-05-16 20:02:59,0
242,278,2024-05-16 20:03:59,0
243,266,2024-05-16 20:04:59,0
244,267,2024-05-16 20:05:59,0
245,274,2024-05-16 20:06:59,0
246,267,2024-05-16 20:07:59,0
247,274,2024-05-16 20:08:59,0
248,268,2024-05-16 20:09:59,0
249,268,2024-05-16 20:10:59,0
250,282,2024-05-16 20:11:59,0
251,265,2024-05-16 20:12:59,0
252,279,2024-05-16 20:13:59,0
253,271,2024-05-16 20:14:59,0
254,279,2024-05-16 20:16:00,0
255,276,2024-05-16 20:16:59,0
256,337,2024-05-16 20:17:59,0
257,229,2024-05-16 20:18:59,0
258,426,2024-05-16 20:19:59,0
259,270,2024-05-16 20:20:59,0
260,522,2024-05-16 20:21:59,0
261,483,2024-05-16 20:22:59,0
262,326,2024-05-16 20:23:59,0
263,315,2024-05-16 20:24:59,0
264,313,2024-05-16 20:25:59,0
265,306,2024-05-16 20:26:59,0
266,276,2024-05-16 20:27:59,0
267,243,2024-05-16 20:28:59,0
268,275,2024-05-16 20:29:59,0
269,279,2024-05-16 20:31:00,0
270,279,2024-05-16 20:31:59,0
271,277,2024-05-16 20:32:59,0
272,290,2024-05-16 20:34:00,0
273,276,2024-05-16 20:34:59,0
274,281,2024-05-16 20:36:00,0
275,274,2024-05-16 20:36:59,0
276,271,2024-05-16 20:37:59,0
277,257,2024-05-16 20:38:59,0
278,248,2024-05-16 20:39:59,0
279,252,2024-05-16 20:40:59,0
280,224,2024-05-16 20:41:59,0
281,249,2024-05-16 20:42:59,0
282,246,2024-05-16 20:43:59,0
283,268,2024-05-16 20:44:59,0
284,272,2024-05-16 20:45:59,0
285,287,2024-05-16 20:47:00,0
286,267,2024-05-16 20:47:59,0
287,257,2024-05-16 20:49:00,0
288,296,2024-05-16 20:49:59,0
289,362,2024-05-16 20:51:00,0
290,290,2024-05-16 20:51:59,0
291,318,2024-05-16 20:52:59,0
292,309,2024-05-16 20:54:00,0
293,312,2024-05-16 20:54:59,0
294,290,2024-05-16 20:55:59,0
295,346,2024-05-16 20:56:59,0
296,299,2024-05-16 20:57:59,0
297,290,2024-05-16 20:58:59,0
298,297,2024-05-16 22:00:00,0
299,309,2024-05-16 22:00:59,0
300,252,2024-05-16 22:01:59,0
301,224,2024-05-16 22:02:59,0
302,307,2024-05-16 22:03:59,0
303,293,2024-05-16 22:05:00,0
304,263,2024-05-16 22:05:59,0
305,274,2024-05-16 22:06:59,0
306,303,2024-05-16 22:07:59,0
307,301,2024-05-16 22:08:59,0
308,243,2024-05-16 22:09:59,0
309,234,2024-05-16 22:10:59,0
310,230,2024-05-16 22:11:59,0
311,241,2024-05-16 22:12:59,0
312,296,2024-05-16 22:13:59,0
313,238,2024-05-16 22:14:59,0
314,521,2024-05-16 22:15:59,0
315,261,2024-05-16 22:16:59,0
316,461,2024-05-16 22:18:00,0
317,356,2024-05-16 22:18:59,0
318,290,2024-05-16 22:19:59,0
319,329,2024-05-16 22:20:59,0
320,544,2024-05-16 22:22:00,0
321,293,2024-05-16 22:22:59,0
322,288,2024-05-16 22:23:59,0
323,255,2024-05-16 22:24:59,0
324,274,2024-05-16 22:25:59,0
325,526,2024-05-16 22:26:59,0
326,428,2024-05-16 22:27:59,0
327,296,2024-05-16 22:28:59,0
328,362,2024-05-16 22:29:59,0
329,356,2024-05-16 22:30:59,0
330,309,2024-05-16 22:31:59,0
331,309,2024-05-16 22:32:59,0
332,318,2024-05-16 22:34:00,0
333,282,2024-05-16 22:34:59,0
334,263,2024-05-16 22:35:59,0
335,241,2024-05-16 22:37:00,0
336,299,2024-05-16 22:37:59,0
337,244,2024-05-16 22:38:59,0
338,290,2024-05-16 22:39:59,0
339,291,2024-05-16 22:40:59,0
340,285,2024-05-16 22:41:59,0
341,279,2024-05-16 22:42:59,0
342,301,2024-05-16 22:43:59,0
343,296,2024-05-16 22:44:59,0
344,290,2024-05-16 22:45:59,0
345,279,2024-05-16 22:46:59,0
346,290,2024-05-16 22:47:59,0
347,207,2024-05-16 22:48:59,0
348,153,2024-05-16 22:50:00,0
349,150,2024-05-16 22:50:59,0
350,175,2024-05-16 22:51:59,0
351,213,2024-05-16 22:52:59,0
352,238,2024-05-16 22:53:59,0
353,188,2024-05-16 22:54:59,0
354,205,2024-05-16 22:55:59,0
355,183,2024-05-16 22:56:59,0
356,184,2024-05-16 22:57:59,0
357,199,2024-05-16 22:58:59,0
358,230,2024-05-16 23:00:59,0
359,326,2024-05-16 23:02:00,0
360,315,2024-05-16 23:02:59,0
361,313,2024-05-16 23:03:59,0
362,263,2024-05-16 23:04:59,0
363,263,2024-05-16 23:05:59,0
364,255,2024-05-16 23:06:59,0
365,307,2024-05-16 23:07:59,0
366,312,2024-05-16 23:08:59,0
367,431,2024-05-16 23:09:59,0
368,450,2024-05-16 23:10:59,0
369,428,2024-05-16 23:11:59,0
370,485,2024-05-16 23:12:59,0
371,356,2024-05-16 23:13:59,0
372,359,2024-05-16 23:14:59,0
373,312,2024-05-16 23:15:59,0
374,401,2024-05-16 23:16:59,0
375,401,2024-05-16 23:17:59,0
376,214,2024-05-16 23:18:59,0
377,403,2024-05-16 23:19:59,0
378,318,2024-05-16 23:20:59,0
379,340,2024-05-16 23:21:59,0
380,303,2024-05-16 23:22:59,0
381,318,2024-05-16 23:23:59,0
382,301,2024-05-16 23:24:59,0
383,243,2024-05-16 23:25:59,0
384,273,2024-05-16 23:26:59,0
385,265,2024-05-16 23:27:59,0
386,392,2024-05-16 23:28:59,0
387,280,2024-05-16 23:29:59,0
388,403,2024-05-16 23:30:59,0
389,290,2024-05-16 23:31:59,0
390,285,2024-05-16 23:32:59,0
391,500,2024-05-16 23:33:59,0
392,408,2024-05-16 23:35:00,0
393,494,2024-05-16 23:35:59,0
394,362,2024-05-16 23:36:59,0
395,300,2024-05-16 23:37:59,0
396,323,2024-05-16 23:38:59,0
397,334,2024-05-16 23:39:59,0
398,415,2024-05-16 23:40:59,0
399,202,2024-05-16 23:41:59,0
400,296,2024-05-16 23:42:59,0
401,293,2024-05-16 23:43:59,0
402,297,2024-05-16 23:44:59,0
403,297,2024-05-16 23:45:59,0
404,304,2024-05-16 23:46:59,0
405,361,2024-05-16 23:47:59,0
406,359,2024-05-16 23:48:59,0
407,313,2024-05-16 23:49:59,0
408,321,2024-05-16 23:50:59,0
409,302,2024-05-16 23:51:59,0
410,395,2024-05-16 23:52:59,0
411,311,2024-05-16 23:53:59,0
412,287,2024-05-16 23:54:59,0
413,290,2024-05-16 23:55:59,0
414,268,2024-05-16 23:56:59,0
415,252,2024-05-16 23:57:59,0
416,274,2024-05-16 23:58:59,0
417,252,2024-05-17 00:00:59,0
418,257,2024-05-17 00:01:59,0
419,260,2024-05-17 00:02:59,0
420,255,2024-05-17 00:04:00,0
421,276,2024-05-17 00:04:59,0
422,271,2024-05-17 00:05:59,0
423,287,2024-05-17 00:06:59,0
424,268,2024-05-17 00:07:59,0
425,285,2024-05-17 00:08:59,0
426,293,2024-05-17 00:09:59,0
427,281,2024-05-17 00:10:59,0
428,296,2024-05-17 00:11:59,0
429,290,2024-05-17 00:13:00,0
430,293,2024-05-17 00:14:00,0
431,277,2024-05-17 00:15:00,0
432,293,2024-05-17 00:15:59,0
433,293,2024-05-17 00:16:59,0
434,293,2024-05-17 00:17:59,0
435,307,2024-05-17 00:18:59,0
436,315,2024-05-17 00:19:59,0
437,318,2024-05-17 00:20:59,0
438,310,2024-05-17 00:21:59,0
439,309,2024-05-17 00:22:59,0
440,301,2024-05-17 00:23:59,0
441,310,2024-05-17 00:24:59,0
442,315,2024-05-17 00:26:00,0
443,302,2024-05-17 00:27:00,0
444,301,2024-05-17 00:27:59,0
445,312,2024-05-17 00:28:59,0
446,301,2024-05-17 00:29:59,0
447,274,2024-05-17 00:31:00,0
448,257,2024-05-17 00:31:59,0
449,263,2024-05-17 00:33:00,0
450,271,2024-05-17 00:34:00,0
451,285,2024-05-17 00:34:59,0
452,265,2024-05-17 00:36:00,0
453,279,2024-05-17 00:37:00,0
454,285,2024-05-17 00:37:59,0
455,281,2024-05-17 00:38:59,0
456,257,2024-05-17 00:39:59,0
457,293,2024-05-17 00:40:59,0
458,285,2024-05-17 00:41:59,0
459,299,2024-05-17 00:42:59,0
460,290,2024-05-17 00:43:59,0
461,307,2024-05-17 00:44:59,0
462,285,2024-05-17 00:45:59,0
463,288,2024-05-17 00:46:59,0
464,293,2024-05-17 00:47:59,0
465,298,2024-05-17 00:48:59,0
466,285,2024-05-17 00:49:59,0
467,284,2024-05-17 00:50:59,0
468,296,2024-05-17 00:51:59,0
469,290,2024-05-17 00:52:59,0
470,295,2024-05-17 00:54:00,0
471,279,2024-05-17 00:54:59,0
472,301,2024-05-17 00:55:59,0
473,293,2024-05-17 00:56:59,0
474,296,2024-05-17 00:57:59,0
475,287,2024-05-17 00:58:59,0
476,296,2024-05-17 00:59:59,0
477,279,2024-05-17 02:00:59,0
478,287,2024-05-17 02:01:59,0
479,287,2024-05-17 02:02:59,0
480,290,2024-05-17 02:03:59,0
481,290,2024-05-17 02:04:59,0
482,298,2024-05-17 02:05:59,0
483,301,2024-05-17 02:06:59,0
484,301,2024-05-17 02:07:59,0
485,276,2024-05-17 02:08:59,0
486,296,2024-05-17 02:09:59,0
487,298,2024-05-17 02:11:00,0
488,287,2024-05-17 02:11:59,0
489,297,2024-05-17 02:12:59,0
490,296,2024-05-17 02:13:59,0
491,290,2024-05-17 02:14:59,0
492,271,2024-05-17 02:15:59,0
493,266,2024-05-17 02:16:59,0
494,285,2024-05-17 02:17:59,0
495,285,2024-05-17 02:18:59,0
496,288,2024-05-17 02:19:59,0
497,274,2024-05-17 02:20:59,0
498,258,2024-05-17 02:21:59,0
499,273,2024-05-17 02:22:59,0
500,268,2024-05-17 02:23:59,0
501,271,2024-05-17 02:24:59,0
502,285,2024-05-17 02:25:59,0
503,288,2024-05-17 02:26:59,0
504,293,2024-05-17 02:27:59,0
505,298,2024-05-17 02:28:59,0
506,293,2024-05-17 02:29:59,0
507,293,2024-05-17 02:30:59,0
508,296,2024-05-17 02:31:59,0
509,274,2024-05-17 02:32:59,0
510,278,2024-05-17 02:33:59,0
511,265,2024-05-17 02:34:59,0
512,251,2024-05-17 02:35:59,0
513,265,2024-05-17 02:36:59,0
514,271,2024-05-17 02:37:59,0
515,283,2024-05-17 02:38:59,0
516,286,2024-05-17 02:39:59,0
517,285,2024-05-17 02:40:59,0
518,285,2024-05-17 02:41:59,0
519,299,2024-05-17 02:42:59,0
520,290,2024-05-17 02:43:59,0
521,288,2024-05-17 02:44:59,0
522,298,2024-05-17 02:45:59,0
523,296,2024-05-17 02:46:59,0
524,290,2024-05-17 02:47:59,0
525,296,2024-05-17 02:48:59,0
526,293,2024-05-17 02:49:59,0
527,282,2024-05-17 02:50:59,0
528,285,2024-05-17 02:51:59,0
529,263,2024-05-17 02:52:59,0
530,278,2024-05-17 02:53:59,0
531,259,2024-05-17 02:54:59,0
532,270,2024-05-17 02:55:59,0
533,260,2024-05-17 02:56:59,0
534,266,2024-05-17 02:57:59,0
535,274,2024-05-17 02:58:59,0
536,279,2024-05-17 03:00:59,0
537,282,2024-05-17 03:01:59,0
538,282,2024-05-17 03:02:59,0
539,296,2024-05-17 03:03:59,0
540,272,2024-05-17 03:04:59,0
541,293,2024-05-17 03:05:59,0
542,290,2024-05-17 03:06:59,0
543,290,2024-05-17 03:07:59,0
544,276,2024-05-17 03:08:59,0
545,285,2024-05-17 03:09:59,0
546,293,2024-05-17 03:10:59,0
547,293,2024-05-17 03:11:59,0
548,285,2024-05-17 03:12:59,0
549,290,2024-05-17 03:13:59,0
550,271,2024-05-17 03:14:59,0
551,268,2024-05-17 03:15:59,0
552,287,2024-05-17 03:16:59,0
553,282,2024-05-17 03:17:59,0
554,278,2024-05-17 03:18:59,0
555,266,2024-05-17 03:19:59,0
556,282,2024-05-17 03:20:59,0
557,277,2024-05-17 03:21:59,0
558,282,2024-05-17 03:22:59,0
559,271,2024-05-17 03:23:59,0
560,280,2024-05-17 03:24:59,0
561,276,2024-05-17 03:25:59,0
562,287,2024-05-17 03:26:59,0
563,285,2024-05-17 03:27:59,0
564,282,2024-05-17 03:28:59,0
565,272,2024-05-17 03:29:59,0
566,257,2024-05-17 03:30:59,0
567,274,2024-05-17 03:31:59,0
568,249,2024-05-17 03:32:59,0
569,269,2024-05-17 03:33:59,0
570,266,2024-05-17 03:34:59,0
571,254,2024-05-17 03:35:59,0
572,263,2024-05-17 03:36:59,0
573,264,2024-05-17 03:37:59,0
574,251,2024-05-17 03:38:59,0
575,275,2024-05-17 03:39:59,0
576,282,2024-05-17 03:40:59,0
577,268,2024-05-17 03:41:59,0
578,271,2024-05-17 03:42:59,0
579,274,2024-05-17 03:43:59,0
580,274,2024-05-17 03:44:59,0
581,284,2024-05-17 03:45:59,0
582,277,2024-05-17 03:46:59,0
583,284,2024-05-17 03:47:59,0
584,263,2024-05-17 03:48:59,0
585,279,2024-05-17 03:49:59,0
586,279,2024-05-17 03:50:59,0
587,265,2024-05-17 03:51:59,0
588,274,2024-05-17 03:52:59,0
589,272,2024-05-17 03:53:59,0
590,279,2024-05-17 03:54:59,0
591,266,2024-05-17 03:55:59,0
592,276,2024-05-17 03:57:00,0
593,278,2024-05-17 03:57:59,0
594,278,2024-05-17 03:58:59,0
595,263,2024-05-17 04:00:59,0
596,279,2024-05-17 04:01:59,0
597,241,2024-05-17 04:02:59,0
598,222,2024-05-17 04:03:59,0
599,223,2024-05-17 04:04:59,0
600,230,2024-05-17 04:05:59,0
601,243,2024-05-17 04:06:59,0
602,227,2024-05-17 04:07:59,0
603,219,2024-05-17 04:08:59,0
604,244,2024-05-17 04:09:59,0
605,249,2024-05-17 04:10:59,0
606,263,2024-05-17 04:11:59,0
607,276,2024-05-17 04:12:59,0
608,275,2024-05-17 04:13:59,0
609,277,2024-05-17 04:14:59,0
610,279,2024-05-17 04:15:59,0
611,279,2024-05-17 04:16:59,0
612,290,2024-05-17 04:17:59,0
613,276,2024-05-17 04:18:59,0
614,296,2024-05-17 04:19:59,0
615,265,2024-05-17 04:20:59,0
616,269,2024-05-17 04:21:59,0
617,276,2024-05-17 04:23:00,0
618,275,2024-05-17 04:23:59,0
619,276,2024-05-17 04:25:00,0
620,268,2024-05-17 04:25:59,0
621,277,2024-05-17 04:26:59,0
622,267,2024-05-17 04:28:00,0
623,274,2024-05-17 04:28:59,0
624,278,2024-05-17 04:29:59,0
625,283,2024-05-17 04:30:59,0
626,271,2024-05-17 04:31:59,0
627,277,2024-05-17 04:32:59,0
628,279,2024-05-17 04:33:59,0
629,287,2024-05-17 04:34:59,0
630,276,2024-05-17 04:35:59,0
631,276,2024-05-17 04:36:59,0
632,260,2024-05-17 04:37:59,0
633,278,2024-05-17 04:38:59,0
634,263,2024-05-17 04:39:59,0
635,250,2024-05-17 04:40:59,0
636,230,2024-05-17 04:41:59,0
637,257,2024-05-17 04:42:59,0
638,246,2024-05-17 04:43:59,0
639,263,2024-05-17 04:44:59,0
640,241,2024-05-17 04:45:59,0
641,241,2024-05-17 04:46:59,0
642,254,2024-05-17 04:47:59,0
643,260,2024-05-17 04:48:59,0
644,266,2024-05-17 04:49:59,0
645,260,2024-05-17 04:50:59,0
646,252,2024-05-17 04:51:59,0
647,257,2024-05-17 04:52:59,0
648,252,2024-05-17 04:53:59,0
649,268,2024-05-17 04:54:59,0
650,266,2024-05-17 04:55:59,0
651,263,2024-05-17 04:56:59,0
652,274,2024-05-17 04:57:59,0
653,268,2024-05-17 04:58:59,0
654,279,2024-05-17 05:00:59,0
655,275,2024-05-17 05:01:59,0
656,268,2024-05-17 05:02:59,0
657,265,2024-05-17 05:03:59,0
658,279,2024-05-17 05:04:59,0
659,270,2024-05-17 05:05:59,0
660,260,2024-05-17 05:06:59,0
661,279,2024-05-17 05:07:59,0
662,268,2024-05-17 05:08:59,0
663,280,2024-05-17 05:09:59,0
664,266,2024-05-17 05:10:59,0
665,263,2024-05-17 05:11:59,0
666,268,2024-05-17 05:12:59,0
667,249,2024-05-17 05:13:59,0
668,260,2024-05-17 05:14:59,0
669,241,2024-05-17 05:15:59,0
670,266,2024-05-17 05:17:00,0
671,271,2024-05-17 05:18:00,0
672,263,2024-05-17 05:18:59,0
673,268,2024-05-17 05:19:59,0
674,274,2024-05-17 05:20:59,0
675,260,2024-05-17 05:21:59,0
676,271,2024-05-17 05:22:59,0
677,271,2024-05-17 05:23:59,0
678,268,2024-05-17 05:24:59,0
679,263,2024-05-17 05:25:59,0
680,265,2024-05-17 05:26:59,0
681,263,2024-05-17 05:27:59,0
682,254,2024-05-17 05:28:59,0
683,252,2024-05-17 05:29:59,0
684,255,2024-05-17 05:30:59,0
685,257,2024-05-17 05:31:59,0
686,260,2024-05-17 05:32:59,0
687,287,2024-05-17 05:33:59,0
688,289,2024-05-17 05:34:59,0
689,279,2024-05-17 05:35:59,0
690,268,2024-05-17 05:36:59,0
691,291,2024-05-17 05:37:59,0
692,276,2024-05-17 05:38:59,0
693,276,2024-05-17 05:39:59,0
694,293,2024-05-17 05:40:59,0
695,279,2024-05-17 05:41:59,0
696,276,2024-05-17 05:42:59,0
697,265,2024-05-17 05:43:59,0
698,262,2024-05-17 05:44:59,0
699,268,2024-05-17 05:45:59,0
700,279,2024-05-17 05:46:59,0
701,256,2024-05-17 05:47:59,0
702,276,2024-05-17 05:48:59,0
703,263,2024-05-17 05:49:59,0
704,260,2024-05-17 05:50:59,0
705,275,2024-05-17 05:51:59,0
706,271,2024-05-17 05:52:59,0
707,286,2024-05-17 05:53:59,0
708,277,2024-05-17 05:54:59,0
709,279,2024-05-17 05:55:59,0
710,282,2024-05-17 05:56:59,0
711,296,2024-05-17 05:57:59,0
712,282,2024-05-17 05:58:59,0
713,290,2024-05-17 06:00:59,0
714,285,2024-05-17 06:01:59,0
715,285,2024-05-17 06:02:59,0
716,244,2024-05-17 06:03:59,0
717,249,2024-05-17 06:04:59,0
718,298,2024-05-17 06:05:59,0
719,290,2024-05-17 06:06:59,0
720,232,2024-05-17 06:07:59,0
721,282,2024-05-17 06:08:59,0
722,260,2024-05-17 06:09:59,0
723,268,2024-05-17 06:10:59,0
724,274,2024-05-17 06:11:59,0
725,269,2024-05-17 06:12:59,0
726,310,2024-05-17 06:13:59,0
727,316,2024-05-17 06:14:59,0
728,323,2024-05-17 06:15:59,0
729,224,2024-05-17 06:16:59,0
730,216,2024-05-17 06:17:59,0
731,497,2024-05-17 06:18:59,0
732,265,2024-05-17 06:19:59,0
733,205,2024-05-17 06:20:59,0
734,213,2024-05-17 06:21:59,0
