,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v
21,6954,6946,6961,0,0,0,0,100,16,5998,0,0.0,2024-08-15 00:21:24,0,0
22,6955,6948,6962,0,0,0,0,100,7,5997,0,0.0,2024-08-15 00:22:24,0,0
23,6954,6947,6961,0,0,0,0,100,6,6000,0,0.0,2024-08-15 00:23:24,0,0
24,6955,6948,6963,0,0,0,0,100,15,5999,0,0.0,2024-08-15 00:24:24,0,0
25,6953,6946,6960,0,0,0,0,100,9,6011,0,0.0,2024-08-15 00:25:24,0,0
26,6955,6947,6962,0,0,0,0,100,15,5997,0,0.0,2024-08-15 00:26:26,0,0
27,6954,6947,6961,0,0,0,0,100,16,5998,0,0.0,2024-08-15 00:27:26,0,0
28,6954,6947,6961,0,0,0,0,100,16,5999,0,0.0,2024-08-15 00:28:26,0,0
29,6955,6947,6962,0,0,0,0,100,17,5998,0,0.0,2024-08-15 00:29:26,0,0
30,6956,6949,6963,0,0,0,0,100,8,5998,0,0.0,2024-08-15 00:30:25,0,0
31,6955,6948,6962,0,0,0,0,100,16,5998,0,0.0,2024-08-15 00:31:27,0,0
32,6954,6947,6961,0,0,0,0,100,5,5999,0,0.0,2024-08-15 00:32:27,0,0
33,6954,6948,6961,0,0,0,0,100,9,5998,0,0.0,2024-08-15 00:33:27,0,0
34,6955,6948,6962,0,0,0,0,100,15,5998,0,0.0,2024-08-15 00:34:27,0,0
35,6955,6948,6961,0,0,0,0,100,8,5996,0,0.0,2024-08-15 00:35:27,0,0
36,6955,6948,6962,0,0,0,0,100,16,6000,0,0.0,2024-08-15 00:36:26,0,0
37,6954,6947,6961,0,0,0,0,100,5,5999,0,0.0,2024-08-15 00:37:28,0,0
38,6954,6947,6961,0,0,0,0,100,8,6000,0,0.0,2024-08-15 00:38:28,0,0
39,6957,6950,6964,0,0,0,0,100,10,6000,0,0.0,2024-08-15 00:39:28,0,0
40,6957,6950,6964,0,0,0,0,100,13,6001,0,0.0,2024-08-15 00:40:28,0,0
41,6957,6950,6964,0,0,0,0,100,8,6002,0,0.0,2024-08-15 00:41:28,0,0
42,6957,6950,6963,0,0,0,0,100,14,6002,0,0.0,2024-08-15 00:42:28,0,0
43,6957,6951,6963,0,0,0,0,100,5,6001,0,0.0,2024-08-15 00:43:28,0,0
44,6956,6950,6963,0,0,0,0,100,9,6001,0,0.0,2024-08-15 00:44:28,0,0
45,6957,6951,6963,0,0,0,0,100,8,6001,0,0.0,2024-08-15 00:45:28,0,0
46,6957,6949,6964,0,0,0,0,100,16,6002,0,0.0,2024-08-15 00:46:28,0,0
47,6955,6947,6962,0,0,0,0,100,11,6001,0,0.0,2024-08-15 00:47:27,0,0
48,6956,6949,6963,0,0,0,0,100,7,6001,0,0.0,2024-08-15 00:48:29,0,0
49,6954,6947,6961,0,0,0,0,100,8,5999,0,0.0,2024-08-15 00:49:29,0,0
50,6953,6946,6961,0,0,0,0,100,15,5999,0,0.0,2024-08-15 00:50:29,0,0
51,6955,6947,6963,0,0,0,0,100,10,5999,0,0.0,2024-08-15 00:51:29,0,0
52,6954,6946,6962,0,0,0,0,100,17,5999,0,0.0,2024-08-15 00:52:29,0,0
53,6954,6946,6962,0,0,0,0,100,17,6000,0,0.0,2024-08-15 00:53:29,0,0
54,6956,6948,6964,0,0,0,0,100,12,5998,0,0.0,2024-08-15 00:54:29,0,0
55,6955,6948,6963,0,0,0,0,100,11,5999,0,0.0,2024-08-15 00:55:29,0,0
56,6955,6947,6962,0,0,0,0,100,17,5997,0,0.0,2024-08-15 00:56:28,0,0
57,6954,6947,6962,0,0,0,0,100,7,5998,0,0.0,2024-08-15 00:57:28,0,0
58,6955,6948,6963,0,0,0,0,100,8,5999,0,0.0,2024-08-15 00:58:28,0,0
59,6955,6947,6963,0,0,0,0,100,16,5999,0,0.0,2024-08-15 01:00:30,0,0
60,6955,6947,6963,0,0,0,0,100,15,5999,0,0.0,2024-08-15 01:01:30,0,0
61,6954,6947,6962,0,0,0,0,100,14,5998,0,0.0,2024-08-15 01:02:30,0,0
62,6954,6946,6962,0,0,0,0,100,10,5999,0,0.0,2024-08-15 01:03:30,0,0
63,6954,6947,6962,0,0,0,0,100,16,6000,0,0.0,2024-08-15 01:04:30,0,0
64,6955,6948,6962,0,0,0,0,100,16,5998,0,0.0,2024-08-15 01:05:30,0,0
65,6954,6947,6960,0,0,0,0,100,13,5998,0,0.0,2024-08-15 01:06:32,0,0
66,6955,6949,6962,0,0,0,0,100,5,5995,0,0.0,2024-08-15 01:07:32,0,0
67,6955,6948,6962,0,0,0,0,100,8,5996,0,0.0,2024-08-15 01:08:31,0,0
68,6954,6947,6961,0,0,0,0,100,15,5996,0,0.0,2024-08-15 01:09:31,0,0
69,6956,6949,6963,0,0,0,0,100,6,5996,0,0.0,2024-08-15 01:10:33,0,0
70,6955,6948,6962,0,0,0,0,100,12,5996,0,0.0,2024-08-15 01:11:33,0,0
71,6955,6948,6961,0,0,0,0,100,8,5997,0,0.0,2024-08-15 01:12:33,0,0
72,6955,6947,6962,0,0,0,0,100,16,5995,0,0.0,2024-08-15 01:13:33,0,0
73,6955,6948,6962,0,0,0,0,100,10,5996,0,0.0,2024-08-15 01:14:33,0,0
74,6955,6948,6962,0,0,0,0,100,8,5997,0,0.0,2024-08-15 01:15:34,0,0
75,6955,6948,6961,0,0,0,0,100,10,6001,0,0.0,2024-08-15 01:16:34,0,0
76,6959,6953,6966,0,0,0,0,100,6,6002,0,0.0,2024-08-15 01:17:34,0,0
77,6958,6952,6964,0,0,0,0,100,5,6001,0,0.0,2024-08-15 01:18:34,0,0
78,6958,6951,6964,0,0,0,0,100,7,6002,0,0.0,2024-08-15 01:19:34,0,0
79,6957,6951,6963,0,0,0,0,100,5,6002,0,0.0,2024-08-15 01:20:34,0,0
80,6957,6951,6963,0,0,0,0,100,15,6002,0,0.0,2024-08-15 01:21:34,0,0
81,6957,6951,6963,0,0,0,0,100,11,6002,0,0.0,2024-08-15 01:22:34,0,0
82,6956,6949,6962,0,0,0,0,100,12,6002,0,0.0,2024-08-15 01:23:36,0,0
83,6958,6951,6964,0,0,0,0,100,6,6003,0,0.0,2024-08-15 01:24:36,0,0
84,6957,6951,6963,0,0,0,0,100,5,6002,0,0.0,2024-08-15 01:25:36,0,0
85,6954,6947,6961,0,0,0,0,100,12,6000,0,0.0,2024-08-15 01:26:36,0,0
86,6954,6948,6960,0,0,0,0,100,8,6000,0,0.0,2024-08-15 01:27:36,0,0
87,6954,6947,6961,0,0,0,0,100,14,6000,0,0.0,2024-08-15 01:28:36,0,0
88,6954,6948,6961,0,0,0,0,100,5,5999,0,0.0,2024-08-15 01:29:38,0,0
89,6954,6948,6961,0,0,0,0,100,16,5998,0,0.0,2024-08-15 01:30:38,0,0
90,6954,6948,6961,0,0,0,0,100,5,6000,0,0.0,2024-08-15 01:31:40,0,0
91,6954,6947,6960,0,0,0,0,100,7,5998,0,0.0,2024-08-15 01:32:40,0,0
92,6953,6946,6959,0,0,0,0,100,12,5999,0,0.0,2024-08-15 01:33:40,0,0
93,6954,6948,6961,0,0,0,0,100,10,6000,0,0.0,2024-08-15 01:34:40,0,0
94,6954,6947,6960,0,0,0,0,100,12,5999,0,0.0,2024-08-15 01:35:40,0,0
95,6954,6948,6960,0,0,0,0,100,4,5999,0,0.0,2024-08-15 01:36:40,0,0
96,6954,6948,6961,0,0,0,0,100,6,5999,0,0.0,2024-08-15 01:37:40,0,0
97,6955,6949,6961,0,0,0,0,100,8,5999,0,0.0,2024-08-15 01:38:39,0,0
98,6954,6948,6960,0,0,0,0,100,14,5999,0,0.0,2024-08-15 01:39:39,0,0
99,6953,6948,6959,0,0,0,0,100,4,6000,0,0.0,2024-08-15 01:40:39,0,0
100,6955,6949,6961,0,0,0,0,100,13,5999,0,0.0,2024-08-15 01:41:39,0,0
101,6954,6948,6960,0,0,0,0,100,6,6000,0,0.0,2024-08-15 01:42:41,0,0
102,6955,6948,6961,0,0,0,0,100,15,5998,0,0.0,2024-08-15 01:43:41,0,0
103,6953,6947,6960,0,0,0,0,100,14,6000,0,0.0,2024-08-15 01:44:41,0,0
104,6955,6948,6962,0,0,0,0,100,15,5998,0,0.0,2024-08-15 01:45:41,0,0
105,6953,6947,6959,0,0,0,0,100,5,5999,0,0.0,2024-08-15 01:46:40,0,0
106,6954,6948,6961,0,0,0,0,100,10,5999,0,0.0,2024-08-15 01:47:42,0,0
107,6955,6948,6961,0,0,0,0,100,13,5999,0,0.0,2024-08-15 01:48:42,0,0
108,6954,6947,6960,0,0,0,0,100,5,5999,0,0.0,2024-08-15 01:49:42,0,0
109,6955,6948,6961,0,0,0,0,100,15,5999,0,0.0,2024-08-15 01:50:42,0,0
110,6955,6949,6961,0,0,0,0,100,7,5997,0,0.0,2024-08-15 01:51:42,0,0
111,6954,6948,6960,0,0,0,0,100,14,6000,0,0.0,2024-08-15 01:52:42,0,0
112,6957,6952,6963,0,0,0,0,100,11,6001,0,0.0,2024-08-15 01:53:42,0,0
113,6958,6952,6964,0,0,0,0,100,14,6001,0,0.0,2024-08-15 01:54:41,0,0
114,6956,6950,6962,0,0,0,0,100,15,6002,0,0.0,2024-08-15 01:55:42,0,0
115,6957,6951,6962,0,0,0,0,100,6,6002,0,0.0,2024-08-15 01:56:42,0,0
116,6957,6950,6964,0,0,0,0,100,13,6003,0,0.0,2024-08-15 01:57:42,0,0
117,6957,6951,6963,0,0,0,0,100,5,6001,0,0.0,2024-08-15 01:58:42,0,0
118,6957,6951,6963,0,0,0,0,100,8,6000,0,0.0,2024-08-15 02:00:42,0,0
119,6956,6949,6962,0,0,0,0,100,13,6000,0,0.0,2024-08-15 02:01:41,0,0
120,6954,6947,6961,0,0,0,0,100,10,5997,0,0.0,2024-08-15 02:02:43,0,0
121,6954,6947,6961,0,0,0,0,100,15,5997,0,0.0,2024-08-15 02:03:43,0,0
122,6954,6947,6961,0,0,0,0,100,10,5998,0,0.0,2024-08-15 02:04:43,0,0
123,6954,6946,6961,0,0,0,0,100,12,5996,0,0.0,2024-08-15 02:05:44,0,0
124,6954,6947,6961,0,0,0,0,100,13,5996,0,0.0,2024-08-15 02:06:44,0,0
125,6953,6946,6960,0,0,0,0,100,16,5996,0,0.0,2024-08-15 02:07:44,0,0
126,6953,6945,6960,0,0,0,0,100,16,5996,0,0.0,2024-08-15 02:08:44,0,0
127,6953,6946,6960,0,0,0,0,100,7,5996,0,0.0,2024-08-15 02:09:44,0,0
128,6954,6947,6961,0,0,0,0,100,11,5996,0,0.0,2024-08-15 02:10:45,0,0
129,6954,6947,6960,0,0,0,0,100,8,5997,0,0.0,2024-08-15 02:11:45,0,0
130,6954,6948,6961,0,0,0,0,100,11,5995,0,0.0,2024-08-15 02:12:45,0,0
131,6954,6947,6960,0,0,0,0,100,7,5996,0,0.0,2024-08-15 02:13:45,0,0
132,6952,6946,6959,0,0,0,0,100,11,5995,0,0.0,2024-08-15 02:14:45,0,0
133,6954,6947,6960,0,0,0,0,100,7,5995,0,0.0,2024-08-15 02:15:44,0,0
134,6954,6948,6961,0,0,0,0,100,8,5995,0,0.0,2024-08-15 02:16:44,0,0
135,6953,6947,6960,0,0,0,0,100,8,5996,0,0.0,2024-08-15 02:17:46,0,0
136,6952,6945,6959,0,0,0,0,100,15,5996,0,0.0,2024-08-15 02:18:46,0,0
137,6953,6945,6960,0,0,0,0,100,15,5996,0,0.0,2024-08-15 02:19:46,0,0
138,6952,6946,6959,0,0,0,0,100,11,5996,0,0.0,2024-08-15 02:20:46,0,0
139,6954,6947,6960,0,0,0,0,100,16,5996,0,0.0,2024-08-15 02:21:45,0,0
140,6953,6946,6960,0,0,0,0,100,6,5996,0,0.0,2024-08-15 02:22:47,0,0
141,6954,6947,6960,0,0,0,0,100,6,5996,0,0.0,2024-08-15 02:23:47,0,0
142,6955,6948,6961,0,0,0,0,100,13,5996,0,0.0,2024-08-15 02:24:47,0,0
143,6957,6949,6965,0,0,0,0,100,17,6000,0,0.0,2024-08-15 02:25:47,0,0
144,6957,6949,6964,0,0,0,0,100,11,6002,0,0.0,2024-08-15 02:26:47,0,0
145,6961,6954,6968,0,0,0,0,100,6,6005,0,0.0,2024-08-15 02:27:46,0,0
146,6960,6953,6968,0,0,0,0,100,17,6005,0,0.0,2024-08-15 02:28:48,0,0
147,6960,6953,6968,0,0,0,0,100,7,6005,0,0.0,2024-08-15 02:29:48,0,0
148,6958,6951,6965,0,0,0,0,100,8,6005,0,0.0,2024-08-15 02:30:48,0,0
149,6957,6950,6964,0,0,0,0,100,11,6005,0,0.0,2024-08-15 02:31:48,0,0
150,6956,6949,6963,0,0,0,0,100,9,6004,0,0.0,2024-08-15 02:32:48,0,0
151,6958,6951,6965,0,0,0,0,100,15,6003,0,0.0,2024-08-15 02:33:48,0,0
152,6958,6951,6964,0,0,0,0,100,10,6003,0,0.0,2024-08-15 02:34:48,0,0
153,6958,6952,6965,0,0,0,0,100,11,6003,0,0.0,2024-08-15 02:35:48,0,0
154,6947,6940,6954,0,0,0,0,100,11,5993,0,0.0,2024-08-15 02:36:48,0,0
155,6955,6948,6961,0,0,0,0,100,6,6000,0,0.0,2024-08-15 02:37:48,0,0
156,6954,6948,6961,0,0,0,0,100,6,6000,0,0.0,2024-08-15 02:38:48,0,0
157,6954,6948,6961,0,0,0,0,100,11,5999,0,0.0,2024-08-15 02:39:48,0,0
158,6954,6948,6961,0,0,0,0,100,11,5999,0,0.0,2024-08-15 02:40:47,0,0
159,6954,6947,6961,0,0,0,0,100,6,6000,0,0.0,2024-08-15 02:41:47,0,0
160,6955,6948,6961,0,0,0,0,100,6,5999,0,0.0,2024-08-15 02:42:47,0,0
161,6953,6946,6960,0,0,0,0,100,14,5999,0,0.0,2024-08-15 02:43:49,0,0
162,6955,6948,6962,0,0,0,0,100,16,5998,0,0.0,2024-08-15 02:44:49,0,0
163,6953,6946,6959,0,0,0,0,100,5,5999,0,0.0,2024-08-15 02:45:49,0,0
164,6954,6947,6961,0,0,0,0,100,15,5999,0,0.0,2024-08-15 02:46:49,0,0
165,6954,6947,6960,0,0,0,0,100,8,5999,0,0.0,2024-08-15 02:47:49,0,0
166,6953,6946,6960,0,0,0,0,100,13,5998,0,0.0,2024-08-15 02:48:49,0,0
167,6954,6948,6961,0,0,0,0,100,8,5999,0,0.0,2024-08-15 02:49:48,0,0
168,6952,6945,6959,0,0,0,0,100,7,5999,0,0.0,2024-08-15 02:50:48,0,0
169,6954,6947,6961,0,0,0,0,100,8,5999,0,0.0,2024-08-15 02:51:50,0,0
170,6953,6946,6960,0,0,0,0,100,12,6000,0,0.0,2024-08-15 02:52:50,0,0
171,6954,6947,6961,0,0,0,0,100,10,6000,0,0.0,2024-08-15 02:53:50,0,0
172,6953,6947,6960,0,0,0,0,100,16,5998,0,0.0,2024-08-15 02:54:50,0,0
173,6954,6947,6961,0,0,0,0,100,9,6000,0,0.0,2024-08-15 02:55:50,0,0
174,6954,6947,6961,0,0,0,0,100,10,5999,0,0.0,2024-08-15 02:56:49,0,0
175,6954,6948,6961,0,0,0,0,100,7,5998,0,0.0,2024-08-15 02:57:49,0,0
176,6954,6947,6960,0,0,0,0,100,10,5999,0,0.0,2024-08-15 02:58:50,0,0
177,6956,6950,6963,0,0,0,0,100,10,6004,0,0.0,2024-08-15 03:00:51,0,0
178,6957,6951,6964,0,0,0,0,100,11,6003,0,0.0,2024-08-15 03:01:51,0,0
179,6957,6950,6963,0,0,0,0,100,6,6003,0,0.0,2024-08-15 03:02:51,0,0
180,6956,6950,6962,0,0,0,0,100,14,6002,0,0.0,2024-08-15 03:03:51,0,0
181,6956,6950,6962,0,0,0,0,100,8,6002,0,0.0,2024-08-15 03:04:51,0,0
182,6956,6949,6962,0,0,0,0,100,14,6003,0,0.0,2024-08-15 03:05:50,0,0
183,6956,6950,6963,0,0,0,0,100,10,6002,0,0.0,2024-08-15 03:06:50,0,0
184,6957,6950,6963,0,0,0,0,100,10,6002,0,0.0,2024-08-15 03:07:52,0,0
185,6956,6950,6962,0,0,0,0,100,5,6002,0,0.0,2024-08-15 03:08:52,0,0
186,6956,6949,6962,0,0,0,0,100,7,6003,0,0.0,2024-08-15 03:09:52,0,0
187,6954,6947,6961,0,0,0,0,100,15,6001,0,0.0,2024-08-15 03:10:51,0,0
188,6954,6947,6960,0,0,0,0,100,6,5997,0,0.0,2024-08-15 03:11:51,0,0
189,6953,6946,6960,0,0,0,0,100,7,5999,0,0.0,2024-08-15 03:12:53,0,0
190,6953,6946,6960,0,0,0,0,100,12,5999,0,0.0,2024-08-15 03:13:53,0,0
191,6954,6947,6961,0,0,0,0,100,14,5999,0,0.0,2024-08-15 03:14:53,0,0
192,6954,6947,6961,0,0,0,0,100,14,5999,0,0.0,2024-08-15 03:15:53,0,0
193,6953,6946,6960,0,0,0,0,100,6,6000,0,0.0,2024-08-15 03:16:53,0,0
194,6954,6947,6960,0,0,0,0,100,12,5999,0,0.0,2024-08-15 03:17:53,0,0
195,6953,6947,6960,0,0,0,0,100,8,5999,0,0.0,2024-08-15 03:18:53,0,0
196,6954,6948,6961,0,0,0,0,100,9,5999,0,0.0,2024-08-15 03:19:53,0,0
197,6954,6947,6961,0,0,0,0,100,14,6000,0,0.0,2024-08-15 03:20:53,0,0
198,6956,6949,6963,0,0,0,0,100,11,5999,0,0.0,2024-08-15 03:21:53,0,0
199,6955,6949,6962,0,0,0,0,100,15,5999,0,0.0,2024-08-15 03:22:53,0,0
200,6955,6949,6962,0,0,0,0,100,13,5999,0,0.0,2024-08-15 03:23:53,0,0
201,6955,6948,6961,0,0,0,0,100,5,5999,0,0.0,2024-08-15 03:24:53,0,0
202,6954,6947,6961,0,0,0,0,100,10,5999,0,0.0,2024-08-15 03:25:53,0,0
203,6954,6947,6961,0,0,0,0,100,12,5998,0,0.0,2024-08-15 03:26:52,0,0
204,6955,6948,6961,0,0,0,0,100,5,6000,0,0.0,2024-08-15 03:27:52,0,0
205,6954,6948,6960,0,0,0,0,100,8,5999,0,0.0,2024-08-15 03:28:52,0,0
206,6953,6947,6960,0,0,0,0,100,15,5998,0,0.0,2024-08-15 03:29:53,0,0
207,6954,6948,6961,0,0,0,0,100,14,5999,0,0.0,2024-08-15 03:30:52,0,0
208,6955,6948,6962,0,0,0,0,100,12,5998,0,0.0,2024-08-15 03:31:52,0,0
209,6954,6947,6960,0,0,0,0,100,8,5999,0,0.0,2024-08-15 03:32:52,0,0
210,6957,6951,6963,0,0,0,0,100,10,6003,0,0.0,2024-08-15 03:33:52,0,0
211,6960,6953,6967,0,0,0,0,100,7,6003,0,0.0,2024-08-15 03:34:52,0,0
212,6961,6954,6969,0,0,0,0,100,10,6005,0,0.0,2024-08-15 03:35:52,0,0
213,6958,6950,6966,0,0,0,0,100,17,6005,0,0.0,2024-08-15 03:36:54,0,0
214,6958,6951,6965,0,0,0,0,100,9,6005,0,0.0,2024-08-15 03:37:54,0,0
215,6958,6950,6966,0,0,0,0,100,17,6005,0,0.0,2024-08-15 03:38:54,0,0
216,6960,6952,6968,0,0,0,0,100,17,6005,0,0.0,2024-08-15 03:39:54,0,0
217,6959,6952,6967,0,0,0,0,100,16,6005,0,0.0,2024-08-15 03:40:54,0,0
218,6960,6952,6968,0,0,0,0,100,10,6005,0,0.0,2024-08-15 03:41:54,0,0
219,6954,6946,6962,0,0,0,0,100,8,6002,0,0.0,2024-08-15 03:42:54,0,0
220,6955,6947,6962,0,0,0,0,100,17,6000,0,0.0,2024-08-15 03:43:54,0,0
221,6955,6948,6963,0,0,0,0,100,10,6000,0,0.0,2024-08-15 03:44:54,0,0
222,6955,6947,6962,0,0,0,0,100,8,6000,0,0.0,2024-08-15 03:45:54,0,0
223,6954,6947,6961,0,0,0,0,100,13,5999,0,0.0,2024-08-15 03:46:56,0,0
224,6954,6947,6961,0,0,0,0,100,9,6000,0,0.0,2024-08-15 03:47:56,0,0
225,6955,6948,6963,0,0,0,0,100,8,5999,0,0.0,2024-08-15 03:48:56,0,0
226,6953,6946,6960,0,0,0,0,100,16,5998,0,0.0,2024-08-15 03:49:56,0,0
227,6954,6947,6961,0,0,0,0,100,14,5999,0,0.0,2024-08-15 03:50:55,0,0
228,6954,6947,6962,0,0,0,0,100,14,6000,0,0.0,2024-08-15 03:51:56,0,0
229,6954,6947,6961,0,0,0,0,100,12,6000,0,0.0,2024-08-15 03:52:55,0,0
230,6956,6949,6962,0,0,0,0,100,6,6000,0,0.0,2024-08-15 03:53:55,0,0
231,6955,6948,6962,0,0,0,0,100,13,5999,0,0.0,2024-08-15 03:54:55,0,0
232,6955,6948,6962,0,0,0,0,100,10,5999,0,0.0,2024-08-15 03:55:55,0,0
233,6954,6947,6961,0,0,0,0,100,16,6000,0,0.0,2024-08-15 03:56:57,0,0
234,6954,6948,6961,0,0,0,0,100,11,5999,0,0.0,2024-08-15 03:57:57,0,0
235,6955,6949,6961,0,0,0,0,100,12,5999,0,0.0,2024-08-15 03:58:57,0,0
236,6953,6947,6959,0,0,0,0,100,8,5998,0,0.0,2024-08-15 04:00:56,0,0
237,6953,6947,6959,0,0,0,0,100,7,5999,0,0.0,2024-08-15 04:01:56,0,0
238,6953,6947,6960,0,0,0,0,100,14,5998,0,0.0,2024-08-15 04:02:56,0,0
239,6954,6948,6960,0,0,0,0,100,8,5999,0,0.0,2024-08-15 04:03:56,0,0
240,6955,6949,6961,0,0,0,0,100,5,5999,0,0.0,2024-08-15 04:04:56,0,0
241,6957,6951,6962,0,0,0,0,100,4,6002,0,0.0,2024-08-15 04:05:56,0,0
242,6956,6951,6962,0,0,0,0,100,4,6002,0,0.0,2024-08-15 04:06:58,0,0
243,6956,6950,6962,0,0,0,0,100,11,6002,0,0.0,2024-08-15 04:07:58,0,0
244,6957,6951,6963,0,0,0,0,100,11,6002,0,0.0,2024-08-15 04:08:58,0,0
245,6957,6951,6963,0,0,0,0,100,14,6002,0,0.0,2024-08-15 04:09:58,0,0
246,6956,6951,6962,0,0,0,0,100,6,6002,0,0.0,2024-08-15 04:10:58,0,0
247,6956,6950,6962,0,0,0,0,100,8,6002,0,0.0,2024-08-15 04:11:58,0,0
248,6957,6951,6963,0,0,0,0,100,6,6001,0,0.0,2024-08-15 04:12:58,0,0
249,6957,6951,6963,0,0,0,0,100,9,6002,0,0.0,2024-08-15 04:13:58,0,0
250,6954,6947,6960,0,0,0,0,100,15,6001,0,0.0,2024-08-15 04:14:58,0,0
251,6954,6948,6961,0,0,0,0,100,9,6000,0,0.0,2024-08-15 04:15:58,0,0
252,6953,6946,6960,0,0,0,0,100,15,6001,0,0.0,2024-08-15 04:16:58,0,0
253,6954,6948,6960,0,0,0,0,100,10,6000,0,0.0,2024-08-15 04:17:58,0,0
254,6955,6948,6961,0,0,0,0,100,9,5999,0,0.0,2024-08-15 04:18:58,0,0
255,6953,6947,6960,0,0,0,0,100,10,5998,0,0.0,2024-08-15 04:19:58,0,0
256,6954,6947,6960,0,0,0,0,100,5,5999,0,0.0,2024-08-15 04:20:58,0,0
257,6956,6949,6963,0,0,0,0,100,16,5999,0,0.0,2024-08-15 04:21:58,0,0
258,6955,6947,6962,0,0,0,0,100,10,6000,0,0.0,2024-08-15 04:22:58,0,0
259,6955,6948,6961,0,0,0,0,100,6,5999,0,0.0,2024-08-15 04:23:58,0,0
260,6953,6947,6960,0,0,0,0,100,15,6000,0,0.0,2024-08-15 04:24:58,0,0
261,6953,6947,6960,0,0,0,0,100,10,5999,0,0.0,2024-08-15 04:25:57,0,0
262,6955,6948,6961,0,0,0,0,100,6,6000,0,0.0,2024-08-15 04:26:57,0,0
263,6955,6948,6961,0,0,0,0,100,6,5998,0,0.0,2024-08-15 04:27:59,0,0
264,6954,6948,6961,0,0,0,0,100,8,5999,0,0.0,2024-08-15 04:28:59,0,0
265,6953,6946,6960,0,0,0,0,100,13,5998,0,0.0,2024-08-15 04:29:59,0,0
266,6953,6947,6960,0,0,0,0,100,7,5998,0,0.0,2024-08-15 04:30:59,0,0
267,6953,6946,6959,0,0,0,0,100,16,5999,0,0.0,2024-08-15 04:31:59,0,0
268,6953,6947,6960,0,0,0,0,100,13,5998,0,0.0,2024-08-15 04:32:58,0,0
269,6952,6946,6959,0,0,0,0,100,15,6000,0,0.0,2024-08-15 04:33:58,0,0
270,6955,6948,6962,0,0,0,0,100,15,5998,0,0.0,2024-08-15 04:34:58,0,0
271,6953,6946,6960,0,0,0,0,100,15,5999,0,0.0,2024-08-15 04:35:58,0,0
272,6953,6947,6960,0,0,0,0,100,6,6000,0,0.0,2024-08-15 04:36:58,0,0
273,6955,6948,6962,0,0,0,0,100,12,6002,0,0.0,2024-08-15 04:38:00,0,0
274,6957,6951,6964,0,0,0,0,100,11,6002,0,0.0,2024-08-15 04:39:00,0,0
275,6956,6950,6963,0,0,0,0,100,13,6003,0,0.0,2024-08-15 04:40:00,0,0
276,6958,6951,6964,0,0,0,0,100,14,6002,0,0.0,2024-08-15 04:41:00,0,0
277,6958,6951,6964,0,0,0,0,100,11,6000,0,0.0,2024-08-15 04:42:00,0,0
278,6956,6949,6962,0,0,0,0,100,7,6000,0,0.0,2024-08-15 04:43:00,0,0
279,6954,6947,6961,0,0,0,0,100,11,6001,0,0.0,2024-08-15 04:44:00,0,0
