,P1_25,csvTime,P1_24,P1_3,P1_2
111,112,2024-05-16 17:51:01,1802,0,0
112,112,2024-05-16 17:52:01,1800,0,0
113,110,2024-05-16 17:53:01,1800,0,0
114,109,2024-05-16 17:54:01,1802,0,0
115,109,2024-05-16 17:55:01,1805,0,0
116,129,2024-05-16 17:56:01,1801,0,0
117,111,2024-05-16 17:57:01,1802,0,0
118,102,2024-05-16 17:58:01,1803,0,8
119,109,2024-05-16 17:59:01,1803,0,0
120,107,2024-05-16 18:00:01,1802,0,0
121,110,2024-05-16 18:01:01,1802,0,0
122,112,2024-05-16 18:02:01,1800,0,0
123,110,2024-05-16 18:03:01,1802,0,0
124,107,2024-05-16 18:04:01,1802,0,0
125,102,2024-05-16 18:05:01,1802,0,0
126,101,2024-05-16 18:06:01,1804,0,0
127,107,2024-05-16 18:07:02,1806,0,0
128,116,2024-05-16 18:08:01,1800,0,0
129,102,2024-05-16 18:09:01,1802,0,0
130,120,2024-05-16 18:10:01,1806,0,0
131,120,2024-05-16 18:11:01,1805,0,0
132,147,2024-05-16 18:12:01,1801,0,0
133,151,2024-05-16 18:13:01,1793,0,0
134,114,2024-05-16 18:14:01,1801,0,0
135,116,2024-05-16 18:15:01,1803,0,0
136,104,2024-05-16 18:16:01,1805,0,0
137,119,2024-05-16 18:17:01,1801,0,0
138,104,2024-05-16 18:18:01,1802,0,0
139,106,2024-05-16 18:19:01,1804,0,0
140,134,2024-05-16 18:20:02,1800,0,0
141,131,2024-05-16 18:21:01,1791,0,0
142,136,2024-05-16 18:22:01,1797,0,0
143,119,2024-05-16 18:23:01,1806,0,0
144,142,2024-05-16 18:24:01,1800,0,0
145,116,2024-05-16 18:25:01,1803,0,0
146,113,2024-05-16 18:26:01,1802,0,8
147,114,2024-05-16 18:27:01,1802,0,0
148,113,2024-05-16 18:28:01,1800,0,0
149,114,2024-05-16 18:29:01,1802,0,0
150,114,2024-05-16 18:30:01,1802,0,0
151,117,2024-05-16 18:31:02,1802,0,0
152,114,2024-05-16 18:32:02,1803,0,0
153,122,2024-05-16 18:33:02,1802,0,0
154,104,2024-05-16 18:34:01,1803,0,8
155,175,2024-05-16 18:35:01,1801,0,0
156,97,2024-05-16 18:36:01,1803,0,0
157,112,2024-05-16 18:37:01,1800,0,0
158,107,2024-05-16 18:38:01,1804,0,0
159,113,2024-05-16 18:39:01,1802,0,0
160,125,2024-05-16 18:40:01,1797,0,0
161,153,2024-05-16 18:41:01,1802,0,0
162,112,2024-05-16 18:42:01,1802,0,8
163,115,2024-05-16 18:43:01,1803,0,0
164,114,2024-05-16 18:44:01,1804,0,0
165,108,2024-05-16 18:45:01,1804,0,0
166,109,2024-05-16 18:46:01,1800,0,0
167,111,2024-05-16 18:47:01,1800,0,0
168,156,2024-05-16 18:48:01,1796,0,0
169,105,2024-05-16 18:49:01,1803,0,0
170,160,2024-05-16 18:50:01,1797,0,0
171,163,2024-05-16 18:51:02,1800,0,8
172,109,2024-05-16 18:52:01,1802,0,0
173,118,2024-05-16 18:53:01,1802,0,0
174,114,2024-05-16 18:54:01,1803,0,0
175,101,2024-05-16 18:55:01,1800,0,0
176,120,2024-05-16 18:56:01,1802,0,0
177,117,2024-05-16 18:57:02,1802,0,0
178,113,2024-05-16 18:58:01,1804,0,0
179,114,2024-05-16 18:59:01,1802,0,0
180,116,2024-05-16 19:00:01,1801,0,0
181,112,2024-05-16 19:01:01,1804,0,0
182,115,2024-05-16 19:02:01,1801,0,0
183,112,2024-05-16 19:03:01,1802,0,0
184,111,2024-05-16 19:04:01,1802,0,0
185,110,2024-05-16 19:05:01,1800,0,0
186,130,2024-05-16 19:06:01,1802,0,0
187,134,2024-05-16 19:07:01,1799,0,0
188,146,2024-05-16 19:08:01,1798,0,0
189,110,2024-05-16 19:09:02,1807,0,0
190,111,2024-05-16 19:10:01,1803,0,0
191,108,2024-05-16 19:11:01,1807,0,0
192,119,2024-05-16 19:12:01,1803,0,0
193,111,2024-05-16 19:13:01,1802,0,0
194,114,2024-05-16 19:14:01,1803,0,0
195,118,2024-05-16 19:15:01,1800,0,0
196,114,2024-05-16 19:16:01,1802,0,0
197,109,2024-05-16 19:17:01,1803,0,0
198,106,2024-05-16 19:18:01,1804,0,0
199,114,2024-05-16 19:19:01,1805,0,0
200,113,2024-05-16 19:20:01,1803,0,0
201,114,2024-05-16 19:21:02,1805,0,0
202,110,2024-05-16 19:22:01,1804,0,0
203,114,2024-05-16 19:23:02,1807,0,0
204,111,2024-05-16 19:24:02,1807,0,0
205,110,2024-05-16 19:25:02,1800,0,8
206,114,2024-05-16 19:26:01,1805,0,8
207,119,2024-05-16 19:27:01,1802,0,0
208,112,2024-05-16 19:28:01,1802,0,0
209,118,2024-05-16 19:29:01,1802,0,0
210,116,2024-05-16 19:30:01,1805,0,0
211,134,2024-05-16 19:31:01,1802,0,0
212,120,2024-05-16 19:32:01,1800,0,0
213,111,2024-05-16 19:33:02,1804,0,0
214,214,2024-05-16 19:34:01,1795,0,8
215,194,2024-05-16 19:35:02,1796,0,0
216,201,2024-05-16 19:36:01,1797,0,0
217,108,2024-05-16 19:37:01,1807,0,0
218,109,2024-05-16 19:38:01,1803,0,0
219,123,2024-05-16 19:39:01,1802,0,0
220,124,2024-05-16 19:40:01,1808,0,0
221,119,2024-05-16 19:41:01,1800,0,0
222,105,2024-05-16 19:42:01,1804,0,0
223,111,2024-05-16 19:43:01,1803,0,0
224,112,2024-05-16 19:44:01,1806,0,8
225,110,2024-05-16 19:45:01,1802,0,0
226,113,2024-05-16 19:46:01,1803,0,0
227,123,2024-05-16 19:47:02,1800,0,0
228,154,2024-05-16 19:48:02,1798,0,0
229,143,2024-05-16 19:49:01,1802,0,0
230,116,2024-05-16 19:50:01,1800,0,0
231,109,2024-05-16 19:51:01,1800,0,0
232,105,2024-05-16 19:52:01,1803,0,0
233,109,2024-05-16 19:53:01,1802,0,0
234,118,2024-05-16 19:54:01,1806,0,0
235,110,2024-05-16 19:55:01,1801,0,0
236,110,2024-05-16 19:56:01,1802,0,0
237,108,2024-05-16 19:57:01,1804,0,0
238,112,2024-05-16 19:58:01,1802,0,0
239,113,2024-05-16 19:59:01,1802,0,0
240,113,2024-05-16 20:00:01,1800,0,0
241,115,2024-05-16 20:01:01,1800,0,0
242,111,2024-05-16 20:02:01,1802,0,0
243,109,2024-05-16 20:03:01,1803,0,8
244,111,2024-05-16 20:04:01,1802,0,0
245,110,2024-05-16 20:05:01,1806,0,0
246,106,2024-05-16 20:06:01,1807,0,0
247,110,2024-05-16 20:07:01,1805,0,0
248,107,2024-05-16 20:08:01,1802,0,0
249,108,2024-05-16 20:09:01,1804,0,0
250,109,2024-05-16 20:10:01,1800,0,0
251,109,2024-05-16 20:11:01,1803,0,0
252,109,2024-05-16 20:12:01,1803,0,0
253,110,2024-05-16 20:13:01,1807,0,0
254,108,2024-05-16 20:14:01,1802,0,0
255,110,2024-05-16 20:15:02,1804,0,0
256,110,2024-05-16 20:16:01,1804,0,0
257,110,2024-05-16 20:17:01,1802,0,0
258,119,2024-05-16 20:18:01,1802,0,0
259,101,2024-05-16 20:19:01,1803,0,0
260,153,2024-05-16 20:20:01,1800,0,0
261,111,2024-05-16 20:21:01,1803,0,0
262,170,2024-05-16 20:22:02,1798,0,0
263,153,2024-05-16 20:23:01,1797,0,0
264,113,2024-05-16 20:24:02,1802,0,0
265,115,2024-05-16 20:25:01,1802,0,0
266,112,2024-05-16 20:26:01,1803,0,0
267,115,2024-05-16 20:27:01,1801,0,0
268,110,2024-05-16 20:28:01,1802,0,0
269,108,2024-05-16 20:29:01,1807,0,0
270,111,2024-05-16 20:30:01,1800,0,0
271,112,2024-05-16 20:31:01,1804,0,0
272,111,2024-05-16 20:32:01,1802,0,0
273,110,2024-05-16 20:33:01,1806,0,8
274,112,2024-05-16 20:34:01,1802,0,0
275,111,2024-05-16 20:35:01,1803,0,0
276,112,2024-05-16 20:36:01,1801,0,0
277,107,2024-05-16 20:37:01,1802,0,0
278,105,2024-05-16 20:38:01,1802,0,0
279,106,2024-05-16 20:39:01,1800,0,0
280,106,2024-05-16 20:40:01,1800,0,0
281,108,2024-05-16 20:41:01,1805,0,8
282,102,2024-05-16 20:42:01,1803,0,0
283,106,2024-05-16 20:43:01,1803,0,0
284,105,2024-05-16 20:44:01,1802,0,0
285,106,2024-05-16 20:45:01,1802,0,0
286,112,2024-05-16 20:46:01,1803,0,0
287,110,2024-05-16 20:47:01,1801,0,0
288,111,2024-05-16 20:48:02,1802,0,0
289,107,2024-05-16 20:49:01,1800,0,0
290,111,2024-05-16 20:50:01,1802,0,0
291,118,2024-05-16 20:51:01,1800,0,8
292,115,2024-05-16 20:52:01,1804,0,0
293,116,2024-05-16 20:53:02,1800,0,0
294,117,2024-05-16 20:54:01,1800,0,0
295,115,2024-05-16 20:55:02,1802,0,0
296,113,2024-05-16 20:56:01,1801,0,0
297,112,2024-05-16 20:57:01,1800,0,0
298,114,2024-05-16 20:58:01,1802,0,0
299,107,2024-05-16 20:59:01,1802,0,8
300,113,2024-05-16 22:00:01,1802,0,0
301,116,2024-05-16 22:01:01,1799,0,0
302,104,2024-05-16 22:02:01,1805,0,0
303,103,2024-05-16 22:03:01,1801,0,8
304,112,2024-05-16 22:04:01,1800,0,0
305,112,2024-05-16 22:05:01,1801,0,0
306,107,2024-05-16 22:06:01,1801,0,0
307,112,2024-05-16 22:07:01,1802,0,0
308,111,2024-05-16 22:08:01,1799,0,0
309,116,2024-05-16 22:09:01,1802,0,0
310,102,2024-05-16 22:10:02,1801,0,0
311,107,2024-05-16 22:11:01,1802,0,0
312,108,2024-05-16 22:12:02,1801,0,0
313,105,2024-05-16 22:13:01,1803,0,8
314,114,2024-05-16 22:14:02,1801,0,0
315,106,2024-05-16 22:15:01,1802,0,0
316,168,2024-05-16 22:16:01,1797,0,0
317,106,2024-05-16 22:17:01,1801,0,0
318,153,2024-05-16 22:18:01,1798,0,0
319,122,2024-05-16 22:19:01,1800,0,0
320,114,2024-05-16 22:20:01,1802,0,0
321,118,2024-05-16 22:21:01,1802,0,0
322,170,2024-05-16 22:22:01,1797,0,0
323,114,2024-05-16 22:23:01,1802,0,8
324,110,2024-05-16 22:24:01,1803,0,0
325,107,2024-05-16 22:25:01,1804,0,0
326,110,2024-05-16 22:26:01,1802,0,0
327,178,2024-05-16 22:27:01,1797,0,0
328,146,2024-05-16 22:28:01,1799,0,0
329,116,2024-05-16 22:29:01,1800,0,0
330,123,2024-05-16 22:30:02,1803,0,0
331,116,2024-05-16 22:31:01,1801,0,0
332,115,2024-05-16 22:32:01,1802,0,0
333,111,2024-05-16 22:33:01,1801,0,0
334,115,2024-05-16 22:34:01,1802,0,0
335,111,2024-05-16 22:35:01,1800,0,0
336,110,2024-05-16 22:36:01,1801,0,0
337,105,2024-05-16 22:37:01,1800,0,0
338,113,2024-05-16 22:38:01,1802,0,0
339,112,2024-05-16 22:39:01,1802,0,0
340,112,2024-05-16 22:40:02,1801,0,0
341,114,2024-05-16 22:41:01,1802,0,0
342,110,2024-05-16 22:42:01,1802,0,8
343,114,2024-05-16 22:43:01,1800,0,8
344,109,2024-05-16 22:44:01,1800,0,0
345,114,2024-05-16 22:45:01,1801,0,0
346,110,2024-05-16 22:46:01,1803,0,0
347,110,2024-05-16 22:47:01,1801,0,0
348,110,2024-05-16 22:48:01,1800,0,0
349,98,2024-05-16 22:49:01,1802,0,0
350,92,2024-05-16 22:50:01,1800,0,0
351,92,2024-05-16 22:51:02,1802,0,0
352,91,2024-05-16 22:52:01,1802,0,0
353,103,2024-05-16 22:53:01,1800,0,0
354,106,2024-05-16 22:54:01,1800,0,0
355,96,2024-05-16 22:55:01,1802,0,0
356,97,2024-05-16 22:56:02,1800,0,0
357,96,2024-05-16 22:57:01,1800,0,0
358,96,2024-05-16 22:58:01,1804,0,0
359,99,2024-05-16 22:59:01,1800,0,0
360,107,2024-05-16 23:00:01,1802,0,0
361,101,2024-05-16 23:01:01,1799,0,0
362,114,2024-05-16 23:02:01,1801,0,0
363,116,2024-05-16 23:03:01,1798,0,0
364,116,2024-05-16 23:04:01,1800,0,0
365,108,2024-05-16 23:05:01,1800,0,0
366,109,2024-05-16 23:06:01,1799,0,0
367,111,2024-05-16 23:07:01,1799,0,0
368,115,2024-05-16 23:08:01,1799,0,0
369,116,2024-05-16 23:09:01,1802,0,0
370,151,2024-05-16 23:10:01,1796,0,0
371,149,2024-05-16 23:11:01,1795,0,0
372,154,2024-05-16 23:12:01,1795,0,0
373,164,2024-05-16 23:13:01,1796,0,0
374,120,2024-05-16 23:14:01,1804,0,0
375,123,2024-05-16 23:15:02,1802,0,0
376,113,2024-05-16 23:16:01,1805,0,0
377,125,2024-05-16 23:17:01,1791,0,0
378,132,2024-05-16 23:18:01,1800,0,0
379,99,2024-05-16 23:19:01,1800,0,0
380,140,2024-05-16 23:20:01,1801,0,0
381,115,2024-05-16 23:21:01,1803,0,8
382,123,2024-05-16 23:22:01,1800,0,8
383,116,2024-05-16 23:23:01,1804,0,0
384,117,2024-05-16 23:24:01,1804,0,0
385,116,2024-05-16 23:25:01,1802,0,0
386,106,2024-05-16 23:26:02,1803,0,0
387,109,2024-05-16 23:27:01,1800,0,0
388,110,2024-05-16 23:28:01,1800,0,0
389,137,2024-05-16 23:29:01,1802,0,0
390,114,2024-05-16 23:30:01,1806,0,0
391,139,2024-05-16 23:31:01,1801,0,0
392,112,2024-05-16 23:32:02,1807,0,0
393,109,2024-05-16 23:33:01,1802,0,0
394,162,2024-05-16 23:34:01,1799,0,0
395,139,2024-05-16 23:35:01,1798,0,0
396,166,2024-05-16 23:36:01,1798,0,0
397,129,2024-05-16 23:37:01,1800,0,0
398,110,2024-05-16 23:38:01,1800,0,0
399,121,2024-05-16 23:39:01,1800,0,0
400,116,2024-05-16 23:40:01,1802,0,0
401,140,2024-05-16 23:41:01,1800,0,0
402,101,2024-05-16 23:42:01,1804,0,0
403,114,2024-05-16 23:43:01,1802,0,0
404,114,2024-05-16 23:44:01,1807,0,0
405,114,2024-05-16 23:45:01,1802,0,0
406,114,2024-05-16 23:46:01,1803,0,0
407,116,2024-05-16 23:47:01,1800,0,0
408,128,2024-05-16 23:48:01,1802,0,0
409,130,2024-05-16 23:49:01,1800,0,0
410,119,2024-05-16 23:50:01,1808,0,0
411,116,2024-05-16 23:51:01,1806,0,0
412,114,2024-05-16 23:52:01,1803,0,0
413,138,2024-05-16 23:53:01,1802,0,0
414,114,2024-05-16 23:54:01,1801,0,0
415,112,2024-05-16 23:55:01,1803,0,0
416,111,2024-05-16 23:56:01,1802,0,0
417,110,2024-05-16 23:57:01,1800,0,0
418,110,2024-05-16 23:58:01,1803,0,0
419,112,2024-05-16 23:59:02,1807,0,8
420,108,2024-05-17 00:00:01,1803,0,0
421,110,2024-05-17 00:01:02,1805,0,0
422,109,2024-05-17 00:02:01,1803,0,0
423,106,2024-05-17 00:03:01,1802,0,0
424,109,2024-05-17 00:04:01,1802,0,0
425,108,2024-05-17 00:05:01,1802,0,0
426,112,2024-05-17 00:06:01,1804,0,0
427,114,2024-05-17 00:07:01,1803,0,0
428,112,2024-05-17 00:08:01,1802,0,8
429,111,2024-05-17 00:09:01,1804,0,0
430,108,2024-05-17 00:10:01,1802,0,0
431,111,2024-05-17 00:11:01,1801,0,0
432,110,2024-05-17 00:12:01,1805,0,0
433,113,2024-05-17 00:13:01,1800,0,0
434,112,2024-05-17 00:14:01,1802,0,0
435,110,2024-05-17 00:15:01,1803,0,0
436,116,2024-05-17 00:16:01,1802,0,0
437,110,2024-05-17 00:17:01,1805,0,8
438,116,2024-05-17 00:18:01,1803,0,0
439,115,2024-05-17 00:19:01,1802,0,0
440,117,2024-05-17 00:20:01,1804,0,0
441,118,2024-05-17 00:21:01,1804,0,0
442,117,2024-05-17 00:22:01,1802,0,0
443,117,2024-05-17 00:23:01,1802,0,0
444,115,2024-05-17 00:24:01,1802,0,0
445,116,2024-05-17 00:25:01,1802,0,0
446,117,2024-05-17 00:26:01,1802,0,8
447,112,2024-05-17 00:27:01,1802,0,0
448,116,2024-05-17 00:28:01,1802,0,0
449,115,2024-05-17 00:29:01,1804,0,0
450,114,2024-05-17 00:30:01,1802,0,0
451,110,2024-05-17 00:31:01,1802,0,0
452,109,2024-05-17 00:32:01,1800,0,0
453,107,2024-05-17 00:33:01,1804,0,0
454,110,2024-05-17 00:34:01,1803,0,0
455,112,2024-05-17 00:35:01,1805,0,8
456,108,2024-05-17 00:36:01,1804,0,0
457,112,2024-05-17 00:37:01,1803,0,0
458,112,2024-05-17 00:38:01,1804,0,0
459,111,2024-05-17 00:39:01,1803,0,0
460,108,2024-05-17 00:40:01,1803,0,0
461,114,2024-05-17 00:41:01,1805,0,0
462,112,2024-05-17 00:42:01,1800,0,0
463,114,2024-05-17 00:43:01,1806,0,0
464,111,2024-05-17 00:44:01,1803,0,8
465,115,2024-05-17 00:45:01,1802,0,0
466,109,2024-05-17 00:46:01,1806,0,0
467,114,2024-05-17 00:47:01,1802,0,0
468,114,2024-05-17 00:48:01,1805,0,0
469,112,2024-05-17 00:49:01,1805,0,0
470,116,2024-05-17 00:50:01,1806,0,0
471,110,2024-05-17 00:51:01,1803,0,0
472,115,2024-05-17 00:52:01,1803,0,0
473,113,2024-05-17 00:53:01,1803,0,0
474,113,2024-05-17 00:54:01,1805,0,0
475,113,2024-05-17 00:55:01,1802,0,0
476,114,2024-05-17 00:56:01,1803,0,0
477,112,2024-05-17 00:57:01,1802,0,0
478,112,2024-05-17 00:58:01,1802,0,0
479,114,2024-05-17 00:59:01,1806,0,0
480,112,2024-05-17 02:00:01,1805,0,8
481,114,2024-05-17 02:01:01,1805,0,0
482,112,2024-05-17 02:02:02,1807,0,0
483,108,2024-05-17 02:03:01,1800,0,0
484,113,2024-05-17 02:04:01,1805,0,0
485,109,2024-05-17 02:05:01,1801,0,0
486,113,2024-05-17 02:06:01,1802,0,0
487,116,2024-05-17 02:07:01,1801,0,0
488,110,2024-05-17 02:08:01,1804,0,0
489,112,2024-05-17 02:09:01,1802,0,8
490,114,2024-05-17 02:10:01,1802,0,0
491,112,2024-05-17 02:11:01,1806,0,0
492,114,2024-05-17 02:12:01,1800,0,0
493,111,2024-05-17 02:13:01,1803,0,0
494,115,2024-05-17 02:14:01,1802,0,0
495,113,2024-05-17 02:15:01,1803,0,0
496,110,2024-05-17 02:16:01,1803,0,0
497,111,2024-05-17 02:17:01,1803,0,0
498,110,2024-05-17 02:18:01,1802,0,0
499,112,2024-05-17 02:19:01,1804,0,8
500,110,2024-05-17 02:20:01,1802,0,0
501,110,2024-05-17 02:21:01,1806,0,0
502,108,2024-05-17 02:22:01,1800,0,0
503,111,2024-05-17 02:23:01,1803,0,0
504,112,2024-05-17 02:24:01,1803,0,0
505,112,2024-05-17 02:25:01,1802,0,0
506,110,2024-05-17 02:26:01,1803,0,0
507,111,2024-05-17 02:27:01,1805,0,0
508,111,2024-05-17 02:28:01,1805,0,0
509,110,2024-05-17 02:29:01,1804,0,8
510,113,2024-05-17 02:30:01,1803,0,0
511,113,2024-05-17 02:31:01,1803,0,0
512,114,2024-05-17 02:32:01,1800,0,0
513,111,2024-05-17 02:33:01,1802,0,0
514,105,2024-05-17 02:34:01,1803,0,0
515,106,2024-05-17 02:35:02,1802,0,0
516,106,2024-05-17 02:36:01,1803,0,0
517,107,2024-05-17 02:37:01,1803,0,0
518,112,2024-05-17 02:38:01,1805,0,0
519,112,2024-05-17 02:39:01,1803,0,8
520,111,2024-05-17 02:40:01,1803,0,0
521,109,2024-05-17 02:41:01,1802,0,0
522,114,2024-05-17 02:42:01,1800,0,0
523,112,2024-05-17 02:43:01,1802,0,0
524,113,2024-05-17 02:44:01,1802,0,0
525,113,2024-05-17 02:45:01,1804,0,0
526,115,2024-05-17 02:46:01,1802,0,0
527,112,2024-05-17 02:47:01,1805,0,0
528,115,2024-05-17 02:48:01,1803,0,0
529,115,2024-05-17 02:49:01,1804,0,8
530,109,2024-05-17 02:50:01,1804,0,0
531,112,2024-05-17 02:51:01,1802,0,0
532,114,2024-05-17 02:52:01,1800,0,0
533,109,2024-05-17 02:53:01,1803,0,0
534,110,2024-05-17 02:54:01,1802,0,0
535,109,2024-05-17 02:55:01,1807,0,0
536,111,2024-05-17 02:56:01,1804,0,0
537,106,2024-05-17 02:57:01,1802,0,0
538,109,2024-05-17 02:58:01,1804,0,0
539,109,2024-05-17 02:59:02,1805,0,0
540,112,2024-05-17 03:00:01,1804,0,0
541,111,2024-05-17 03:01:01,1800,0,0
542,108,2024-05-17 03:02:01,1804,0,0
543,112,2024-05-17 03:03:01,1803,0,0
544,110,2024-05-17 03:04:01,1804,0,0
545,110,2024-05-17 03:05:01,1803,0,0
546,110,2024-05-17 03:06:01,1802,0,8
547,112,2024-05-17 03:07:01,1804,0,8
548,114,2024-05-17 03:08:01,1801,0,8
549,111,2024-05-17 03:09:01,1801,0,0
550,111,2024-05-17 03:10:01,1800,0,0
551,114,2024-05-17 03:11:01,1802,0,0
552,114,2024-05-17 03:12:01,1800,0,0
553,112,2024-05-17 03:13:01,1802,0,0
554,110,2024-05-17 03:14:01,1801,0,0
555,109,2024-05-17 03:15:01,1805,0,8
556,107,2024-05-17 03:16:01,1802,0,0
557,112,2024-05-17 03:17:01,1802,0,0
558,109,2024-05-17 03:18:01,1802,0,0
559,109,2024-05-17 03:19:01,1802,0,0
560,110,2024-05-17 03:20:01,1800,0,0
561,108,2024-05-17 03:21:01,1802,0,0
562,110,2024-05-17 03:22:01,1799,0,0
563,113,2024-05-17 03:23:01,1801,0,0
564,107,2024-05-17 03:24:01,1802,0,0
565,113,2024-05-17 03:25:01,1802,0,8
566,112,2024-05-17 03:26:01,1802,0,0
567,110,2024-05-17 03:27:01,1802,0,0
568,112,2024-05-17 03:28:01,1802,0,0
569,110,2024-05-17 03:29:01,1802,0,0
570,112,2024-05-17 03:30:01,1803,0,0
571,107,2024-05-17 03:31:01,1800,0,0
572,107,2024-05-17 03:32:01,1802,0,0
573,107,2024-05-17 03:33:01,1802,0,0
574,111,2024-05-17 03:34:01,1802,0,8
575,107,2024-05-17 03:35:01,1803,0,0
576,105,2024-05-17 03:36:02,1802,0,0
577,106,2024-05-17 03:37:02,1802,0,0
578,109,2024-05-17 03:38:01,1801,0,0
579,105,2024-05-17 03:39:01,1802,0,0
580,109,2024-05-17 03:40:01,1800,0,0
