,_id,P1_88.5,P1_88.4,P1_77,P1_88.7,P1_76,P1_88.6,P1_75,P1_88.1,P1_74,P1_88.0,P1_73,P1_88.3,P1_72,groupId,P1_88.2,P1_71,P1_70,P1_88.9,P1_88.8,P1_69,csvTime,P1_68,P1_67,P1_66,P1_65,P1_64,P1_63,P1_62,P1_61,P1_60,nodeName,P1_89.4,P1_89.3,P1_89.5,P1_89.0,P1_89.2,P1_89.1,P1_88.14,P1_88.13,P1_88.12,P1_88.11,P1_89.8,P1_89.7,P1_88.15,P1_89.9,P1_88.10,timestamp,P1_89.12,P1_89.11,P1_89.10
10,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:10:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194238068,1,0,0
11,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:11:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194298553,1,0,0
12,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:12:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194357883,1,0,0
13,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:13:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194418254,1,0,0
14,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:14:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194478676,1,0,0
15,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:15:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194538088,1,0,0
16,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:16:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194598462,1,0,0
17,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:17:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194657867,1,0,0
18,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:18:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194718287,1,0,0
19,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:19:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194777697,1,0,0
20,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:20:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194838092,1,0,0
21,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:21:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194898398,1,0,0
22,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:22:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727194957831,1,0,0
23,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:23:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195018233,1,0,0
24,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:24:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195078620,1,0,0
25,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:25:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195137906,1,0,0
26,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:26:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195198315,1,0,0
27,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:27:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195258702,1,0,0
28,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:28:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195317936,1,0,0
29,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:29:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195378293,1,0,0
30,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:30:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195438604,1,0,0
31,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:31:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195498020,1,0,0
32,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:32:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195558312,1,0,0
33,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:33:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195617689,1,0,0
34,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:34:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195678130,1,0,0
35,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:35:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195738413,1,0,0
36,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:36:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195798747,1,0,0
37,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:37:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195858188,1,0,0
38,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:38:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195917488,1,0,0
39,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:39:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727195977897,1,0,0
40,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:40:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196038319,1,0,0
41,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:41:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196098714,1,0,0
42,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:42:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196158126,1,0,0
43,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:43:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196218443,1,0,0
44,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:44:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196277760,1,0,0
45,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:45:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196338221,1,0,0
46,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:46:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196398567,1,0,0
47,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:47:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196458001,1,0,0
48,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:48:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196518469,1,0,0
49,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:49:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196577801,1,0,0
50,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:50:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196638242,1,0,0
51,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:51:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196698671,1,0,0
52,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:52:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196757982,1,0,0
53,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:53:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196818361,1,0,0
54,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:54:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196878754,1,0,0
55,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:55:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196937984,1,0,0
56,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:56:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727196998355,1,0,0
57,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:57:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197057794,1,0,0
58,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:58:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197118162,1,0,0
59,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 00:59:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197178578,1,0,0
60,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:00:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197237981,1,0,0
61,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:01:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197298337,1,0,0
62,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:02:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197358709,1,0,0
63,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:03:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197418136,1,0,0
64,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:04:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197478489,1,0,0
65,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:05:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197537834,1,0,0
66,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:06:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197598175,1,0,0
67,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:07:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197658497,1,0,0
68,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:08:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197717898,1,0,0
69,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:09:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197778268,1,0,0
70,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:10:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197837572,1,0,0
71,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:11:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197897941,1,0,0
72,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:12:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727197958339,1,0,0
73,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:13:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198017847,1,0,0
74,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:14:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198078214,1,0,0
75,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:15:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198138648,1,0,0
76,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:16:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198197995,1,0,0
77,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:17:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198258426,1,0,0
78,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:18:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198317815,1,0,0
79,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:19:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198378205,1,0,0
80,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:20:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198437530,1,0,0
81,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:21:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198497871,1,0,0
82,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:22:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198558279,1,0,0
83,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:23:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198618684,1,0,0
84,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:24:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198678028,1,0,0
85,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:25:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198738362,1,0,0
86,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:26:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198797696,1,0,0
87,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:27:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198858073,1,0,0
88,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:28:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198918424,1,0,0
89,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:29:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727198977831,1,0,0
90,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:30:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199038168,1,0,0
91,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:31:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199097505,1,0,0
92,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:32:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199157830,1,0,0
93,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:33:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199218366,1,0,0
94,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:34:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199277835,1,0,0
95,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:35:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199338225,1,0,0
96,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:36:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199398583,1,0,0
97,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:37:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199458046,1,0,0
98,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:38:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199518442,1,0,0
99,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:39:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199578801,1,0,0
100,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:40:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199638312,1,0,0
101,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:41:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199697572,1,0,0
102,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:42:29,-25,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199758034,1,0,0
103,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:43:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199818497,1,0,0
104,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:44:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199877869,1,0,0
105,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:45:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199938303,1,0,0
106,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:46:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727199997704,1,0,0
107,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:47:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727200058121,1,0,0
108,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:48:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727200118611,1,0,0
109,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:49:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727200178123,1,0,0
110,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:50:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727200238458,1,0,0
111,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:51:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727200298804,1,0,0
112,,1,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2024-09-25 01:52:29,-24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1727200358230,1,0,0
