,_id,P1_78,groupId,P1_91.10,P1_91.5,P1_91.4,P1_91.15,P1_91.7,P1_91.6,P1_91.1,P1_91.12,P1_91.0,P1_91.11,P1_91.3,P1_91.14,csvTime,P1_91.2,P1_91.13,P1_90.9,P1_92.7,P1_90.15,P1_90.14,P1_90.11,P1_90.10,P1_90.12,nodeName,P1_90.0,P1_90.6,P1_92.4,P1_90.5,P1_92.3,P1_90.8,P1_92.6,P1_90.7,P1_92.5,P1_90.2,P1_92.0,P1_90.1,P1_90.4,P1_92.2,timestamp,P1_90.3,P1_92.1,P1_91.9,P1_91.8,P1_89.15,P1_89.14,P1_80,P1_89.13,P1_79
43,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:43:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196245013,0,1,0,0,0,1,0,1,0
44,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:44:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196305377,0,1,0,0,0,1,0,1,0
45,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:45:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196364816,0,1,0,0,0,1,0,1,0
46,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:46:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196425232,0,1,0,0,0,1,0,1,0
47,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:47:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196484686,0,1,0,0,0,1,0,1,0
48,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:48:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196545076,0,1,0,0,0,1,0,1,0
49,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:49:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196605396,0,1,0,0,0,1,0,1,0
50,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:50:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196664881,0,1,0,0,0,1,0,1,0
51,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:51:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196725273,0,1,0,0,0,1,0,1,0
52,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:52:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196785635,0,1,0,0,0,1,0,1,0
53,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:53:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196844972,0,1,0,0,0,1,0,1,0
54,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:54:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196905321,0,1,0,0,0,1,0,1,0
55,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:55:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727196965571,0,1,0,0,0,1,0,1,0
56,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:56:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197025000,0,1,0,0,0,1,0,1,0
57,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:57:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197085386,0,1,0,0,0,1,0,1,0
58,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:58:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197144811,0,1,0,0,0,1,0,1,0
59,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 00:59:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197205189,0,1,0,0,0,1,0,1,0
60,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:00:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197265579,0,1,0,0,0,1,0,1,0
61,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:01:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197324954,0,1,0,0,0,1,0,1,0
62,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:02:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197385300,0,1,0,0,0,1,0,1,0
63,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:03:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197444761,0,1,0,0,0,1,0,1,0
64,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:04:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197505099,0,1,0,0,0,1,0,1,0
65,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:05:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197565482,0,1,0,0,0,1,0,1,0
66,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:06:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197624821,0,1,0,0,0,1,0,1,0
67,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:07:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197685139,0,1,0,0,0,1,0,1,0
68,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:08:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197745506,0,1,0,0,0,1,0,1,0
69,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:09:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197804848,0,1,0,0,0,1,0,1,0
70,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:10:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197865181,0,1,0,0,0,1,0,1,0
71,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:11:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197924647,0,1,0,0,0,1,0,1,0
72,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:12:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727197985019,0,1,0,0,0,1,0,1,0
73,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:13:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198045473,0,1,0,0,0,1,0,1,0
74,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:14:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198104846,0,1,0,0,0,1,0,1,0
75,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:15:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198165226,0,1,0,0,0,1,0,1,0
76,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:16:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198224664,0,1,0,0,0,1,0,1,0
77,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:17:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198285045,0,1,0,0,0,1,0,1,0
78,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:18:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198345469,0,1,0,0,0,1,0,1,0
79,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:19:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198404792,0,1,0,0,0,1,0,1,0
80,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:20:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198465188,0,1,0,0,0,1,0,1,0
81,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:21:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198525481,0,1,0,0,0,1,0,1,0
82,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:22:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198584842,0,1,0,0,0,1,0,1,0
83,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:23:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198645309,0,1,0,0,0,1,0,1,0
84,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:24:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198704644,0,1,0,0,0,1,0,1,0
85,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:25:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198764938,0,1,0,0,0,1,0,1,0
86,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:26:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198825344,0,1,0,0,0,1,0,1,0
87,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:27:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198884708,0,1,0,0,0,1,0,1,0
88,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:28:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727198945035,0,1,0,0,0,1,0,1,0
89,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:29:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199005476,0,1,0,0,0,1,0,1,0
90,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:30:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199065772,0,1,0,0,0,1,0,1,0
91,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:31:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199125133,0,1,0,0,0,1,0,1,0
92,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:32:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199184554,0,1,0,0,0,1,0,1,0
93,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:33:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199245011,0,1,0,0,0,1,0,1,0
94,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:34:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199305492,0,1,0,0,0,1,0,1,0
95,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:35:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199364837,0,1,0,0,0,1,0,1,0
96,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:36:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199425177,0,1,0,0,0,1,0,1,0
97,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:37:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199484720,0,1,0,0,0,1,0,1,0
98,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:38:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199545075,0,1,0,0,0,1,0,1,0
99,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:39:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199605463,0,1,0,0,0,1,0,1,0
100,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:40:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199664885,0,1,0,0,0,1,0,1,0
101,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:41:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199725216,0,1,0,0,0,1,0,1,0
102,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:42:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199785675,0,1,0,0,0,1,0,1,0
103,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:43:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199845129,0,1,0,0,0,1,0,1,0
104,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:44:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199905471,0,1,0,0,0,1,0,1,0
105,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:45:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727199964906,0,1,0,0,0,1,0,1,0
106,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:46:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200025362,0,1,0,0,0,1,0,1,0
107,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:47:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200084779,0,1,0,0,0,1,0,1,0
108,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:48:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200145280,0,1,0,0,0,1,0,1,0
109,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:49:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200204688,0,1,0,0,0,1,0,1,0
110,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:50:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200265060,0,1,0,0,0,1,0,1,0
111,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:51:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200325476,0,1,0,0,0,1,0,1,0
112,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:52:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200384831,0,1,0,0,0,1,0,1,0
113,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:53:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200445197,0,1,0,0,0,1,0,1,0
114,,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2024-09-25 01:54:56,0,0,0,1,0,0,0,0,0,,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1727200505644,0,1,0,0,0,1,0,1,0
