,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v
142,6963,6954,6972,0,0,0,0,100,13,6002,0,,2024-09-25 02:25:25,0,0
143,6962,6953,6972,0,0,0,0,100,19,6002,0,,2024-09-25 02:26:25,0,0
144,6963,6954,6972,0,0,0,0,100,9,6002,0,,2024-09-25 02:27:25,0,0
145,6963,6954,6972,0,0,0,0,100,19,6002,0,,2024-09-25 02:28:27,0,0
146,6963,6954,6972,0,0,0,0,100,13,6002,0,,2024-09-25 02:29:26,0,0
147,6963,6953,6972,0,0,0,0,100,20,6001,0,,2024-09-25 02:30:26,0,0
148,6963,6954,6972,0,0,0,0,100,9,6002,0,,2024-09-25 02:31:26,0,0
149,6963,6954,6972,0,0,0,0,100,13,6003,0,,2024-09-25 02:32:26,0,0
150,6963,6954,6972,0,0,0,0,100,18,6003,0,,2024-09-25 02:33:28,0,0
151,6962,6953,6971,0,0,0,0,100,17,6003,0,,2024-09-25 02:34:28,0,0
152,6964,6955,6973,0,0,0,0,100,15,6002,0,,2024-09-25 02:35:28,0,0
153,6964,6954,6973,0,0,0,0,100,18,6001,0,,2024-09-25 02:36:28,0,0
154,6962,6953,6971,0,0,0,0,100,12,6002,0,,2024-09-25 02:37:28,0,0
155,6962,6953,6970,0,0,0,0,100,10,6001,0,,2024-09-25 02:38:28,0,0
156,6962,6953,6970,0,0,0,0,100,9,6001,0,,2024-09-25 02:39:28,0,0
157,6961,6953,6969,0,0,0,0,100,10,6002,0,,2024-09-25 02:40:28,0,0
158,6961,6953,6969,0,0,0,0,100,10,6000,0,,2024-09-25 02:41:28,0,0
159,6961,6953,6969,0,0,0,0,100,10,6000,0,,2024-09-25 02:42:27,0,0
160,6961,6953,6969,0,0,0,0,100,18,5999,0,,2024-09-25 02:43:27,0,0
161,6962,6953,6970,0,0,0,0,100,16,6000,0,,2024-09-25 02:44:27,0,0
162,6961,6953,6969,0,0,0,0,100,15,5999,0,,2024-09-25 02:45:27,0,0
163,6960,6953,6968,0,0,0,0,100,16,6001,0,,2024-09-25 02:46:27,0,0
164,6960,6953,6968,0,0,0,0,100,7,6000,0,,2024-09-25 02:47:27,0,0
165,6961,6953,6969,0,0,0,0,100,15,5999,0,,2024-09-25 02:48:27,0,0
166,6961,6953,6968,0,0,0,0,100,17,5998,0,,2024-09-25 02:49:29,0,0
167,6963,6956,6971,0,0,0,0,100,16,6001,0,,2024-09-25 02:50:28,0,0
168,6964,6956,6971,0,0,0,0,100,16,6002,0,,2024-09-25 02:51:29,0,0
169,6964,6956,6971,0,0,0,0,100,16,6002,0,,2024-09-25 02:52:29,0,0
170,6963,6955,6970,0,0,0,0,100,10,6002,0,,2024-09-25 02:53:29,0,0
171,6964,6957,6971,0,0,0,0,100,14,6000,0,,2024-09-25 02:54:28,0,0
172,6965,6958,6972,0,0,0,0,100,6,6001,0,,2024-09-25 02:55:28,0,0
173,6963,6956,6971,0,0,0,0,100,16,6000,0,,2024-09-25 02:56:28,0,0
174,6961,6954,6969,0,0,0,0,100,10,6002,0,,2024-09-25 02:57:28,0,0
175,6963,6956,6970,0,0,0,0,100,13,6001,0,,2024-09-25 02:58:28,0,0
176,6963,6956,6970,0,0,0,0,100,10,6002,0,,2024-09-25 03:00:28,0,0
177,6964,6957,6971,0,0,0,0,100,8,6001,0,,2024-09-25 03:01:28,0,0
178,6961,6954,6968,0,0,0,0,100,7,5999,0,,2024-09-25 03:02:28,0,0
179,6960,6952,6967,0,0,0,0,100,12,5999,0,,2024-09-25 03:03:28,0,0
180,6960,6952,6967,0,0,0,0,100,7,5998,0,,2024-09-25 03:04:30,0,0
181,6960,6953,6968,0,0,0,0,100,8,5999,0,,2024-09-25 03:05:30,0,0
182,6963,6954,6971,0,0,0,0,100,19,6002,0,,2024-09-25 03:06:30,0,0
183,6962,6954,6971,0,0,0,0,100,11,6003,0,,2024-09-25 03:07:29,0,0
184,6963,6954,6972,0,0,0,0,100,11,6002,0,,2024-09-25 03:08:29,0,0
185,6963,6954,6972,0,0,0,0,100,19,6001,0,,2024-09-25 03:09:30,0,0
186,6962,6953,6971,0,0,0,0,100,10,6002,0,,2024-09-25 03:10:30,0,0
187,6962,6952,6971,0,0,0,0,100,20,6003,0,,2024-09-25 03:11:30,0,0
188,6962,6952,6971,0,0,0,0,100,14,6003,0,,2024-09-25 03:12:30,0,0
189,6962,6953,6972,0,0,0,0,100,20,6002,0,,2024-09-25 03:13:32,0,0
190,6962,6953,6971,0,0,0,0,100,19,6002,0,,2024-09-25 03:14:32,0,0
191,6962,6953,6971,0,0,0,0,100,19,6003,0,,2024-09-25 03:15:31,0,0
192,6963,6954,6972,0,0,0,0,100,10,6002,0,,2024-09-25 03:16:31,0,0
193,6961,6952,6969,0,0,0,0,100,10,6001,0,,2024-09-25 03:17:32,0,0
194,6960,6952,6968,0,0,0,0,100,9,6000,0,,2024-09-25 03:18:32,0,0
195,6961,6952,6969,0,0,0,0,100,17,6001,0,,2024-09-25 03:19:31,0,0
196,6961,6952,6969,0,0,0,0,100,17,6001,0,,2024-09-25 03:20:31,0,0
197,6959,6951,6968,0,0,0,0,100,13,5999,0,,2024-09-25 03:21:31,0,0
198,6958,6950,6966,0,0,0,0,100,10,6000,0,,2024-09-25 03:22:31,0,0
199,6960,6951,6968,0,0,0,0,100,11,5999,0,,2024-09-25 03:23:31,0,0
200,6960,6952,6968,0,0,0,0,100,14,5998,0,,2024-09-25 03:24:32,0,0
201,6960,6952,6968,0,0,0,0,100,10,6000,0,,2024-09-25 03:25:32,0,0
202,6961,6953,6969,0,0,0,0,100,13,5999,0,,2024-09-25 03:26:32,0,0
203,6960,6952,6968,0,0,0,0,100,18,6000,0,,2024-09-25 03:27:32,0,0
204,6962,6954,6969,0,0,0,0,100,8,6000,0,,2024-09-25 03:28:32,0,0
205,6960,6952,6968,0,0,0,0,100,18,5999,0,,2024-09-25 03:29:32,0,0
206,6961,6952,6969,0,0,0,0,100,18,5998,0,,2024-09-25 03:30:32,0,0
207,6960,6952,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:31:32,0,0
208,6962,6954,6970,0,0,0,0,100,14,6001,0,,2024-09-25 03:32:32,0,0
209,6963,6955,6971,0,0,0,0,100,15,6002,0,,2024-09-25 03:33:32,0,0
210,6964,6956,6971,0,0,0,0,100,14,6001,0,,2024-09-25 03:34:32,0,0
211,6963,6955,6971,0,0,0,0,100,8,6001,0,,2024-09-25 03:35:32,0,0
212,6965,6957,6972,0,0,0,0,100,17,6002,0,,2024-09-25 03:36:32,0,0
213,6964,6956,6972,0,0,0,0,100,11,6001,0,,2024-09-25 03:37:32,0,0
214,6964,6957,6972,0,0,0,0,100,8,6002,0,,2024-09-25 03:38:32,0,0
215,6964,6957,6972,0,0,0,0,100,11,6002,0,,2024-09-25 03:39:32,0,0
216,6964,6955,6972,0,0,0,0,100,13,6002,0,,2024-09-25 03:40:32,0,0
217,6963,6956,6971,0,0,0,0,100,8,6003,0,,2024-09-25 03:41:32,0,0
218,6965,6957,6972,0,0,0,0,100,7,6001,0,,2024-09-25 03:42:32,0,0
219,6960,6953,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:43:32,0,0
220,6961,6953,6970,0,0,0,0,100,9,5999,0,,2024-09-25 03:44:32,0,0
221,6960,6952,6969,0,0,0,0,100,18,5998,0,,2024-09-25 03:45:32,0,0
222,6962,6954,6969,0,0,0,0,100,8,6000,0,,2024-09-25 03:46:32,0,0
223,6962,6954,6970,0,0,0,0,100,8,5998,0,,2024-09-25 03:47:32,0,0
224,6961,6953,6969,0,0,0,0,100,16,5999,0,,2024-09-25 03:48:32,0,0
225,6961,6953,6969,0,0,0,0,100,9,6000,0,,2024-09-25 03:49:32,0,0
226,6960,6952,6968,0,0,0,0,100,10,6000,0,,2024-09-25 03:50:32,0,0
227,6961,6953,6969,0,0,0,0,100,18,5999,0,,2024-09-25 03:51:32,0,0
228,6960,6952,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:52:32,0,0
229,6960,6951,6968,0,0,0,0,100,16,6000,0,,2024-09-25 03:53:31,0,0
230,6959,6951,6967,0,0,0,0,100,14,6000,0,,2024-09-25 03:54:31,0,0
231,6961,6953,6969,0,0,0,0,100,14,6000,0,,2024-09-25 03:55:31,0,0
232,6960,6952,6969,0,0,0,0,100,18,5999,0,,2024-09-25 03:56:31,0,0
233,6960,6952,6968,0,0,0,0,100,13,6000,0,,2024-09-25 03:57:31,0,0
234,6960,6952,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:58:31,0,0
235,6959,6952,6967,0,0,0,0,100,16,5999,0,,2024-09-25 04:00:33,0,0
236,6959,6951,6966,0,0,0,0,100,8,5999,0,,2024-09-25 04:01:32,0,0
237,6960,6952,6967,0,0,0,0,100,15,5999,0,,2024-09-25 04:02:32,0,0
238,6959,6951,6966,0,0,0,0,100,14,5999,0,,2024-09-25 04:03:32,0,0
239,6961,6953,6968,0,0,0,0,100,9,5999,0,,2024-09-25 04:04:32,0,0
240,6959,6951,6966,0,0,0,0,100,11,5999,0,,2024-09-25 04:05:34,0,0
241,6960,6952,6968,0,0,0,0,100,15,5998,0,,2024-09-25 04:06:33,0,0
242,6961,6953,6968,0,0,0,0,100,15,5999,0,,2024-09-25 04:07:33,0,0
243,6960,6953,6968,0,0,0,0,100,8,6000,0,,2024-09-25 04:08:33,0,0
244,6961,6953,6968,0,0,0,0,100,8,6000,0,,2024-09-25 04:09:33,0,0
245,6960,6953,6968,0,0,0,0,100,14,5999,0,,2024-09-25 04:10:33,0,0
246,6961,6953,6968,0,0,0,0,100,9,6000,0,,2024-09-25 04:11:35,0,0
247,6963,6955,6971,0,0,0,0,100,17,6002,0,,2024-09-25 04:12:35,0,0
248,6963,6955,6971,0,0,0,0,100,16,6002,0,,2024-09-25 04:13:34,0,0
249,6963,6956,6970,0,0,0,0,100,6,6002,0,,2024-09-25 04:14:34,0,0
250,6963,6956,6971,0,0,0,0,100,16,6001,0,,2024-09-25 04:15:34,0,0
251,6965,6958,6972,0,0,0,0,100,13,6001,0,,2024-09-25 04:16:34,0,0
252,6963,6955,6970,0,0,0,0,100,14,6002,0,,2024-09-25 04:17:34,0,0
253,6963,6956,6970,0,0,0,0,100,8,6001,0,,2024-09-25 04:18:34,0,0
254,6963,6955,6970,0,0,0,0,100,16,6002,0,,2024-09-25 04:19:35,0,0
255,6962,6955,6969,0,0,0,0,100,12,6002,0,,2024-09-25 04:20:35,0,0
256,6962,6955,6969,0,0,0,0,100,16,6001,0,,2024-09-25 04:21:35,0,0
257,6963,6956,6970,0,0,0,0,100,8,6002,0,,2024-09-25 04:22:34,0,0
258,6963,6956,6970,0,0,0,0,100,8,6001,0,,2024-09-25 04:23:34,0,0
259,6961,6954,6968,0,0,0,0,100,8,5999,0,,2024-09-25 04:24:34,0,0
260,6960,6953,6968,0,0,0,0,100,14,6000,0,,2024-09-25 04:25:34,0,0
261,6961,6954,6968,0,0,0,0,100,7,5999,0,,2024-09-25 04:26:34,0,0
262,6961,6954,6969,0,0,0,0,100,16,5998,0,,2024-09-25 04:27:36,0,0
263,6961,6953,6968,0,0,0,0,100,6,5999,0,,2024-09-25 04:28:36,0,0
264,6961,6954,6968,0,0,0,0,100,9,5999,0,,2024-09-25 04:29:36,0,0
265,6963,6955,6970,0,0,0,0,100,16,5999,0,,2024-09-25 04:30:35,0,0
266,6962,6954,6970,0,0,0,0,100,16,5999,0,,2024-09-25 04:31:35,0,0
267,6961,6954,6969,0,0,0,0,100,8,5998,0,,2024-09-25 04:32:35,0,0
268,6960,6953,6968,0,0,0,0,100,17,5999,0,,2024-09-25 04:33:37,0,0
269,6962,6955,6969,0,0,0,0,100,9,5998,0,,2024-09-25 04:34:37,0,0
270,6961,6954,6969,0,0,0,0,100,8,5998,0,,2024-09-25 04:35:37,0,0
271,6961,6954,6969,0,0,0,0,100,17,5998,0,,2024-09-25 04:36:36,0,0
272,6962,6954,6969,0,0,0,0,100,17,5998,0,,2024-09-25 04:37:36,0,0
273,6964,6955,6973,0,0,0,0,100,19,6002,0,,2024-09-25 04:38:37,0,0
274,6964,6955,6973,0,0,0,0,100,16,6002,0,,2024-09-25 04:39:36,0,0
275,6964,6955,6973,0,0,0,0,100,19,6001,0,,2024-09-25 04:40:37,0,0
276,6967,6959,6975,0,0,0,0,100,8,6004,0,,2024-09-25 04:41:37,0,0
277,6965,6957,6974,0,0,0,0,100,16,6004,0,,2024-09-25 04:42:37,0,0
278,6965,6956,6974,0,0,0,0,100,16,6004,0,,2024-09-25 04:43:37,0,0
279,6966,6957,6975,0,0,0,0,100,18,6004,0,,2024-09-25 04:44:37,0,0
280,6965,6956,6974,0,0,0,0,100,19,6004,0,,2024-09-25 04:45:37,0,0
281,6966,6957,6974,0,0,0,0,100,13,6004,0,,2024-09-25 04:46:37,0,0
282,6966,6957,6975,0,0,0,0,100,17,6004,0,,2024-09-25 04:47:36,0,0
283,6962,6954,6970,0,0,0,0,100,10,6003,0,,2024-09-25 04:48:37,0,0
284,6963,6955,6971,0,0,0,0,100,18,6001,0,,2024-09-25 04:49:37,0,0
285,6964,6956,6972,0,0,0,0,100,8,6003,0,,2024-09-25 04:50:36,0,0
286,6964,6956,6972,0,0,0,0,100,17,6002,0,,2024-09-25 04:51:36,0,0
287,6963,6956,6971,0,0,0,0,100,8,6002,0,,2024-09-25 04:52:36,0,0
288,6961,6953,6969,0,0,0,0,100,17,5998,0,,2024-09-25 04:53:36,0,0
289,6960,6952,6968,0,0,0,0,100,14,5997,0,,2024-09-25 04:54:36,0,0
290,6959,6952,6967,0,0,0,0,100,8,5996,0,,2024-09-25 04:55:38,0,0
291,6960,6952,6967,0,0,0,0,100,8,5996,0,,2024-09-25 04:56:37,0,0
292,6960,6952,6968,0,0,0,0,100,8,5995,0,,2024-09-25 04:57:37,0,0
293,6960,6953,6968,0,0,0,0,100,11,5997,0,,2024-09-25 04:58:37,0,0
294,6960,6952,6968,0,0,0,0,100,10,5996,0,,2024-09-25 05:00:37,0,0
295,6959,6951,6967,0,0,0,0,100,17,5996,0,,2024-09-25 05:01:39,0,0
296,6959,6951,6967,0,0,0,0,100,11,5998,0,,2024-09-25 05:02:39,0,0
297,6960,6952,6968,0,0,0,0,100,8,5996,0,,2024-09-25 05:03:38,0,0
298,6960,6952,6968,0,0,0,0,100,14,5997,0,,2024-09-25 05:04:38,0,0
