,PLC_point0_value,PLC_point1_value,PLC_point7_value,PLC_point5_value,PLC_point8_value,PLC_point4_value,PLC_point3_value,PLC_point2_value,PLC_point6_value,csvTime
70,error,error,error,error,error,error,error,error,error,2024-09-25 01:11:34
71,error,error,error,error,error,error,error,error,error,2024-09-25 01:12:34
72,error,error,error,error,error,error,error,error,error,2024-09-25 01:13:34
73,error,error,error,error,error,error,error,error,error,2024-09-25 01:14:34
74,error,error,error,error,error,error,error,error,error,2024-09-25 01:15:34
75,error,error,error,error,error,error,error,error,error,2024-09-25 01:16:34
76,error,error,error,error,error,error,error,error,error,2024-09-25 01:17:34
77,error,error,error,error,error,error,error,error,error,2024-09-25 01:18:34
78,error,error,error,error,error,error,error,error,error,2024-09-25 01:19:34
79,error,error,error,error,error,error,error,error,error,2024-09-25 01:20:34
80,error,error,error,error,error,error,error,error,error,2024-09-25 01:21:34
81,error,error,error,error,error,error,error,error,error,2024-09-25 01:22:34
82,error,error,error,error,error,error,error,error,error,2024-09-25 01:23:34
83,error,error,error,error,error,error,error,error,error,2024-09-25 01:24:34
84,error,error,error,error,error,error,error,error,error,2024-09-25 01:25:34
85,error,error,error,error,error,error,error,error,error,2024-09-25 01:26:34
86,error,error,error,error,error,error,error,error,error,2024-09-25 01:27:34
87,error,error,error,error,error,error,error,error,error,2024-09-25 01:28:34
88,error,error,error,error,error,error,error,error,error,2024-09-25 01:29:34
89,error,error,error,error,error,error,error,error,error,2024-09-25 01:30:34
90,error,error,error,error,error,error,error,error,error,2024-09-25 01:31:34
91,error,error,error,error,error,error,error,error,error,2024-09-25 01:32:34
92,error,error,error,error,error,error,error,error,error,2024-09-25 01:33:34
93,error,error,error,error,error,error,error,error,error,2024-09-25 01:34:34
94,error,error,error,error,error,error,error,error,error,2024-09-25 01:35:34
95,error,error,error,error,error,error,error,error,error,2024-09-25 01:36:34
96,error,error,error,error,error,error,error,error,error,2024-09-25 01:37:34
97,error,error,error,error,error,error,error,error,error,2024-09-25 01:38:34
98,error,error,error,error,error,error,error,error,error,2024-09-25 01:39:34
99,error,error,error,error,error,error,error,error,error,2024-09-25 01:40:34
100,error,error,error,error,error,error,error,error,error,2024-09-25 01:41:34
101,error,error,error,error,error,error,error,error,error,2024-09-25 01:42:34
102,error,error,error,error,error,error,error,error,error,2024-09-25 01:43:34
103,error,error,error,error,error,error,error,error,error,2024-09-25 01:44:34
104,error,error,error,error,error,error,error,error,error,2024-09-25 01:45:34
105,error,error,error,error,error,error,error,error,error,2024-09-25 01:46:34
106,error,error,error,error,error,error,error,error,error,2024-09-25 01:47:34
107,error,error,error,error,error,error,error,error,error,2024-09-25 01:48:34
108,error,error,error,error,error,error,error,error,error,2024-09-25 01:49:34
109,error,error,error,error,error,error,error,error,error,2024-09-25 01:50:34
110,error,error,error,error,error,error,error,error,error,2024-09-25 01:51:34
111,error,error,error,error,error,error,error,error,error,2024-09-25 01:52:34
112,error,error,error,error,error,error,error,error,error,2024-09-25 01:53:34
113,error,error,error,error,error,error,error,error,error,2024-09-25 01:54:34
114,error,error,error,error,error,error,error,error,error,2024-09-25 01:55:34
115,error,error,error,error,error,error,error,error,error,2024-09-25 01:56:34
116,error,error,error,error,error,error,error,error,error,2024-09-25 01:57:34
117,error,error,error,error,error,error,error,error,error,2024-09-25 01:58:34
118,error,error,error,error,error,error,error,error,error,2024-09-25 02:00:34
119,error,error,error,error,error,error,error,error,error,2024-09-25 02:01:34
120,error,error,error,error,error,error,error,error,error,2024-09-25 02:02:34
121,error,error,error,error,error,error,error,error,error,2024-09-25 02:03:34
122,error,error,error,error,error,error,error,error,error,2024-09-25 02:04:34
123,error,error,error,error,error,error,error,error,error,2024-09-25 02:05:34
124,error,error,error,error,error,error,error,error,error,2024-09-25 02:06:34
125,error,error,error,error,error,error,error,error,error,2024-09-25 02:07:34
126,error,error,error,error,error,error,error,error,error,2024-09-25 02:08:34
127,error,error,error,error,error,error,error,error,error,2024-09-25 02:09:34
128,error,error,error,error,error,error,error,error,error,2024-09-25 02:10:34
129,error,error,error,error,error,error,error,error,error,2024-09-25 02:11:34
130,error,error,error,error,error,error,error,error,error,2024-09-25 02:12:34
131,error,error,error,error,error,error,error,error,error,2024-09-25 02:13:34
132,error,error,error,error,error,error,error,error,error,2024-09-25 02:14:34
133,error,error,error,error,error,error,error,error,error,2024-09-25 02:15:34
134,error,error,error,error,error,error,error,error,error,2024-09-25 02:16:34
135,error,error,error,error,error,error,error,error,error,2024-09-25 02:17:34
136,error,error,error,error,error,error,error,error,error,2024-09-25 02:18:34
137,error,error,error,error,error,error,error,error,error,2024-09-25 02:19:34
138,error,error,error,error,error,error,error,error,error,2024-09-25 02:20:34
139,error,error,error,error,error,error,error,error,error,2024-09-25 02:21:34
140,error,error,error,error,error,error,error,error,error,2024-09-25 02:22:34
141,error,error,error,error,error,error,error,error,error,2024-09-25 02:23:34
142,error,error,error,error,error,error,error,error,error,2024-09-25 02:24:34
143,error,error,error,error,error,error,error,error,error,2024-09-25 02:25:34
144,error,error,error,error,error,error,error,error,error,2024-09-25 02:26:34
145,error,error,error,error,error,error,error,error,error,2024-09-25 02:27:34
146,error,error,error,error,error,error,error,error,error,2024-09-25 02:28:34
147,error,error,error,error,error,error,error,error,error,2024-09-25 02:29:34
148,error,error,error,error,error,error,error,error,error,2024-09-25 02:30:34
149,error,error,error,error,error,error,error,error,error,2024-09-25 02:31:34
150,error,error,error,error,error,error,error,error,error,2024-09-25 02:32:34
151,error,error,error,error,error,error,error,error,error,2024-09-25 02:33:34
152,error,error,error,error,error,error,error,error,error,2024-09-25 02:34:34
153,error,error,error,error,error,error,error,error,error,2024-09-25 02:35:34
154,error,error,error,error,error,error,error,error,error,2024-09-25 02:36:34
155,error,error,error,error,error,error,error,error,error,2024-09-25 02:37:34
156,error,error,error,error,error,error,error,error,error,2024-09-25 02:38:34
157,error,error,error,error,error,error,error,error,error,2024-09-25 02:39:34
158,error,error,error,error,error,error,error,error,error,2024-09-25 02:40:34
159,error,error,error,error,error,error,error,error,error,2024-09-25 02:41:34
160,error,error,error,error,error,error,error,error,error,2024-09-25 02:42:34
161,error,error,error,error,error,error,error,error,error,2024-09-25 02:43:34
162,error,error,error,error,error,error,error,error,error,2024-09-25 02:44:34
163,error,error,error,error,error,error,error,error,error,2024-09-25 02:45:34
164,error,error,error,error,error,error,error,error,error,2024-09-25 02:46:34
165,error,error,error,error,error,error,error,error,error,2024-09-25 02:47:34
166,error,error,error,error,error,error,error,error,error,2024-09-25 02:48:34
167,error,error,error,error,error,error,error,error,error,2024-09-25 02:49:34
168,error,error,error,error,error,error,error,error,error,2024-09-25 02:50:34
169,error,error,error,error,error,error,error,error,error,2024-09-25 02:51:34
170,error,error,error,error,error,error,error,error,error,2024-09-25 02:52:34
171,error,error,error,error,error,error,error,error,error,2024-09-25 02:53:34
172,error,error,error,error,error,error,error,error,error,2024-09-25 02:54:34
173,error,error,error,error,error,error,error,error,error,2024-09-25 02:55:34
174,error,error,error,error,error,error,error,error,error,2024-09-25 02:56:34
175,error,error,error,error,error,error,error,error,error,2024-09-25 02:57:34
176,error,error,error,error,error,error,error,error,error,2024-09-25 02:58:34
177,error,error,error,error,error,error,error,error,error,2024-09-25 03:00:34
178,error,error,error,error,error,error,error,error,error,2024-09-25 03:01:34
179,error,error,error,error,error,error,error,error,error,2024-09-25 03:02:34
180,error,error,error,error,error,error,error,error,error,2024-09-25 03:03:34
181,error,error,error,error,error,error,error,error,error,2024-09-25 03:04:34
182,error,error,error,error,error,error,error,error,error,2024-09-25 03:05:34
183,error,error,error,error,error,error,error,error,error,2024-09-25 03:06:34
184,error,error,error,error,error,error,error,error,error,2024-09-25 03:07:34
185,error,error,error,error,error,error,error,error,error,2024-09-25 03:08:34
186,error,error,error,error,error,error,error,error,error,2024-09-25 03:09:34
187,error,error,error,error,error,error,error,error,error,2024-09-25 03:10:34
188,error,error,error,error,error,error,error,error,error,2024-09-25 03:11:34
189,error,error,error,error,error,error,error,error,error,2024-09-25 03:12:34
190,error,error,error,error,error,error,error,error,error,2024-09-25 03:13:34
191,error,error,error,error,error,error,error,error,error,2024-09-25 03:14:34
192,error,error,error,error,error,error,error,error,error,2024-09-25 03:15:34
193,error,error,error,error,error,error,error,error,error,2024-09-25 03:16:34
194,error,error,error,error,error,error,error,error,error,2024-09-25 03:17:34
195,error,error,error,error,error,error,error,error,error,2024-09-25 03:18:34
196,error,error,error,error,error,error,error,error,error,2024-09-25 03:19:34
197,error,error,error,error,error,error,error,error,error,2024-09-25 03:20:34
198,error,error,error,error,error,error,error,error,error,2024-09-25 03:21:34
199,error,error,error,error,error,error,error,error,error,2024-09-25 03:22:34
200,error,error,error,error,error,error,error,error,error,2024-09-25 03:23:34
201,error,error,error,error,error,error,error,error,error,2024-09-25 03:24:34
202,error,error,error,error,error,error,error,error,error,2024-09-25 03:25:34
203,error,error,error,error,error,error,error,error,error,2024-09-25 03:26:34
204,error,error,error,error,error,error,error,error,error,2024-09-25 03:27:34
205,error,error,error,error,error,error,error,error,error,2024-09-25 03:28:34
206,error,error,error,error,error,error,error,error,error,2024-09-25 03:29:34
207,error,error,error,error,error,error,error,error,error,2024-09-25 03:30:34
208,error,error,error,error,error,error,error,error,error,2024-09-25 03:31:34
209,error,error,error,error,error,error,error,error,error,2024-09-25 03:32:34
210,error,error,error,error,error,error,error,error,error,2024-09-25 03:33:34
211,error,error,error,error,error,error,error,error,error,2024-09-25 03:34:34
212,error,error,error,error,error,error,error,error,error,2024-09-25 03:35:34
213,error,error,error,error,error,error,error,error,error,2024-09-25 03:36:34
214,error,error,error,error,error,error,error,error,error,2024-09-25 03:37:34
215,error,error,error,error,error,error,error,error,error,2024-09-25 03:38:34
216,error,error,error,error,error,error,error,error,error,2024-09-25 03:39:34
217,error,error,error,error,error,error,error,error,error,2024-09-25 03:40:34
218,error,error,error,error,error,error,error,error,error,2024-09-25 03:41:34
219,error,error,error,error,error,error,error,error,error,2024-09-25 03:42:34
220,error,error,error,error,error,error,error,error,error,2024-09-25 03:43:34
221,error,error,error,error,error,error,error,error,error,2024-09-25 03:44:34
222,error,error,error,error,error,error,error,error,error,2024-09-25 03:45:34
223,error,error,error,error,error,error,error,error,error,2024-09-25 03:46:34
224,error,error,error,error,error,error,error,error,error,2024-09-25 03:47:34
225,error,error,error,error,error,error,error,error,error,2024-09-25 03:48:34
226,error,error,error,error,error,error,error,error,error,2024-09-25 03:49:34
227,error,error,error,error,error,error,error,error,error,2024-09-25 03:50:34
228,error,error,error,error,error,error,error,error,error,2024-09-25 03:51:34
229,error,error,error,error,error,error,error,error,error,2024-09-25 03:52:34
230,error,error,error,error,error,error,error,error,error,2024-09-25 03:53:34
231,error,error,error,error,error,error,error,error,error,2024-09-25 03:54:34
232,error,error,error,error,error,error,error,error,error,2024-09-25 03:55:34
233,error,error,error,error,error,error,error,error,error,2024-09-25 03:56:34
234,error,error,error,error,error,error,error,error,error,2024-09-25 03:57:34
235,error,error,error,error,error,error,error,error,error,2024-09-25 03:58:34
236,error,error,error,error,error,error,error,error,error,2024-09-25 04:00:34
237,error,error,error,error,error,error,error,error,error,2024-09-25 04:01:34
238,error,error,error,error,error,error,error,error,error,2024-09-25 04:02:34
239,error,error,error,error,error,error,error,error,error,2024-09-25 04:03:34
240,error,error,error,error,error,error,error,error,error,2024-09-25 04:04:34
241,error,error,error,error,error,error,error,error,error,2024-09-25 04:05:34
242,error,error,error,error,error,error,error,error,error,2024-09-25 04:06:34
243,error,error,error,error,error,error,error,error,error,2024-09-25 04:07:34
244,error,error,error,error,error,error,error,error,error,2024-09-25 04:08:34
245,error,error,error,error,error,error,error,error,error,2024-09-25 04:09:34
246,error,error,error,error,error,error,error,error,error,2024-09-25 04:10:34
247,error,error,error,error,error,error,error,error,error,2024-09-25 04:11:34
248,error,error,error,error,error,error,error,error,error,2024-09-25 04:12:34
249,error,error,error,error,error,error,error,error,error,2024-09-25 04:13:34
250,error,error,error,error,error,error,error,error,error,2024-09-25 04:14:34
251,error,error,error,error,error,error,error,error,error,2024-09-25 04:15:34
252,error,error,error,error,error,error,error,error,error,2024-09-25 04:16:34
253,error,error,error,error,error,error,error,error,error,2024-09-25 04:17:34
254,error,error,error,error,error,error,error,error,error,2024-09-25 04:18:34
255,error,error,error,error,error,error,error,error,error,2024-09-25 04:19:34
256,error,error,error,error,error,error,error,error,error,2024-09-25 04:20:34
257,error,error,error,error,error,error,error,error,error,2024-09-25 04:21:34
258,error,error,error,error,error,error,error,error,error,2024-09-25 04:22:34
259,error,error,error,error,error,error,error,error,error,2024-09-25 04:23:34
260,error,error,error,error,error,error,error,error,error,2024-09-25 04:24:34
261,error,error,error,error,error,error,error,error,error,2024-09-25 04:25:34
262,error,error,error,error,error,error,error,error,error,2024-09-25 04:26:34
263,error,error,error,error,error,error,error,error,error,2024-09-25 04:27:34
264,error,error,error,error,error,error,error,error,error,2024-09-25 04:28:34
265,error,error,error,error,error,error,error,error,error,2024-09-25 04:29:34
266,error,error,error,error,error,error,error,error,error,2024-09-25 04:30:34
267,error,error,error,error,error,error,error,error,error,2024-09-25 04:31:34
268,error,error,error,error,error,error,error,error,error,2024-09-25 04:32:34
269,error,error,error,error,error,error,error,error,error,2024-09-25 04:33:34
270,error,error,error,error,error,error,error,error,error,2024-09-25 04:34:34
271,error,error,error,error,error,error,error,error,error,2024-09-25 04:35:34
272,error,error,error,error,error,error,error,error,error,2024-09-25 04:36:34
273,error,error,error,error,error,error,error,error,error,2024-09-25 04:37:34
274,error,error,error,error,error,error,error,error,error,2024-09-25 04:38:34
275,error,error,error,error,error,error,error,error,error,2024-09-25 04:39:34
276,error,error,error,error,error,error,error,error,error,2024-09-25 04:40:34
277,error,error,error,error,error,error,error,error,error,2024-09-25 04:41:34
278,error,error,error,error,error,error,error,error,error,2024-09-25 04:42:34
279,error,error,error,error,error,error,error,error,error,2024-09-25 04:43:34
280,error,error,error,error,error,error,error,error,error,2024-09-25 04:44:34
281,error,error,error,error,error,error,error,error,error,2024-09-25 04:45:34
282,error,error,error,error,error,error,error,error,error,2024-09-25 04:46:34
283,error,error,error,error,error,error,error,error,error,2024-09-25 04:47:34
284,error,error,error,error,error,error,error,error,error,2024-09-25 04:48:34
285,error,error,error,error,error,error,error,error,error,2024-09-25 04:49:34
286,error,error,error,error,error,error,error,error,error,2024-09-25 04:50:34
287,error,error,error,error,error,error,error,error,error,2024-09-25 04:51:34
288,error,error,error,error,error,error,error,error,error,2024-09-25 04:52:34
289,error,error,error,error,error,error,error,error,error,2024-09-25 04:53:34
290,error,error,error,error,error,error,error,error,error,2024-09-25 04:54:34
291,error,error,error,error,error,error,error,error,error,2024-09-25 04:55:34
292,error,error,error,error,error,error,error,error,error,2024-09-25 04:56:34
293,error,error,error,error,error,error,error,error,error,2024-09-25 04:57:34
294,error,error,error,error,error,error,error,error,error,2024-09-25 04:58:34
295,error,error,error,error,error,error,error,error,error,2024-09-25 05:00:34
296,error,error,error,error,error,error,error,error,error,2024-09-25 05:01:34
297,error,error,error,error,error,error,error,error,error,2024-09-25 05:02:34
298,error,error,error,error,error,error,error,error,error,2024-09-25 05:03:34
299,error,error,error,error,error,error,error,error,error,2024-09-25 05:04:34
300,error,error,error,error,error,error,error,error,error,2024-09-25 05:05:34
301,error,error,error,error,error,error,error,error,error,2024-09-25 05:06:34
302,error,error,error,error,error,error,error,error,error,2024-09-25 05:07:34
303,error,error,error,error,error,error,error,error,error,2024-09-25 05:08:34
304,error,error,error,error,error,error,error,error,error,2024-09-25 05:09:34
305,error,error,error,error,error,error,error,error,error,2024-09-25 05:10:34
306,error,error,error,error,error,error,error,error,error,2024-09-25 05:11:34
307,error,error,error,error,error,error,error,error,error,2024-09-25 05:12:34
308,error,error,error,error,error,error,error,error,error,2024-09-25 05:13:34
309,error,error,error,error,error,error,error,error,error,2024-09-25 05:14:34
310,error,error,error,error,error,error,error,error,error,2024-09-25 05:15:34
311,error,error,error,error,error,error,error,error,error,2024-09-25 05:16:34
312,error,error,error,error,error,error,error,error,error,2024-09-25 05:17:34
313,error,error,error,error,error,error,error,error,error,2024-09-25 05:18:34
314,error,error,error,error,error,error,error,error,error,2024-09-25 05:19:34
315,error,error,error,error,error,error,error,error,error,2024-09-25 05:20:34
316,error,error,error,error,error,error,error,error,error,2024-09-25 05:21:34
317,error,error,error,error,error,error,error,error,error,2024-09-25 05:22:34
318,error,error,error,error,error,error,error,error,error,2024-09-25 05:23:34
319,error,error,error,error,error,error,error,error,error,2024-09-25 05:24:34
320,error,error,error,error,error,error,error,error,error,2024-09-25 05:25:34
321,error,error,error,error,error,error,error,error,error,2024-09-25 05:26:34
322,error,error,error,error,error,error,error,error,error,2024-09-25 05:27:34
323,error,error,error,error,error,error,error,error,error,2024-09-25 05:28:34
324,error,error,error,error,error,error,error,error,error,2024-09-25 05:29:34
325,error,error,error,error,error,error,error,error,error,2024-09-25 05:30:34
326,error,error,error,error,error,error,error,error,error,2024-09-25 05:31:34
327,error,error,error,error,error,error,error,error,error,2024-09-25 05:32:34
328,error,error,error,error,error,error,error,error,error,2024-09-25 05:33:34
329,error,error,error,error,error,error,error,error,error,2024-09-25 05:34:34
330,error,error,error,error,error,error,error,error,error,2024-09-25 05:35:34
331,error,error,error,error,error,error,error,error,error,2024-09-25 05:36:34
332,error,error,error,error,error,error,error,error,error,2024-09-25 05:37:34
333,error,error,error,error,error,error,error,error,error,2024-09-25 05:38:34
334,error,error,error,error,error,error,error,error,error,2024-09-25 05:39:34
335,error,error,error,error,error,error,error,error,error,2024-09-25 05:40:34
336,error,error,error,error,error,error,error,error,error,2024-09-25 05:41:34
337,error,error,error,error,error,error,error,error,error,2024-09-25 05:42:34
338,error,error,error,error,error,error,error,error,error,2024-09-25 05:43:34
339,error,error,error,error,error,error,error,error,error,2024-09-25 05:44:34
340,error,error,error,error,error,error,error,error,error,2024-09-25 05:45:34
341,error,error,error,error,error,error,error,error,error,2024-09-25 05:46:34
342,error,error,error,error,error,error,error,error,error,2024-09-25 05:47:34
343,error,error,error,error,error,error,error,error,error,2024-09-25 05:48:34
344,error,error,error,error,error,error,error,error,error,2024-09-25 05:49:34
345,error,error,error,error,error,error,error,error,error,2024-09-25 05:50:34
346,error,error,error,error,error,error,error,error,error,2024-09-25 05:51:34
347,error,error,error,error,error,error,error,error,error,2024-09-25 05:52:34
348,error,error,error,error,error,error,error,error,error,2024-09-25 05:53:34
349,error,error,error,error,error,error,error,error,error,2024-09-25 05:54:34
350,error,error,error,error,error,error,error,error,error,2024-09-25 05:55:34
351,error,error,error,error,error,error,error,error,error,2024-09-25 05:56:34
352,error,error,error,error,error,error,error,error,error,2024-09-25 05:57:34
353,error,error,error,error,error,error,error,error,error,2024-09-25 05:58:34
354,error,error,error,error,error,error,error,error,error,2024-09-25 06:00:34
355,error,error,error,error,error,error,error,error,error,2024-09-25 06:01:34
356,error,error,error,error,error,error,error,error,error,2024-09-25 06:02:34
357,error,error,error,error,error,error,error,error,error,2024-09-25 06:03:34
358,error,error,error,error,error,error,error,error,error,2024-09-25 06:04:34
359,error,error,error,error,error,error,error,error,error,2024-09-25 06:05:34
360,error,error,error,error,error,error,error,error,error,2024-09-25 06:06:34
361,error,error,error,error,error,error,error,error,error,2024-09-25 06:07:34
362,error,error,error,error,error,error,error,error,error,2024-09-25 06:08:34
363,error,error,error,error,error,error,error,error,error,2024-09-25 06:09:34
364,error,error,error,error,error,error,error,error,error,2024-09-25 06:10:34
365,error,error,error,error,error,error,error,error,error,2024-09-25 06:11:34
366,error,error,error,error,error,error,error,error,error,2024-09-25 06:12:34
367,error,error,error,error,error,error,error,error,error,2024-09-25 06:13:34
368,error,error,error,error,error,error,error,error,error,2024-09-25 06:14:34
369,error,error,error,error,error,error,error,error,error,2024-09-25 06:15:34
370,error,error,error,error,error,error,error,error,error,2024-09-25 06:16:34
371,error,error,error,error,error,error,error,error,error,2024-09-25 06:17:34
372,error,error,error,error,error,error,error,error,error,2024-09-25 06:18:34
373,error,error,error,error,error,error,error,error,error,2024-09-25 06:19:34
374,error,error,error,error,error,error,error,error,error,2024-09-25 06:20:34
375,error,error,error,error,error,error,error,error,error,2024-09-25 06:21:34
376,error,error,error,error,error,error,error,error,error,2024-09-25 06:22:34
377,error,error,error,error,error,error,error,error,error,2024-09-25 06:23:34
378,error,error,error,error,error,error,error,error,error,2024-09-25 06:24:34
379,error,error,error,error,error,error,error,error,error,2024-09-25 06:25:34
380,error,error,error,error,error,error,error,error,error,2024-09-25 06:26:34
381,error,error,error,error,error,error,error,error,error,2024-09-25 06:27:34
382,error,error,error,error,error,error,error,error,error,2024-09-25 06:28:34
383,error,error,error,error,error,error,error,error,error,2024-09-25 06:29:34
384,error,error,error,error,error,error,error,error,error,2024-09-25 06:30:34
385,error,error,error,error,error,error,error,error,error,2024-09-25 06:31:34
386,error,error,error,error,error,error,error,error,error,2024-09-25 06:32:34
387,error,error,error,error,error,error,error,error,error,2024-09-25 06:33:34
388,error,error,error,error,error,error,error,error,error,2024-09-25 06:34:34
389,error,error,error,error,error,error,error,error,error,2024-09-25 06:35:34
390,error,error,error,error,error,error,error,error,error,2024-09-25 06:36:34
391,error,error,error,error,error,error,error,error,error,2024-09-25 06:37:34
392,error,error,error,error,error,error,error,error,error,2024-09-25 06:38:34
393,error,error,error,error,error,error,error,error,error,2024-09-25 06:39:34
394,error,error,error,error,error,error,error,error,error,2024-09-25 06:40:34
395,error,error,error,error,error,error,error,error,error,2024-09-25 06:41:34
396,error,error,error,error,error,error,error,error,error,2024-09-25 06:42:34
397,error,error,error,error,error,error,error,error,error,2024-09-25 06:43:34
398,error,error,error,error,error,error,error,error,error,2024-09-25 06:44:34
399,error,error,error,error,error,error,error,error,error,2024-09-25 06:45:34
400,error,error,error,error,error,error,error,error,error,2024-09-25 06:46:34
401,error,error,error,error,error,error,error,error,error,2024-09-25 06:47:34
402,error,error,error,error,error,error,error,error,error,2024-09-25 06:48:34
403,error,error,error,error,error,error,error,error,error,2024-09-25 06:49:34
404,error,error,error,error,error,error,error,error,error,2024-09-25 06:50:34
405,error,error,error,error,error,error,error,error,error,2024-09-25 06:51:34
406,error,error,error,error,error,error,error,error,error,2024-09-25 06:52:34
407,error,error,error,error,error,error,error,error,error,2024-09-25 06:53:34
408,error,error,error,error,error,error,error,error,error,2024-09-25 06:54:34
409,error,error,error,error,error,error,error,error,error,2024-09-25 06:55:34
410,error,error,error,error,error,error,error,error,error,2024-09-25 06:56:34
411,error,error,error,error,error,error,error,error,error,2024-09-25 06:57:34
412,error,error,error,error,error,error,error,error,error,2024-09-25 06:58:34
413,error,error,error,error,error,error,error,error,error,2024-09-25 07:00:34
414,error,error,error,error,error,error,error,error,error,2024-09-25 07:01:34
415,error,error,error,error,error,error,error,error,error,2024-09-25 07:02:34
416,error,error,error,error,error,error,error,error,error,2024-09-25 07:03:34
417,error,error,error,error,error,error,error,error,error,2024-09-25 07:04:34
