index,13-11-1_v,13-11-2_v,13-11-0_v,13-11-5_v,13-11-6_v,13-11-3_v,13-11-4_v,13-11-9_v,13-11-11_v,13-11-10_v,13-11-7_v,13-11-13_v,csvTime,13-11-8_v,13-11-12_v,key_action,stage,13-11-6_v_new,running_status
93,6966,6957,6975,0,0,0,0,100,13,6004,0,,2024-09-25 01:35:13,0,0,False,False,0,未运行
94,6967,6958,6975,0,0,0,0,100,14,6005,0,,2024-09-25 01:36:13,0,0,False,False,0,未运行
95,6966,6957,6975,0,0,0,0,100,19,6004,0,,2024-09-25 01:37:13,0,0,False,False,0,未运行
96,6965,6956,6974,0,0,0,0,100,17,6006,0,,2024-09-25 01:38:13,0,0,False,False,0,未运行
97,6966,6957,6975,0,0,0,0,100,10,6005,0,,2024-09-25 01:39:13,0,0,False,False,0,未运行
98,6963,6953,6972,0,0,0,0,100,10,6004,0,,2024-09-25 01:40:15,0,0,False,False,0,未运行
99,6963,6954,6972,0,0,0,0,100,10,6002,0,,2024-09-25 01:41:15,0,0,False,False,0,未运行
100,6963,6954,6972,0,0,0,0,100,18,6003,0,,2024-09-25 01:42:15,0,0,False,False,0,未运行
101,6962,6953,6971,0,0,0,0,100,11,6002,0,,2024-09-25 01:43:14,0,0,False,False,0,未运行
102,6964,6955,6973,0,0,0,0,100,12,6003,0,,2024-09-25 01:44:14,0,0,False,False,0,未运行
103,6963,6953,6972,0,0,0,0,100,15,6002,0,,2024-09-25 01:45:14,0,0,False,False,0,未运行
104,6962,6953,6971,0,0,0,0,100,16,6002,0,,2024-09-25 01:46:14,0,0,False,False,0,未运行
105,6963,6954,6972,0,0,0,0,100,17,6004,0,,2024-09-25 01:47:16,0,0,False,False,0,未运行
106,6962,6953,6970,0,0,0,0,100,12,6001,0,,2024-09-25 01:48:16,0,0,False,False,0,未运行
107,6962,6954,6970,0,0,0,0,100,14,6000,0,,2024-09-25 01:49:16,0,0,False,False,0,未运行
108,6961,6954,6969,0,0,0,0,100,8,6000,0,,2024-09-25 01:50:18,0,0,False,False,0,未运行
109,6962,6954,6969,0,0,0,0,100,16,6000,0,,2024-09-25 01:51:18,0,0,False,False,0,未运行
110,6962,6954,6969,0,0,0,0,100,8,5997,0,,2024-09-25 01:52:18,0,0,False,False,0,未运行
111,6961,6953,6968,0,0,0,0,100,7,5997,0,,2024-09-25 01:53:17,0,0,False,False,0,未运行
112,6962,6954,6969,0,0,0,0,100,9,5997,0,,2024-09-25 01:54:18,0,0,False,False,0,未运行
113,6961,6953,6968,0,0,0,0,100,17,5996,0,,2024-09-25 01:55:17,0,0,False,False,0,未运行
114,6961,6954,6968,0,0,0,0,100,17,5996,0,,2024-09-25 01:56:17,0,0,False,False,0,未运行
115,6961,6953,6968,0,0,0,0,100,13,5997,0,,2024-09-25 01:57:19,0,0,False,False,0,未运行
116,6962,6954,6969,0,0,0,0,100,7,5996,0,,2024-09-25 01:58:18,0,0,False,False,0,未运行
117,6961,6953,6969,0,0,0,0,100,17,5996,0,,2024-09-25 02:00:20,0,0,False,False,0,未运行
118,6963,6955,6970,0,0,0,0,100,7,5996,0,,2024-09-25 02:01:20,0,0,False,False,0,未运行
119,6962,6954,6969,0,0,0,0,100,9,5999,0,,2024-09-25 02:02:19,0,0,False,False,0,未运行
120,6962,6955,6970,0,0,0,0,100,17,5999,0,,2024-09-25 02:03:19,0,0,False,False,0,未运行
121,6961,6953,6968,0,0,0,0,100,13,5998,0,,2024-09-25 02:04:19,0,0,False,False,0,未运行
122,6962,6954,6969,0,0,0,0,100,6,6000,0,,2024-09-25 02:05:21,0,0,False,False,0,未运行
123,6961,6953,6969,0,0,0,0,100,17,5999,0,,2024-09-25 02:06:21,0,0,False,False,0,未运行
124,6961,6954,6968,0,0,0,0,100,6,5999,0,,2024-09-25 02:07:20,0,0,False,False,0,未运行
125,6963,6955,6970,0,0,0,0,100,17,5998,0,,2024-09-25 02:08:20,0,0,False,False,0,未运行
126,6964,6957,6971,0,0,0,0,100,7,6001,0,,2024-09-25 02:09:20,0,0,False,False,0,未运行
127,6963,6956,6971,0,0,0,0,100,11,6002,0,,2024-09-25 02:10:20,0,0,False,False,0,未运行
128,6965,6957,6972,0,0,0,0,100,13,6002,0,,2024-09-25 02:11:20,0,0,False,False,0,未运行
129,6964,6956,6971,0,0,0,0,100,16,6001,0,,2024-09-25 02:12:20,0,0,False,False,0,未运行
130,6963,6956,6971,0,0,0,0,100,11,6002,0,,2024-09-25 02:13:22,0,0,False,False,0,未运行
131,6964,6957,6972,0,0,0,0,100,15,6002,0,,2024-09-25 02:14:22,0,0,False,False,0,未运行
132,6964,6956,6972,0,0,0,0,100,9,6001,0,,2024-09-25 02:15:22,0,0,False,False,0,未运行
133,6963,6955,6971,0,0,0,0,100,17,6002,0,,2024-09-25 02:16:22,0,0,False,False,0,未运行
134,6964,6957,6972,0,0,0,0,100,8,6001,0,,2024-09-25 02:17:22,0,0,False,False,0,未运行
135,6963,6955,6971,0,0,0,0,100,13,6002,0,,2024-09-25 02:18:22,0,0,False,False,0,未运行
136,6962,6954,6970,0,0,0,0,100,16,6002,0,,2024-09-25 02:19:24,0,0,False,False,0,未运行
137,6962,6954,6970,0,0,0,0,100,16,6001,0,,2024-09-25 02:20:24,0,0,False,False,0,未运行
138,6961,6953,6969,0,0,0,0,100,10,5999,0,,2024-09-25 02:21:24,0,0,False,False,0,未运行
139,6960,6952,6967,0,0,0,0,100,8,6000,0,,2024-09-25 02:22:24,0,0,False,False,0,未运行
140,6961,6953,6970,0,0,0,0,100,12,5998,0,,2024-09-25 02:23:26,0,0,False,False,0,未运行
141,6960,6952,6968,0,0,0,0,100,10,5999,0,,2024-09-25 02:24:25,0,0,False,False,0,未运行
142,6963,6954,6972,0,0,0,0,100,13,6002,0,,2024-09-25 02:25:25,0,0,False,False,0,未运行
143,6962,6953,6972,0,0,0,0,100,19,6002,0,,2024-09-25 02:26:25,0,0,False,False,0,未运行
144,6963,6954,6972,0,0,0,0,100,9,6002,0,,2024-09-25 02:27:25,0,0,False,False,0,未运行
145,6963,6954,6972,0,0,0,0,100,19,6002,0,,2024-09-25 02:28:27,0,0,False,False,0,未运行
146,6963,6954,6972,0,0,0,0,100,13,6002,0,,2024-09-25 02:29:26,0,0,False,False,0,未运行
147,6963,6953,6972,0,0,0,0,100,20,6001,0,,2024-09-25 02:30:26,0,0,False,False,0,未运行
148,6963,6954,6972,0,0,0,0,100,9,6002,0,,2024-09-25 02:31:26,0,0,False,False,0,未运行
149,6963,6954,6972,0,0,0,0,100,13,6003,0,,2024-09-25 02:32:26,0,0,False,False,0,未运行
150,6963,6954,6972,0,0,0,0,100,18,6003,0,,2024-09-25 02:33:28,0,0,False,False,0,未运行
151,6962,6953,6971,0,0,0,0,100,17,6003,0,,2024-09-25 02:34:28,0,0,False,False,0,未运行
152,6964,6955,6973,0,0,0,0,100,15,6002,0,,2024-09-25 02:35:28,0,0,False,False,0,未运行
153,6964,6954,6973,0,0,0,0,100,18,6001,0,,2024-09-25 02:36:28,0,0,False,False,0,未运行
154,6962,6953,6971,0,0,0,0,100,12,6002,0,,2024-09-25 02:37:28,0,0,False,False,0,未运行
155,6962,6953,6970,0,0,0,0,100,10,6001,0,,2024-09-25 02:38:28,0,0,False,False,0,未运行
156,6962,6953,6970,0,0,0,0,100,9,6001,0,,2024-09-25 02:39:28,0,0,False,False,0,未运行
157,6961,6953,6969,0,0,0,0,100,10,6002,0,,2024-09-25 02:40:28,0,0,False,False,0,未运行
158,6961,6953,6969,0,0,0,0,100,10,6000,0,,2024-09-25 02:41:28,0,0,False,False,0,未运行
159,6961,6953,6969,0,0,0,0,100,10,6000,0,,2024-09-25 02:42:27,0,0,False,False,0,未运行
160,6961,6953,6969,0,0,0,0,100,18,5999,0,,2024-09-25 02:43:27,0,0,False,False,0,未运行
161,6962,6953,6970,0,0,0,0,100,16,6000,0,,2024-09-25 02:44:27,0,0,False,False,0,未运行
162,6961,6953,6969,0,0,0,0,100,15,5999,0,,2024-09-25 02:45:27,0,0,False,False,0,未运行
163,6960,6953,6968,0,0,0,0,100,16,6001,0,,2024-09-25 02:46:27,0,0,False,False,0,未运行
164,6960,6953,6968,0,0,0,0,100,7,6000,0,,2024-09-25 02:47:27,0,0,False,False,0,未运行
165,6961,6953,6969,0,0,0,0,100,15,5999,0,,2024-09-25 02:48:27,0,0,False,False,0,未运行
166,6961,6953,6968,0,0,0,0,100,17,5998,0,,2024-09-25 02:49:29,0,0,False,False,0,未运行
167,6963,6956,6971,0,0,0,0,100,16,6001,0,,2024-09-25 02:50:28,0,0,False,False,0,未运行
168,6964,6956,6971,0,0,0,0,100,16,6002,0,,2024-09-25 02:51:29,0,0,False,False,0,未运行
169,6964,6956,6971,0,0,0,0,100,16,6002,0,,2024-09-25 02:52:29,0,0,False,False,0,未运行
170,6963,6955,6970,0,0,0,0,100,10,6002,0,,2024-09-25 02:53:29,0,0,False,False,0,未运行
171,6964,6957,6971,0,0,0,0,100,14,6000,0,,2024-09-25 02:54:28,0,0,False,False,0,未运行
172,6965,6958,6972,0,0,0,0,100,6,6001,0,,2024-09-25 02:55:28,0,0,False,False,0,未运行
173,6963,6956,6971,0,0,0,0,100,16,6000,0,,2024-09-25 02:56:28,0,0,False,False,0,未运行
174,6961,6954,6969,0,0,0,0,100,10,6002,0,,2024-09-25 02:57:28,0,0,False,False,0,未运行
175,6963,6956,6970,0,0,0,0,100,13,6001,0,,2024-09-25 02:58:28,0,0,False,False,0,未运行
176,6963,6956,6970,0,0,0,0,100,10,6002,0,,2024-09-25 03:00:28,0,0,False,False,0,未运行
177,6964,6957,6971,0,0,0,0,100,8,6001,0,,2024-09-25 03:01:28,0,0,False,False,0,未运行
178,6961,6954,6968,0,0,0,0,100,7,5999,0,,2024-09-25 03:02:28,0,0,False,False,0,未运行
179,6960,6952,6967,0,0,0,0,100,12,5999,0,,2024-09-25 03:03:28,0,0,False,False,0,未运行
180,6960,6952,6967,0,0,0,0,100,7,5998,0,,2024-09-25 03:04:30,0,0,False,False,0,未运行
181,6960,6953,6968,0,0,0,0,100,8,5999,0,,2024-09-25 03:05:30,0,0,False,False,0,未运行
182,6963,6954,6971,0,0,0,0,100,19,6002,0,,2024-09-25 03:06:30,0,0,False,False,0,未运行
183,6962,6954,6971,0,0,0,0,100,11,6003,0,,2024-09-25 03:07:29,0,0,False,False,0,未运行
184,6963,6954,6972,0,0,0,0,100,11,6002,0,,2024-09-25 03:08:29,0,0,False,False,0,未运行
185,6963,6954,6972,0,0,0,0,100,19,6001,0,,2024-09-25 03:09:30,0,0,False,False,0,未运行
186,6962,6953,6971,0,0,0,0,100,10,6002,0,,2024-09-25 03:10:30,0,0,False,False,0,未运行
187,6962,6952,6971,0,0,0,0,100,20,6003,0,,2024-09-25 03:11:30,0,0,False,False,0,未运行
188,6962,6952,6971,0,0,0,0,100,14,6003,0,,2024-09-25 03:12:30,0,0,False,False,0,未运行
189,6962,6953,6972,0,0,0,0,100,20,6002,0,,2024-09-25 03:13:32,0,0,False,False,0,未运行
190,6962,6953,6971,0,0,0,0,100,19,6002,0,,2024-09-25 03:14:32,0,0,False,False,0,未运行
191,6962,6953,6971,0,0,0,0,100,19,6003,0,,2024-09-25 03:15:31,0,0,False,False,0,未运行
192,6963,6954,6972,0,0,0,0,100,10,6002,0,,2024-09-25 03:16:31,0,0,False,False,0,未运行
193,6961,6952,6969,0,0,0,0,100,10,6001,0,,2024-09-25 03:17:32,0,0,False,False,0,未运行
194,6960,6952,6968,0,0,0,0,100,9,6000,0,,2024-09-25 03:18:32,0,0,False,False,0,未运行
195,6961,6952,6969,0,0,0,0,100,17,6001,0,,2024-09-25 03:19:31,0,0,False,False,0,未运行
196,6961,6952,6969,0,0,0,0,100,17,6001,0,,2024-09-25 03:20:31,0,0,False,False,0,未运行
197,6959,6951,6968,0,0,0,0,100,13,5999,0,,2024-09-25 03:21:31,0,0,False,False,0,未运行
198,6958,6950,6966,0,0,0,0,100,10,6000,0,,2024-09-25 03:22:31,0,0,False,False,0,未运行
199,6960,6951,6968,0,0,0,0,100,11,5999,0,,2024-09-25 03:23:31,0,0,False,False,0,未运行
200,6960,6952,6968,0,0,0,0,100,14,5998,0,,2024-09-25 03:24:32,0,0,False,False,0,未运行
201,6960,6952,6968,0,0,0,0,100,10,6000,0,,2024-09-25 03:25:32,0,0,False,False,0,未运行
202,6961,6953,6969,0,0,0,0,100,13,5999,0,,2024-09-25 03:26:32,0,0,False,False,0,未运行
203,6960,6952,6968,0,0,0,0,100,18,6000,0,,2024-09-25 03:27:32,0,0,False,False,0,未运行
204,6962,6954,6969,0,0,0,0,100,8,6000,0,,2024-09-25 03:28:32,0,0,False,False,0,未运行
205,6960,6952,6968,0,0,0,0,100,18,5999,0,,2024-09-25 03:29:32,0,0,False,False,0,未运行
206,6961,6952,6969,0,0,0,0,100,18,5998,0,,2024-09-25 03:30:32,0,0,False,False,0,未运行
207,6960,6952,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:31:32,0,0,False,False,0,未运行
208,6962,6954,6970,0,0,0,0,100,14,6001,0,,2024-09-25 03:32:32,0,0,False,False,0,未运行
209,6963,6955,6971,0,0,0,0,100,15,6002,0,,2024-09-25 03:33:32,0,0,False,False,0,未运行
210,6964,6956,6971,0,0,0,0,100,14,6001,0,,2024-09-25 03:34:32,0,0,False,False,0,未运行
211,6963,6955,6971,0,0,0,0,100,8,6001,0,,2024-09-25 03:35:32,0,0,False,False,0,未运行
212,6965,6957,6972,0,0,0,0,100,17,6002,0,,2024-09-25 03:36:32,0,0,False,False,0,未运行
213,6964,6956,6972,0,0,0,0,100,11,6001,0,,2024-09-25 03:37:32,0,0,False,False,0,未运行
214,6964,6957,6972,0,0,0,0,100,8,6002,0,,2024-09-25 03:38:32,0,0,False,False,0,未运行
215,6964,6957,6972,0,0,0,0,100,11,6002,0,,2024-09-25 03:39:32,0,0,False,False,0,未运行
216,6964,6955,6972,0,0,0,0,100,13,6002,0,,2024-09-25 03:40:32,0,0,False,False,0,未运行
217,6963,6956,6971,0,0,0,0,100,8,6003,0,,2024-09-25 03:41:32,0,0,False,False,0,未运行
218,6965,6957,6972,0,0,0,0,100,7,6001,0,,2024-09-25 03:42:32,0,0,False,False,0,未运行
219,6960,6953,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:43:32,0,0,False,False,0,未运行
220,6961,6953,6970,0,0,0,0,100,9,5999,0,,2024-09-25 03:44:32,0,0,False,False,0,未运行
221,6960,6952,6969,0,0,0,0,100,18,5998,0,,2024-09-25 03:45:32,0,0,False,False,0,未运行
222,6962,6954,6969,0,0,0,0,100,8,6000,0,,2024-09-25 03:46:32,0,0,False,False,0,未运行
223,6962,6954,6970,0,0,0,0,100,8,5998,0,,2024-09-25 03:47:32,0,0,False,False,0,未运行
224,6961,6953,6969,0,0,0,0,100,16,5999,0,,2024-09-25 03:48:32,0,0,False,False,0,未运行
225,6961,6953,6969,0,0,0,0,100,9,6000,0,,2024-09-25 03:49:32,0,0,False,False,0,未运行
226,6960,6952,6968,0,0,0,0,100,10,6000,0,,2024-09-25 03:50:32,0,0,False,False,0,未运行
227,6961,6953,6969,0,0,0,0,100,18,5999,0,,2024-09-25 03:51:32,0,0,False,False,0,未运行
228,6960,6952,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:52:32,0,0,False,False,0,未运行
229,6960,6951,6968,0,0,0,0,100,16,6000,0,,2024-09-25 03:53:31,0,0,False,False,0,未运行
230,6959,6951,6967,0,0,0,0,100,14,6000,0,,2024-09-25 03:54:31,0,0,False,False,0,未运行
231,6961,6953,6969,0,0,0,0,100,14,6000,0,,2024-09-25 03:55:31,0,0,False,False,0,未运行
232,6960,6952,6969,0,0,0,0,100,18,5999,0,,2024-09-25 03:56:31,0,0,False,False,0,未运行
233,6960,6952,6968,0,0,0,0,100,13,6000,0,,2024-09-25 03:57:31,0,0,False,False,0,未运行
234,6960,6952,6968,0,0,0,0,100,8,6000,0,,2024-09-25 03:58:31,0,0,False,False,0,未运行
235,6959,6952,6967,0,0,0,0,100,16,5999,0,,2024-09-25 04:00:33,0,0,False,False,0,未运行
236,6959,6951,6966,0,0,0,0,100,8,5999,0,,2024-09-25 04:01:32,0,0,False,False,0,未运行
237,6960,6952,6967,0,0,0,0,100,15,5999,0,,2024-09-25 04:02:32,0,0,False,False,0,未运行
238,6959,6951,6966,0,0,0,0,100,14,5999,0,,2024-09-25 04:03:32,0,0,False,False,0,未运行
239,6961,6953,6968,0,0,0,0,100,9,5999,0,,2024-09-25 04:04:32,0,0,False,False,0,未运行
240,6959,6951,6966,0,0,0,0,100,11,5999,0,,2024-09-25 04:05:34,0,0,False,False,0,未运行
241,6960,6952,6968,0,0,0,0,100,15,5998,0,,2024-09-25 04:06:33,0,0,False,False,0,未运行
242,6961,6953,6968,0,0,0,0,100,15,5999,0,,2024-09-25 04:07:33,0,0,False,False,0,未运行
243,6960,6953,6968,0,0,0,0,100,8,6000,0,,2024-09-25 04:08:33,0,0,False,False,0,未运行
244,6961,6953,6968,0,0,0,0,100,8,6000,0,,2024-09-25 04:09:33,0,0,False,False,0,未运行
