index,Ajia-0_v,Ajia-2_v,Ajia-1_v,Ajia-4_v,Ajia-3_v,Ajia-5_v,csvTime,key_action,running_status,current_status,full_swing,directional_swing,stage
54,error,error,error,error,-1.0,-1.0,2024-05-17 00:54:50,False,未运行,False,False,False,False
55,error,error,error,error,-1.0,-1.0,2024-05-17 00:55:50,False,未运行,False,False,False,False
56,error,error,error,error,-1.0,-1.0,2024-05-17 00:56:50,False,未运行,False,False,False,False
57,error,error,error,error,-1.0,-1.0,2024-05-17 00:57:50,False,未运行,False,False,False,False
58,error,error,error,error,-1.0,-1.0,2024-05-17 00:58:50,False,未运行,False,False,False,False
143120,error,error,error,error,-1.0,-1.0,2024-05-17 01:00:50,False,未运行,False,False,False,False
143121,error,error,error,error,-1.0,-1.0,2024-05-17 01:01:50,False,未运行,False,False,False,False
143122,error,error,error,error,-1.0,-1.0,2024-05-17 01:02:50,False,未运行,False,False,False,False
143123,error,error,error,error,-1.0,-1.0,2024-05-17 01:03:50,False,未运行,False,False,False,False
143124,error,error,error,error,-1.0,-1.0,2024-05-17 01:04:50,False,未运行,False,False,False,False
143125,error,error,error,error,-1.0,-1.0,2024-05-17 01:05:50,False,未运行,False,False,False,False
143126,error,error,error,error,-1.0,-1.0,2024-05-17 01:06:50,False,未运行,False,False,False,False
143127,error,error,error,error,-1.0,-1.0,2024-05-17 01:07:50,False,未运行,False,False,False,False
143128,error,error,error,error,-1.0,-1.0,2024-05-17 01:08:50,False,未运行,False,False,False,False
143129,error,error,error,error,-1.0,-1.0,2024-05-17 01:09:50,False,未运行,False,False,False,False
143130,error,error,error,error,-1.0,-1.0,2024-05-17 01:10:50,False,未运行,False,False,False,False
143131,error,error,error,error,-1.0,-1.0,2024-05-17 01:11:50,False,未运行,False,False,False,False
143132,error,error,error,error,-1.0,-1.0,2024-05-17 01:12:50,False,未运行,False,False,False,False
143133,error,error,error,error,-1.0,-1.0,2024-05-17 01:13:50,False,未运行,False,False,False,False
143134,error,error,error,error,-1.0,-1.0,2024-05-17 01:14:50,False,未运行,False,False,False,False
143135,error,error,error,error,-1.0,-1.0,2024-05-17 01:15:50,False,未运行,False,False,False,False
143136,error,error,error,error,-1.0,-1.0,2024-05-17 01:16:50,False,未运行,False,False,False,False
143137,error,error,error,error,-1.0,-1.0,2024-05-17 01:17:50,False,未运行,False,False,False,False
143138,error,error,error,error,-1.0,-1.0,2024-05-17 01:18:50,False,未运行,False,False,False,False
143139,error,error,error,error,-1.0,-1.0,2024-05-17 01:19:50,False,未运行,False,False,False,False
143140,error,error,error,error,-1.0,-1.0,2024-05-17 01:20:50,False,未运行,False,False,False,False
143141,error,error,error,error,-1.0,-1.0,2024-05-17 01:21:50,False,未运行,False,False,False,False
143142,error,error,error,error,-1.0,-1.0,2024-05-17 01:22:50,False,未运行,False,False,False,False
143143,error,error,error,error,-1.0,-1.0,2024-05-17 01:23:50,False,未运行,False,False,False,False
143144,error,error,error,error,-1.0,-1.0,2024-05-17 01:24:50,False,未运行,False,False,False,False
143145,error,error,error,error,-1.0,-1.0,2024-05-17 01:25:50,False,未运行,False,False,False,False
143146,error,error,error,error,-1.0,-1.0,2024-05-17 01:26:50,False,未运行,False,False,False,False
143147,error,error,error,error,-1.0,-1.0,2024-05-17 01:27:50,False,未运行,False,False,False,False
143148,error,error,error,error,-1.0,-1.0,2024-05-17 01:28:50,False,未运行,False,False,False,False
143149,error,error,error,error,-1.0,-1.0,2024-05-17 01:29:50,False,未运行,False,False,False,False
143150,error,error,error,error,-1.0,-1.0,2024-05-17 01:30:50,False,未运行,False,False,False,False
143151,error,error,error,error,-1.0,-1.0,2024-05-17 01:31:50,False,未运行,False,False,False,False
143152,error,error,error,error,-1.0,-1.0,2024-05-17 01:32:50,False,未运行,False,False,False,False
143153,error,error,error,error,-1.0,-1.0,2024-05-17 01:33:50,False,未运行,False,False,False,False
143154,error,error,error,error,-1.0,-1.0,2024-05-17 01:34:50,False,未运行,False,False,False,False
143155,error,error,error,error,-1.0,-1.0,2024-05-17 01:35:50,False,未运行,False,False,False,False
143156,error,error,error,error,-1.0,-1.0,2024-05-17 01:36:50,False,未运行,False,False,False,False
143157,error,error,error,error,-1.0,-1.0,2024-05-17 01:37:50,False,未运行,False,False,False,False
143158,error,error,error,error,-1.0,-1.0,2024-05-17 01:38:50,False,未运行,False,False,False,False
143159,error,error,error,error,-1.0,-1.0,2024-05-17 01:39:50,False,未运行,False,False,False,False
143160,error,error,error,error,-1.0,-1.0,2024-05-17 01:40:50,False,未运行,False,False,False,False
143161,error,error,error,error,-1.0,-1.0,2024-05-17 01:41:50,False,未运行,False,False,False,False
143162,error,error,error,error,-1.0,-1.0,2024-05-17 01:42:50,False,未运行,False,False,False,False
143163,error,error,error,error,-1.0,-1.0,2024-05-17 01:43:50,False,未运行,False,False,False,False
143164,error,error,error,error,-1.0,-1.0,2024-05-17 01:44:50,False,未运行,False,False,False,False
143165,error,error,error,error,-1.0,-1.0,2024-05-17 01:45:50,False,未运行,False,False,False,False
143166,error,error,error,error,-1.0,-1.0,2024-05-17 01:46:50,False,未运行,False,False,False,False
143167,error,error,error,error,-1.0,-1.0,2024-05-17 01:47:50,False,未运行,False,False,False,False
143168,error,error,error,error,-1.0,-1.0,2024-05-17 01:48:50,False,未运行,False,False,False,False
143169,error,error,error,error,-1.0,-1.0,2024-05-17 01:49:50,False,未运行,False,False,False,False
143170,error,error,error,error,-1.0,-1.0,2024-05-17 01:50:51,False,未运行,False,False,False,False
143171,error,error,error,error,-1.0,-1.0,2024-05-17 01:51:50,False,未运行,False,False,False,False
143172,error,error,error,error,-1.0,-1.0,2024-05-17 01:52:50,False,未运行,False,False,False,False
143173,error,error,error,error,-1.0,-1.0,2024-05-17 01:53:50,False,未运行,False,False,False,False
143174,error,error,error,error,-1.0,-1.0,2024-05-17 01:54:50,False,未运行,False,False,False,False
143175,error,error,error,error,-1.0,-1.0,2024-05-17 01:55:50,False,未运行,False,False,False,False
143176,error,error,error,error,-1.0,-1.0,2024-05-17 01:56:50,False,未运行,False,False,False,False
143177,error,error,error,error,-1.0,-1.0,2024-05-17 01:57:50,False,未运行,False,False,False,False
143178,error,error,error,error,-1.0,-1.0,2024-05-17 01:58:50,False,未运行,False,False,False,False
59,error,error,error,error,-1.0,-1.0,2024-05-17 02:00:50,False,未运行,False,False,False,False
60,error,error,error,error,-1.0,-1.0,2024-05-17 02:01:50,False,未运行,False,False,False,False
61,error,error,error,error,-1.0,-1.0,2024-05-17 02:02:50,False,未运行,False,False,False,False
62,error,error,error,error,-1.0,-1.0,2024-05-17 02:03:50,False,未运行,False,False,False,False
63,error,error,error,error,-1.0,-1.0,2024-05-17 02:04:50,False,未运行,False,False,False,False
64,error,error,error,error,-1.0,-1.0,2024-05-17 02:05:50,False,未运行,False,False,False,False
65,error,error,error,error,-1.0,-1.0,2024-05-17 02:06:50,False,未运行,False,False,False,False
66,error,error,error,error,-1.0,-1.0,2024-05-17 02:07:50,False,未运行,False,False,False,False
67,error,error,error,error,-1.0,-1.0,2024-05-17 02:08:50,False,未运行,False,False,False,False
68,error,error,error,error,-1.0,-1.0,2024-05-17 02:09:50,False,未运行,False,False,False,False
69,error,error,error,error,-1.0,-1.0,2024-05-17 02:10:50,False,未运行,False,False,False,False
70,error,error,error,error,-1.0,-1.0,2024-05-17 02:11:50,False,未运行,False,False,False,False
71,error,error,error,error,-1.0,-1.0,2024-05-17 02:12:50,False,未运行,False,False,False,False
72,error,error,error,error,-1.0,-1.0,2024-05-17 02:13:50,False,未运行,False,False,False,False
73,error,error,error,error,-1.0,-1.0,2024-05-17 02:14:50,False,未运行,False,False,False,False
74,error,error,error,error,-1.0,-1.0,2024-05-17 02:15:50,False,未运行,False,False,False,False
75,error,error,error,error,-1.0,-1.0,2024-05-17 02:16:50,False,未运行,False,False,False,False
76,error,error,error,error,-1.0,-1.0,2024-05-17 02:17:50,False,未运行,False,False,False,False
77,error,error,error,error,-1.0,-1.0,2024-05-17 02:18:50,False,未运行,False,False,False,False
78,error,error,error,error,-1.0,-1.0,2024-05-17 02:19:50,False,未运行,False,False,False,False
79,error,error,error,error,-1.0,-1.0,2024-05-17 02:20:50,False,未运行,False,False,False,False
80,error,error,error,error,-1.0,-1.0,2024-05-17 02:21:50,False,未运行,False,False,False,False
81,error,error,error,error,-1.0,-1.0,2024-05-17 02:22:50,False,未运行,False,False,False,False
82,error,error,error,error,-1.0,-1.0,2024-05-17 02:23:50,False,未运行,False,False,False,False
83,error,error,error,error,-1.0,-1.0,2024-05-17 02:24:50,False,未运行,False,False,False,False
84,error,error,error,error,-1.0,-1.0,2024-05-17 02:25:50,False,未运行,False,False,False,False
85,error,error,error,error,-1.0,-1.0,2024-05-17 02:26:50,False,未运行,False,False,False,False
86,error,error,error,error,-1.0,-1.0,2024-05-17 02:27:50,False,未运行,False,False,False,False
87,error,error,error,error,-1.0,-1.0,2024-05-17 02:28:50,False,未运行,False,False,False,False
88,error,error,error,error,-1.0,-1.0,2024-05-17 02:29:50,False,未运行,False,False,False,False
89,error,error,error,error,-1.0,-1.0,2024-05-17 02:30:50,False,未运行,False,False,False,False
90,error,error,error,error,-1.0,-1.0,2024-05-17 02:31:50,False,未运行,False,False,False,False
91,error,error,error,error,-1.0,-1.0,2024-05-17 02:32:50,False,未运行,False,False,False,False
92,error,error,error,error,-1.0,-1.0,2024-05-17 02:33:50,False,未运行,False,False,False,False
93,error,error,error,error,-1.0,-1.0,2024-05-17 02:34:50,False,未运行,False,False,False,False
94,error,error,error,error,-1.0,-1.0,2024-05-17 02:35:50,False,未运行,False,False,False,False
95,error,error,error,error,-1.0,-1.0,2024-05-17 02:36:50,False,未运行,False,False,False,False
96,error,error,error,error,-1.0,-1.0,2024-05-17 02:37:50,False,未运行,False,False,False,False
97,error,error,error,error,-1.0,-1.0,2024-05-17 02:38:50,False,未运行,False,False,False,False
98,error,error,error,error,-1.0,-1.0,2024-05-17 02:39:50,False,未运行,False,False,False,False
99,error,error,error,error,-1.0,-1.0,2024-05-17 02:40:50,False,未运行,False,False,False,False
100,error,error,error,error,-1.0,-1.0,2024-05-17 02:41:50,False,未运行,False,False,False,False
101,error,error,error,error,-1.0,-1.0,2024-05-17 02:42:50,False,未运行,False,False,False,False
102,error,error,error,error,-1.0,-1.0,2024-05-17 02:43:50,False,未运行,False,False,False,False
103,error,error,error,error,-1.0,-1.0,2024-05-17 02:44:50,False,未运行,False,False,False,False
104,error,error,error,error,-1.0,-1.0,2024-05-17 02:45:50,False,未运行,False,False,False,False
105,error,error,error,error,-1.0,-1.0,2024-05-17 02:46:50,False,未运行,False,False,False,False
106,error,error,error,error,-1.0,-1.0,2024-05-17 02:47:50,False,未运行,False,False,False,False
107,error,error,error,error,-1.0,-1.0,2024-05-17 02:48:50,False,未运行,False,False,False,False
108,error,error,error,error,-1.0,-1.0,2024-05-17 02:49:50,False,未运行,False,False,False,False
109,error,error,error,error,-1.0,-1.0,2024-05-17 02:50:50,False,未运行,False,False,False,False
110,error,error,error,error,-1.0,-1.0,2024-05-17 02:51:50,False,未运行,False,False,False,False
111,error,error,error,error,-1.0,-1.0,2024-05-17 02:52:50,False,未运行,False,False,False,False
112,error,error,error,error,-1.0,-1.0,2024-05-17 02:53:50,False,未运行,False,False,False,False
113,error,error,error,error,-1.0,-1.0,2024-05-17 02:54:50,False,未运行,False,False,False,False
114,error,error,error,error,-1.0,-1.0,2024-05-17 02:55:50,False,未运行,False,False,False,False
115,error,error,error,error,-1.0,-1.0,2024-05-17 02:56:50,False,未运行,False,False,False,False
116,error,error,error,error,-1.0,-1.0,2024-05-17 02:57:50,False,未运行,False,False,False,False
117,error,error,error,error,-1.0,-1.0,2024-05-17 02:58:50,False,未运行,False,False,False,False
118,error,error,error,error,-1.0,-1.0,2024-05-17 03:00:50,False,未运行,False,False,False,False
119,error,error,error,error,-1.0,-1.0,2024-05-17 03:01:50,False,未运行,False,False,False,False
120,error,error,error,error,-1.0,-1.0,2024-05-17 03:02:50,False,未运行,False,False,False,False
121,error,error,error,error,-1.0,-1.0,2024-05-17 03:03:50,False,未运行,False,False,False,False
122,error,error,error,error,-1.0,-1.0,2024-05-17 03:04:50,False,未运行,False,False,False,False
123,error,error,error,error,-1.0,-1.0,2024-05-17 03:05:50,False,未运行,False,False,False,False
124,error,error,error,error,-1.0,-1.0,2024-05-17 03:06:50,False,未运行,False,False,False,False
125,error,error,error,error,-1.0,-1.0,2024-05-17 03:07:50,False,未运行,False,False,False,False
126,error,error,error,error,-1.0,-1.0,2024-05-17 03:08:50,False,未运行,False,False,False,False
127,error,error,error,error,-1.0,-1.0,2024-05-17 03:09:50,False,未运行,False,False,False,False
128,error,error,error,error,-1.0,-1.0,2024-05-17 03:10:50,False,未运行,False,False,False,False
129,error,error,error,error,-1.0,-1.0,2024-05-17 03:11:50,False,未运行,False,False,False,False
130,error,error,error,error,-1.0,-1.0,2024-05-17 03:12:50,False,未运行,False,False,False,False
131,error,error,error,error,-1.0,-1.0,2024-05-17 03:13:50,False,未运行,False,False,False,False
132,error,error,error,error,-1.0,-1.0,2024-05-17 03:14:50,False,未运行,False,False,False,False
133,error,error,error,error,-1.0,-1.0,2024-05-17 03:15:50,False,未运行,False,False,False,False
134,error,error,error,error,-1.0,-1.0,2024-05-17 03:16:50,False,未运行,False,False,False,False
135,error,error,error,error,-1.0,-1.0,2024-05-17 03:17:50,False,未运行,False,False,False,False
136,error,error,error,error,-1.0,-1.0,2024-05-17 03:18:50,False,未运行,False,False,False,False
137,error,error,error,error,-1.0,-1.0,2024-05-17 03:19:50,False,未运行,False,False,False,False
138,error,error,error,error,-1.0,-1.0,2024-05-17 03:20:50,False,未运行,False,False,False,False
139,error,error,error,error,-1.0,-1.0,2024-05-17 03:21:50,False,未运行,False,False,False,False
140,error,error,error,error,-1.0,-1.0,2024-05-17 03:22:50,False,未运行,False,False,False,False
141,error,error,error,error,-1.0,-1.0,2024-05-17 03:23:50,False,未运行,False,False,False,False
142,error,error,error,error,-1.0,-1.0,2024-05-17 03:24:50,False,未运行,False,False,False,False
143,error,error,error,error,-1.0,-1.0,2024-05-17 03:25:50,False,未运行,False,False,False,False
144,error,error,error,error,-1.0,-1.0,2024-05-17 03:26:50,False,未运行,False,False,False,False
145,error,error,error,error,-1.0,-1.0,2024-05-17 03:27:50,False,未运行,False,False,False,False
146,error,error,error,error,-1.0,-1.0,2024-05-17 03:28:50,False,未运行,False,False,False,False
147,error,error,error,error,-1.0,-1.0,2024-05-17 03:29:50,False,未运行,False,False,False,False
148,error,error,error,error,-1.0,-1.0,2024-05-17 03:30:50,False,未运行,False,False,False,False
149,error,error,error,error,-1.0,-1.0,2024-05-17 03:31:50,False,未运行,False,False,False,False
150,error,error,error,error,-1.0,-1.0,2024-05-17 03:32:50,False,未运行,False,False,False,False
151,error,error,error,error,-1.0,-1.0,2024-05-17 03:33:50,False,未运行,False,False,False,False
152,error,error,error,error,-1.0,-1.0,2024-05-17 03:34:50,False,未运行,False,False,False,False
153,error,error,error,error,-1.0,-1.0,2024-05-17 03:35:50,False,未运行,False,False,False,False
154,error,error,error,error,-1.0,-1.0,2024-05-17 03:36:50,False,未运行,False,False,False,False
155,error,error,error,error,-1.0,-1.0,2024-05-17 03:37:50,False,未运行,False,False,False,False
156,error,error,error,error,-1.0,-1.0,2024-05-17 03:38:50,False,未运行,False,False,False,False
157,error,error,error,error,-1.0,-1.0,2024-05-17 03:39:50,False,未运行,False,False,False,False
158,error,error,error,error,-1.0,-1.0,2024-05-17 03:40:50,False,未运行,False,False,False,False
159,error,error,error,error,-1.0,-1.0,2024-05-17 03:41:50,False,未运行,False,False,False,False
160,error,error,error,error,-1.0,-1.0,2024-05-17 03:42:50,False,未运行,False,False,False,False
161,error,error,error,error,-1.0,-1.0,2024-05-17 03:43:50,False,未运行,False,False,False,False
162,error,error,error,error,-1.0,-1.0,2024-05-17 03:44:50,False,未运行,False,False,False,False
163,error,error,error,error,-1.0,-1.0,2024-05-17 03:45:50,False,未运行,False,False,False,False
164,error,error,error,error,-1.0,-1.0,2024-05-17 03:46:50,False,未运行,False,False,False,False
165,error,error,error,error,-1.0,-1.0,2024-05-17 03:47:50,False,未运行,False,False,False,False
166,error,error,error,error,-1.0,-1.0,2024-05-17 03:48:50,False,未运行,False,False,False,False
167,error,error,error,error,-1.0,-1.0,2024-05-17 03:49:50,False,未运行,False,False,False,False
168,error,error,error,error,-1.0,-1.0,2024-05-17 03:50:50,False,未运行,False,False,False,False
169,error,error,error,error,-1.0,-1.0,2024-05-17 03:51:50,False,未运行,False,False,False,False
170,error,error,error,error,-1.0,-1.0,2024-05-17 03:52:50,False,未运行,False,False,False,False
171,error,error,error,error,-1.0,-1.0,2024-05-17 03:53:50,False,未运行,False,False,False,False
172,error,error,error,error,-1.0,-1.0,2024-05-17 03:54:50,False,未运行,False,False,False,False
173,error,error,error,error,-1.0,-1.0,2024-05-17 03:55:50,False,未运行,False,False,False,False
174,error,error,error,error,-1.0,-1.0,2024-05-17 03:56:50,False,未运行,False,False,False,False
175,error,error,error,error,-1.0,-1.0,2024-05-17 03:57:50,False,未运行,False,False,False,False
176,error,error,error,error,-1.0,-1.0,2024-05-17 03:58:50,False,未运行,False,False,False,False
177,error,error,error,error,-1.0,-1.0,2024-05-17 04:00:50,False,未运行,False,False,False,False
178,error,error,error,error,-1.0,-1.0,2024-05-17 04:01:50,False,未运行,False,False,False,False
179,error,error,error,error,-1.0,-1.0,2024-05-17 04:02:50,False,未运行,False,False,False,False
180,error,error,error,error,-1.0,-1.0,2024-05-17 04:03:50,False,未运行,False,False,False,False
181,error,error,error,error,-1.0,-1.0,2024-05-17 04:04:50,False,未运行,False,False,False,False
182,error,error,error,error,-1.0,-1.0,2024-05-17 04:05:50,False,未运行,False,False,False,False
183,error,error,error,error,-1.0,-1.0,2024-05-17 04:06:50,False,未运行,False,False,False,False
184,error,error,error,error,-1.0,-1.0,2024-05-17 04:07:50,False,未运行,False,False,False,False
185,error,error,error,error,-1.0,-1.0,2024-05-17 04:08:50,False,未运行,False,False,False,False
186,error,error,error,error,-1.0,-1.0,2024-05-17 04:09:50,False,未运行,False,False,False,False
187,error,error,error,error,-1.0,-1.0,2024-05-17 04:10:50,False,未运行,False,False,False,False
188,error,error,error,error,-1.0,-1.0,2024-05-17 04:11:50,False,未运行,False,False,False,False
189,error,error,error,error,-1.0,-1.0,2024-05-17 04:12:50,False,未运行,False,False,False,False
190,error,error,error,error,-1.0,-1.0,2024-05-17 04:13:50,False,未运行,False,False,False,False
191,error,error,error,error,-1.0,-1.0,2024-05-17 04:14:50,False,未运行,False,False,False,False
192,error,error,error,error,-1.0,-1.0,2024-05-17 04:15:50,False,未运行,False,False,False,False
193,error,error,error,error,-1.0,-1.0,2024-05-17 04:16:50,False,未运行,False,False,False,False
194,error,error,error,error,-1.0,-1.0,2024-05-17 04:17:50,False,未运行,False,False,False,False
195,error,error,error,error,-1.0,-1.0,2024-05-17 04:18:50,False,未运行,False,False,False,False
196,error,error,error,error,-1.0,-1.0,2024-05-17 04:19:50,False,未运行,False,False,False,False
197,error,error,error,error,-1.0,-1.0,2024-05-17 04:20:50,False,未运行,False,False,False,False
198,error,error,error,error,-1.0,-1.0,2024-05-17 04:21:50,False,未运行,False,False,False,False
199,error,error,error,error,-1.0,-1.0,2024-05-17 04:22:50,False,未运行,False,False,False,False
200,error,error,error,error,-1.0,-1.0,2024-05-17 04:23:50,False,未运行,False,False,False,False
201,error,error,error,error,-1.0,-1.0,2024-05-17 04:24:50,False,未运行,False,False,False,False
202,error,error,error,error,-1.0,-1.0,2024-05-17 04:25:50,False,未运行,False,False,False,False
203,error,error,error,error,-1.0,-1.0,2024-05-17 04:26:50,False,未运行,False,False,False,False
204,error,error,error,error,-1.0,-1.0,2024-05-17 04:27:50,False,未运行,False,False,False,False
205,error,error,error,error,-1.0,-1.0,2024-05-17 04:28:50,False,未运行,False,False,False,False
206,error,error,error,error,-1.0,-1.0,2024-05-17 04:29:50,False,未运行,False,False,False,False
207,error,error,error,error,-1.0,-1.0,2024-05-17 04:30:50,False,未运行,False,False,False,False
208,error,error,error,error,-1.0,-1.0,2024-05-17 04:31:50,False,未运行,False,False,False,False
209,error,error,error,error,-1.0,-1.0,2024-05-17 04:32:50,False,未运行,False,False,False,False
210,error,error,error,error,-1.0,-1.0,2024-05-17 04:33:50,False,未运行,False,False,False,False
211,error,error,error,error,-1.0,-1.0,2024-05-17 04:34:50,False,未运行,False,False,False,False
212,error,error,error,error,-1.0,-1.0,2024-05-17 04:35:50,False,未运行,False,False,False,False
213,error,error,error,error,-1.0,-1.0,2024-05-17 04:36:50,False,未运行,False,False,False,False
214,error,error,error,error,-1.0,-1.0,2024-05-17 04:37:50,False,未运行,False,False,False,False
215,error,error,error,error,-1.0,-1.0,2024-05-17 04:38:50,False,未运行,False,False,False,False
216,error,error,error,error,-1.0,-1.0,2024-05-17 04:39:50,False,未运行,False,False,False,False
217,error,error,error,error,-1.0,-1.0,2024-05-17 04:40:50,False,未运行,False,False,False,False
218,error,error,error,error,-1.0,-1.0,2024-05-17 04:41:50,False,未运行,False,False,False,False
219,error,error,error,error,-1.0,-1.0,2024-05-17 04:42:50,False,未运行,False,False,False,False
220,error,error,error,error,-1.0,-1.0,2024-05-17 04:43:50,False,未运行,False,False,False,False
221,error,error,error,error,-1.0,-1.0,2024-05-17 04:44:50,False,未运行,False,False,False,False
222,error,error,error,error,-1.0,-1.0,2024-05-17 04:45:50,False,未运行,False,False,False,False
223,error,error,error,error,-1.0,-1.0,2024-05-17 04:46:50,False,未运行,False,False,False,False
224,error,error,error,error,-1.0,-1.0,2024-05-17 04:47:50,False,未运行,False,False,False,False
225,error,error,error,error,-1.0,-1.0,2024-05-17 04:48:50,False,未运行,False,False,False,False
226,error,error,error,error,-1.0,-1.0,2024-05-17 04:49:50,False,未运行,False,False,False,False
227,error,error,error,error,-1.0,-1.0,2024-05-17 04:50:50,False,未运行,False,False,False,False
228,error,error,error,error,-1.0,-1.0,2024-05-17 04:51:50,False,未运行,False,False,False,False
229,error,error,error,error,-1.0,-1.0,2024-05-17 04:52:50,False,未运行,False,False,False,False
230,error,error,error,error,-1.0,-1.0,2024-05-17 04:53:50,False,未运行,False,False,False,False
231,error,error,error,error,-1.0,-1.0,2024-05-17 04:54:50,False,未运行,False,False,False,False
232,error,error,error,error,-1.0,-1.0,2024-05-17 04:55:50,False,未运行,False,False,False,False
