index,13-3-3_v,13-3-2_v,13-3-5_v,13-3-4_v,13-3-1_v,13-3-0_v,13-3-7_v,13-3-6_v,13-3-9_v,13-3-8_v,13-3-12_v,13-3-11_v,13-3-13_v,13-3-10_v,csvTime
38,0.0,6979.0,0,0,6972,6965,1.0,2,100.0,2.0,0,11,0.0,6012,2024-05-17 00:38:54
39,9.0,6977.0,7,8,6971,6964,3.0,9,94.0,9.0,974,5,0.0,6010,2024-05-17 00:39:55
40,10.0,6978.0,8,10,6971,6964,3.0,9,93.0,10.0,1105,17,0.0,6012,2024-05-17 00:40:55
41,9.0,6976.0,8,9,6970,6963,3.0,9,94.0,9.0,860,6,0.0,6011,2024-05-17 00:41:55
42,9.0,6977.0,7,8,6971,6964,3.0,8,94.0,9.0,1093,5,0.0,6009,2024-05-17 00:42:55
43,9.0,6978.0,7,8,6971,6965,3.0,8,93.0,8.0,1354,9,0.0,6008,2024-05-17 00:43:56
44,12.0,6973.0,10,11,6967,6961,3.0,11,94.0,12.0,1190,5,0.0,6009,2024-05-17 00:44:56
45,9.0,6976.0,6,8,6969,6962,3.0,8,94.0,9.0,1794,11,0.0,6011,2024-05-17 00:45:57
46,9.0,6976.0,6,8,6970,6963,3.0,8,94.0,9.0,1884,5,0.0,6011,2024-05-17 00:46:57
47,10.0,6975.0,8,9,6969,6963,3.0,9,94.0,10.0,879,5,0.0,6009,2024-05-17 00:47:57
48,10.0,6977.0,8,9,6971,6964,3.0,8,94.0,9.0,1599,14,0.0,6012,2024-05-17 00:48:58
49,9.0,6978.0,6,8,6972,6965,3.0,8,94.0,9.0,1765,15,0.0,6010,2024-05-17 00:49:58
50,10.0,6976.0,10,10,6971,6965,3.0,9,94.0,10.0,366,5,0.0,6010,2024-05-17 00:50:58
51,10.0,6976.0,8,9,6970,6963,3.0,8,94.0,9.0,1481,15,0.0,6010,2024-05-17 00:51:59
52,9.0,6977.0,7,8,6970,6964,3.0,8,94.0,9.0,1555,14,0.0,6009,2024-05-17 00:52:59
53,9.0,6977.0,7,8,6971,6964,3.0,8,94.0,9.0,1809,10,0.0,6006,2024-05-17 00:53:59
54,9.0,6977.0,8,9,6970,6964,3.0,9,94.0,9.0,1044,9,0.0,6008,2024-05-17 00:55:00
55,9.0,6977.0,6,8,6970,6963,3.0,8,94.0,9.0,1835,6,0.0,6008,2024-05-17 00:56:00
56,9.0,6977.0,7,8,6971,6964,3.0,8,94.0,9.0,1131,5,0.0,6007,2024-05-17 00:57:01
57,10.0,6975.0,9,9,6969,6964,3.0,9,94.0,10.0,579,5,0.0,6007,2024-05-17 00:58:01
142570,10.0,6976.0,8,9,6969,6963,3.0,9,94.0,9.0,930,6,0.0,6008,2024-05-17 01:00:01
142571,9.0,6976.0,6,8,6970,6963,3.0,8,94.0,9.0,1925,10,0.0,6006,2024-05-17 01:01:02
142572,10.0,6976.0,7,9,6969,6962,3.0,9,94.0,9.0,1469,16,0.0,6008,2024-05-17 01:02:03
142573,10.0,6976.0,8,9,6969,6963,3.0,9,94.0,9.0,1256,8,0.0,6008,2024-05-17 01:03:03
142574,9.0,6976.0,6,8,6969,6963,3.0,8,94.0,9.0,1917,6,0.0,6008,2024-05-17 01:04:04
142575,9.0,6978.0,6,8,6972,6965,3.0,8,94.0,9.0,1745,9,0.0,6007,2024-05-17 01:05:04
142576,9.0,6978.0,8,9,6971,6964,3.0,9,94.0,9.0,1308,6,0.0,6009,2024-05-17 01:06:04
142577,10.0,6978.0,8,9,6971,6965,3.0,8,94.0,9.0,1254,10,0.0,6008,2024-05-17 01:07:05
142578,10.0,6978.0,8,9,6971,6963,3.0,9,94.0,9.0,1126,13,0.0,6008,2024-05-17 01:08:05
142579,10.0,6980.0,8,9,6972,6964,3.0,9,94.0,10.0,1075,13,0.0,6008,2024-05-17 01:09:06
142580,9.0,6981.0,6,8,6974,6966,3.0,8,94.0,9.0,1573,11,0.0,6007,2024-05-17 01:10:06
142581,9.0,6979.0,6,8,6973,6966,3.0,8,94.0,9.0,1923,10,0.0,6009,2024-05-17 01:11:06
142582,9.0,6980.0,6,8,6973,6965,3.0,8,94.0,9.0,1582,17,0.0,6009,2024-05-17 01:12:07
142583,12.0,6981.0,11,12,6973,6966,3.0,11,95.0,11.0,1080,16,0.0,6009,2024-05-17 01:13:07
142584,9.0,6976.0,6,8,6969,6962,3.0,8,94.0,9.0,1993,15,0.0,6011,2024-05-17 01:14:08
142585,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,2026,10,0.0,6009,2024-05-17 01:15:08
142586,9.0,6978.0,9,9,6971,6964,3.0,9,93.0,10.0,534,16,0.0,6009,2024-05-17 01:16:08
142587,9.0,6978.0,6,8,6971,6965,3.0,8,94.0,9.0,1962,14,0.0,6007,2024-05-17 01:17:09
142588,9.0,6976.0,7,8,6970,6964,3.0,8,94.0,9.0,1752,5,0.0,6009,2024-05-17 01:18:09
142589,12.0,6977.0,12,12,6971,6964,3.0,11,95.0,12.0,223,5,0.0,6008,2024-05-17 01:19:10
142590,9.0,6977.0,7,9,6970,6963,3.0,9,93.0,9.0,1314,13,0.0,6007,2024-05-17 01:20:10
142591,9.0,6978.0,7,8,6970,6963,3.0,8,93.0,9.0,1389,14,0.0,6008,2024-05-17 01:21:10
142592,9.0,6977.0,7,8,6970,6962,3.0,8,93.0,8.0,1697,14,0.0,6009,2024-05-17 01:22:11
142593,11.0,6978.0,9,10,6971,6965,3.0,10,94.0,10.0,680,8,0.0,6008,2024-05-17 01:23:11
142594,9.0,6977.0,6,8,6971,6965,3.0,8,94.0,9.0,1708,6,0.0,6009,2024-05-17 01:24:11
142595,11.0,6976.0,10,10,6970,6964,3.0,10,95.0,10.0,751,5,0.0,6008,2024-05-17 01:25:11
142596,9.0,6977.0,6,8,6970,6963,3.0,8,94.0,9.0,1545,14,0.0,6009,2024-05-17 01:26:12
142597,9.0,6976.0,7,8,6970,6963,3.0,8,94.0,9.0,1754,11,0.0,6009,2024-05-17 01:27:12
142598,9.0,6978.0,7,8,6971,6965,3.0,8,94.0,9.0,999,5,0.0,6008,2024-05-17 01:28:12
142599,9.0,6977.0,7,9,6971,6965,3.0,9,94.0,9.0,1464,14,0.0,6009,2024-05-17 01:29:12
142600,9.0,6976.0,7,8,6970,6964,3.0,8,94.0,9.0,1356,10,0.0,6011,2024-05-17 01:30:12
142601,10.0,6976.0,7,9,6970,6964,3.0,9,94.0,9.0,1797,10,0.0,6009,2024-05-17 01:31:13
142602,9.0,6977.0,7,8,6971,6964,3.0,8,93.0,9.0,1310,15,0.0,6011,2024-05-17 01:32:13
142603,10.0,6977.0,9,9,6971,6965,3.0,9,95.0,9.0,934,11,0.0,6009,2024-05-17 01:33:14
142604,11.0,6976.0,8,10,6970,6964,3.0,10,94.0,10.0,1473,6,0.0,6009,2024-05-17 01:34:14
142605,9.0,6977.0,6,8,6970,6963,3.0,8,94.0,9.0,1911,11,0.0,6008,2024-05-17 01:35:15
142606,9.0,6976.0,6,8,6970,6963,3.0,8,94.0,9.0,1880,9,0.0,6010,2024-05-17 01:36:15
142607,9.0,6976.0,6,8,6970,6963,3.0,8,94.0,9.0,1903,14,0.0,6009,2024-05-17 01:37:15
142608,10.0,6977.0,8,9,6970,6963,3.0,8,93.0,9.0,1627,11,0.0,6010,2024-05-17 01:38:15
142609,10.0,6977.0,9,10,6970,6963,3.0,9,94.0,10.0,494,16,0.0,6010,2024-05-17 01:39:16
142610,11.0,6980.0,10,11,6972,6964,3.0,10,95.0,10.0,822,14,0.0,6011,2024-05-17 01:40:16
142611,11.0,6978.0,9,10,6973,6967,3.0,10,95.0,10.0,1239,7,0.0,6011,2024-05-17 01:41:17
142612,9.0,6978.0,7,8,6971,6965,3.0,8,94.0,9.0,1386,15,0.0,6012,2024-05-17 01:42:17
142613,9.0,6980.0,6,8,6973,6966,3.0,8,94.0,9.0,1887,12,0.0,6011,2024-05-17 01:43:18
142614,9.0,6979.0,7,9,6972,6964,3.0,9,94.0,9.0,1190,15,0.0,6011,2024-05-17 01:44:18
142615,9.0,6978.0,6,8,6972,6965,3.0,8,93.0,9.0,1939,5,0.0,6011,2024-05-17 01:45:19
142616,9.0,6980.0,6,8,6973,6965,3.0,8,94.0,9.0,1924,6,0.0,6011,2024-05-17 01:46:19
142617,9.0,6977.0,6,8,6970,6964,3.0,8,94.0,9.0,1972,15,0.0,6011,2024-05-17 01:47:19
142618,9.0,6979.0,6,8,6972,6966,3.0,8,94.0,9.0,1984,10,0.0,6011,2024-05-17 01:48:19
142619,10.0,6977.0,9,9,6970,6964,3.0,9,94.0,10.0,995,13,0.0,6010,2024-05-17 01:49:20
142620,10.0,6978.0,8,9,6971,6965,3.0,9,94.0,10.0,1329,12,0.0,6011,2024-05-17 01:50:20
142621,9.0,6977.0,6,8,6972,6967,3.0,8,94.0,9.0,2012,6,0.0,6010,2024-05-17 01:51:20
142622,11.0,6978.0,9,10,6972,6966,3.0,10,94.0,11.0,1328,13,0.0,6010,2024-05-17 01:52:21
142623,9.0,6977.0,6,8,6971,6964,3.0,8,94.0,9.0,1893,8,0.0,6010,2024-05-17 01:53:21
142624,9.0,6976.0,7,9,6970,6965,3.0,9,94.0,9.0,1545,13,0.0,6010,2024-05-17 01:54:21
142625,9.0,6977.0,6,8,6971,6966,3.0,8,94.0,9.0,2028,8,0.0,6011,2024-05-17 01:55:21
142626,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1889,14,0.0,6009,2024-05-17 01:56:22
142627,9.0,6975.0,7,8,6970,6964,3.0,9,94.0,9.0,1172,4,0.0,6010,2024-05-17 01:57:22
142628,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1883,12,0.0,6007,2024-05-17 01:58:22
58,9.0,6977.0,6,8,6971,6966,3.0,8,94.0,9.0,1931,11,0.0,6008,2024-05-17 02:00:23
59,9.0,6977.0,6,8,6972,6966,3.0,8,94.0,9.0,1872,10,0.0,6007,2024-05-17 02:01:23
60,9.0,6976.0,7,8,6970,6964,3.0,9,94.0,9.0,1327,5,0.0,6008,2024-05-17 02:02:23
61,9.0,6975.0,6,8,6970,6964,3.0,8,94.0,9.0,1977,10,0.0,6008,2024-05-17 02:03:23
62,9.0,6976.0,7,8,6970,6964,3.0,8,94.0,9.0,1401,7,0.0,6008,2024-05-17 02:04:23
63,10.0,6975.0,9,9,6969,6964,3.0,9,94.0,9.0,558,6,0.0,6006,2024-05-17 02:05:24
64,9.0,6975.0,6,8,6969,6963,3.0,8,94.0,9.0,1707,9,0.0,6007,2024-05-17 02:06:24
65,11.0,6976.0,9,10,6971,6965,3.0,10,93.0,10.0,1048,4,0.0,6008,2024-05-17 02:07:24
66,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,2006,11,0.0,6007,2024-05-17 02:08:24
67,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1961,11,0.0,6008,2024-05-17 02:09:24
68,9.0,6978.0,6,8,6971,6965,3.0,8,94.0,9.0,1967,4,0.0,6008,2024-05-17 02:10:25
69,9.0,6978.0,6,8,6972,6965,3.0,8,94.0,9.0,1894,13,0.0,6008,2024-05-17 02:11:25
70,9.0,6976.0,6,8,6970,6965,3.0,8,94.0,9.0,1903,13,0.0,6009,2024-05-17 02:12:25
71,9.0,6975.0,6,8,6969,6963,3.0,8,94.0,9.0,2047,5,0.0,6011,2024-05-17 02:13:25
72,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1849,6,0.0,6010,2024-05-17 02:14:25
73,9.0,6977.0,6,8,6970,6964,3.0,8,94.0,9.0,1742,7,0.0,6008,2024-05-17 02:15:25
74,9.0,6981.0,6,8,6974,6968,3.0,8,94.0,9.0,1886,15,0.0,6008,2024-05-17 02:16:26
75,9.0,6977.0,7,8,6970,6964,3.0,8,94.0,9.0,1749,8,0.0,6012,2024-05-17 02:17:26
76,9.0,6977.0,6,8,6970,6964,3.0,8,94.0,9.0,1888,8,0.0,6009,2024-05-17 02:18:26
77,9.0,6978.0,6,8,6972,6965,3.0,8,94.0,9.0,2011,5,0.0,6011,2024-05-17 02:19:27
78,12.0,6979.0,11,12,6972,6965,3.0,11,94.0,11.0,992,15,0.0,6011,2024-05-17 02:20:27
79,9.0,6978.0,6,8,6971,6964,3.0,8,94.0,9.0,1768,9,0.0,6011,2024-05-17 02:21:28
80,11.0,6980.0,9,10,6972,6965,3.0,9,95.0,10.0,780,12,0.0,6010,2024-05-17 02:22:28
81,9.0,6979.0,6,8,6973,6967,3.0,8,94.0,9.0,1801,15,0.0,6010,2024-05-17 02:23:29
82,9.0,6979.0,7,8,6973,6966,3.0,8,94.0,9.0,1407,16,0.0,6010,2024-05-17 02:24:29
83,9.0,6978.0,6,8,6971,6965,3.0,8,94.0,9.0,1989,7,0.0,6011,2024-05-17 02:25:29
84,9.0,6977.0,6,8,6970,6964,3.0,8,94.0,9.0,1888,10,0.0,6010,2024-05-17 02:26:30
85,9.0,6974.0,7,8,6968,6962,3.0,8,93.0,9.0,1231,4,0.0,6010,2024-05-17 02:27:30
86,9.0,6976.0,7,8,6969,6963,3.0,8,94.0,9.0,1761,10,0.0,6010,2024-05-17 02:28:31
87,13.0,6978.0,12,12,6971,6965,3.0,12,95.0,12.0,360,14,0.0,6009,2024-05-17 02:29:31
88,9.0,6976.0,8,9,6971,6965,3.0,9,93.0,10.0,75,5,0.0,6011,2024-05-17 02:30:31
89,9.0,6977.0,6,8,6971,6964,3.0,8,94.0,9.0,1855,5,0.0,6012,2024-05-17 02:31:32
90,10.0,6975.0,9,10,6970,6965,3.0,9,95.0,10.0,267,5,0.0,6013,2024-05-17 02:32:32
91,12.0,6977.0,11,12,6971,6966,3.0,11,95.0,11.0,794,9,0.0,6012,2024-05-17 02:33:33
92,9.0,6979.0,6,8,6972,6965,3.0,8,94.0,9.0,1697,14,0.0,6011,2024-05-17 02:34:33
93,11.0,6977.0,8,10,6971,6964,3.0,9,94.0,10.0,904,12,0.0,6010,2024-05-17 02:35:33
94,9.0,6975.0,6,8,6970,6964,3.0,8,94.0,9.0,1541,13,0.0,6011,2024-05-17 02:36:33
95,9.0,6964.0,6,8,6959,6953,3.0,8,94.0,9.0,1699,12,0.0,6008,2024-05-17 02:37:33
96,10.0,6978.0,9,9,6972,6966,3.0,9,94.0,9.0,794,5,0.0,6011,2024-05-17 02:38:34
97,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1855,13,0.0,6011,2024-05-17 02:39:34
98,9.0,6977.0,7,8,6971,6965,3.0,9,93.0,9.0,419,14,0.0,6011,2024-05-17 02:40:34
99,9.0,6974.0,7,8,6969,6963,3.0,9,94.0,9.0,1220,13,0.0,6010,2024-05-17 02:41:34
100,9.0,6974.0,7,8,6968,6962,3.0,8,94.0,9.0,1665,10,0.0,6010,2024-05-17 02:42:34
101,12.0,6974.0,10,11,6969,6964,3.0,10,95.0,11.0,1445,3,0.0,6011,2024-05-17 02:43:34
102,9.0,6976.0,7,8,6970,6965,3.0,8,94.0,9.0,1869,12,0.0,6010,2024-05-17 02:44:34
103,10.0,6977.0,8,9,6970,6964,3.0,9,94.0,10.0,1222,11,0.0,6009,2024-05-17 02:45:35
104,12.0,6978.0,11,11,6971,6964,3.0,10,94.0,10.0,745,13,0.0,6010,2024-05-17 02:46:35
105,9.0,6974.0,6,8,6968,6963,3.0,8,93.0,9.0,1749,6,0.0,6009,2024-05-17 02:47:36
106,10.0,6977.0,8,9,6970,6964,3.0,8,94.0,9.0,530,15,0.0,6009,2024-05-17 02:48:36
107,9.0,6977.0,7,8,6970,6963,3.0,8,94.0,9.0,1623,16,0.0,6009,2024-05-17 02:49:37
108,10.0,6977.0,9,9,6971,6965,3.0,9,94.0,9.0,636,14,0.0,6009,2024-05-17 02:50:37
109,9.0,6977.0,6,8,6970,6963,3.0,8,94.0,9.0,2020,15,0.0,6010,2024-05-17 02:51:37
110,10.0,6980.0,8,9,6973,6966,3.0,9,94.0,9.0,998,15,0.0,6010,2024-05-17 02:52:37
111,9.0,6980.0,6,8,6973,6966,3.0,8,94.0,9.0,1903,13,0.0,6010,2024-05-17 02:53:38
112,9.0,6977.0,6,8,6972,6966,3.0,8,94.0,9.0,1909,5,0.0,6010,2024-05-17 02:54:38
113,9.0,6980.0,7,8,6973,6966,3.0,9,94.0,9.0,1173,14,0.0,6011,2024-05-17 02:55:38
114,10.0,6980.0,7,9,6973,6966,3.0,8,94.0,9.0,1891,5,0.0,6010,2024-05-17 02:56:38
115,9.0,6979.0,7,8,6972,6965,3.0,8,94.0,9.0,1042,10,0.0,6011,2024-05-17 02:57:39
116,9.0,6980.0,6,8,6973,6965,3.0,8,94.0,8.0,1965,6,0.0,6010,2024-05-17 02:58:39
117,9.0,6978.0,7,9,6972,6965,3.0,8,94.0,9.0,1385,8,0.0,6011,2024-05-17 03:00:39
118,9.0,6978.0,7,8,6970,6963,3.0,9,94.0,9.0,1714,8,0.0,6010,2024-05-17 03:01:40
119,9.0,6979.0,6,8,6972,6965,3.0,8,93.0,9.0,1610,15,0.0,6009,2024-05-17 03:02:40
120,9.0,6977.0,7,8,6971,6964,3.0,9,94.0,9.0,1206,9,0.0,6007,2024-05-17 03:03:40
121,9.0,6978.0,7,8,6972,6965,3.0,8,93.0,9.0,1371,15,0.0,6006,2024-05-17 03:04:41
122,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1888,6,0.0,6006,2024-05-17 03:05:41
123,11.0,6977.0,9,10,6970,6964,3.0,9,94.0,9.0,868,14,0.0,6006,2024-05-17 03:06:41
124,9.0,6975.0,6,8,6969,6963,3.0,8,94.0,9.0,2093,11,0.0,6005,2024-05-17 03:07:42
125,10.0,6977.0,8,9,6970,6964,3.0,9,94.0,10.0,1040,9,0.0,6005,2024-05-17 03:08:42
126,9.0,6978.0,8,9,6972,6965,3.0,8,94.0,9.0,718,15,0.0,6006,2024-05-17 03:09:43
127,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1601,14,0.0,6003,2024-05-17 03:10:43
128,9.0,6977.0,6,8,6971,6964,3.0,8,93.0,9.0,1906,11,0.0,6005,2024-05-17 03:11:44
129,9.0,6976.0,6,8,6969,6963,3.0,8,94.0,9.0,2016,9,0.0,6004,2024-05-17 03:12:44
130,9.0,6976.0,7,8,6969,6963,3.0,8,94.0,9.0,1642,6,0.0,6003,2024-05-17 03:13:44
131,9.0,6977.0,6,8,6971,6964,3.0,8,94.0,9.0,1999,14,0.0,6004,2024-05-17 03:14:44
132,9.0,6977.0,6,8,6971,6964,3.0,8,93.0,9.0,1966,16,0.0,6004,2024-05-17 03:15:44
133,13.0,6979.0,12,13,6972,6965,3.0,11,94.0,12.0,93,13,0.0,6005,2024-05-17 03:16:45
134,9.0,6977.0,6,8,6971,6965,3.0,8,94.0,9.0,1680,14,0.0,6005,2024-05-17 03:17:45
135,9.0,6983.0,7,8,6977,6971,3.0,8,94.0,9.0,1499,11,0.0,6008,2024-05-17 03:18:45
136,12.0,6977.0,11,11,6970,6963,3.0,10,94.0,11.0,32,16,0.0,6005,2024-05-17 03:19:46
137,9.0,6978.0,7,8,6971,6965,3.0,8,93.0,9.0,1545,15,0.0,6004,2024-05-17 03:20:46
138,9.0,6975.0,6,8,6969,6962,3.0,8,93.0,9.0,1639,14,0.0,6004,2024-05-17 03:21:47
139,10.0,6975.0,9,9,6969,6963,3.0,9,94.0,10.0,494,6,0.0,6005,2024-05-17 03:22:47
140,9.0,6977.0,6,8,6971,6964,3.0,8,94.0,9.0,1964,6,0.0,6005,2024-05-17 03:23:47
141,11.0,6976.0,10,10,6969,6963,3.0,10,94.0,11.0,279,14,0.0,6004,2024-05-17 03:24:48
142,9.0,6976.0,6,8,6970,6963,3.0,8,93.0,9.0,1652,6,0.0,6004,2024-05-17 03:25:48
143,9.0,6976.0,7,8,6970,6963,3.0,8,93.0,9.0,1334,9,0.0,6005,2024-05-17 03:26:48
144,9.0,6976.0,7,8,6969,6962,3.0,8,94.0,9.0,1493,12,0.0,6004,2024-05-17 03:27:48
145,12.0,6978.0,12,12,6971,6965,3.0,11,94.0,11.0,143,4,0.0,6005,2024-05-17 03:28:49
146,9.0,6980.0,7,8,6973,6966,3.0,8,94.0,9.0,1638,10,0.0,6005,2024-05-17 03:29:49
147,9.0,6979.0,6,8,6972,6965,3.0,8,93.0,8.0,1670,14,0.0,6006,2024-05-17 03:30:50
148,10.0,6978.0,8,9,6972,6966,3.0,9,94.0,10.0,772,5,0.0,6005,2024-05-17 03:31:50
149,9.0,6981.0,7,8,6974,6966,3.0,8,94.0,9.0,1581,12,0.0,6005,2024-05-17 03:32:50
150,9.0,6976.0,8,9,6970,6963,3.0,9,94.0,9.0,1271,6,0.0,6006,2024-05-17 03:33:50
151,9.0,6978.0,7,8,6971,6964,3.0,8,94.0,9.0,1703,7,0.0,6005,2024-05-17 03:34:51
152,9.0,6979.0,7,8,6972,6965,3.0,8,94.0,9.0,1643,8,0.0,6006,2024-05-17 03:35:51
153,9.0,6979.0,7,8,6972,6965,3.0,8,94.0,9.0,1309,10,0.0,6007,2024-05-17 03:36:51
154,11.0,6980.0,10,11,6973,6967,3.0,10,94.0,11.0,354,5,0.0,6006,2024-05-17 03:37:52
155,9.0,6977.0,7,8,6971,6964,3.0,8,94.0,9.0,1635,11,0.0,6007,2024-05-17 03:38:52
156,9.0,6978.0,7,8,6972,6966,3.0,9,94.0,9.0,1833,5,0.0,6009,2024-05-17 03:39:53
157,9.0,6976.0,7,8,6970,6964,3.0,8,93.0,9.0,1685,14,0.0,6009,2024-05-17 03:40:53
158,9.0,6977.0,7,8,6971,6964,3.0,8,93.0,8.0,1454,16,0.0,6009,2024-05-17 03:41:53
159,9.0,6977.0,6,8,6970,6964,3.0,8,94.0,9.0,1700,14,0.0,6007,2024-05-17 03:42:54
160,9.0,6976.0,8,9,6969,6963,3.0,9,94.0,9.0,874,14,0.0,6009,2024-05-17 03:43:54
161,11.0,6976.0,9,10,6970,6964,3.0,9,94.0,10.0,553,10,0.0,6010,2024-05-17 03:44:54
162,10.0,6976.0,8,9,6970,6964,3.0,9,94.0,9.0,731,5,0.0,6010,2024-05-17 03:45:54
163,9.0,6977.0,6,8,6971,6965,3.0,8,94.0,9.0,1892,5,0.0,6009,2024-05-17 03:46:54
164,10.0,6978.0,8,9,6971,6965,3.0,9,94.0,9.0,1056,8,0.0,6010,2024-05-17 03:47:55
165,9.0,6977.0,8,9,6970,6963,3.0,8,93.0,9.0,1267,12,0.0,6011,2024-05-17 03:48:55
166,11.0,6976.0,8,10,6970,6964,3.0,9,94.0,10.0,830,5,0.0,6012,2024-05-17 03:49:55
167,9.0,6976.0,6,8,6970,6964,3.0,8,94.0,9.0,1673,14,0.0,6011,2024-05-17 03:50:56
168,9.0,6976.0,7,8,6970,6964,3.0,8,94.0,9.0,1769,5,0.0,6010,2024-05-17 03:51:56
169,11.0,6976.0,10,11,6969,6963,3.0,10,94.0,11.0,547,16,0.0,6011,2024-05-17 03:52:57
