Unnamed: 0,Ajia-0_v,Ajia-2_v,Ajia-1_v,Ajia-4_v,Ajia-3_v,Ajia-5_v,csvTime,status,check_current_presence,Operational_Status,ajia_0_v_extremes,date
8843,error,error,error,error,-1.0,-1.0,2024-05-25 07:52:49,False,False,未工作,0,2024-05-25
8844,error,error,error,error,-1.0,-1.0,2024-05-25 07:53:49,False,False,未工作,0,2024-05-25
8845,error,error,error,error,-1.0,-1.0,2024-05-25 07:54:49,False,False,未工作,0,2024-05-25
8846,error,error,error,error,-1.0,-1.0,2024-05-25 07:55:49,False,False,未工作,0,2024-05-25
8847,30.1023,694.364,35.0224,694.551,0.0,0.0,2024-05-25 07:56:49,A架开机,False,开机工作中,0,2024-05-25
8848,30.1023,694.325,35.0224,694.161,0.0,0.0,2024-05-25 07:57:49,False,False,开机工作中,0,2024-05-25
8849,30.1023,694.48,35.0224,694.761,0.0,0.0,2024-05-25 07:58:49,False,False,开机工作中,0,2024-05-25
8850,30.1023,694.421,35.0224,694.716,0.0,0.0,2024-05-25 08:00:49,False,False,开机工作中,0,2024-05-25
8851,30.1023,694.26,35.0224,693.908,0.0,56.6737,2024-05-25 08:01:49,False,False,开机工作中,0,2024-05-25
8852,30.1023,694.318,35.0224,693.46,0.0,69.2142,2024-05-25 08:02:49,False,False,开机工作中,0,2024-05-25
8853,30.1023,694.377,35.0224,693.702,0.0,59.3939,2024-05-25 08:03:49,False,False,开机工作中,0,2024-05-25
8854,30.1023,694.298,35.0224,693.587,0.0,61.8596,2024-05-25 08:04:49,False,False,开机工作中,0,2024-05-25
8855,29.7892,694.43,34.7764,693.747,0.0,61.2305,2024-05-25 08:05:49,False,False,开机工作中,0,2024-05-25
8856,19.4123,694.37,23.5049,692.235,0.0,114.822,2024-05-25 08:06:49,False,False,开机工作中,0,2024-05-25
8857,17.8915,694.439,22.0065,694.155,0.0,56.4693,2024-05-25 08:07:49,False,False,开机工作中,0,2024-05-25
8858,17.8915,694.469,22.0065,694.002,0.0,56.4648,2024-05-25 08:08:49,False,False,开机工作中,0,2024-05-25
8859,30.0128,694.293,34.9329,692.478,0.0,98.0221,2024-05-25 08:09:49,False,False,开机工作中,0,2024-05-25
8860,30.147,694.806,35.6709,694.946,0.0,0.0,2024-05-25 08:10:49,False,False,开机工作中,0,2024-05-25
8861,30.147,694.765,35.6709,694.977,0.0,0.0,2024-05-25 08:11:49,False,False,开机工作中,0,2024-05-25
8862,30.147,694.867,35.6709,694.976,0.0,0.0,2024-05-25 08:12:49,False,False,开机工作中,0,2024-05-25
8863,30.147,694.859,35.6709,695.016,0.0,0.0,2024-05-25 08:13:49,False,False,开机工作中,0,2024-05-25
8864,30.147,694.843,35.6709,694.892,0.0,0.0,2024-05-25 08:14:49,False,False,开机工作中,0,2024-05-25
8865,30.147,694.735,35.6709,695.03,0.0,0.0,2024-05-25 08:15:49,False,False,开机工作中,0,2024-05-25
8866,30.147,694.825,35.6709,694.889,0.0,0.0,2024-05-25 08:16:49,False,False,开机工作中,0,2024-05-25
8867,30.147,695.002,35.6709,695.019,0.0,0.0,2024-05-25 08:17:49,False,False,开机工作中,0,2024-05-25
8868,30.147,694.959,35.6709,695.114,0.0,0.0,2024-05-25 08:18:49,False,False,开机工作中,0,2024-05-25
8869,30.147,694.965,35.6709,694.995,0.0,0.0,2024-05-25 08:19:49,False,False,开机工作中,0,2024-05-25
8870,30.147,694.914,35.6709,695.003,0.0,0.0,2024-05-25 08:20:49,False,False,开机工作中,0,2024-05-25
8871,30.147,694.904,35.6709,694.998,0.0,0.0,2024-05-25 08:21:49,False,False,开机工作中,0,2024-05-25
8872,30.147,694.915,35.6709,695.043,0.0,0.0,2024-05-25 08:22:49,False,False,开机工作中,0,2024-05-25
8873,30.147,694.986,35.6709,695.153,0.0,0.0,2024-05-25 08:23:49,False,False,开机工作中,0,2024-05-25
8874,30.147,695.035,35.6709,695.13,0.0,0.0,2024-05-25 08:24:49,False,False,开机工作中,0,2024-05-25
8875,30.147,694.959,35.6709,695.119,0.0,0.0,2024-05-25 08:25:49,False,False,开机工作中,0,2024-05-25
8876,30.147,694.907,35.6709,695.316,0.0,0.0,2024-05-25 08:26:49,False,False,开机工作中,0,2024-05-25
8877,30.147,695.018,35.6709,695.268,0.0,0.0,2024-05-25 08:27:49,False,False,开机工作中,0,2024-05-25
8878,30.147,694.973,35.6709,695.104,0.0,0.0,2024-05-25 08:28:49,False,False,开机工作中,0,2024-05-25
8879,30.147,694.952,35.6709,695.081,0.0,0.0,2024-05-25 08:29:49,False,False,开机工作中,0,2024-05-25
8880,30.147,694.936,35.6709,695.147,0.0,0.0,2024-05-25 08:30:49,False,False,开机工作中,0,2024-05-25
8881,30.147,694.986,35.6709,695.1,0.0,0.0,2024-05-25 08:31:49,False,False,开机工作中,0,2024-05-25
8882,30.147,694.911,35.6709,695.182,0.0,0.0,2024-05-25 08:32:49,False,False,开机工作中,0,2024-05-25
8883,30.147,695.03,35.6709,695.161,0.0,0.0,2024-05-25 08:33:49,False,False,开机工作中,0,2024-05-25
8884,35,695.114,35,695.293,0.0,0.0,2024-05-25 08:34:49,False,False,开机工作中,1,2024-05-25
8885,35,694.964,35,695.15,0.0,0.0,2024-05-25 08:35:49,False,False,开机工作中,0,2024-05-25
8886,35,692.281,35,690.709,55.9015,79.7608,2024-05-25 08:36:49,False,有电流,开机工作中,0,2024-05-25
8887,35,693.651,35,693.955,57.9733,56.3359,2024-05-25 08:37:49,False,False,开机工作中,0,2024-05-25
8888,35,693.241,35,693.733,55.3995,56.4,2024-05-25 08:38:49,False,False,开机工作中,0,2024-05-25
8889,35,693.583,35,693.792,58.6131,58.8715,2024-05-25 08:39:49,False,False,开机工作中,0,2024-05-25
8890,35,693.953,35,694.151,55.608,56.3344,2024-05-25 08:40:49,False,False,开机工作中,0,2024-05-25
8891,35,693.812,35,694.052,55.6671,56.2297,2024-05-25 08:41:49,False,False,开机工作中,0,2024-05-25
8892,35,693.932,35,694.02,55.6231,56.2558,2024-05-25 08:42:49,False,False,开机工作中,0,2024-05-25
8893,35,693.528,35,694.075,62.3154,56.2221,2024-05-25 08:43:49,False,False,开机工作中,0,2024-05-25
8894,35,693.724,35,693.887,55.8683,56.1166,2024-05-25 08:44:49,False,False,开机工作中,0,2024-05-25
8895,33.3674,692.672,32.3834,692.875,87.6374,84.8998,2024-05-25 08:45:49,False,False,开机工作中,0,2024-05-25
8896,14.0673,692.65,12.9043,692.888,89.7971,88.4722,2024-05-25 08:46:49,False,False,开机工作中,0,2024-05-25
8897,-6.30636,692.728,-7.60347,692.907,87.0913,86.0385,2024-05-25 08:47:49,False,False,开机工作中,0,2024-05-25
8898,-32.9419,692.812,-28.8717,692.992,83.2259,82.0934,2024-05-25 08:48:49,False,False,开机工作中,0,2024-05-25
8899,-46.1143,693.3,-46.9418,693.492,65.1471,64.7352,2024-05-25 08:49:49,False,False,开机工作中,0,2024-05-25
8900,-46.092,692.995,-46.8971,693.054,83.5247,82.3051,2024-05-25 08:50:49,False,False,开机工作中,0,2024-05-25
8901,-46.0696,693.788,-46.8971,694.079,56.2872,56.2336,2024-05-25 08:51:49,False,False,开机工作中,0,2024-05-25
8902,-46.0472,693.549,-46.8971,694.071,61.0786,56.1496,2024-05-25 08:52:49,False,False,开机工作中,0,2024-05-25
8903,-46.0472,693.782,-46.8971,694.097,56.367,56.1529,2024-05-25 08:53:49,False,False,开机工作中,0,2024-05-25
8904,-17.2871,692.111,-19.7024,692.368,104.66,102.747,2024-05-25 08:54:49,False,False,开机工作中,0,2024-05-25
8905,10.735,692.314,7.51461,692.488,100.171,98.5766,2024-05-25 08:55:49,False,False,开机工作中,0,2024-05-25
8906,32.6518,694.005,29.8339,694.094,55.5238,56.2903,2024-05-25 08:56:49,False,False,开机工作中,0,2024-05-25
8907,32.6518,693.316,29.8339,693.652,70.0459,65.8536,2024-05-25 08:57:49,False,False,开机工作中,0,2024-05-25
8908,32.7189,695.443,30.2588,695.574,62.0129,61.8859,2024-05-25 08:58:49,False,False,开机工作中,0,2024-05-25
8909,32.7412,697.078,30.4154,697.144,0.0,0.0,2024-05-25 09:00:49,False,无电流,开机工作中,0,2024-05-25
8910,32.7412,697.034,30.4154,697.2,0.0,0.0,2024-05-25 09:01:49,False,False,开机工作中,0,2024-05-25
8911,32.7412,697.105,30.4154,697.203,0.0,0.0,2024-05-25 09:02:49,False,False,开机工作中,0,2024-05-25
8912,32.7412,697.135,30.4154,697.074,0.0,0.0,2024-05-25 09:03:49,False,False,开机工作中,0,2024-05-25
8913,32.7412,697.111,30.4154,697.08,0.0,0.0,2024-05-25 09:04:49,False,False,开机工作中,0,2024-05-25
8914,32.7412,697.19,30.4154,697.198,0.0,0.0,2024-05-25 09:05:49,False,False,开机工作中,0,2024-05-25
8915,32.7412,697.198,30.4154,697.168,0.0,0.0,2024-05-25 09:06:49,False,False,开机工作中,0,2024-05-25
8916,32.7412,697.232,30.4154,697.178,0.0,0.0,2024-05-25 09:07:49,False,False,开机工作中,0,2024-05-25
8917,32.7412,697.213,30.4154,697.15,0.0,0.0,2024-05-25 09:08:49,False,False,开机工作中,0,2024-05-25
8918,32.7412,697.251,30.4154,697.121,0.0,0.0,2024-05-25 09:09:49,False,False,开机工作中,0,2024-05-25
8919,error,error,error,error,-1.0,-1.0,2024-05-25 09:10:49,A架关机,False,开机工作中,0,2024-05-25
8920,error,error,error,error,-1.0,-1.0,2024-05-25 09:11:49,False,False,未工作,0,2024-05-25
8921,error,error,error,error,-1.0,-1.0,2024-05-25 09:12:49,False,False,未工作,0,2024-05-25
8922,error,error,error,error,-1.0,-1.0,2024-05-25 09:13:49,False,False,未工作,0,2024-05-25
8923,error,error,error,error,-1.0,-1.0,2024-05-25 09:14:49,False,False,未工作,0,2024-05-25
8924,error,error,error,error,-1.0,-1.0,2024-05-25 09:15:49,False,False,未工作,0,2024-05-25
8925,error,error,error,error,-1.0,-1.0,2024-05-25 09:16:49,False,False,未工作,0,2024-05-25
8926,error,error,error,error,-1.0,-1.0,2024-05-25 09:17:49,False,False,未工作,0,2024-05-25
8927,error,error,error,error,-1.0,-1.0,2024-05-25 09:18:49,False,False,未工作,0,2024-05-25
8928,error,error,error,error,-1.0,-1.0,2024-05-25 09:19:49,False,False,未工作,0,2024-05-25
8929,error,error,error,error,-1.0,-1.0,2024-05-25 09:20:49,False,False,未工作,0,2024-05-25
8930,error,error,error,error,-1.0,-1.0,2024-05-25 09:21:49,False,False,未工作,0,2024-05-25
8931,error,error,error,error,-1.0,-1.0,2024-05-25 09:22:49,False,False,未工作,0,2024-05-25
8932,error,error,error,error,-1.0,-1.0,2024-05-25 09:23:49,False,False,未工作,0,2024-05-25
8933,error,error,error,error,-1.0,-1.0,2024-05-25 09:24:49,False,False,未工作,0,2024-05-25
8934,error,error,error,error,-1.0,-1.0,2024-05-25 09:25:49,False,False,未工作,0,2024-05-25
8935,error,error,error,error,-1.0,-1.0,2024-05-25 09:26:49,False,False,未工作,0,2024-05-25
8936,error,error,error,error,-1.0,-1.0,2024-05-25 09:27:49,False,False,未工作,0,2024-05-25
8937,error,error,error,error,-1.0,-1.0,2024-05-25 09:28:49,False,False,未工作,0,2024-05-25
8938,error,error,error,error,-1.0,-1.0,2024-05-25 09:29:49,False,False,未工作,0,2024-05-25
8939,error,error,error,error,-1.0,-1.0,2024-05-25 09:30:49,False,False,未工作,0,2024-05-25
8940,error,error,error,error,-1.0,-1.0,2024-05-25 09:31:49,False,False,未工作,0,2024-05-25
8941,error,error,error,error,-1.0,-1.0,2024-05-25 09:32:49,False,False,未工作,0,2024-05-25
8942,error,error,error,error,-1.0,-1.0,2024-05-25 09:33:49,False,False,未工作,0,2024-05-25
8943,error,error,error,error,-1.0,-1.0,2024-05-25 09:34:49,False,False,未工作,0,2024-05-25
8944,error,error,error,error,-1.0,-1.0,2024-05-25 09:35:49,False,False,未工作,0,2024-05-25
8945,error,error,error,error,-1.0,-1.0,2024-05-25 09:36:49,False,False,未工作,0,2024-05-25
8946,error,error,error,error,-1.0,-1.0,2024-05-25 09:37:49,False,False,未工作,0,2024-05-25
8947,error,error,error,error,-1.0,-1.0,2024-05-25 09:38:49,False,False,未工作,0,2024-05-25
8948,error,error,error,error,-1.0,-1.0,2024-05-25 09:39:49,False,False,未工作,0,2024-05-25
8949,error,error,error,error,-1.0,-1.0,2024-05-25 09:40:49,False,False,未工作,0,2024-05-25
8950,error,error,error,error,-1.0,-1.0,2024-05-25 09:41:49,False,False,未工作,0,2024-05-25
8951,error,error,error,error,-1.0,-1.0,2024-05-25 09:42:49,False,False,未工作,0,2024-05-25
8952,error,error,error,error,-1.0,-1.0,2024-05-25 09:43:49,False,False,未工作,0,2024-05-25
8953,error,error,error,error,-1.0,-1.0,2024-05-25 09:44:49,False,False,未工作,0,2024-05-25
8954,error,error,error,error,-1.0,-1.0,2024-05-25 09:45:49,False,False,未工作,0,2024-05-25
8955,error,error,error,error,-1.0,-1.0,2024-05-25 09:46:49,False,False,未工作,0,2024-05-25
8956,error,error,error,error,-1.0,-1.0,2024-05-25 09:47:49,False,False,未工作,0,2024-05-25
8957,error,error,error,error,-1.0,-1.0,2024-05-25 09:48:49,False,False,未工作,0,2024-05-25
8958,error,error,error,error,-1.0,-1.0,2024-05-25 09:49:49,False,False,未工作,0,2024-05-25
8959,error,error,error,error,-1.0,-1.0,2024-05-25 09:50:49,False,False,未工作,0,2024-05-25
8960,error,error,error,error,-1.0,-1.0,2024-05-25 09:51:49,False,False,未工作,0,2024-05-25
8961,error,error,error,error,-1.0,-1.0,2024-05-25 09:52:49,False,False,未工作,0,2024-05-25
8962,error,error,error,error,-1.0,-1.0,2024-05-25 09:53:49,False,False,未工作,0,2024-05-25
8963,error,error,error,error,-1.0,-1.0,2024-05-25 09:54:49,False,False,未工作,0,2024-05-25
8964,32.7412,696.404,30.4154,696.487,0.0,0.0,2024-05-25 09:55:49,A架开机,False,开机工作中,0,2024-05-25
8965,32.7412,696.695,30.4154,696.664,0.0,0.0,2024-05-25 09:56:49,False,False,开机工作中,0,2024-05-25
8966,32.7412,696.527,30.4154,696.644,0.0,0.0,2024-05-25 09:57:49,False,False,开机工作中,0,2024-05-25
8967,32.7412,696.711,30.4154,696.701,0.0,0.0,2024-05-25 09:58:49,False,False,开机工作中,0,2024-05-25
8968,32.7412,696.887,30.4154,696.843,0.0,0.0,2024-05-25 10:00:49,False,False,开机工作中,0,2024-05-25
8969,32.7412,696.649,30.4154,697.225,0.0,0.0,2024-05-25 10:01:49,False,False,开机工作中,0,2024-05-25
8970,32.7412,696.809,30.4154,696.85,0.0,0.0,2024-05-25 10:02:49,False,False,开机工作中,0,2024-05-25
8971,32.7412,696.909,30.4154,696.886,0.0,0.0,2024-05-25 10:03:49,False,False,开机工作中,0,2024-05-25
8972,32.7412,696.845,30.4154,696.875,0.0,0.0,2024-05-25 10:04:49,False,False,开机工作中,0,2024-05-25
8973,32.7412,696.844,30.4154,696.993,0.0,0.0,2024-05-25 10:05:49,False,False,开机工作中,0,2024-05-25
8974,32.7412,696.941,30.4154,697.02,0.0,0.0,2024-05-25 10:06:49,False,False,开机工作中,0,2024-05-25
8975,32.7412,696.925,30.4154,697.159,0.0,0.0,2024-05-25 10:07:49,False,False,开机工作中,0,2024-05-25
8976,32.7412,696.832,30.4154,697.032,0.0,0.0,2024-05-25 10:08:49,False,False,开机工作中,0,2024-05-25
8977,32.7412,696.907,30.4154,697.065,0.0,0.0,2024-05-25 10:09:49,False,False,开机工作中,0,2024-05-25
8978,32.7412,696.982,30.4154,697.024,0.0,0.0,2024-05-25 10:10:49,False,False,开机工作中,0,2024-05-25
8979,32.7412,696.868,30.4154,696.826,0.0,0.0,2024-05-25 10:11:49,False,False,开机工作中,0,2024-05-25
8980,32.7412,696.852,30.4154,696.827,0.0,0.0,2024-05-25 10:12:49,False,False,开机工作中,0,2024-05-25
8981,32.7412,697.027,30.4154,697.195,0.0,0.0,2024-05-25 10:13:49,False,False,开机工作中,0,2024-05-25
8982,32.7412,696.958,30.4154,696.927,0.0,0.0,2024-05-25 10:14:49,False,False,开机工作中,0,2024-05-25
8983,32.7412,697.008,30.4154,696.982,0.0,0.0,2024-05-25 10:15:49,False,False,开机工作中,0,2024-05-25
8984,32.7412,696.964,30.4154,696.995,0.0,0.0,2024-05-25 10:16:49,False,False,开机工作中,0,2024-05-25
8985,32.7412,696.649,30.4154,696.185,0.0,56.5222,2024-05-25 10:17:49,False,False,开机工作中,0,2024-05-25
8986,32.7412,696.702,30.4154,695.821,0.0,62.0496,2024-05-25 10:18:49,False,False,开机工作中,0,2024-05-25
8987,32.7412,696.74,30.4154,696.142,0.0,56.4949,2024-05-25 10:19:49,False,False,开机工作中,0,2024-05-25
8988,32.7412,696.792,30.4154,696.144,0.0,56.4284,2024-05-25 10:20:49,False,False,开机工作中,0,2024-05-25
8989,32.7412,697.131,30.4154,697.797,0.0,0.0,2024-05-25 10:21:49,False,False,开机工作中,0,2024-05-25
8990,32.7412,697.109,30.4154,697,0.0,0.0,2024-05-25 10:22:49,False,False,开机工作中,0,2024-05-25
8991,32.7412,697.03,30.4154,697.08,0.0,0.0,2024-05-25 10:23:49,False,False,开机工作中,0,2024-05-25
8992,32.7412,696.773,30.4154,696.214,0.0,56.3937,2024-05-25 10:24:49,False,False,开机工作中,0,2024-05-25
8993,32.7412,696.803,30.4154,696.236,0.0,56.4571,2024-05-25 10:25:49,False,False,开机工作中,0,2024-05-25
8994,32.7412,697.089,30.4154,697.1,0.0,0.0,2024-05-25 10:26:49,False,False,开机工作中,0,2024-05-25
8995,32.7412,697.214,30.4154,697.226,0.0,0.0,2024-05-25 10:27:49,False,False,开机工作中,0,2024-05-25
8996,32.7412,697.2,30.4154,697.076,0.0,0.0,2024-05-25 10:28:49,False,False,开机工作中,0,2024-05-25
8997,32.7412,697.084,30.4154,697.126,0.0,0.0,2024-05-25 10:29:49,False,False,开机工作中,0,2024-05-25
8998,32.7412,697.158,30.4154,697.034,0.0,0.0,2024-05-25 10:30:49,False,False,开机工作中,0,2024-05-25
8999,32.7412,697.18,30.4154,697.067,0.0,0.0,2024-05-25 10:31:49,False,False,开机工作中,0,2024-05-25
9000,32.7412,697.108,30.4154,697.007,0.0,0.0,2024-05-25 10:32:49,False,False,开机工作中,0,2024-05-25
9001,32.7412,697.116,30.4154,697.01,0.0,0.0,2024-05-25 10:33:49,False,False,开机工作中,0,2024-05-25
9002,32.7412,697.165,30.4154,697.118,0.0,0.0,2024-05-25 10:34:49,False,False,开机工作中,0,2024-05-25
9003,32.7412,697.145,30.4154,697.08,0.0,0.0,2024-05-25 10:35:49,False,False,开机工作中,0,2024-05-25
9004,32.7412,697.215,30.4154,697.063,0.0,0.0,2024-05-25 10:36:49,False,False,开机工作中,0,2024-05-25
9005,32.7412,697.212,30.4154,697.1,0.0,0.0,2024-05-25 10:37:49,False,False,开机工作中,0,2024-05-25
9006,32.7412,697.129,30.4154,697.117,0.0,0.0,2024-05-25 10:38:49,False,False,开机工作中,0,2024-05-25
9007,32.7412,696.879,30.4154,695.936,0.0,62.4959,2024-05-25 10:39:49,False,False,开机工作中,0,2024-05-25
9008,32.7412,696.826,30.4154,696.19,0.0,56.3122,2024-05-25 10:40:49,False,False,开机工作中,0,2024-05-25
9009,32.7412,696.845,30.4154,696.221,0.0,56.217,2024-05-25 10:41:49,False,False,开机工作中,0,2024-05-25
9010,32.7412,696.991,30.4154,696.308,0.0,56.2843,2024-05-25 10:42:49,False,False,开机工作中,0,2024-05-25
9011,32.7412,696.929,30.4154,696.238,0.0,56.39,2024-05-25 10:43:49,False,False,开机工作中,0,2024-05-25
9012,32.7412,696.89,30.4154,696.258,0.0,56.4148,2024-05-25 10:44:49,False,False,开机工作中,0,2024-05-25
9013,32.7412,696.915,30.4154,696.272,0.0,56.3399,2024-05-25 10:45:49,False,False,开机工作中,0,2024-05-25
9014,32.7412,696.981,30.4154,696.223,0.0,56.2467,2024-05-25 10:46:49,False,False,开机工作中,0,2024-05-25
9015,32.7412,696.913,30.4154,696.22,0.0,56.3107,2024-05-25 10:47:49,False,False,开机工作中,0,2024-05-25
9016,32.7412,696.901,30.4154,696.275,0.0,56.2878,2024-05-25 10:48:49,False,False,开机工作中,0,2024-05-25
9017,32.7412,696.95,30.4154,696.26,0.0,56.2833,2024-05-25 10:49:49,False,False,开机工作中,0,2024-05-25
9018,32.7412,696.871,30.4154,696.298,0.0,56.2623,2024-05-25 10:50:49,False,False,开机工作中,0,2024-05-25
9019,32.7412,696.876,30.4154,696.278,0.0,56.1907,2024-05-25 10:51:49,False,False,开机工作中,0,2024-05-25
9020,32.7412,696.964,30.393,695.933,0.0,62.3499,2024-05-25 10:52:49,False,False,开机工作中,0,2024-05-25
9021,32.7412,696.852,30.393,696.236,0.0,56.3325,2024-05-25 10:53:49,False,False,开机工作中,0,2024-05-25
9022,32.7412,696.915,30.4154,696.13,0.0,56.3138,2024-05-25 10:54:49,False,False,开机工作中,0,2024-05-25
9023,32.7412,696.977,30.4154,696.282,0.0,56.2203,2024-05-25 10:55:49,False,False,开机工作中,0,2024-05-25
9024,32.7412,696.951,30.4154,696.269,0.0,56.2568,2024-05-25 10:56:49,False,False,开机工作中,0,2024-05-25
9025,32.7412,696.958,30.393,696.197,0.0,58.593,2024-05-25 10:57:49,False,False,开机工作中,0,2024-05-25
9026,32.7412,697.202,30.393,697.136,0.0,0.0,2024-05-25 10:58:49,False,False,开机工作中,0,2024-05-25
9027,32.7412,697.255,30.393,697.193,0.0,0.0,2024-05-25 13:00:49,False,False,开机工作中,0,2024-05-25
9028,32.7412,697.267,30.393,697.226,0.0,0.0,2024-05-25 13:01:49,False,False,开机工作中,0,2024-05-25
9029,32.7412,697.276,30.393,697.29,0.0,0.0,2024-05-25 13:02:49,False,False,开机工作中,0,2024-05-25
9030,32.7412,697.209,30.393,697.256,0.0,0.0,2024-05-25 13:03:49,False,False,开机工作中,0,2024-05-25
9031,32.7412,697.234,30.393,697.098,0.0,0.0,2024-05-25 13:04:49,False,False,开机工作中,0,2024-05-25
9032,32.7412,697.198,30.393,697.181,0.0,0.0,2024-05-25 13:05:49,False,False,开机工作中,0,2024-05-25
9033,32.7412,697.177,30.393,697.148,0.0,0.0,2024-05-25 13:06:49,False,False,开机工作中,0,2024-05-25
9034,32.7412,697.145,30.393,697.169,0.0,0.0,2024-05-25 13:07:49,False,False,开机工作中,0,2024-05-25
9035,32.7412,697.134,30.393,697.147,0.0,0.0,2024-05-25 13:08:49,False,False,开机工作中,0,2024-05-25
9036,32.7412,697.173,30.393,697.26,0.0,0.0,2024-05-25 13:09:49,False,False,开机工作中,0,2024-05-25
9037,32.7412,697.211,30.393,697.166,0.0,0.0,2024-05-25 13:10:49,False,False,开机工作中,0,2024-05-25
9038,32.7412,697.185,30.393,697.133,0.0,0.0,2024-05-25 13:11:49,False,False,开机工作中,0,2024-05-25
9039,32.7412,697.171,30.393,697.21,0.0,0.0,2024-05-25 13:12:49,False,False,开机工作中,0,2024-05-25
9040,32.7412,697.16,30.393,697.18,0.0,0.0,2024-05-25 13:13:49,False,False,开机工作中,0,2024-05-25
9041,32.7412,697.098,30.393,697.122,0.0,0.0,2024-05-25 13:14:49,False,False,开机工作中,0,2024-05-25
9042,32.7412,697.147,30.393,697.143,0.0,0.0,2024-05-25 13:15:49,False,False,开机工作中,0,2024-05-25
9043,32.7412,697.235,30.393,697.098,0.0,0.0,2024-05-25 13:16:49,False,False,开机工作中,0,2024-05-25
9044,32.7636,697.398,30.393,697.187,0.0,0.0,2024-05-25 13:17:49,False,False,开机工作中,0,2024-05-25
9045,32.7636,697.232,30.393,697.291,0.0,0.0,2024-05-25 13:18:49,False,False,开机工作中,0,2024-05-25
9046,32.7412,697.32,30.393,697.232,0.0,0.0,2024-05-25 13:19:49,False,False,开机工作中,0,2024-05-25
9047,32.7636,697.4,30.393,697.393,0.0,0.0,2024-05-25 13:20:49,False,False,开机工作中,0,2024-05-25
9048,32.7636,697.349,30.393,697.3,0.0,0.0,2024-05-25 13:21:49,False,False,开机工作中,0,2024-05-25
9049,32.7636,697.328,30.393,697.292,0.0,0.0,2024-05-25 13:22:49,False,False,开机工作中,0,2024-05-25
9050,32.7636,697.286,30.393,697.279,0.0,0.0,2024-05-25 13:23:49,False,False,开机工作中,0,2024-05-25
9051,32.7636,697.379,30.393,697.252,0.0,0.0,2024-05-25 13:24:49,False,False,开机工作中,0,2024-05-25
