Unnamed: 0,csvTime,P3_33,P3_18,P3_17,P3_16,status
49,2024-05-16 16:49:20,0,0,0,0,False
50,2024-05-16 16:50:20,0,0,0,0,False
51,2024-05-16 16:51:20,0,0,0,0,False
52,2024-05-16 16:52:20,0,0,0,0,False
53,2024-05-16 16:53:20,0,0,0,0,False
54,2024-05-16 16:54:20,0,0,0,0,False
55,2024-05-16 16:55:20,0,0,0,0,False
56,2024-05-16 16:56:20,0,0,0,0,False
57,2024-05-16 16:57:20,0,0,0,0,False
58,2024-05-16 16:58:20,0,0,0,0,False
59,2024-05-16 16:59:20,0,0,0,0,False
60,2024-05-16 17:00:20,0,0,0,0,False
61,2024-05-16 17:01:20,0,0,0,0,False
62,2024-05-16 17:02:20,0,0,0,0,False
63,2024-05-16 17:03:20,0,0,0,0,False
64,2024-05-16 17:04:20,0,0,0,0,False
65,2024-05-16 17:05:20,0,0,0,0,False
66,2024-05-16 17:06:20,0,0,0,0,False
67,2024-05-16 17:07:20,0,0,0,0,False
68,2024-05-16 17:08:20,0,0,0,0,False
69,2024-05-16 17:09:20,0,0,0,0,False
70,2024-05-16 17:10:20,0,0,0,0,False
71,2024-05-16 17:11:20,0,0,0,0,False
72,2024-05-16 17:12:20,0,0,0,0,False
73,2024-05-16 17:13:20,0,0,0,0,False
74,2024-05-16 17:14:20,0,0,0,0,False
75,2024-05-16 17:15:20,0,0,0,0,False
76,2024-05-16 17:16:20,0,0,0,0,False
77,2024-05-16 17:17:20,0,0,0,0,False
78,2024-05-16 17:18:20,0,0,0,0,False
79,2024-05-16 17:19:20,0,0,0,0,False
80,2024-05-16 17:20:20,0,0,0,0,False
81,2024-05-16 17:21:20,0,0,0,0,False
82,2024-05-16 17:22:20,0,0,0,0,False
83,2024-05-16 17:23:20,0,0,0,0,False
84,2024-05-16 17:24:20,0,0,0,0,False
85,2024-05-16 17:25:20,0,0,0,0,False
86,2024-05-16 17:26:20,0,0,0,0,False
87,2024-05-16 17:27:20,0,0,0,0,False
88,2024-05-16 17:28:20,0,0,0,0,False
89,2024-05-16 17:29:20,0,0,0,0,False
90,2024-05-16 17:30:20,0,0,0,0,False
91,2024-05-16 17:31:20,0,0,0,0,False
92,2024-05-16 17:32:20,0,0,0,0,False
93,2024-05-16 17:33:20,0,0,0,0,False
94,2024-05-16 17:34:20,0,0,0,0,False
95,2024-05-16 17:35:20,0,0,0,0,False
96,2024-05-16 17:36:20,0,0,0,0,False
97,2024-05-16 17:37:20,0,0,0,0,False
98,2024-05-16 17:38:20,0,0,0,0,False
99,2024-05-16 17:39:20,0,0,0,0,False
100,2024-05-16 17:40:20,0,0,0,0,False
101,2024-05-16 17:41:20,0,0,0,0,False
102,2024-05-16 17:42:20,0,0,0,0,False
103,2024-05-16 17:43:20,0,0,0,0,False
104,2024-05-16 17:44:20,0,0,0,0,False
105,2024-05-16 17:45:20,0,0,0,0,False
106,2024-05-16 17:46:20,0,0,0,0,False
107,2024-05-16 17:47:20,0,0,0,0,False
108,2024-05-16 17:48:20,0,0,0,0,False
109,2024-05-16 17:49:20,0,0,0,0,False
110,2024-05-16 17:50:20,0,0,0,0,False
111,2024-05-16 17:51:20,0,0,0,0,False
112,2024-05-16 17:52:20,0,0,0,0,False
113,2024-05-16 17:53:20,0,0,0,0,False
114,2024-05-16 17:54:20,0,0,0,0,False
115,2024-05-16 17:55:20,0,0,0,0,False
116,2024-05-16 17:56:20,0,0,0,0,False
117,2024-05-16 17:57:20,0,0,0,0,False
118,2024-05-16 17:58:20,0,0,0,0,False
119,2024-05-16 17:59:20,0,0,0,0,False
120,2024-05-16 18:00:20,0,0,0,0,False
121,2024-05-16 18:01:20,0,0,0,0,False
122,2024-05-16 18:02:20,0,0,0,0,False
123,2024-05-16 18:03:20,0,0,0,0,False
124,2024-05-16 18:04:20,0,0,0,0,False
125,2024-05-16 18:05:20,0,0,0,0,False
126,2024-05-16 18:06:20,0,0,0,0,False
127,2024-05-16 18:07:20,0,0,0,0,False
128,2024-05-16 18:08:20,0,0,0,0,False
129,2024-05-16 18:09:20,0,0,0,0,False
130,2024-05-16 18:10:20,0,0,0,0,False
131,2024-05-16 18:11:20,0,0,0,0,False
132,2024-05-16 18:12:20,0,0,0,0,False
133,2024-05-16 18:13:20,0,0,0,0,False
134,2024-05-16 18:14:20,0,0,0,0,False
135,2024-05-16 18:15:20,0,0,0,0,False
136,2024-05-16 18:16:20,0,0,0,0,False
137,2024-05-16 18:17:20,0,0,0,0,False
138,2024-05-16 18:18:20,0,0,0,0,False
139,2024-05-16 18:19:20,0,0,0,0,False
140,2024-05-16 18:20:20,0,0,0,0,False
141,2024-05-16 18:21:20,0,0,0,0,False
142,2024-05-16 18:22:20,0,0,0,0,False
143,2024-05-16 18:23:20,0,0,0,0,False
144,2024-05-16 18:24:20,0,0,0,0,False
145,2024-05-16 18:25:20,0,0,0,0,False
146,2024-05-16 18:26:20,0,0,0,0,False
147,2024-05-16 18:27:20,0,0,0,0,False
148,2024-05-16 18:28:20,0,0,0,0,False
149,2024-05-16 18:29:20,0,0,0,0,False
150,2024-05-16 18:30:20,0,0,0,0,False
151,2024-05-16 18:31:20,0,0,0,0,False
152,2024-05-16 18:32:20,0,0,0,0,False
153,2024-05-16 18:33:20,0,0,0,0,False
154,2024-05-16 18:34:20,0,0,0,0,False
155,2024-05-16 18:35:20,0,0,0,0,False
156,2024-05-16 18:36:20,0,0,0,0,False
157,2024-05-16 18:37:20,0,0,0,0,False
158,2024-05-16 18:38:20,0,0,0,0,False
159,2024-05-16 18:39:20,0,0,0,0,False
160,2024-05-16 18:40:20,0,0,0,0,False
161,2024-05-16 18:41:20,0,0,0,0,False
162,2024-05-16 18:42:20,0,0,0,0,False
163,2024-05-16 18:43:20,0,0,0,0,False
164,2024-05-16 18:44:20,0,0,0,0,False
165,2024-05-16 18:45:20,0,0,0,0,False
166,2024-05-16 18:46:20,0,0,0,0,False
167,2024-05-16 18:47:20,0,0,0,0,False
168,2024-05-16 18:48:20,0,0,0,0,False
169,2024-05-16 18:49:20,0,0,0,0,False
170,2024-05-16 18:50:20,0,0,0,0,False
171,2024-05-16 18:51:20,0,0,0,0,False
172,2024-05-16 18:52:20,0,0,0,0,False
173,2024-05-16 18:53:20,0,0,0,0,False
174,2024-05-16 18:54:20,0,0,0,0,False
175,2024-05-16 18:55:20,0,0,0,0,False
176,2024-05-16 18:56:20,0,0,0,0,False
177,2024-05-16 18:57:20,0,0,0,0,False
178,2024-05-16 18:58:20,0,0,0,0,False
179,2024-05-16 18:59:20,0,0,0,0,False
180,2024-05-16 19:00:20,0,0,0,0,False
181,2024-05-16 19:01:20,0,0,0,0,False
182,2024-05-16 19:02:20,0,0,0,0,False
183,2024-05-16 19:03:20,0,0,0,0,False
184,2024-05-16 19:04:20,0,0,0,0,False
185,2024-05-16 19:05:20,0,0,0,0,False
186,2024-05-16 19:06:20,0,0,0,0,False
187,2024-05-16 19:07:20,0,0,0,0,False
188,2024-05-16 19:08:20,0,0,0,0,False
189,2024-05-16 19:09:20,0,0,0,0,False
190,2024-05-16 19:10:20,0,0,0,0,False
191,2024-05-16 19:11:20,0,0,0,0,False
192,2024-05-16 19:12:20,0,0,0,0,False
193,2024-05-16 19:13:20,0,0,0,0,False
194,2024-05-16 19:14:20,0,0,0,0,False
195,2024-05-16 19:15:20,0,0,0,0,False
196,2024-05-16 19:16:20,0,0,0,0,False
197,2024-05-16 19:17:20,0,0,0,0,False
198,2024-05-16 19:18:20,0,0,0,0,False
199,2024-05-16 19:19:20,0,0,0,0,False
200,2024-05-16 19:20:20,0,0,0,0,False
201,2024-05-16 19:21:20,0,0,0,0,False
202,2024-05-16 19:22:20,0,0,0,0,False
203,2024-05-16 19:23:20,0,0,0,0,False
204,2024-05-16 19:24:20,0,0,0,0,False
205,2024-05-16 19:25:20,0,0,0,0,False
206,2024-05-16 19:26:20,0,0,0,0,False
207,2024-05-16 19:27:20,0,0,0,0,False
208,2024-05-16 19:28:20,0,0,0,0,False
209,2024-05-16 19:29:20,0,0,0,0,False
210,2024-05-16 19:30:20,0,0,0,0,False
211,2024-05-16 19:31:20,0,0,0,0,False
212,2024-05-16 19:32:20,0,0,0,0,False
213,2024-05-16 19:33:20,0,0,0,0,False
214,2024-05-16 19:34:20,0,0,0,0,False
215,2024-05-16 19:35:20,0,0,0,0,False
216,2024-05-16 19:36:20,0,0,0,0,False
217,2024-05-16 19:37:20,0,0,0,0,False
218,2024-05-16 19:38:20,0,0,0,0,False
219,2024-05-16 19:39:20,0,0,0,0,False
220,2024-05-16 19:40:20,0,0,0,0,False
221,2024-05-16 19:41:20,0,0,0,0,False
222,2024-05-16 19:42:20,0,0,0,0,False
223,2024-05-16 19:43:20,0,0,0,0,False
224,2024-05-16 19:44:20,0,0,0,0,False
225,2024-05-16 19:45:20,0,0,0,0,False
226,2024-05-16 19:46:20,0,0,0,0,False
227,2024-05-16 19:47:20,0,0,0,0,False
228,2024-05-16 19:48:20,0,0,0,0,False
229,2024-05-16 19:49:20,0,0,0,0,False
230,2024-05-16 19:50:20,0,0,0,0,False
231,2024-05-16 19:51:20,0,0,0,0,False
232,2024-05-16 19:52:20,0,0,0,0,False
233,2024-05-16 19:53:20,0,0,0,0,False
234,2024-05-16 19:54:20,0,0,0,0,False
235,2024-05-16 19:55:20,0,0,0,0,False
236,2024-05-16 19:56:20,0,0,0,0,False
237,2024-05-16 19:57:20,0,0,0,0,False
238,2024-05-16 19:58:20,0,0,0,0,False
239,2024-05-16 19:59:20,0,0,0,0,False
240,2024-05-16 20:00:20,0,0,0,0,False
241,2024-05-16 20:01:20,0,0,0,0,False
242,2024-05-16 20:02:20,0,0,0,0,False
243,2024-05-16 20:03:20,0,0,0,0,False
244,2024-05-16 20:04:20,0,0,0,0,False
245,2024-05-16 20:05:20,0,0,0,0,False
246,2024-05-16 20:06:20,0,0,0,0,False
247,2024-05-16 20:07:20,0,0,0,0,False
248,2024-05-16 20:08:20,0,0,0,0,False
249,2024-05-16 20:09:20,0,0,0,0,False
250,2024-05-16 20:10:20,0,0,0,0,False
251,2024-05-16 20:11:20,0,0,0,0,False
252,2024-05-16 20:12:20,0,0,0,0,False
253,2024-05-16 20:13:20,0,0,0,0,False
254,2024-05-16 20:14:20,0,0,0,0,False
255,2024-05-16 20:15:20,0,0,0,0,False
256,2024-05-16 20:16:20,0,0,0,0,False
257,2024-05-16 20:17:20,0,0,0,0,False
258,2024-05-16 20:18:20,0,0,0,0,False
259,2024-05-16 20:19:20,0,0,0,0,False
260,2024-05-16 20:20:20,0,0,0,0,False
261,2024-05-16 20:21:20,0,0,0,0,False
262,2024-05-16 20:22:20,0,0,0,0,False
263,2024-05-16 20:23:20,0,0,0,0,False
264,2024-05-16 20:24:20,0,0,0,0,False
265,2024-05-16 20:25:20,0,0,0,0,False
266,2024-05-16 20:26:20,0,0,0,0,False
267,2024-05-16 20:27:20,0,0,0,0,False
268,2024-05-16 20:28:20,0,0,0,0,False
269,2024-05-16 20:29:20,0,0,0,0,False
270,2024-05-16 20:30:20,0,0,0,0,False
271,2024-05-16 20:31:20,0,0,0,0,False
272,2024-05-16 20:32:20,0,0,0,0,False
273,2024-05-16 20:33:20,0,0,0,0,False
274,2024-05-16 20:34:20,0,0,0,0,False
275,2024-05-16 20:35:20,0,0,0,0,False
276,2024-05-16 20:36:20,0,0,0,0,False
277,2024-05-16 20:37:20,0,0,0,0,False
278,2024-05-16 20:38:20,0,0,0,0,False
279,2024-05-16 20:39:20,0,0,0,0,False
280,2024-05-16 20:40:20,0,0,0,0,False
281,2024-05-16 20:41:20,0,0,0,0,False
282,2024-05-16 20:42:20,0,0,0,0,False
283,2024-05-16 20:43:20,0,0,0,0,False
284,2024-05-16 20:44:20,0,0,0,0,False
285,2024-05-16 20:45:20,0,0,0,0,False
286,2024-05-16 20:46:20,0,0,0,0,False
287,2024-05-16 20:47:20,0,0,0,0,False
288,2024-05-16 20:48:20,0,0,0,0,False
289,2024-05-16 20:49:20,0,0,0,0,False
290,2024-05-16 20:50:20,0,0,0,0,False
291,2024-05-16 20:51:20,0,0,0,0,False
292,2024-05-16 20:52:20,0,0,0,0,False
293,2024-05-16 20:53:20,0,0,0,0,False
294,2024-05-16 20:54:20,0,0,0,0,False
295,2024-05-16 20:55:20,0,0,0,0,False
296,2024-05-16 20:56:20,0,0,0,0,False
297,2024-05-16 20:57:20,0,0,0,0,False
298,2024-05-16 20:58:20,0,0,0,0,False
299,2024-05-16 22:00:20,0,0,0,0,False
300,2024-05-16 22:01:20,0,0,0,0,False
301,2024-05-16 22:02:20,0,0,0,0,False
302,2024-05-16 22:03:20,0,0,0,0,False
303,2024-05-16 22:04:20,0,0,0,0,False
304,2024-05-16 22:05:20,0,0,0,0,False
305,2024-05-16 22:06:20,0,0,0,0,False
306,2024-05-16 22:07:20,0,0,0,0,False
307,2024-05-16 22:08:20,0,0,0,0,False
308,2024-05-16 22:09:20,0,0,0,0,False
309,2024-05-16 22:10:20,0,0,0,0,False
310,2024-05-16 22:11:20,0,0,0,0,False
311,2024-05-16 22:12:20,0,0,0,0,False
312,2024-05-16 22:13:20,0,0,0,0,False
313,2024-05-16 22:14:20,0,0,0,0,False
314,2024-05-16 22:15:20,0,0,0,0,False
315,2024-05-16 22:16:20,0,0,0,0,False
316,2024-05-16 22:17:20,0,0,0,0,False
317,2024-05-16 22:18:20,0,0,0,0,False
318,2024-05-16 22:19:20,0,0,0,0,False
319,2024-05-16 22:20:20,0,0,0,0,False
320,2024-05-16 22:21:20,0,0,0,0,False
321,2024-05-16 22:22:20,0,0,0,0,False
322,2024-05-16 22:23:20,0,0,0,0,False
323,2024-05-16 22:24:20,0,0,0,0,False
324,2024-05-16 22:25:20,0,0,0,0,False
325,2024-05-16 22:26:20,0,0,0,0,False
326,2024-05-16 22:27:20,0,0,0,0,False
327,2024-05-16 22:28:20,0,0,0,0,False
328,2024-05-16 22:29:20,0,0,0,0,False
329,2024-05-16 22:30:20,0,0,0,0,False
330,2024-05-16 22:31:20,0,0,0,0,False
331,2024-05-16 22:32:20,0,0,0,0,False
332,2024-05-16 22:33:20,0,0,0,0,False
333,2024-05-16 22:34:20,0,0,0,0,False
334,2024-05-16 22:35:20,0,0,0,0,False
335,2024-05-16 22:36:20,0,0,0,0,False
336,2024-05-16 22:37:20,0,0,0,0,False
337,2024-05-16 22:38:20,0,0,0,0,False
338,2024-05-16 22:39:20,0,0,0,0,False
339,2024-05-16 22:40:20,0,0,0,0,False
340,2024-05-16 22:41:20,0,0,0,0,False
341,2024-05-16 22:42:20,0,0,0,0,False
342,2024-05-16 22:43:20,0,0,0,0,False
343,2024-05-16 22:44:20,0,0,0,0,False
344,2024-05-16 22:45:20,0,0,0,0,False
345,2024-05-16 22:46:20,0,0,0,0,False
346,2024-05-16 22:47:20,0,0,0,0,False
347,2024-05-16 22:48:20,0,0,0,0,False
348,2024-05-16 22:49:20,0,0,0,0,False
349,2024-05-16 22:50:20,0,0,0,0,False
350,2024-05-16 22:51:20,0,0,0,0,False
351,2024-05-16 22:52:20,0,0,0,0,False
352,2024-05-16 22:53:20,0,0,0,0,False
353,2024-05-16 22:54:20,0,0,0,0,False
354,2024-05-16 22:55:20,0,0,0,0,False
355,2024-05-16 22:56:20,0,0,0,0,False
356,2024-05-16 22:57:20,0,0,0,0,False
357,2024-05-16 22:58:20,0,0,0,0,False
358,2024-05-16 22:59:20,0,0,0,0,False
359,2024-05-16 23:00:20,0,0,0,0,False
360,2024-05-16 23:01:20,0,0,0,0,False
361,2024-05-16 23:02:20,755,79,0,0,ON_DP
362,2024-05-16 23:03:20,744,79,0,0,False
363,2024-05-16 23:04:20,742,79,0,0,False
364,2024-05-16 23:05:20,710,81,0,0,False
365,2024-05-16 23:06:20,762,79,0,0,False
366,2024-05-16 23:07:20,769,79,0,0,False
367,2024-05-16 23:08:20,685,82,0,0,False
368,2024-05-16 23:09:20,722,81,0,0,False
369,2024-05-16 23:10:20,682,82,0,0,False
370,2024-05-16 23:11:20,668,82,0,0,False
371,2024-05-16 23:12:20,648,84,0,0,False
372,2024-05-16 23:13:20,670,86,0,0,False
373,2024-05-16 23:14:20,749,79,0,0,False
374,2024-05-16 23:15:20,728,81,0,0,False
375,2024-05-16 23:16:20,907,240,-51,-51,False
376,2024-05-16 23:17:20,910,802,-82,-84,False
377,2024-05-16 23:18:20,910,428,-73,-73,False
378,2024-05-16 23:19:20,825,170,-82,-82,False
379,2024-05-16 23:20:20,910,426,-76,-76,False
380,2024-05-16 23:21:20,743,79,0,0,False
381,2024-05-16 23:22:20,830,181,-39,-42,False
382,2024-05-16 23:23:20,745,81,0,0,False
383,2024-05-16 23:24:20,910,438,-66,-59,False
384,2024-05-16 23:25:20,732,79,1,0,False
385,2024-05-16 23:26:20,739,79,0,0,False
386,2024-05-16 23:27:20,0,0,0,28,OFF_DP
387,2024-05-16 23:28:20,0,0,0,49,False
388,2024-05-16 23:29:20,0,0,0,-1,False
389,2024-05-16 23:30:20,0,0,0,-1,False
390,2024-05-16 23:31:20,0,0,1,-1,False
391,2024-05-16 23:32:20,0,0,0,-1,False
392,2024-05-16 23:33:20,0,0,0,-1,False
393,2024-05-16 23:34:20,0,0,0,-1,False
394,2024-05-16 23:35:20,0,0,0,-1,False
395,2024-05-16 23:36:20,0,0,0,-1,False
396,2024-05-16 23:37:20,0,0,0,0,False
397,2024-05-16 23:38:20,0,0,0,0,False
398,2024-05-16 23:39:20,0,0,0,0,False
399,2024-05-16 23:40:20,0,0,0,0,False
400,2024-05-16 23:41:20,0,0,0,0,False
401,2024-05-16 23:42:20,0,0,0,0,False
402,2024-05-16 23:43:20,0,0,0,0,False
403,2024-05-16 23:44:20,0,0,0,0,False
404,2024-05-16 23:45:20,0,0,0,0,False
405,2024-05-16 23:46:20,0,0,0,0,False
406,2024-05-16 23:47:20,0,0,0,0,False
407,2024-05-16 23:48:20,0,0,0,0,False
408,2024-05-16 23:49:20,0,0,0,0,False
409,2024-05-16 23:50:20,0,0,0,0,False
410,2024-05-16 23:51:20,0,0,0,0,False
411,2024-05-16 23:52:20,0,0,0,0,False
412,2024-05-16 23:53:20,0,0,0,0,False
413,2024-05-16 23:54:20,0,0,0,0,False
414,2024-05-16 23:55:20,0,0,0,0,False
415,2024-05-16 23:56:20,0,0,0,0,False
416,2024-05-16 23:57:20,0,0,0,0,False
417,2024-05-16 23:58:20,0,0,0,0,False
418,2024-05-16 23:59:20,0,0,0,0,False
419,2024-05-17 00:00:20,0,0,0,0,False
420,2024-05-17 00:01:20,0,0,0,0,False
421,2024-05-17 00:02:20,0,0,0,0,False
422,2024-05-17 00:03:20,0,0,0,0,False
423,2024-05-17 00:04:20,0,0,0,0,False
424,2024-05-17 00:05:20,0,0,0,0,False
425,2024-05-17 00:06:20,0,0,0,0,False
426,2024-05-17 00:07:20,0,0,0,0,False
427,2024-05-17 00:08:20,0,0,0,0,False
428,2024-05-17 00:09:20,0,0,0,0,False
429,2024-05-17 00:10:20,0,0,0,0,False
430,2024-05-17 00:11:20,0,0,0,0,False
431,2024-05-17 00:12:20,0,0,0,0,False
432,2024-05-17 00:13:20,0,0,0,0,False
433,2024-05-17 00:14:20,0,0,0,0,False
434,2024-05-17 00:15:20,0,0,0,0,False
435,2024-05-17 00:16:20,0,0,0,0,False
436,2024-05-17 00:17:20,0,0,0,0,False
437,2024-05-17 00:18:20,0,0,0,0,False
438,2024-05-17 00:19:20,0,0,0,0,False
439,2024-05-17 00:20:20,0,0,0,0,False
440,2024-05-17 00:21:20,0,0,0,0,False
441,2024-05-17 00:22:20,0,0,0,0,False
442,2024-05-17 00:23:20,0,0,0,0,False
443,2024-05-17 00:24:20,0,0,0,0,False
444,2024-05-17 00:25:20,0,0,0,0,False
445,2024-05-17 00:26:20,0,0,0,0,False
446,2024-05-17 00:27:20,0,0,0,0,False
447,2024-05-17 00:28:20,0,0,0,0,False
448,2024-05-17 00:29:20,0,0,0,0,False
449,2024-05-17 00:30:20,0,0,0,0,False
450,2024-05-17 00:31:20,0,0,0,0,False
451,2024-05-17 00:32:20,0,0,0,0,False
452,2024-05-17 00:33:20,0,0,0,0,False
453,2024-05-17 00:34:20,0,0,0,0,False
454,2024-05-17 00:35:20,0,0,0,0,False
455,2024-05-17 00:36:20,0,0,0,0,False
456,2024-05-17 00:37:20,0,0,0,0,False
457,2024-05-17 00:38:20,0,0,0,0,False
458,2024-05-17 00:39:20,0,0,0,0,False
459,2024-05-17 00:40:20,0,0,0,0,False
460,2024-05-17 00:41:20,0,0,0,0,False
461,2024-05-17 00:42:20,0,0,0,0,False
462,2024-05-17 00:43:20,0,0,0,0,False
463,2024-05-17 00:44:20,0,0,0,0,False
464,2024-05-17 00:45:20,0,0,0,0,False
465,2024-05-17 00:46:20,0,0,0,0,False
466,2024-05-17 00:47:20,0,0,0,0,False
467,2024-05-17 00:48:20,0,0,0,0,False
468,2024-05-17 00:49:20,0,0,0,0,False
469,2024-05-17 00:50:20,0,0,0,0,False
470,2024-05-17 00:51:20,0,0,0,0,False
471,2024-05-17 00:52:20,0,0,0,0,False
472,2024-05-17 00:53:20,0,0,0,0,False
473,2024-05-17 00:54:20,0,0,0,0,False
474,2024-05-17 00:55:20,0,0,0,0,False
475,2024-05-17 00:56:20,0,0,0,0,False
476,2024-05-17 00:57:20,0,0,0,0,False
477,2024-05-17 00:58:20,0,0,0,0,False
478,2024-05-17 00:59:20,0,0,0,0,False
479,2024-05-17 02:00:20,0,0,1,0,False
480,2024-05-17 02:01:20,0,0,0,0,False
481,2024-05-17 02:02:20,0,0,0,0,False
482,2024-05-17 02:03:20,0,0,0,0,False
483,2024-05-17 02:04:20,0,0,0,0,False
484,2024-05-17 02:05:20,0,0,0,0,False
485,2024-05-17 02:06:20,0,0,0,0,False
486,2024-05-17 02:07:20,0,0,0,0,False
487,2024-05-17 02:08:20,0,0,0,0,False
488,2024-05-17 02:09:20,0,0,1,0,False
489,2024-05-17 02:10:20,0,0,0,0,False
490,2024-05-17 02:11:20,0,0,0,0,False
491,2024-05-17 02:12:20,0,0,0,0,False
492,2024-05-17 02:13:20,0,0,0,0,False
493,2024-05-17 02:14:20,0,0,0,0,False
494,2024-05-17 02:15:20,0,0,0,0,False
495,2024-05-17 02:16:20,0,0,0,0,False
496,2024-05-17 02:17:20,0,0,0,0,False
497,2024-05-17 02:18:20,0,0,0,0,False
498,2024-05-17 02:19:20,0,0,0,0,False
499,2024-05-17 02:20:20,0,0,0,0,False
500,2024-05-17 02:21:20,0,0,0,0,False
501,2024-05-17 02:22:20,0,0,0,0,False
502,2024-05-17 02:23:20,0,0,0,0,False
503,2024-05-17 02:24:20,0,0,0,0,False
504,2024-05-17 02:25:20,0,0,0,0,False
505,2024-05-17 02:26:20,0,0,0,0,False
506,2024-05-17 02:27:20,0,0,0,0,False
507,2024-05-17 02:28:20,0,0,0,0,False
508,2024-05-17 02:29:20,0,0,0,0,False
509,2024-05-17 02:30:20,0,0,0,0,False
510,2024-05-17 02:31:20,0,0,0,0,False
511,2024-05-17 02:32:20,0,0,0,0,False
512,2024-05-17 02:33:20,0,0,0,0,False
513,2024-05-17 02:34:20,0,0,0,0,False
514,2024-05-17 02:35:20,0,0,0,0,False
515,2024-05-17 02:36:20,0,0,0,0,False
516,2024-05-17 02:37:20,0,0,0,0,False
517,2024-05-17 02:38:20,0,0,0,0,False
518,2024-05-17 02:39:20,0,0,0,0,False
519,2024-05-17 02:40:20,0,0,0,0,False
520,2024-05-17 02:41:20,0,0,0,0,False
521,2024-05-17 02:42:20,0,0,0,0,False
522,2024-05-17 02:43:20,0,0,0,0,False
523,2024-05-17 02:44:20,0,0,0,0,False
524,2024-05-17 02:45:20,0,0,0,0,False
525,2024-05-17 02:46:20,0,0,0,0,False
526,2024-05-17 02:47:20,0,0,0,0,False
527,2024-05-17 02:48:20,0,0,0,0,False
528,2024-05-17 02:49:20,0,0,0,0,False
529,2024-05-17 02:50:20,0,0,0,0,False
530,2024-05-17 02:51:20,0,0,0,0,False
531,2024-05-17 02:52:20,0,0,0,0,False
532,2024-05-17 02:53:20,0,0,0,0,False
533,2024-05-17 02:54:20,0,0,0,0,False
534,2024-05-17 02:55:20,0,0,0,0,False
535,2024-05-17 02:56:20,0,0,0,0,False
536,2024-05-17 02:57:20,0,0,0,0,False
537,2024-05-17 02:58:20,0,0,0,0,False
538,2024-05-17 02:59:20,0,0,0,0,False
539,2024-05-17 03:00:20,0,0,0,0,False
540,2024-05-17 03:01:20,0,0,1,0,False
541,2024-05-17 03:02:20,0,0,0,0,False
542,2024-05-17 03:03:20,0,0,0,0,False
543,2024-05-17 03:04:20,0,0,0,0,False
544,2024-05-17 03:05:20,0,0,0,0,False
545,2024-05-17 03:06:20,0,0,0,0,False
546,2024-05-17 03:07:20,0,0,0,0,False
547,2024-05-17 03:08:20,0,0,0,0,False
548,2024-05-17 03:09:20,0,0,0,0,False
549,2024-05-17 03:10:20,0,0,0,0,False
550,2024-05-17 03:11:20,0,0,0,0,False
551,2024-05-17 03:12:20,0,0,0,0,False
552,2024-05-17 03:13:20,0,0,0,0,False
553,2024-05-17 03:14:20,0,0,0,0,False
554,2024-05-17 03:15:20,0,0,0,0,False
