Unnamed: 0,csvTime,P4_23,P4_24,P4_25,P4_26
144,2024-05-16 18:24:44,-909.0,-906.0,0.0,1.0
145,2024-05-16 18:25:45,-128.0,-150.0,22.0,22.0
146,2024-05-16 18:26:45,-335.0,-316.0,22.0,22.0
147,2024-05-16 18:27:44,-113.0,-103.0,22.0,22.0
148,2024-05-16 18:28:45,108.0,131.0,22.0,22.0
149,2024-05-16 18:29:44,-182.0,-200.0,20.0,19.0
150,2024-05-16 18:30:45,898.0,855.0,31.0,31.0
151,2024-05-16 18:31:45,-898.0,-886.0,31.0,31.0
152,2024-05-16 18:32:45,-175.0,-165.0,35.0,35.0
153,2024-05-16 18:33:45,-335.0,-332.0,14.0,13.0
154,2024-05-16 18:34:45,-898.0,-895.0,59.0,58.0
155,2024-05-16 18:35:45,-900.0,-898.0,42.0,42.0
156,2024-05-16 18:36:44,242.0,203.0,51.0,51.0
157,2024-05-16 18:37:44,180.0,136.0,20.0,25.0
158,2024-05-16 18:38:44,-465.0,775.0,0.0,27.0
159,2024-05-16 18:39:44,901.0,898.0,32.0,31.0
160,2024-05-16 18:40:45,-61.0,-143.0,42.0,42.0
161,2024-05-16 18:41:44,-83.0,0.0,42.0,42.0
162,2024-05-16 18:42:45,-335.0,-332.0,36.0,44.0
163,2024-05-16 18:43:45,133.0,126.0,26.0,26.0
164,2024-05-16 18:44:45,-900.0,-895.0,20.0,19.0
165,2024-05-16 18:45:44,-900.0,-896.0,20.0,19.0
166,2024-05-16 18:46:44,-900.0,-896.0,20.0,19.0
167,2024-05-16 18:47:45,-2.0,-4.0,24.0,23.0
168,2024-05-16 18:48:44,-4.0,-4.0,46.0,46.0
169,2024-05-16 18:49:44,-354.0,-352.0,40.0,39.0
170,2024-05-16 18:50:45,4.0,0.0,42.0,42.0
171,2024-05-16 18:51:44,-904.0,-678.0,49.0,39.0
172,2024-05-16 18:52:45,-906.0,-903.0,0.0,1.0
173,2024-05-16 18:53:44,-900.0,-901.0,36.0,36.0
174,2024-05-16 18:54:45,-900.0,-903.0,0.0,1.0
175,2024-05-16 18:55:44,-901.0,-901.0,39.0,39.0
176,2024-05-16 18:56:44,-900.0,-903.0,20.0,20.0
177,2024-05-16 18:57:44,-901.0,-903.0,20.0,20.0
178,2024-05-16 18:58:45,-900.0,-903.0,20.0,20.0
179,2024-05-16 18:59:44,-900.0,-903.0,35.0,34.0
180,2024-05-16 19:00:45,-901.0,-901.0,32.0,34.0
181,2024-05-16 19:01:44,-901.0,-903.0,25.0,24.0
182,2024-05-16 19:02:44,-900.0,-903.0,25.0,24.0
183,2024-05-16 19:03:44,-901.0,-903.0,25.0,24.0
184,2024-05-16 19:04:44,-901.0,-903.0,25.0,24.0
185,2024-05-16 19:05:44,-900.0,-903.0,43.0,41.0
186,2024-05-16 19:06:44,-900.0,-901.0,44.0,43.0
187,2024-05-16 19:07:45,-4.0,-6.0,41.0,41.0
188,2024-05-16 19:08:45,-2.0,257.0,41.0,35.0
189,2024-05-16 19:09:45,325.0,302.0,57.0,57.0
190,2024-05-16 19:10:44,-900.0,-888.0,33.0,33.0
191,2024-05-16 19:11:44,-2.0,-2.0,27.0,26.0
192,2024-05-16 19:12:45,-901.0,-898.0,33.0,45.0
193,2024-05-16 19:13:44,-901.0,-900.0,24.0,24.0
194,2024-05-16 19:14:44,-901.0,-900.0,26.0,26.0
195,2024-05-16 19:15:45,-904.0,-900.0,26.0,26.0
196,2024-05-16 19:16:44,-901.0,-900.0,0.0,1.0
197,2024-05-16 19:17:45,-901.0,-900.0,0.0,1.0
198,2024-05-16 19:18:44,-118.0,-96.0,19.0,19.0
199,2024-05-16 19:19:44,55.0,53.0,16.0,15.0
200,2024-05-16 19:20:45,180.0,210.0,17.0,16.0
201,2024-05-16 19:21:45,-32.0,-13.0,17.0,16.0
202,2024-05-16 19:22:44,100.0,116.0,17.0,16.0
203,2024-05-16 19:23:45,-335.0,-332.0,17.0,16.0
204,2024-05-16 19:24:44,-335.0,-332.0,17.0,16.0
205,2024-05-16 19:25:44,-335.0,-332.0,17.0,16.0
206,2024-05-16 19:26:45,-898.0,-894.0,34.0,33.0
207,2024-05-16 19:27:44,-898.0,-895.0,33.0,33.0
208,2024-05-16 19:28:45,-900.0,-896.0,20.0,16.0
209,2024-05-16 19:29:44,-900.0,-898.0,29.0,29.0
210,2024-05-16 19:30:44,-900.0,-898.0,37.0,37.0
211,2024-05-16 19:31:44,-898.0,-898.0,24.0,23.0
212,2024-05-16 19:32:45,-4.0,-290.0,16.0,12.0
213,2024-05-16 19:33:44,-2.0,-6.0,20.0,19.0
214,2024-05-16 19:34:45,901.0,885.0,54.0,54.0
215,2024-05-16 19:35:44,13.0,32.0,54.0,53.0
216,2024-05-16 19:36:44,-222.0,-225.0,0.0,1.0
217,2024-05-16 19:37:45,0.0,1.0,0.0,1.0
218,2024-05-16 19:38:45,-900.0,-805.0,26.0,25.0
219,2024-05-16 19:39:45,-330.0,-334.0,28.0,28.0
220,2024-05-16 19:40:44,-329.0,-332.0,28.0,28.0
221,2024-05-16 19:41:44,0.0,-2.0,0.0,1.0
222,2024-05-16 19:42:44,-900.0,-898.0,0.0,1.0
223,2024-05-16 19:43:45,-900.0,-898.0,0.0,1.0
224,2024-05-16 19:44:45,-4.0,-6.0,18.0,17.0
225,2024-05-16 19:45:44,-335.0,-334.0,22.0,21.0
226,2024-05-16 19:46:44,-410.0,-41.0,29.0,35.0
227,2024-05-16 19:47:45,0.0,-347.0,29.0,23.0
228,2024-05-16 19:48:44,2.0,-12.0,42.0,41.0
229,2024-05-16 19:49:44,-900.0,-895.0,0.0,1.0
230,2024-05-16 19:50:44,-515.0,-507.0,28.0,28.0
231,2024-05-16 19:51:44,0.0,3.0,41.0,39.0
232,2024-05-16 19:52:44,2.0,-785.0,19.0,10.0
233,2024-05-16 19:53:44,-225.0,-217.0,23.0,22.0
234,2024-05-16 19:54:45,-177.0,-212.0,27.0,28.0
235,2024-05-16 19:55:45,-49.0,-29.0,21.0,21.0
236,2024-05-16 19:56:45,-35.0,-65.0,21.0,21.0
237,2024-05-16 19:57:44,-121.0,-151.0,18.0,18.0
238,2024-05-16 19:58:44,-190.0,-156.0,18.0,18.0
239,2024-05-16 19:59:44,-335.0,-330.0,18.0,18.0
240,2024-05-16 20:00:45,-335.0,-330.0,25.0,24.0
241,2024-05-16 20:01:45,-133.0,-150.0,16.0,15.0
242,2024-05-16 20:02:44,17.0,12.0,16.0,15.0
243,2024-05-16 20:03:44,-156.0,-143.0,16.0,15.0
244,2024-05-16 20:04:44,-240.0,-188.0,16.0,15.0
245,2024-05-16 20:05:45,-100.0,-66.0,16.0,15.0
246,2024-05-16 20:06:44,-312.0,-257.0,16.0,15.0
247,2024-05-16 20:07:44,-335.0,-332.0,16.0,15.0
248,2024-05-16 20:08:44,-335.0,-330.0,16.0,15.0
249,2024-05-16 20:09:44,-335.0,-334.0,16.0,15.0
250,2024-05-16 20:10:45,-260.0,-307.0,16.0,15.0
251,2024-05-16 20:11:44,-172.0,-145.0,16.0,15.0
252,2024-05-16 20:12:45,-153.0,-167.0,16.0,15.0
253,2024-05-16 20:13:45,-203.0,-212.0,16.0,15.0
254,2024-05-16 20:14:44,-17.0,-41.0,16.0,15.0
255,2024-05-16 20:15:44,-335.0,-330.0,16.0,15.0
256,2024-05-16 20:16:44,-335.0,-332.0,16.0,15.0
257,2024-05-16 20:17:45,-904.0,-115.0,23.0,11.0
258,2024-05-16 20:18:44,-900.0,-900.0,0.0,39.0
259,2024-05-16 20:19:45,-900.0,-900.0,38.0,37.0
260,2024-05-16 20:20:44,-900.0,-900.0,51.0,51.0
261,2024-05-16 20:21:45,-900.0,-900.0,41.0,4.0
262,2024-05-16 20:22:45,-901.0,-900.0,54.0,54.0
263,2024-05-16 20:23:45,-2.0,-24.0,25.0,22.0
264,2024-05-16 20:24:45,-335.0,-332.0,31.0,30.0
265,2024-05-16 20:25:45,-335.0,-332.0,30.0,30.0
266,2024-05-16 20:26:44,-335.0,-334.0,25.0,25.0
267,2024-05-16 20:27:45,-335.0,-335.0,25.0,25.0
268,2024-05-16 20:28:44,-146.0,-210.0,15.0,15.0
269,2024-05-16 20:29:44,313.0,283.0,15.0,15.0
270,2024-05-16 20:30:45,-58.0,-113.0,15.0,15.0
271,2024-05-16 20:31:45,-27.0,-13.0,15.0,15.0
272,2024-05-16 20:32:44,210.0,230.0,15.0,15.0
273,2024-05-16 20:33:45,110.0,83.0,15.0,15.0
274,2024-05-16 20:34:45,-230.0,-207.0,15.0,15.0
275,2024-05-16 20:35:45,-30.0,-35.0,15.0,15.0
276,2024-05-16 20:36:44,-103.0,-150.0,15.0,15.0
277,2024-05-16 20:37:45,-103.0,-103.0,15.0,15.0
278,2024-05-16 20:38:45,86.0,74.0,15.0,15.0
279,2024-05-16 20:39:45,32.0,-6.0,15.0,15.0
280,2024-05-16 20:40:44,-85.0,-60.0,15.0,15.0
281,2024-05-16 20:41:44,273.0,316.0,15.0,15.0
282,2024-05-16 20:42:45,-287.0,-256.0,15.0,15.0
283,2024-05-16 20:43:44,-335.0,-334.0,15.0,15.0
284,2024-05-16 20:44:44,-335.0,-332.0,20.0,20.0
285,2024-05-16 20:45:45,-335.0,-334.0,20.0,20.0
286,2024-05-16 20:46:44,-335.0,-334.0,20.0,20.0
287,2024-05-16 20:47:44,-335.0,-334.0,20.0,19.0
288,2024-05-16 20:48:44,-906.0,-895.0,24.0,23.0
289,2024-05-16 20:49:45,-901.0,-903.0,29.0,28.0
290,2024-05-16 20:50:45,-901.0,-903.0,0.0,12.0
291,2024-05-16 20:51:44,-904.0,-903.0,0.0,1.0
292,2024-05-16 20:52:44,-267.0,-232.0,24.0,23.0
293,2024-05-16 20:53:44,-283.0,-263.0,24.0,24.0
294,2024-05-16 20:54:44,-218.0,-201.0,24.0,24.0
295,2024-05-16 20:55:44,45.0,98.0,24.0,23.0
296,2024-05-16 20:56:44,63.0,65.0,24.0,23.0
297,2024-05-16 20:57:44,-58.0,-70.0,18.0,17.0
298,2024-05-16 20:58:44,-307.0,-240.0,18.0,17.0
299,2024-05-16 20:59:44,230.0,246.0,15.0,15.0
300,2024-05-16 22:00:44,-138.0,-170.0,26.0,25.0
301,2024-05-16 22:01:45,337.0,332.0,11.0,10.0
302,2024-05-16 22:02:44,337.0,332.0,11.0,10.0
303,2024-05-16 22:03:44,337.0,332.0,23.0,23.0
304,2024-05-16 22:04:45,337.0,332.0,27.0,26.0
305,2024-05-16 22:05:44,217.0,262.0,18.0,18.0
306,2024-05-16 22:06:44,-158.0,-178.0,22.0,22.0
307,2024-05-16 22:07:44,-93.0,-121.0,31.0,30.0
308,2024-05-16 22:08:44,-126.0,-162.0,31.0,31.0
309,2024-05-16 22:09:44,-105.0,-65.0,11.0,11.0
310,2024-05-16 22:10:44,-277.0,-292.0,11.0,11.0
311,2024-05-16 22:11:45,-335.0,-330.0,11.0,11.0
312,2024-05-16 22:12:44,-335.0,-330.0,11.0,11.0
313,2024-05-16 22:13:45,-335.0,-330.0,11.0,11.0
314,2024-05-16 22:14:45,-956.0,-955.0,0.0,1.0
315,2024-05-16 22:15:45,-956.0,-955.0,59.0,59.0
316,2024-05-16 22:16:45,2.0,-2.0,39.0,39.0
317,2024-05-16 22:17:45,-901.0,-905.0,36.0,11.0
318,2024-05-16 22:18:44,-901.0,-905.0,0.0,16.0
319,2024-05-16 22:19:44,0.0,3.0,18.0,17.0
320,2024-05-16 22:20:44,562.0,555.0,22.0,22.0
321,2024-05-16 22:21:44,0.0,5.0,27.0,27.0
322,2024-05-16 22:22:45,0.0,-1.0,18.0,17.0
323,2024-05-16 22:23:45,-900.0,-796.0,0.0,1.0
324,2024-05-16 22:24:45,-900.0,-898.0,0.0,1.0
325,2024-05-16 22:25:44,-901.0,-898.0,0.0,1.0
326,2024-05-16 22:26:45,-901.0,-899.0,0.0,1.0
327,2024-05-16 22:27:44,0.0,-2.0,31.0,30.0
328,2024-05-16 22:28:45,0.0,5.0,19.0,18.0
329,2024-05-16 22:29:44,715.0,502.0,36.0,28.0
330,2024-05-16 22:30:44,-2.0,-2.0,19.0,20.0
331,2024-05-16 22:31:45,-202.0,-205.0,26.0,26.0
332,2024-05-16 22:32:44,-185.0,-156.0,26.0,26.0
333,2024-05-16 22:33:44,98.0,146.0,23.0,22.0
334,2024-05-16 22:34:44,-167.0,-168.0,21.0,20.0
335,2024-05-16 22:35:45,-895.0,-891.0,27.0,26.0
336,2024-05-16 22:36:45,-900.0,-896.0,0.0,1.0
337,2024-05-16 22:37:45,-898.0,-896.0,33.0,33.0
338,2024-05-16 22:38:45,-900.0,-896.0,0.0,1.0
339,2024-05-16 22:39:44,-123.0,-96.0,21.0,20.0
340,2024-05-16 22:40:44,-335.0,-330.0,21.0,20.0
341,2024-05-16 22:41:44,-335.0,-334.0,21.0,20.0
342,2024-05-16 22:42:44,-335.0,-334.0,25.0,29.0
343,2024-05-16 22:43:44,-78.0,-58.0,22.0,22.0
344,2024-05-16 22:44:44,-46.0,-41.0,22.0,22.0
345,2024-05-16 22:45:44,-232.0,-188.0,22.0,22.0
346,2024-05-16 22:46:44,103.0,74.0,22.0,22.0
347,2024-05-16 22:47:44,283.0,280.0,41.0,41.0
348,2024-05-16 22:48:44,-252.0,-220.0,22.0,22.0
349,2024-05-16 22:49:44,-265.0,-262.0,10.0,10.0
350,2024-05-16 22:50:44,-335.0,-334.0,10.0,9.0
351,2024-05-16 22:51:44,-335.0,-334.0,10.0,9.0
352,2024-05-16 22:52:44,-212.0,-250.0,17.0,16.0
353,2024-05-16 22:53:44,248.0,206.0,30.0,27.0
354,2024-05-16 22:54:44,-32.0,-32.0,22.0,22.0
355,2024-05-16 22:55:44,-176.0,-177.0,22.0,22.0
356,2024-05-16 22:56:45,-335.0,-335.0,22.0,22.0
357,2024-05-16 22:57:44,-335.0,-335.0,14.0,13.0
358,2024-05-16 22:58:45,-335.0,-334.0,21.0,20.0
359,2024-05-16 22:59:44,40.0,-2.0,31.0,30.0
360,2024-05-16 23:00:44,43.0,93.0,35.0,34.0
361,2024-05-16 23:01:44,113.0,68.0,27.0,27.0
362,2024-05-16 23:02:44,0.0,0.0,31.0,30.0
363,2024-05-16 23:03:44,0.0,-5.0,30.0,29.0
364,2024-05-16 23:04:44,2.0,-4.0,30.0,30.0
365,2024-05-16 23:05:44,-898.0,-896.0,0.0,1.0
366,2024-05-16 23:06:44,-898.0,-898.0,0.0,1.0
367,2024-05-16 23:07:45,-900.0,-898.0,0.0,1.0
368,2024-05-16 23:08:45,-900.0,-899.0,0.0,1.0
369,2024-05-16 23:09:45,0.0,-6.0,47.0,47.0
370,2024-05-16 23:10:44,-2.0,6.0,47.0,47.0
371,2024-05-16 23:11:44,2.0,56.0,51.0,49.0
372,2024-05-16 23:12:45,11.0,-4.0,51.0,51.0
373,2024-05-16 23:13:44,515.0,430.0,41.0,41.0
374,2024-05-16 23:14:44,0.0,-24.0,41.0,40.0
375,2024-05-16 23:15:45,-22.0,-20.0,0.0,1.0
376,2024-05-16 23:16:44,-909.0,-904.0,0.0,1.0
377,2024-05-16 23:17:44,-909.0,-904.0,0.0,1.0
378,2024-05-16 23:18:45,-906.0,-905.0,0.0,11.0
379,2024-05-16 23:19:45,-909.0,-904.0,0.0,1.0
380,2024-05-16 23:20:44,-909.0,-905.0,0.0,1.0
381,2024-05-16 23:21:44,-909.0,-905.0,0.0,1.0
382,2024-05-16 23:22:44,-909.0,-904.0,0.0,1.0
383,2024-05-16 23:23:44,-909.0,-905.0,0.0,1.0
384,2024-05-16 23:24:44,8.0,8.0,0.0,1.0
385,2024-05-16 23:25:45,8.0,8.0,0.0,1.0
386,2024-05-16 23:26:44,5.0,8.0,18.0,17.0
387,2024-05-16 23:27:44,5.0,5.0,18.0,17.0
388,2024-05-16 23:28:44,-909.0,-790.0,32.0,29.0
389,2024-05-16 23:29:44,-909.0,-905.0,0.0,1.0
390,2024-05-16 23:30:45,-909.0,-905.0,48.0,47.0
391,2024-05-16 23:31:44,-909.0,-905.0,48.0,48.0
392,2024-05-16 23:32:45,-909.0,-905.0,0.0,1.0
393,2024-05-16 23:33:44,-909.0,-905.0,0.0,1.0
394,2024-05-16 23:34:45,0.0,0.0,40.0,40.0
395,2024-05-16 23:35:44,-2.0,1.0,0.0,1.0
396,2024-05-16 23:36:44,-20.0,-20.0,4.0,1.0
397,2024-05-16 23:37:44,337.0,332.0,20.0,19.0
398,2024-05-16 23:38:44,282.0,262.0,27.0,27.0
399,2024-05-16 23:39:44,900.0,898.0,31.0,29.0
400,2024-05-16 23:40:44,900.0,898.0,31.0,31.0
401,2024-05-16 23:41:45,2.0,8.0,16.0,15.0
402,2024-05-16 23:42:44,-256.0,-172.0,30.0,29.0
403,2024-05-16 23:43:44,2.0,-111.0,30.0,29.0
404,2024-05-16 23:44:45,-900.0,-900.0,27.0,27.0
405,2024-05-16 23:45:44,-901.0,-900.0,28.0,27.0
406,2024-05-16 23:46:44,-901.0,-900.0,28.0,27.0
407,2024-05-16 23:47:44,-901.0,-900.0,37.0,36.0
408,2024-05-16 23:48:45,-900.0,-900.0,39.0,38.0
409,2024-05-16 23:49:44,-901.0,-900.0,6.0,19.0
410,2024-05-16 23:50:44,-900.0,-898.0,24.0,24.0
411,2024-05-16 23:51:45,-901.0,-898.0,24.0,24.0
412,2024-05-16 23:52:44,-22.0,45.0,37.0,36.0
413,2024-05-16 23:53:44,54.0,79.0,30.0,30.0
414,2024-05-16 23:54:44,5.0,-1.0,25.0,25.0
415,2024-05-16 23:55:44,50.0,-13.0,19.0,19.0
416,2024-05-16 23:56:45,-145.0,-148.0,19.0,19.0
417,2024-05-16 23:57:44,-335.0,-316.0,20.0,20.0
418,2024-05-16 23:58:44,-217.0,-208.0,20.0,20.0
419,2024-05-16 23:59:44,83.0,79.0,20.0,19.0
420,2024-05-17 00:00:44,48.0,60.0,20.0,20.0
421,2024-05-17 00:01:45,-193.0,-202.0,20.0,20.0
422,2024-05-17 00:02:45,-98.0,-110.0,20.0,19.0
423,2024-05-17 00:03:45,-41.0,-69.0,20.0,20.0
424,2024-05-17 00:04:44,141.0,133.0,20.0,19.0
425,2024-05-17 00:05:45,111.0,140.0,20.0,19.0
426,2024-05-17 00:06:45,-75.0,-40.0,22.0,22.0
