,Ajia-0_v,Ajia-2_v,Ajia-1_v,Ajia-4_v,Ajia-3_v,Ajia-5_v,csvTime
90,error,error,error,error,error,error,2024-09-25 01:31:53
91,error,error,error,error,error,error,2024-09-25 01:32:53
92,error,error,error,error,error,error,2024-09-25 01:33:53
93,error,error,error,error,error,error,2024-09-25 01:34:53
94,error,error,error,error,error,error,2024-09-25 01:35:53
95,error,error,error,error,error,error,2024-09-25 01:36:53
96,error,error,error,error,error,error,2024-09-25 01:37:53
97,error,error,error,error,error,error,2024-09-25 01:38:53
98,error,error,error,error,error,error,2024-09-25 01:39:53
99,error,error,error,error,error,error,2024-09-25 01:40:53
100,error,error,error,error,error,error,2024-09-25 01:41:53
101,error,error,error,error,error,error,2024-09-25 01:42:53
102,error,error,error,error,error,error,2024-09-25 01:43:53
103,error,error,error,error,error,error,2024-09-25 01:44:53
104,error,error,error,error,error,error,2024-09-25 01:45:53
105,error,error,error,error,error,error,2024-09-25 01:46:53
106,error,error,error,error,error,error,2024-09-25 01:47:54
107,error,error,error,error,error,error,2024-09-25 01:48:53
108,error,error,error,error,error,error,2024-09-25 01:49:53
109,error,error,error,error,error,error,2024-09-25 01:50:53
110,error,error,error,error,error,error,2024-09-25 01:51:53
111,error,error,error,error,error,error,2024-09-25 01:52:53
112,error,error,error,error,error,error,2024-09-25 01:53:53
113,error,error,error,error,error,error,2024-09-25 01:54:53
114,error,error,error,error,error,error,2024-09-25 01:55:54
115,error,error,error,error,error,error,2024-09-25 01:56:53
116,error,error,error,error,error,error,2024-09-25 01:57:53
117,error,error,error,error,error,error,2024-09-25 01:58:53
118,error,error,error,error,error,error,2024-09-25 02:00:53
119,error,error,error,error,error,error,2024-09-25 02:01:53
120,error,error,error,error,error,error,2024-09-25 02:02:53
121,error,error,error,error,error,error,2024-09-25 02:03:53
122,error,error,error,error,error,error,2024-09-25 02:04:53
123,error,error,error,error,error,error,2024-09-25 02:05:53
124,error,error,error,error,error,error,2024-09-25 02:06:53
125,error,error,error,error,error,error,2024-09-25 02:07:53
126,error,error,error,error,error,error,2024-09-25 02:08:53
127,error,error,error,error,error,error,2024-09-25 02:09:53
128,error,error,error,error,error,error,2024-09-25 02:10:53
129,error,error,error,error,error,error,2024-09-25 02:11:53
130,error,error,error,error,error,error,2024-09-25 02:12:53
131,error,error,error,error,error,error,2024-09-25 02:13:53
132,error,error,error,error,error,error,2024-09-25 02:14:53
133,error,error,error,error,error,error,2024-09-25 02:15:53
134,error,error,error,error,error,error,2024-09-25 02:16:53
135,error,error,error,error,error,error,2024-09-25 02:17:53
136,error,error,error,error,error,error,2024-09-25 02:18:53
137,error,error,error,error,error,error,2024-09-25 02:19:53
138,error,error,error,error,error,error,2024-09-25 02:20:53
139,error,error,error,error,error,error,2024-09-25 02:21:53
140,error,error,error,error,error,error,2024-09-25 02:22:53
141,error,error,error,error,error,error,2024-09-25 02:23:53
142,error,error,error,error,error,error,2024-09-25 02:24:53
143,error,error,error,error,error,error,2024-09-25 02:25:53
144,error,error,error,error,error,error,2024-09-25 02:26:53
145,error,error,error,error,error,error,2024-09-25 02:27:53
146,error,error,error,error,error,error,2024-09-25 02:28:53
147,error,error,error,error,error,error,2024-09-25 02:29:53
148,error,error,error,error,error,error,2024-09-25 02:30:53
149,error,error,error,error,error,error,2024-09-25 02:31:53
150,error,error,error,error,error,error,2024-09-25 02:32:53
151,error,error,error,error,error,error,2024-09-25 02:33:53
152,error,error,error,error,error,error,2024-09-25 02:34:53
153,error,error,error,error,error,error,2024-09-25 02:35:53
154,error,error,error,error,error,error,2024-09-25 02:36:53
155,error,error,error,error,error,error,2024-09-25 02:37:53
156,error,error,error,error,error,error,2024-09-25 02:38:53
157,error,error,error,error,error,error,2024-09-25 02:39:53
158,error,error,error,error,error,error,2024-09-25 02:40:53
159,error,error,error,error,error,error,2024-09-25 02:41:53
160,error,error,error,error,error,error,2024-09-25 02:42:53
161,error,error,error,error,error,error,2024-09-25 02:43:53
162,error,error,error,error,error,error,2024-09-25 02:44:53
163,error,error,error,error,error,error,2024-09-25 02:45:53
164,error,error,error,error,error,error,2024-09-25 02:46:53
165,error,error,error,error,error,error,2024-09-25 02:47:53
166,error,error,error,error,error,error,2024-09-25 02:48:53
167,error,error,error,error,error,error,2024-09-25 02:49:53
168,error,error,error,error,error,error,2024-09-25 02:50:53
169,error,error,error,error,error,error,2024-09-25 02:51:53
170,error,error,error,error,error,error,2024-09-25 02:52:53
171,error,error,error,error,error,error,2024-09-25 02:53:53
172,error,error,error,error,error,error,2024-09-25 02:54:53
173,error,error,error,error,error,error,2024-09-25 02:55:53
174,error,error,error,error,error,error,2024-09-25 02:56:53
175,error,error,error,error,error,error,2024-09-25 02:57:53
176,error,error,error,error,error,error,2024-09-25 02:58:53
177,error,error,error,error,error,error,2024-09-25 03:00:53
178,error,error,error,error,error,error,2024-09-25 03:01:53
179,error,error,error,error,error,error,2024-09-25 03:02:53
180,error,error,error,error,error,error,2024-09-25 03:03:53
181,error,error,error,error,error,error,2024-09-25 03:04:53
182,error,error,error,error,error,error,2024-09-25 03:05:53
183,error,error,error,error,error,error,2024-09-25 03:06:53
184,error,error,error,error,error,error,2024-09-25 03:07:53
185,error,error,error,error,error,error,2024-09-25 03:08:53
186,error,error,error,error,error,error,2024-09-25 03:09:53
187,error,error,error,error,error,error,2024-09-25 03:10:53
188,error,error,error,error,error,error,2024-09-25 03:11:53
189,error,error,error,error,error,error,2024-09-25 03:12:53
190,error,error,error,error,error,error,2024-09-25 03:13:53
191,error,error,error,error,error,error,2024-09-25 03:14:53
192,error,error,error,error,error,error,2024-09-25 03:15:53
193,error,error,error,error,error,error,2024-09-25 03:16:53
194,error,error,error,error,error,error,2024-09-25 03:17:53
195,error,error,error,error,error,error,2024-09-25 03:18:53
196,error,error,error,error,error,error,2024-09-25 03:19:53
197,error,error,error,error,error,error,2024-09-25 03:20:53
198,error,error,error,error,error,error,2024-09-25 03:21:53
199,error,error,error,error,error,error,2024-09-25 03:22:53
200,error,error,error,error,error,error,2024-09-25 03:23:53
201,error,error,error,error,error,error,2024-09-25 03:24:53
202,error,error,error,error,error,error,2024-09-25 03:25:53
203,error,error,error,error,error,error,2024-09-25 03:26:53
204,error,error,error,error,error,error,2024-09-25 03:27:53
205,error,error,error,error,error,error,2024-09-25 03:28:53
206,error,error,error,error,error,error,2024-09-25 03:29:53
207,error,error,error,error,error,error,2024-09-25 03:30:53
208,error,error,error,error,error,error,2024-09-25 03:31:53
209,error,error,error,error,error,error,2024-09-25 03:32:53
210,error,error,error,error,error,error,2024-09-25 03:33:53
211,error,error,error,error,error,error,2024-09-25 03:34:53
212,error,error,error,error,error,error,2024-09-25 03:35:53
213,error,error,error,error,error,error,2024-09-25 03:36:53
214,error,error,error,error,error,error,2024-09-25 03:37:53
215,error,error,error,error,error,error,2024-09-25 03:38:53
216,error,error,error,error,error,error,2024-09-25 03:39:54
217,error,error,error,error,error,error,2024-09-25 03:40:53
218,error,error,error,error,error,error,2024-09-25 03:41:53
219,error,error,error,error,error,error,2024-09-25 03:42:53
220,error,error,error,error,error,error,2024-09-25 03:43:53
221,error,error,error,error,error,error,2024-09-25 03:44:53
222,error,error,error,error,error,error,2024-09-25 03:45:53
223,error,error,error,error,error,error,2024-09-25 03:46:53
224,error,error,error,error,error,error,2024-09-25 03:47:53
225,error,error,error,error,error,error,2024-09-25 03:48:53
226,error,error,error,error,error,error,2024-09-25 03:49:53
227,error,error,error,error,error,error,2024-09-25 03:50:53
228,error,error,error,error,error,error,2024-09-25 03:51:53
229,error,error,error,error,error,error,2024-09-25 03:52:53
230,error,error,error,error,error,error,2024-09-25 03:53:53
231,error,error,error,error,error,error,2024-09-25 03:54:53
232,error,error,error,error,error,error,2024-09-25 03:55:53
233,error,error,error,error,error,error,2024-09-25 03:56:53
234,error,error,error,error,error,error,2024-09-25 03:57:53
235,error,error,error,error,error,error,2024-09-25 03:58:53
236,error,error,error,error,error,error,2024-09-25 04:00:53
237,error,error,error,error,error,error,2024-09-25 04:01:53
238,error,error,error,error,error,error,2024-09-25 04:02:53
239,error,error,error,error,error,error,2024-09-25 04:03:53
240,error,error,error,error,error,error,2024-09-25 04:04:53
241,error,error,error,error,error,error,2024-09-25 04:05:54
242,error,error,error,error,error,error,2024-09-25 04:06:53
243,error,error,error,error,error,error,2024-09-25 04:07:53
244,error,error,error,error,error,error,2024-09-25 04:08:53
245,error,error,error,error,error,error,2024-09-25 04:09:53
246,error,error,error,error,error,error,2024-09-25 04:10:53
247,error,error,error,error,error,error,2024-09-25 04:11:53
248,error,error,error,error,error,error,2024-09-25 04:12:53
249,error,error,error,error,error,error,2024-09-25 04:13:53
250,error,error,error,error,error,error,2024-09-25 04:14:53
251,error,error,error,error,error,error,2024-09-25 04:15:53
252,error,error,error,error,error,error,2024-09-25 04:16:53
253,error,error,error,error,error,error,2024-09-25 04:17:53
254,error,error,error,error,error,error,2024-09-25 04:18:53
255,error,error,error,error,error,error,2024-09-25 04:19:53
256,error,error,error,error,error,error,2024-09-25 04:20:53
257,error,error,error,error,error,error,2024-09-25 04:21:53
258,error,error,error,error,error,error,2024-09-25 04:22:53
259,error,error,error,error,error,error,2024-09-25 04:23:53
260,error,error,error,error,error,error,2024-09-25 04:24:53
261,error,error,error,error,error,error,2024-09-25 04:25:53
262,error,error,error,error,error,error,2024-09-25 04:26:53
263,error,error,error,error,error,error,2024-09-25 04:27:53
264,error,error,error,error,error,error,2024-09-25 04:28:53
265,error,error,error,error,error,error,2024-09-25 04:29:53
266,error,error,error,error,error,error,2024-09-25 04:30:53
267,error,error,error,error,error,error,2024-09-25 04:31:53
268,error,error,error,error,error,error,2024-09-25 04:32:53
269,error,error,error,error,error,error,2024-09-25 04:33:53
270,error,error,error,error,error,error,2024-09-25 04:34:53
271,error,error,error,error,error,error,2024-09-25 04:35:53
272,error,error,error,error,error,error,2024-09-25 04:36:53
273,error,error,error,error,error,error,2024-09-25 04:37:53
274,error,error,error,error,error,error,2024-09-25 04:38:53
275,error,error,error,error,error,error,2024-09-25 04:39:53
276,error,error,error,error,error,error,2024-09-25 04:40:53
277,error,error,error,error,error,error,2024-09-25 04:41:53
278,error,error,error,error,error,error,2024-09-25 04:42:53
279,error,error,error,error,error,error,2024-09-25 04:43:53
280,error,error,error,error,error,error,2024-09-25 04:44:53
281,error,error,error,error,error,error,2024-09-25 04:45:53
282,error,error,error,error,error,error,2024-09-25 04:46:53
283,error,error,error,error,error,error,2024-09-25 04:47:53
284,error,error,error,error,error,error,2024-09-25 04:48:53
285,error,error,error,error,error,error,2024-09-25 04:49:53
286,error,error,error,error,error,error,2024-09-25 04:50:53
287,error,error,error,error,error,error,2024-09-25 04:51:53
288,error,error,error,error,error,error,2024-09-25 04:52:53
289,error,error,error,error,error,error,2024-09-25 04:53:53
290,error,error,error,error,error,error,2024-09-25 04:54:53
291,error,error,error,error,error,error,2024-09-25 04:55:53
292,error,error,error,error,error,error,2024-09-25 04:56:53
293,error,error,error,error,error,error,2024-09-25 04:57:53
294,error,error,error,error,error,error,2024-09-25 04:58:53
295,error,error,error,error,error,error,2024-09-25 05:00:53
296,error,error,error,error,error,error,2024-09-25 05:01:53
297,error,error,error,error,error,error,2024-09-25 05:02:53
298,error,error,error,error,error,error,2024-09-25 05:03:53
299,error,error,error,error,error,error,2024-09-25 05:04:53
300,error,error,error,error,error,error,2024-09-25 05:05:53
301,error,error,error,error,error,error,2024-09-25 05:06:53
302,error,error,error,error,error,error,2024-09-25 05:07:53
303,error,error,error,error,error,error,2024-09-25 05:08:53
304,error,error,error,error,error,error,2024-09-25 05:09:53
305,error,error,error,error,error,error,2024-09-25 05:10:53
306,error,error,error,error,error,error,2024-09-25 05:11:53
307,error,error,error,error,error,error,2024-09-25 05:12:53
308,error,error,error,error,error,error,2024-09-25 05:13:53
309,error,error,error,error,error,error,2024-09-25 05:14:53
310,error,error,error,error,error,error,2024-09-25 05:15:53
311,error,error,error,error,error,error,2024-09-25 05:16:53
312,error,error,error,error,error,error,2024-09-25 05:17:53
313,error,error,error,error,error,error,2024-09-25 05:18:53
314,error,error,error,error,error,error,2024-09-25 05:19:53
315,error,error,error,error,error,error,2024-09-25 05:20:53
316,error,error,error,error,error,error,2024-09-25 05:21:53
317,error,error,error,error,error,error,2024-09-25 05:22:53
318,error,error,error,error,error,error,2024-09-25 05:23:53
319,error,error,error,error,error,error,2024-09-25 05:24:53
320,error,error,error,error,error,error,2024-09-25 05:25:53
321,error,error,error,error,error,error,2024-09-25 05:26:53
322,error,error,error,error,error,error,2024-09-25 05:27:53
323,error,error,error,error,error,error,2024-09-25 05:28:53
324,error,error,error,error,error,error,2024-09-25 05:29:53
325,error,error,error,error,error,error,2024-09-25 05:30:53
326,error,error,error,error,error,error,2024-09-25 05:31:53
327,error,error,error,error,error,error,2024-09-25 05:32:53
328,error,error,error,error,error,error,2024-09-25 05:33:53
329,error,error,error,error,error,error,2024-09-25 05:34:53
330,error,error,error,error,error,error,2024-09-25 05:35:53
331,error,error,error,error,error,error,2024-09-25 05:36:53
332,error,error,error,error,error,error,2024-09-25 05:37:53
333,error,error,error,error,error,error,2024-09-25 05:38:53
334,error,error,error,error,error,error,2024-09-25 05:39:53
335,error,error,error,error,error,error,2024-09-25 05:40:53
336,error,error,error,error,error,error,2024-09-25 05:41:53
337,error,error,error,error,error,error,2024-09-25 05:42:53
338,error,error,error,error,error,error,2024-09-25 05:43:53
339,error,error,error,error,error,error,2024-09-25 05:44:53
340,error,error,error,error,error,error,2024-09-25 05:45:53
341,error,error,error,error,error,error,2024-09-25 05:46:53
342,error,error,error,error,error,error,2024-09-25 05:47:53
343,error,error,error,error,error,error,2024-09-25 05:48:53
344,error,error,error,error,error,error,2024-09-25 05:49:53
345,error,error,error,error,error,error,2024-09-25 05:50:53
346,error,error,error,error,error,error,2024-09-25 05:51:53
347,error,error,error,error,error,error,2024-09-25 05:52:53
348,error,error,error,error,error,error,2024-09-25 05:53:53
349,error,error,error,error,error,error,2024-09-25 05:54:53
350,error,error,error,error,error,error,2024-09-25 05:55:53
351,error,error,error,error,error,error,2024-09-25 05:56:53
352,error,error,error,error,error,error,2024-09-25 05:57:53
353,error,error,error,error,error,error,2024-09-25 05:58:53
354,error,error,error,error,error,error,2024-09-25 06:00:53
355,error,error,error,error,error,error,2024-09-25 06:01:53
356,error,error,error,error,error,error,2024-09-25 06:02:53
357,error,error,error,error,error,error,2024-09-25 06:03:53
358,error,error,error,error,error,error,2024-09-25 06:04:53
359,error,error,error,error,error,error,2024-09-25 06:05:53
360,error,error,error,error,error,error,2024-09-25 06:06:53
361,error,error,error,error,error,error,2024-09-25 06:07:53
362,error,error,error,error,error,error,2024-09-25 06:08:53
363,error,error,error,error,error,error,2024-09-25 06:09:53
364,error,error,error,error,error,error,2024-09-25 06:10:53
365,error,error,error,error,error,error,2024-09-25 06:11:53
366,error,error,error,error,error,error,2024-09-25 06:12:53
367,error,error,error,error,error,error,2024-09-25 06:13:53
368,error,error,error,error,error,error,2024-09-25 06:14:53
369,error,error,error,error,error,error,2024-09-25 06:15:53
370,error,error,error,error,error,error,2024-09-25 06:16:53
371,error,error,error,error,error,error,2024-09-25 06:17:53
372,error,error,error,error,error,error,2024-09-25 06:18:53
373,error,error,error,error,error,error,2024-09-25 06:19:53
374,error,error,error,error,error,error,2024-09-25 06:20:53
375,error,error,error,error,error,error,2024-09-25 06:21:53
376,error,error,error,error,error,error,2024-09-25 06:22:53
377,error,error,error,error,error,error,2024-09-25 06:23:53
378,error,error,error,error,error,error,2024-09-25 06:24:53
379,error,error,error,error,error,error,2024-09-25 06:25:53
380,error,error,error,error,error,error,2024-09-25 06:26:53
381,error,error,error,error,error,error,2024-09-25 06:27:53
382,error,error,error,error,error,error,2024-09-25 06:28:53
383,error,error,error,error,error,error,2024-09-25 06:29:53
384,error,error,error,error,error,error,2024-09-25 06:30:53
385,error,error,error,error,error,error,2024-09-25 06:31:53
386,error,error,error,error,error,error,2024-09-25 06:32:53
387,error,error,error,error,error,error,2024-09-25 06:33:53
388,error,error,error,error,error,error,2024-09-25 06:34:53
389,error,error,error,error,error,error,2024-09-25 06:35:53
390,error,error,error,error,error,error,2024-09-25 06:36:53
391,error,error,error,error,error,error,2024-09-25 06:37:53
392,error,error,error,error,error,error,2024-09-25 06:38:53
393,error,error,error,error,error,error,2024-09-25 06:39:53
394,error,error,error,error,error,error,2024-09-25 06:40:53
395,error,error,error,error,error,error,2024-09-25 06:41:53
396,error,error,error,error,error,error,2024-09-25 06:42:53
397,error,error,error,error,error,error,2024-09-25 06:43:53
398,error,error,error,error,error,error,2024-09-25 06:44:53
399,error,error,error,error,error,error,2024-09-25 06:45:53
400,error,error,error,error,error,error,2024-09-25 06:46:53
401,error,error,error,error,error,error,2024-09-25 06:47:53
402,error,error,error,error,error,error,2024-09-25 06:48:53
403,error,error,error,error,error,error,2024-09-25 06:49:53
404,error,error,error,error,error,error,2024-09-25 06:50:53
405,error,error,error,error,error,error,2024-09-25 06:51:53
406,error,error,error,error,error,error,2024-09-25 06:52:53
407,error,error,error,error,error,error,2024-09-25 06:53:53
408,error,error,error,error,error,error,2024-09-25 06:54:53
409,error,error,error,error,error,error,2024-09-25 06:55:53
410,error,error,error,error,error,error,2024-09-25 06:56:53
411,error,error,error,error,error,error,2024-09-25 06:57:53
412,error,error,error,error,error,error,2024-09-25 06:58:53
413,error,error,error,error,error,error,2024-09-25 07:00:53
414,error,error,error,error,error,error,2024-09-25 07:01:53
415,error,error,error,error,error,error,2024-09-25 07:02:53
416,error,error,error,error,error,error,2024-09-25 07:03:53
417,error,error,error,error,error,error,2024-09-25 07:04:53
418,error,error,error,error,error,error,2024-09-25 07:05:53
419,error,error,error,error,error,error,2024-09-25 07:06:53
420,error,error,error,error,error,error,2024-09-25 07:07:53
421,error,error,error,error,error,error,2024-09-25 07:08:53
422,error,error,error,error,error,error,2024-09-25 07:09:53
423,error,error,error,error,error,error,2024-09-25 07:10:53
424,error,error,error,error,error,error,2024-09-25 07:11:53
425,error,error,error,error,error,error,2024-09-25 07:12:53
426,error,error,error,error,error,error,2024-09-25 07:13:53
427,error,error,error,error,error,error,2024-09-25 07:14:53
428,error,error,error,error,error,error,2024-09-25 07:15:53
429,error,error,error,error,error,error,2024-09-25 07:16:53
430,error,error,error,error,error,error,2024-09-25 07:17:53
431,error,error,error,error,error,error,2024-09-25 07:18:53
432,error,error,error,error,error,error,2024-09-25 07:19:53
433,error,error,error,error,error,error,2024-09-25 07:20:53
434,error,error,error,error,error,error,2024-09-25 07:21:53
435,error,error,error,error,error,error,2024-09-25 07:22:53
436,error,error,error,error,error,error,2024-09-25 07:23:53
437,error,error,error,error,error,error,2024-09-25 07:24:53
438,error,error,error,error,error,error,2024-09-25 07:25:53
439,error,error,error,error,error,error,2024-09-25 07:26:53
440,error,error,error,error,error,error,2024-09-25 07:27:53
441,error,error,error,error,error,error,2024-09-25 07:28:53
442,error,error,error,error,error,error,2024-09-25 07:29:53
443,error,error,error,error,error,error,2024-09-25 07:30:53
444,error,error,error,error,error,error,2024-09-25 07:31:53
445,error,error,error,error,error,error,2024-09-25 07:32:53
446,error,error,error,error,error,error,2024-09-25 07:33:53
447,error,error,error,error,error,error,2024-09-25 07:34:53
448,error,error,error,error,error,error,2024-09-25 07:35:53
449,error,error,error,error,error,error,2024-09-25 07:36:53
450,error,error,error,error,error,error,2024-09-25 07:37:53
451,error,error,error,error,error,error,2024-09-25 07:38:53
452,error,error,error,error,error,error,2024-09-25 07:39:53
453,error,error,error,error,error,error,2024-09-25 07:40:53
454,error,error,error,error,error,error,2024-09-25 07:41:53
455,error,error,error,error,error,error,2024-09-25 07:42:53
456,error,error,error,error,error,error,2024-09-25 07:43:53
457,error,error,error,error,error,error,2024-09-25 07:44:53
458,error,error,error,error,error,error,2024-09-25 07:45:53
459,error,error,error,error,error,error,2024-09-25 07:46:53
460,error,error,error,error,error,error,2024-09-25 07:47:53
461,error,error,error,error,error,error,2024-09-25 07:48:53
462,error,error,error,error,error,error,2024-09-25 07:49:53
463,error,error,error,error,error,error,2024-09-25 07:50:53
464,error,error,error,error,error,error,2024-09-25 07:51:53
465,error,error,error,error,error,error,2024-09-25 07:52:53
466,error,error,error,error,error,error,2024-09-25 07:53:53
467,error,error,error,error,error,error,2024-09-25 07:54:53
468,error,error,error,error,error,error,2024-09-25 07:55:53
469,error,error,error,error,error,error,2024-09-25 07:56:53
470,error,error,error,error,error,error,2024-09-25 07:57:53
471,error,error,error,error,error,error,2024-09-25 07:58:53
472,error,error,error,error,error,error,2024-09-25 08:00:53
473,error,error,error,error,error,error,2024-09-25 08:01:53
474,error,error,error,error,error,error,2024-09-25 08:02:53
475,error,error,error,error,error,error,2024-09-25 08:03:53
476,error,error,error,error,error,error,2024-09-25 08:04:53
477,error,error,error,error,error,error,2024-09-25 08:05:53
478,error,error,error,error,error,error,2024-09-25 08:06:53
479,error,error,error,error,error,error,2024-09-25 08:07:53
480,error,error,error,error,error,error,2024-09-25 08:08:53
481,error,error,error,error,error,error,2024-09-25 08:09:53
482,error,error,error,error,error,error,2024-09-25 08:10:53
483,error,error,error,error,error,error,2024-09-25 08:11:53
484,error,error,error,error,error,error,2024-09-25 08:12:53
485,error,error,error,error,error,error,2024-09-25 08:13:53
486,error,error,error,error,error,error,2024-09-25 08:14:53
487,error,error,error,error,error,error,2024-09-25 08:15:53
488,error,error,error,error,error,error,2024-09-25 08:16:53
489,error,error,error,error,error,error,2024-09-25 08:17:53
490,error,error,error,error,error,error,2024-09-25 08:18:53
491,error,error,error,error,error,error,2024-09-25 08:19:53
492,error,error,error,error,error,error,2024-09-25 08:20:53
493,error,error,error,error,error,error,2024-09-25 08:21:53
494,error,error,error,error,error,error,2024-09-25 08:22:53
495,error,error,error,error,error,error,2024-09-25 08:23:53
496,error,error,error,error,error,error,2024-09-25 08:24:53
497,error,error,error,error,error,error,2024-09-25 08:25:53
498,error,error,error,error,error,error,2024-09-25 08:26:53
499,error,error,error,error,error,error,2024-09-25 08:27:53
500,error,error,error,error,error,error,2024-09-25 08:28:53
501,error,error,error,error,error,error,2024-09-25 08:29:53
502,error,error,error,error,error,error,2024-09-25 08:30:53
503,error,error,error,error,error,error,2024-09-25 08:31:53
504,error,error,error,error,error,error,2024-09-25 08:32:53
505,error,error,error,error,error,error,2024-09-25 08:33:53
506,error,error,error,error,error,error,2024-09-25 08:34:53
507,error,error,error,error,error,error,2024-09-25 08:35:53
508,error,error,error,error,error,error,2024-09-25 08:36:53
509,error,error,error,error,error,error,2024-09-25 08:37:53
510,error,error,error,error,error,error,2024-09-25 08:38:53
511,error,error,error,error,error,error,2024-09-25 08:39:53
512,error,error,error,error,error,error,2024-09-25 08:40:53
513,error,error,error,error,error,error,2024-09-25 08:41:53
