,csvTime,P3_32,P3_15
142,2024-09-25 02:22:30,0,-0.7
143,2024-09-25 02:23:30,0,-0.6
144,2024-09-25 02:24:30,0,-0.6
145,2024-09-25 02:25:30,0,-0.8
146,2024-09-25 02:26:30,0,-0.8
147,2024-09-25 02:27:30,0,-0.7
148,2024-09-25 02:28:30,0,-0.8
149,2024-09-25 02:29:30,0,-0.6
150,2024-09-25 02:30:30,0,-0.6
151,2024-09-25 02:31:30,0,-0.6
152,2024-09-25 02:32:30,0,-0.7
153,2024-09-25 02:33:30,0,-0.6
154,2024-09-25 02:34:30,0,-0.6
155,2024-09-25 02:35:30,0,-0.5
156,2024-09-25 02:36:30,0,-0.7
157,2024-09-25 02:37:30,0,-0.6
158,2024-09-25 02:38:30,0,-0.6
159,2024-09-25 02:39:30,0,-0.6
160,2024-09-25 02:40:30,0,-0.7
161,2024-09-25 02:41:30,0,-0.7
162,2024-09-25 02:42:30,0,-0.6
163,2024-09-25 02:43:30,0,-0.7
164,2024-09-25 02:44:30,0,-0.7
165,2024-09-25 02:45:30,0,-0.6
166,2024-09-25 02:46:30,0,-0.8
167,2024-09-25 02:47:30,0,-0.6
168,2024-09-25 02:48:30,0,-0.5
169,2024-09-25 02:49:30,0,-0.7
170,2024-09-25 02:50:30,0,-0.8
171,2024-09-25 02:51:30,0,-0.6
172,2024-09-25 02:52:30,0,-0.8
173,2024-09-25 02:53:30,0,-0.5
174,2024-09-25 02:54:30,0,-0.7
175,2024-09-25 02:55:30,0,-0.6
176,2024-09-25 02:56:30,0,-0.7
177,2024-09-25 02:57:30,0,-0.6
178,2024-09-25 02:58:30,0,-0.7
179,2024-09-25 02:59:30,0,-0.6
180,2024-09-25 03:00:30,0,-0.6
181,2024-09-25 03:01:30,0,-0.6
182,2024-09-25 03:02:30,0,-0.7
183,2024-09-25 03:03:30,0,-0.6
184,2024-09-25 03:04:30,0,-0.6
185,2024-09-25 03:05:30,0,-0.6
186,2024-09-25 03:06:30,0,-0.8
187,2024-09-25 03:07:30,0,-0.3
188,2024-09-25 03:08:30,0,-0.8
189,2024-09-25 03:09:30,0,-0.8
190,2024-09-25 03:10:30,0,-0.6
191,2024-09-25 03:11:30,0,-0.7
192,2024-09-25 03:12:30,0,-0.6
193,2024-09-25 03:13:30,0,-0.7
194,2024-09-25 03:14:30,0,-0.6
195,2024-09-25 03:15:30,0,-0.6
196,2024-09-25 03:16:30,0,-0.7
197,2024-09-25 03:17:30,0,-0.6
198,2024-09-25 03:18:30,0,-0.5
199,2024-09-25 03:19:30,0,-0.7
200,2024-09-25 03:20:30,0,-0.7
201,2024-09-25 03:21:30,0,-0.7
202,2024-09-25 03:22:30,0,-0.8
203,2024-09-25 03:23:30,0,-0.7
204,2024-09-25 03:24:30,0,-0.6
205,2024-09-25 03:25:30,0,-0.6
206,2024-09-25 03:26:30,0,-0.7
207,2024-09-25 03:27:30,0,-0.6
208,2024-09-25 03:28:30,0,-0.5
209,2024-09-25 03:29:30,0,-0.7
210,2024-09-25 03:30:30,0,-0.7
211,2024-09-25 03:31:30,0,-0.6
212,2024-09-25 03:32:30,0,-0.6
213,2024-09-25 03:33:30,0,-0.8
214,2024-09-25 03:34:30,0,-0.7
215,2024-09-25 03:35:30,0,-0.7
216,2024-09-25 03:36:30,0,-0.7
217,2024-09-25 03:37:30,0,-0.8
218,2024-09-25 03:38:30,0,-0.6
219,2024-09-25 03:39:30,0,-0.7
220,2024-09-25 03:40:30,0,-0.8
221,2024-09-25 03:41:30,0,-0.8
222,2024-09-25 03:42:30,0,-0.6
223,2024-09-25 03:43:30,0,-0.5
224,2024-09-25 03:44:30,0,-0.6
225,2024-09-25 03:45:30,0,-0.8
226,2024-09-25 03:46:30,0,-0.7
227,2024-09-25 03:47:30,0,-0.7
228,2024-09-25 03:48:30,0,-0.7
229,2024-09-25 03:49:30,0,-0.8
230,2024-09-25 03:50:30,0,-0.7
231,2024-09-25 03:51:30,0,-0.8
232,2024-09-25 03:52:30,0,-0.6
233,2024-09-25 03:53:30,0,-0.7
234,2024-09-25 03:54:30,0,-0.6
235,2024-09-25 03:55:30,0,-0.8
236,2024-09-25 03:56:30,0,-0.7
237,2024-09-25 03:57:30,0,-0.7
238,2024-09-25 03:58:30,0,-0.8
239,2024-09-25 03:59:30,0,-0.8
240,2024-09-25 04:00:30,0,-0.8
241,2024-09-25 04:01:30,0,-0.6
242,2024-09-25 04:02:30,0,-0.7
243,2024-09-25 04:03:30,0,-0.7
244,2024-09-25 04:04:30,0,-0.8
245,2024-09-25 04:05:30,0,-0.8
246,2024-09-25 04:06:30,0,-0.7
247,2024-09-25 04:07:30,0,-0.7
248,2024-09-25 04:08:30,0,-0.7
249,2024-09-25 04:09:30,0,-0.5
250,2024-09-25 04:10:30,0,-0.8
251,2024-09-25 04:11:30,0,-0.8
252,2024-09-25 04:12:30,0,-0.6
253,2024-09-25 04:13:30,0,-0.6
254,2024-09-25 04:14:30,0,-0.7
255,2024-09-25 04:15:30,0,-0.6
256,2024-09-25 04:16:30,0,-0.7
257,2024-09-25 04:17:30,0,-0.6
258,2024-09-25 04:18:30,0,-0.6
259,2024-09-25 04:19:30,0,-0.7
260,2024-09-25 04:20:30,0,-0.7
261,2024-09-25 04:21:30,0,-0.6
262,2024-09-25 04:22:30,0,-0.7
263,2024-09-25 04:23:30,0,-0.7
264,2024-09-25 04:24:30,0,-0.7
265,2024-09-25 04:25:30,0,-0.7
266,2024-09-25 04:26:30,0,-0.7
267,2024-09-25 04:27:30,0,-0.5
268,2024-09-25 04:28:30,0,-0.7
269,2024-09-25 04:29:30,0,-0.7
270,2024-09-25 04:30:30,0,-0.7
271,2024-09-25 04:31:30,0,-0.8
272,2024-09-25 04:32:30,0,-0.6
273,2024-09-25 04:33:30,0,-0.6
274,2024-09-25 04:34:30,0,-0.6
275,2024-09-25 04:35:30,0,-0.7
276,2024-09-25 04:36:30,0,-0.7
277,2024-09-25 04:37:30,0,-0.7
278,2024-09-25 04:38:30,0,-0.6
279,2024-09-25 04:39:30,0,-0.8
280,2024-09-25 04:40:30,0,-0.7
281,2024-09-25 04:41:30,0,-0.7
282,2024-09-25 04:42:30,0,-0.7
283,2024-09-25 04:43:30,0,-0.6
284,2024-09-25 04:44:30,0,-0.7
285,2024-09-25 04:45:30,0,-0.7
286,2024-09-25 04:46:30,0,-0.6
287,2024-09-25 04:47:30,0,-0.7
288,2024-09-25 04:48:30,0,-0.8
289,2024-09-25 04:49:30,0,-0.7
290,2024-09-25 04:50:30,0,-0.8
291,2024-09-25 04:51:30,0,-0.6
292,2024-09-25 04:52:30,0,-0.8
293,2024-09-25 04:53:30,0,-0.7
294,2024-09-25 04:54:30,0,-0.8
295,2024-09-25 04:55:30,0,-0.7
296,2024-09-25 04:56:30,0,-0.6
297,2024-09-25 04:57:30,0,-0.7
298,2024-09-25 04:58:30,0,-0.6
299,2024-09-25 04:59:30,0,-0.6
300,2024-09-25 05:00:30,0,-0.7
301,2024-09-25 05:01:30,0,-0.6
302,2024-09-25 05:02:30,0,-0.7
303,2024-09-25 05:03:30,0,-0.7
304,2024-09-25 05:04:30,0,-0.6
305,2024-09-25 05:05:30,0,-0.5
306,2024-09-25 05:06:30,0,-0.7
307,2024-09-25 05:07:30,0,-0.6
308,2024-09-25 05:08:30,0,-0.6
309,2024-09-25 05:09:30,0,-0.5
310,2024-09-25 05:10:30,0,-0.6
311,2024-09-25 05:11:30,0,-0.7
312,2024-09-25 05:12:30,0,-0.7
313,2024-09-25 05:13:30,0,-0.7
314,2024-09-25 05:14:30,0,-0.6
315,2024-09-25 05:15:30,0,-0.6
316,2024-09-25 05:16:30,0,-0.6
317,2024-09-25 05:17:30,0,-0.7
318,2024-09-25 05:18:30,0,-0.6
319,2024-09-25 05:19:30,0,-0.6
320,2024-09-25 05:20:30,0,-0.7
321,2024-09-25 05:21:30,0,-0.8
322,2024-09-25 05:22:30,0,-0.8
323,2024-09-25 05:23:30,0,-0.8
324,2024-09-25 05:24:30,0,-0.7
325,2024-09-25 05:25:30,0,-0.6
326,2024-09-25 05:26:30,0,-0.8
327,2024-09-25 05:27:30,0,-0.8
328,2024-09-25 05:28:30,0,-0.6
329,2024-09-25 05:29:30,0,-0.8
330,2024-09-25 05:30:30,0,-0.7
331,2024-09-25 05:31:30,0,-0.7
332,2024-09-25 05:32:30,0,-0.8
333,2024-09-25 05:33:30,0,-0.7
334,2024-09-25 05:34:30,0,-0.6
335,2024-09-25 05:35:30,0,-0.8
336,2024-09-25 05:36:30,0,-0.8
337,2024-09-25 05:37:30,0,-0.8
338,2024-09-25 05:38:30,0,-0.6
339,2024-09-25 05:39:30,0,-0.8
340,2024-09-25 05:40:30,0,-0.8
341,2024-09-25 05:41:30,0,-0.6
342,2024-09-25 05:42:30,0,-0.7
343,2024-09-25 05:43:30,0,-0.7
344,2024-09-25 05:44:30,0,-0.6
345,2024-09-25 05:45:30,0,-0.7
346,2024-09-25 05:46:30,0,-0.6
347,2024-09-25 05:47:30,0,-0.8
348,2024-09-25 05:48:30,0,-0.7
349,2024-09-25 05:49:30,0,-0.7
350,2024-09-25 05:50:30,0,-0.7
351,2024-09-25 05:51:30,0,-0.6
352,2024-09-25 05:52:30,0,-0.7
353,2024-09-25 05:53:30,0,-0.5
354,2024-09-25 05:54:30,0,-0.6
355,2024-09-25 05:55:30,0,-0.6
356,2024-09-25 05:56:30,0,-0.5
357,2024-09-25 05:57:30,0,-0.6
358,2024-09-25 05:58:30,0,-0.7
359,2024-09-25 05:59:30,0,-0.6
360,2024-09-25 06:00:30,0,-0.7
361,2024-09-25 06:01:30,0,-0.7
362,2024-09-25 06:02:30,0,-0.7
363,2024-09-25 06:03:30,0,-0.7
364,2024-09-25 06:04:30,0,-0.7
365,2024-09-25 06:05:30,0,-0.7
366,2024-09-25 06:06:30,0,-0.6
367,2024-09-25 06:07:30,0,-0.7
368,2024-09-25 06:08:30,0,-0.6
369,2024-09-25 06:09:30,0,-0.7
370,2024-09-25 06:10:30,0,-0.6
371,2024-09-25 06:11:30,0,-0.7
372,2024-09-25 06:12:30,0,-0.6
373,2024-09-25 06:13:30,0,-0.7
374,2024-09-25 06:14:30,0,-0.8
375,2024-09-25 06:15:30,0,-0.7
376,2024-09-25 06:16:30,0,-0.8
377,2024-09-25 06:17:30,0,-0.7
378,2024-09-25 06:18:30,0,-0.7
379,2024-09-25 06:19:30,0,-0.6
380,2024-09-25 06:20:30,0,-0.6
381,2024-09-25 06:21:30,0,-0.7
382,2024-09-25 06:22:30,0,-0.6
383,2024-09-25 06:23:30,0,-0.5
384,2024-09-25 06:24:30,0,-0.7
385,2024-09-25 06:25:30,0,-0.8
386,2024-09-25 06:26:30,0,-0.7
387,2024-09-25 06:27:30,0,-0.7
388,2024-09-25 06:28:30,0,-0.8
389,2024-09-25 06:29:30,0,-0.6
390,2024-09-25 06:30:30,0,-0.7
391,2024-09-25 06:31:30,0,-0.6
392,2024-09-25 06:32:30,0,-0.6
393,2024-09-25 06:33:30,0,-0.7
394,2024-09-25 06:34:30,0,-0.5
395,2024-09-25 06:35:30,0,-0.7
396,2024-09-25 06:36:30,0,-0.7
397,2024-09-25 06:37:30,0,-0.7
398,2024-09-25 06:38:30,0,-0.8
399,2024-09-25 06:39:30,0,-0.6
400,2024-09-25 06:40:30,0,-0.6
401,2024-09-25 06:41:30,0,-0.7
402,2024-09-25 06:42:30,0,-0.7
403,2024-09-25 06:43:30,0,-0.7
404,2024-09-25 06:44:30,0,-0.6
405,2024-09-25 06:45:30,0,-0.6
406,2024-09-25 06:46:30,0,-0.7
407,2024-09-25 06:47:30,0,-0.6
408,2024-09-25 06:48:30,0,-0.7
409,2024-09-25 06:49:30,0,-0.7
410,2024-09-25 06:50:30,0,-0.5
411,2024-09-25 06:51:30,0,-0.6
412,2024-09-25 06:52:30,0,-0.7
413,2024-09-25 06:53:30,0,-0.7
414,2024-09-25 06:54:30,0,-0.6
415,2024-09-25 06:55:30,0,-0.7
416,2024-09-25 06:56:30,0,-0.6
417,2024-09-25 06:57:30,0,-0.5
418,2024-09-25 06:58:30,0,-0.7
419,2024-09-25 06:59:30,0,-0.6
420,2024-09-25 07:00:30,0,-0.6
421,2024-09-25 07:01:30,0,-0.6
422,2024-09-25 07:02:30,0,-0.7
423,2024-09-25 07:03:30,0,-0.6
424,2024-09-25 07:04:30,0,-0.8
425,2024-09-25 07:05:30,0,-0.8
426,2024-09-25 07:06:30,0,-0.6
427,2024-09-25 07:07:30,0,-0.7
428,2024-09-25 07:08:30,0,-0.7
429,2024-09-25 07:09:30,0,-0.7
430,2024-09-25 07:10:30,0,-0.7
431,2024-09-25 07:11:30,0,-0.7
432,2024-09-25 07:12:30,0,-0.8
433,2024-09-25 07:13:30,0,-0.7
434,2024-09-25 07:14:30,0,-0.5
435,2024-09-25 07:15:30,0,-0.7
436,2024-09-25 07:16:30,0,-0.7
437,2024-09-25 07:17:30,0,-0.6
438,2024-09-25 07:18:30,0,-0.7
439,2024-09-25 07:19:30,0,-0.7
440,2024-09-25 07:20:30,0,-0.6
441,2024-09-25 07:21:30,0,-0.7
442,2024-09-25 07:22:30,0,-0.7
443,2024-09-25 07:23:30,0,-0.7
444,2024-09-25 07:24:30,0,-0.7
445,2024-09-25 07:25:30,0,-0.6
446,2024-09-25 07:26:30,0,-0.6
447,2024-09-25 07:27:30,0,-0.8
448,2024-09-25 07:28:30,0,-0.8
449,2024-09-25 07:29:30,0,-0.8
450,2024-09-25 07:30:30,0,-0.7
451,2024-09-25 07:31:30,0,-0.7
452,2024-09-25 07:32:30,0,-0.6
453,2024-09-25 07:33:30,0,-0.8
454,2024-09-25 07:34:30,0,-0.7
455,2024-09-25 07:35:30,0,-0.8
456,2024-09-25 07:36:30,0,-0.7
457,2024-09-25 07:37:30,0,-0.5
458,2024-09-25 07:38:30,0,-0.6
459,2024-09-25 07:39:30,0,-0.7
460,2024-09-25 07:40:30,0,-0.7
461,2024-09-25 07:41:30,0,-0.8
462,2024-09-25 07:42:30,0,-0.7
463,2024-09-25 07:43:30,0,-0.5
464,2024-09-25 07:44:30,0,-0.6
465,2024-09-25 07:45:30,0,-0.7
466,2024-09-25 07:46:30,0,-0.6
467,2024-09-25 07:47:30,0,-1.0
468,2024-09-25 07:48:30,0,-0.6
469,2024-09-25 07:49:30,0,-0.6
470,2024-09-25 07:50:30,0,-0.7
471,2024-09-25 07:51:30,0,-0.6
472,2024-09-25 07:52:30,0,-0.7
473,2024-09-25 07:53:30,0,-0.7
474,2024-09-25 07:54:30,0,-0.7
475,2024-09-25 07:55:30,0,-0.6
476,2024-09-25 07:56:30,0,-0.6
477,2024-09-25 07:57:30,0,-0.8
478,2024-09-25 07:58:30,0,-0.7
479,2024-09-25 07:59:30,0,-0.6
480,2024-09-25 08:00:30,0,-0.6
481,2024-09-25 08:01:30,0,-0.7
482,2024-09-25 08:02:30,0,-0.8
483,2024-09-25 08:03:30,0,-0.6
484,2024-09-25 08:04:30,0,-0.7
485,2024-09-25 08:05:30,0,-0.8
486,2024-09-25 08:06:30,0,-0.6
487,2024-09-25 08:07:30,0,-0.7
488,2024-09-25 08:08:30,0,-0.7
489,2024-09-25 08:09:30,0,-0.6
490,2024-09-25 08:10:30,0,-0.6
491,2024-09-25 08:11:30,0,-0.6
492,2024-09-25 08:12:30,0,-0.6
493,2024-09-25 08:13:30,0,-0.8
494,2024-09-25 08:14:30,0,-0.7
495,2024-09-25 08:15:30,0,-0.8
496,2024-09-25 08:16:30,0,-0.6
497,2024-09-25 08:17:30,0,-0.7
498,2024-09-25 08:18:30,0,-0.7
499,2024-09-25 08:19:30,0,-0.7
500,2024-09-25 08:20:30,0,-0.7
501,2024-09-25 08:21:30,0,-0.7
502,2024-09-25 08:22:30,0,-0.5
503,2024-09-25 08:23:30,0,-0.7
504,2024-09-25 08:24:30,0,-0.6
505,2024-09-25 08:25:30,0,-0.7
506,2024-09-25 08:26:30,0,-0.8
507,2024-09-25 08:27:30,0,-0.7
508,2024-09-25 08:28:30,0,-0.6
509,2024-09-25 08:29:30,0,-0.6
510,2024-09-25 08:30:30,0,-0.7
511,2024-09-25 08:31:30,0,-0.7
512,2024-09-25 08:32:30,0,-0.7
513,2024-09-25 08:33:30,0,-0.6
514,2024-09-25 08:34:30,0,-0.8
515,2024-09-25 08:35:30,0,-0.8
516,2024-09-25 08:36:30,0,-0.3
517,2024-09-25 08:37:30,0,-0.7
518,2024-09-25 08:38:30,0,-0.5
519,2024-09-25 08:39:30,0,-0.8
520,2024-09-25 08:40:30,0,-0.8
521,2024-09-25 08:41:30,0,-0.7
522,2024-09-25 08:42:30,0,-0.8
523,2024-09-25 08:43:30,0,-0.6
524,2024-09-25 08:44:30,0,-0.7
525,2024-09-25 08:45:30,0,-0.7
526,2024-09-25 08:46:30,0,-0.8
527,2024-09-25 08:47:30,0,-0.7
528,2024-09-25 08:48:30,0,-0.7
529,2024-09-25 08:49:30,0,-0.7
530,2024-09-25 08:50:30,0,-0.7
531,2024-09-25 08:51:30,0,-0.8
532,2024-09-25 08:52:30,0,-0.6
533,2024-09-25 08:53:30,0,-0.7
534,2024-09-25 08:54:30,0,-0.7
535,2024-09-25 08:55:30,0,-0.6
536,2024-09-25 08:56:30,0,-0.7
537,2024-09-25 08:57:30,0,-0.6
538,2024-09-25 08:58:30,0,-0.6
539,2024-09-25 08:59:30,0,-0.7
540,2024-09-25 09:00:30,0,-0.8
541,2024-09-25 09:01:30,0,-0.5
542,2024-09-25 09:02:30,0,-0.8
543,2024-09-25 09:03:30,0,-0.7
544,2024-09-25 09:04:30,0,-0.7
545,2024-09-25 09:05:30,0,-0.7
546,2024-09-25 09:06:30,0,-0.7
547,2024-09-25 09:07:30,0,-0.6
548,2024-09-25 09:08:30,0,-0.6
549,2024-09-25 09:09:30,0,-0.6
550,2024-09-25 09:10:30,0,-0.6
551,2024-09-25 09:11:30,0,-0.7
552,2024-09-25 09:12:30,0,-0.7
553,2024-09-25 09:13:30,0,-0.6
554,2024-09-25 09:14:30,0,-0.7
555,2024-09-25 09:15:30,0,-0.5
556,2024-09-25 09:16:30,0,-0.7
557,2024-09-25 09:17:30,0,-0.7
558,2024-09-25 09:18:30,0,-0.6
559,2024-09-25 09:19:30,0,-0.8
560,2024-09-25 09:20:30,0,-0.7
561,2024-09-25 09:21:30,0,-0.6
562,2024-09-25 09:22:30,0,-0.7
563,2024-09-25 09:23:30,0,-0.6
564,2024-09-25 09:24:30,0,-0.6
565,2024-09-25 09:25:30,0,-0.6
566,2024-09-25 09:26:30,0,-0.6
567,2024-09-25 09:27:30,0,-0.7
568,2024-09-25 09:28:30,0,-0.6
569,2024-09-25 09:29:30,0,-0.7
570,2024-09-25 09:30:30,0,-0.6
571,2024-09-25 09:31:30,0,-0.7
572,2024-09-25 09:32:30,0,-0.6
573,2024-09-25 09:33:30,0,-0.7
574,2024-09-25 09:34:30,0,-0.7
575,2024-09-25 09:35:30,0,-0.7
576,2024-09-25 09:36:30,0,-0.8
577,2024-09-25 09:37:30,0,-0.7
578,2024-09-25 09:38:30,0,-0.5
579,2024-09-25 09:39:30,0,-0.7
580,2024-09-25 09:40:30,0,-0.7
581,2024-09-25 09:41:30,0,-0.7
582,2024-09-25 09:42:30,0,-0.7
583,2024-09-25 09:43:30,0,-0.6
584,2024-09-25 09:44:30,0,-0.7
585,2024-09-25 09:45:30,0,-0.6
586,2024-09-25 09:46:30,0,-0.6
587,2024-09-25 09:47:30,0,-0.6
588,2024-09-25 09:48:30,0,-0.6
589,2024-09-25 09:49:30,0,-0.7
590,2024-09-25 09:50:30,0,-0.6
591,2024-09-25 09:51:30,0,-0.6
592,2024-09-25 09:52:30,0,-0.7
593,2024-09-25 09:53:30,0,-0.6
594,2024-09-25 09:54:30,0,-0.6
595,2024-09-25 09:55:30,0,-0.7
596,2024-09-25 09:56:30,0,-0.8
597,2024-09-25 09:57:30,0,-0.8
598,2024-09-25 09:58:30,0,-0.7
599,2024-09-25 09:59:30,0,-0.7
600,2024-09-25 10:00:30,0,-0.5
601,2024-09-25 10:01:30,0,-0.8
602,2024-09-25 10:02:30,0,-0.8
603,2024-09-25 10:03:30,0,-0.7
604,2024-09-25 10:04:30,0,-0.7
605,2024-09-25 10:05:30,0,-0.6
606,2024-09-25 10:06:30,0,-0.7
607,2024-09-25 10:07:30,0,-0.7
608,2024-09-25 10:08:30,0,-0.6
609,2024-09-25 10:09:30,0,-0.7
610,2024-09-25 10:10:30,0,-0.8
611,2024-09-25 10:11:30,0,-0.7
612,2024-09-25 10:12:30,0,-0.6
613,2024-09-25 10:13:30,0,-0.8
614,2024-09-25 10:14:30,0,-0.6
615,2024-09-25 10:15:30,0,-0.6
616,2024-09-25 10:16:30,0,-0.7
617,2024-09-25 10:17:30,0,-0.6
618,2024-09-25 10:18:30,0,-0.7
619,2024-09-25 10:19:30,0,-0.8
620,2024-09-25 10:20:30,0,-0.7
621,2024-09-25 10:21:30,0,-0.6
622,2024-09-25 10:22:30,0,-0.7
623,2024-09-25 10:23:30,0,-0.6
624,2024-09-25 10:24:30,0,-1.0
625,2024-09-25 10:25:30,0,-0.5
626,2024-09-25 10:26:30,0,-0.7
627,2024-09-25 10:27:30,0,-0.6
628,2024-09-25 10:28:30,0,-0.7
629,2024-09-25 10:29:30,0,-0.5
630,2024-09-25 10:30:30,0,-0.6
631,2024-09-25 10:31:30,0,-0.6
632,2024-09-25 10:32:30,0,-0.6
633,2024-09-25 10:33:30,0,-0.6
