,_id,P2_75.10,P2_74.1,P2_74.3,groupId,P2_74.2,csvTime,P2_74.10,P2_74.12,P2_74.11,P2_74.14,P2_74.13,P2_74.15,P2_74.5,P2_74.4,P2_74.7,P2_74.6,P2_74.9,P2_74.8,nodeName,P2_73.2,P2_75.0,P2_73.1,P2_73.4,P2_73.12,P2_62,P2_73.3,P2_73.13,P2_61,P2_73.14,P2_60,P2_73.15,P2_59,timestamp,P2_58,P2_57,P2_56,P2_55,P2_54,P2_73.6,P2_75.4,P2_73.5,P2_75.3,P2_73.8,P2_75.6,P2_73.7,P2_75.5,P2_75.8,P2_73.9,P2_75.9
70,,0,1,1,3,1,2024-09-25 01:10:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,338,0,351,1727197447336,343,337,692,694,692,0,0,0,0,0,0,0,0,0,0,0
71,,0,1,1,3,1,2024-09-25 01:11:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,343,0,353,1727197507487,345,338,692,694,693,0,0,0,0,0,0,0,0,0,0,0
72,,0,1,1,3,1,2024-09-25 01:12:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,351,0,358,1727197566903,349,343,692,694,693,0,0,0,0,0,0,0,0,0,0,0
73,,0,1,1,3,1,2024-09-25 01:13:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-25,0,0,60,0,354,0,362,1727197627291,354,347,691,693,692,0,0,0,0,0,0,0,0,0,0,0
74,,0,1,1,3,1,2024-09-25 01:14:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,351,0,362,1727197686943,354,347,692,694,693,0,0,0,0,0,0,0,0,0,0,0
75,,0,1,1,3,1,2024-09-25 01:15:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,353,0,362,1727197747680,354,347,692,694,693,0,0,0,0,0,0,0,0,0,0,0
76,,0,1,1,3,1,2024-09-25 01:16:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,59,0,346,0,355,1727197808190,346,339,692,694,693,0,0,0,0,0,0,0,0,0,0,0
77,,0,1,1,3,1,2024-09-25 01:17:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,348,0,354,1727197867358,345,339,692,694,693,0,0,0,0,0,0,0,0,0,0,0
78,,0,1,1,3,1,2024-09-25 01:18:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,348,0,358,1727197927937,349,343,691,694,693,0,0,0,0,0,0,0,0,0,0,0
79,,0,1,1,3,1,2024-09-25 01:19:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,354,0,365,1727197987352,356,350,692,694,693,0,0,0,0,0,0,0,0,0,0,0
80,,0,1,1,3,1,2024-09-25 01:20:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,59,0,357,0,366,1727198046661,357,351,692,694,693,0,0,0,0,0,0,0,0,0,0,0
81,,0,1,1,3,1,2024-09-25 01:21:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,351,0,360,1727198107256,353,347,691,693,692,0,0,0,0,0,0,0,0,0,0,0
82,,0,1,1,3,1,2024-09-25 01:22:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,59,0,351,0,360,1727198167430,353,346,692,693,693,0,0,0,0,0,0,0,0,0,0,0
83,,0,1,1,3,1,2024-09-25 01:23:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,343,0,352,1727198226864,345,339,692,694,693,0,0,0,0,0,0,0,0,0,0,0
84,,0,1,1,3,1,2024-09-25 01:24:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-25,0,0,60,0,345,0,353,1727198287523,345,339,692,694,693,0,0,0,0,0,0,0,0,0,0,0
85,,0,1,1,3,1,2024-09-25 01:25:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,59,0,343,0,351,1727198348093,344,339,692,693,693,0,0,0,0,0,0,0,0,0,0,0
86,,0,1,1,3,1,2024-09-25 01:26:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,349,0,357,1727198407482,350,345,692,694,693,0,0,0,0,0,0,0,0,0,0,0
87,,0,1,1,3,1,2024-09-25 01:27:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,338,0,351,1727198467999,344,338,692,694,693,0,0,0,0,0,0,0,0,0,0,0
88,,0,1,1,3,1,2024-09-25 01:28:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,310,0,314,1727198527219,309,304,692,694,693,0,0,0,0,0,0,0,0,0,0,0
89,,0,1,1,3,1,2024-09-25 01:29:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,304,0,307,1727198587669,301,297,692,694,693,0,0,0,0,0,0,0,0,0,0,0
90,,0,1,1,3,1,2024-09-25 01:30:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-25,0,0,60,0,304,0,310,1727198646924,305,300,692,694,693,0,0,0,0,0,0,0,0,0,0,0
91,,0,1,1,3,1,2024-09-25 01:31:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-25,0,0,60,0,304,0,310,1727198707334,305,300,692,694,693,0,0,0,0,0,0,0,0,0,0,0
92,,0,1,1,3,1,2024-09-25 01:32:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,312,0,314,1727198766860,309,305,692,694,693,0,0,0,0,0,0,0,0,0,0,0
93,,0,1,1,3,1,2024-09-25 01:33:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,263,0,272,1727198827104,268,260,692,694,693,0,0,0,0,0,0,0,0,0,0,0
94,,0,1,1,3,1,2024-09-25 01:34:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,266,0,272,1727198887580,268,260,692,694,693,0,0,0,0,0,0,0,0,0,0,0
95,,0,1,1,3,1,2024-09-25 01:35:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,274,0,279,1727198947865,275,267,692,694,693,0,0,0,0,0,0,0,0,0,0,0
96,,0,1,1,3,1,2024-09-25 01:36:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,268,0,278,1727199007379,271,264,692,694,693,0,0,0,0,0,0,0,0,0,0,0
97,,0,1,1,3,1,2024-09-25 01:37:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,269,0,276,1727199067661,271,263,692,694,693,0,0,0,0,0,0,0,0,0,0,0
98,,0,1,1,3,1,2024-09-25 01:38:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,263,0,270,1727199127096,266,258,692,694,693,0,0,0,0,0,0,0,0,0,0,0
99,,0,1,1,3,1,2024-09-25 01:39:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,271,0,276,1727199187499,272,263,692,694,693,0,0,0,0,0,0,0,0,0,0,0
100,,0,1,1,3,1,2024-09-25 01:40:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,288,0,304,1727199246894,299,290,692,694,693,0,0,0,0,0,0,0,0,0,0,0
101,,0,1,1,3,1,2024-09-25 01:41:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,293,0,307,1727199307329,301,293,692,694,693,0,0,0,0,0,0,0,0,0,0,0
102,,0,1,1,3,1,2024-09-25 01:42:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,293,0,306,1727199366902,300,291,692,694,693,0,0,0,0,0,0,0,0,0,0,0
103,,0,1,1,3,1,2024-09-25 01:43:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,293,0,306,1727199427382,300,291,692,694,693,0,0,0,0,0,0,0,0,0,0,0
104,,0,1,1,3,1,2024-09-25 01:44:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,296,0,308,1727199486870,301,293,692,694,693,0,0,0,0,0,0,0,0,0,0,0
105,,0,1,1,3,1,2024-09-25 01:45:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-25,0,0,60,0,298,0,311,1727199547320,305,296,692,694,693,0,0,0,0,0,0,0,0,0,0,0
106,,0,1,1,3,1,2024-09-25 01:46:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,290,0,304,1727199607886,298,290,692,694,693,0,0,0,0,0,0,0,0,0,0,0
107,,0,1,1,3,1,2024-09-25 01:47:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,288,0,300,1727199667306,295,286,692,694,693,0,0,0,0,0,0,0,0,0,0,0
108,,0,1,1,3,1,2024-09-25 01:48:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,313,0,327,1727199726800,321,315,692,694,693,0,0,0,0,0,0,0,0,0,0,0
109,,0,1,1,3,1,2024-09-25 01:49:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,313,0,328,1727199787110,321,315,692,694,693,0,0,0,0,0,0,0,0,0,0,0
110,,0,1,1,3,1,2024-09-25 01:50:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,315,0,331,1727199847739,323,318,692,694,693,0,0,0,0,0,0,0,0,0,0,0
111,,0,1,1,3,1,2024-09-25 01:51:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,316,0,331,1727199907319,323,318,692,694,693,0,0,0,0,0,0,0,0,0,0,0
112,,0,1,1,3,1,2024-09-25 01:52:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,60,0,368,0,369,1727199966816,362,357,692,694,693,0,0,0,0,0,0,0,0,0,0,0
113,,0,1,1,3,1,2024-09-25 01:53:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,59,0,370,0,372,1727200027361,365,360,692,694,693,0,0,0,0,0,0,0,0,0,0,0
114,,0,1,1,3,1,2024-09-25 01:54:38,1,1,1,1,1,0,1,1,1,1,1,1,,0,0,1,0,0,-24,0,0,59,0,367,0,368,1727200087977,360,355,692,694,693,0,0,0,0,0,0,0,0,0,0,0
