,13-2-11_v,13-2-10_v,13-2-13_v,13-2-12_v,13-2-6_v,13-2-5_v,13-2-4_v,13-2-3_v,13-2-2_v,13-2-1_v,13-2-0_v,13-2-9_v,13-2-8_v,csvTime,13-2-7_v
75,10,5998,,0,2,0,0,0,6962,6958,6955,100,2,2024-09-25 01:16:13,1
76,10,5999,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 01:17:13,1
77,10,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 01:18:15,1
78,10,5999,,0,2,0,0,0,6962,6958,6955,100,2,2024-09-25 01:19:15,1
79,4,5999,,0,2,0,0,0,6959,6956,6953,100,2,2024-09-25 01:20:15,1
80,11,5999,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-25 01:21:15,1
81,2,5998,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-25 01:22:15,1
82,0,5999,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 01:23:14,1
83,4,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 01:24:14,1
84,10,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 01:25:14,1
85,2,5999,,0,2,0,0,0,6960,6956,6952,100,2,2024-09-25 01:26:14,1
86,2,5998,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 01:27:14,1
87,2,6001,,0,2,0,0,0,6964,6960,6955,100,2,2024-09-25 01:28:14,1
88,10,6002,,0,2,0,0,0,6964,6960,6955,100,2,2024-09-25 01:29:16,1
89,5,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 01:30:16,1
90,8,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 01:31:16,1
91,0,6001,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 01:32:16,1
92,12,6001,,0,2,0,0,0,6964,6960,6955,100,2,2024-09-25 01:33:15,1
93,0,6005,,0,2,0,0,0,6965,6963,6960,100,2,2024-09-25 01:34:15,1
94,8,6004,,0,2,0,0,0,6964,6961,6958,100,2,2024-09-25 01:35:15,1
95,9,6004,,0,2,0,0,0,6967,6963,6960,100,2,2024-09-25 01:36:15,1
96,8,6004,,0,2,0,0,0,6966,6963,6960,100,2,2024-09-25 01:37:15,1
97,6,6004,,0,2,0,0,0,6966,6963,6960,100,2,2024-09-25 01:38:15,1
98,4,6005,,0,2,0,0,0,6967,6964,6961,100,2,2024-09-25 01:39:15,1
99,6,6003,,0,2,0,0,0,6964,6961,6959,100,2,2024-09-25 01:40:15,1
100,8,6002,,0,2,0,0,0,6963,6960,6958,100,2,2024-09-25 01:41:15,1
101,10,6002,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 01:42:17,1
102,9,6003,,0,2,0,0,0,6964,6961,6958,100,2,2024-09-25 01:43:16,1
103,8,6003,,0,2,0,0,0,6963,6961,6958,100,2,2024-09-25 01:44:16,1
104,0,6003,,0,2,0,0,0,6962,6959,6957,100,2,2024-09-25 01:45:16,1
105,2,6003,,0,2,0,0,0,6962,6960,6957,100,2,2024-09-25 01:46:16,1
106,0,6003,,0,2,0,0,0,6964,6961,6959,100,2,2024-09-25 01:47:16,1
107,6,6002,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 01:48:16,1
108,6,6000,,0,2,0,0,0,6963,6958,6954,100,2,2024-09-25 01:49:16,1
109,4,6001,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 01:50:16,1
110,4,6001,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 01:51:18,1
111,0,5997,,0,2,0,0,0,6962,6958,6953,100,2,2024-09-25 01:52:18,1
112,0,5997,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 01:53:18,1
113,0,5997,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 01:54:18,1
114,3,5996,,0,2,0,0,0,6963,6959,6954,100,2,2024-09-25 01:55:17,1
115,10,5997,,0,2,0,0,0,6963,6958,6953,100,2,2024-09-25 01:56:17,1
116,11,5997,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 01:57:19,1
117,11,5997,,0,2,0,0,0,6961,6957,6952,100,2,2024-09-25 01:58:19,1
118,11,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 02:00:18,1
119,0,5996,,0,2,0,0,0,6963,6959,6954,100,2,2024-09-25 02:01:20,1
120,6,6000,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 02:02:19,1
121,5,5999,,0,2,0,0,0,6964,6959,6955,100,2,2024-09-25 02:03:19,1
122,10,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 02:04:19,1
123,4,6000,,0,2,0,0,0,6963,6958,6954,100,2,2024-09-25 02:05:21,1
124,3,6000,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 02:06:21,1
125,9,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 02:07:21,1
126,8,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 02:08:20,1
127,9,6001,,0,2,0,0,0,6966,6961,6957,100,2,2024-09-25 02:09:21,1
128,3,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 02:10:21,1
129,2,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 02:11:20,1
130,7,6001,,0,2,0,0,0,6965,6960,6956,100,2,2024-09-25 02:12:20,1
131,11,6001,,0,2,0,0,0,6964,6960,6955,100,2,2024-09-25 02:13:20,1
132,2,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 02:14:20,1
133,10,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 02:15:22,1
134,7,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 02:16:22,1
135,0,6002,,0,2,0,0,0,6964,6960,6957,100,2,2024-09-25 02:17:22,1
136,6,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 02:18:22,1
137,2,6001,,0,2,0,0,0,6965,6962,6958,100,2,2024-09-25 02:19:22,1
138,10,6001,,0,2,0,0,0,6965,6961,6956,100,2,2024-09-25 02:20:22,1
139,8,6000,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 02:21:22,1
140,9,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 02:22:22,1
141,3,6000,,0,2,0,0,0,6960,6957,6954,100,2,2024-09-25 02:23:24,1
142,9,6000,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 02:24:23,1
143,0,6002,,0,2,0,0,0,6961,6959,6957,100,2,2024-09-25 02:25:23,1
144,6,6003,,0,2,0,0,0,6962,6960,6957,100,2,2024-09-25 02:26:23,1
145,9,6003,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 02:27:23,1
146,0,6003,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 02:28:25,1
147,6,6003,,0,2,0,0,0,6962,6959,6957,100,2,2024-09-25 02:29:25,1
148,0,6002,,0,2,0,0,0,6962,6959,6957,100,2,2024-09-25 02:30:24,1
149,8,6003,,0,2,0,0,0,6962,6959,6956,100,2,2024-09-25 02:31:24,1
150,8,6003,,0,2,0,0,0,6964,6961,6958,100,2,2024-09-25 02:32:24,1
151,4,6003,,0,2,0,0,0,6962,6960,6957,100,2,2024-09-25 02:33:24,1
152,0,6002,,0,2,0,0,0,6963,6961,6959,100,2,2024-09-25 02:34:24,1
153,0,6003,,0,2,0,0,0,6962,6960,6958,100,2,2024-09-25 02:35:24,1
154,0,6002,,0,2,0,0,0,6963,6960,6958,100,2,2024-09-25 02:36:24,1
155,8,6003,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 02:37:24,1
156,2,6001,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 02:38:24,1
157,5,6001,,0,2,0,0,0,6962,6959,6956,100,2,2024-09-25 02:39:24,1
158,7,6001,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 02:40:24,1
159,10,6001,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 02:41:26,1
160,6,5999,,0,2,0,0,0,6962,6958,6955,100,2,2024-09-25 02:42:26,1
161,10,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 02:43:25,1
162,10,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 02:44:26,1
163,2,5999,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-25 02:45:25,1
164,3,6000,,0,2,0,0,0,6962,6957,6953,100,2,2024-09-25 02:46:25,1
165,3,6000,,0,2,0,0,0,6961,6957,6952,100,2,2024-09-25 02:47:25,1
166,0,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 02:48:25,1
167,5,5998,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 02:49:27,1
168,5,6002,,0,2,0,0,0,6964,6959,6955,100,2,2024-09-25 02:50:27,1
169,10,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 02:51:27,1
170,8,6001,,0,2,0,0,0,6966,6962,6957,100,2,2024-09-25 02:52:27,1
171,3,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 02:53:27,1
172,9,6000,,0,2,0,0,0,6966,6962,6957,100,2,2024-09-25 02:54:27,1
173,9,6002,,0,2,0,0,0,6965,6960,6955,100,2,2024-09-25 02:55:27,1
174,2,6001,,0,2,0,0,0,6964,6960,6955,100,2,2024-09-25 02:56:26,1
175,12,6000,,0,2,0,0,0,6964,6959,6954,100,2,2024-09-25 02:57:26,1
176,12,6001,,0,2,0,0,0,6966,6961,6956,100,2,2024-09-25 02:58:26,1
177,11,6001,,0,2,0,0,0,6967,6962,6957,100,2,2024-09-25 03:00:26,1
178,0,6001,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 03:01:26,1
179,6,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:02:26,1
180,8,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:03:26,1
181,5,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:04:28,1
182,5,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:05:28,1
183,6,6003,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 03:06:28,1
184,3,6003,,0,2,0,0,0,6962,6959,6957,100,2,2024-09-25 03:07:27,1
185,5,6002,,0,2,0,0,0,6964,6961,6958,100,2,2024-09-25 03:08:27,1
186,2,6002,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 03:09:30,1
187,3,6002,,0,2,0,0,0,6962,6960,6957,100,2,2024-09-25 03:10:28,1
188,9,6002,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 03:11:28,1
189,9,6003,,0,2,0,0,0,6962,6960,6957,100,2,2024-09-25 03:12:28,1
190,2,6002,,0,2,0,0,0,6963,6960,6958,100,2,2024-09-25 03:13:28,1
191,7,6003,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 03:14:28,1
192,0,6003,,0,2,0,0,0,6962,6960,6958,100,2,2024-09-25 03:15:28,1
193,6,6002,,0,2,0,0,0,6962,6959,6957,100,2,2024-09-25 03:16:28,1
194,0,6002,,0,2,0,0,0,6961,6958,6955,100,2,2024-09-25 03:17:28,1
195,0,6001,,0,2,0,0,0,6960,6957,6954,100,2,2024-09-25 03:18:28,1
196,8,6001,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 03:19:27,1
197,5,6001,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 03:20:27,1
198,5,6000,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 03:21:27,1
199,10,6000,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 03:22:28,1
200,6,6000,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-25 03:23:28,1
201,11,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:24:28,1
202,5,6000,,0,2,0,0,0,6960,6956,6953,100,2,2024-09-25 03:25:28,1
203,2,5999,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 03:26:28,1
204,2,6000,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:27:28,1
205,2,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 03:28:28,1
206,11,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:29:28,1
207,3,5998,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 03:30:28,1
208,3,6000,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:31:28,1
209,3,6000,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 03:32:30,1
210,0,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 03:33:30,1
211,11,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 03:34:30,1
212,0,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 03:35:30,1
213,6,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 03:36:30,1
214,7,6001,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 03:37:30,1
215,7,6001,,0,2,0,0,0,6966,6962,6958,100,2,2024-09-25 03:38:30,1
216,10,6001,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 03:39:30,1
217,11,6002,,0,2,0,0,0,6965,6961,6956,100,2,2024-09-25 03:40:32,1
218,8,6003,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 03:41:32,1
219,6,6002,,0,2,0,0,0,6966,6961,6957,100,2,2024-09-25 03:42:32,1
220,10,6000,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 03:43:34,1
221,9,5998,,0,2,0,0,0,6962,6958,6955,100,2,2024-09-25 03:44:34,1
222,9,6000,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 03:45:34,1
223,4,6000,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 03:46:34,1
224,10,5999,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 03:47:34,1
225,2,5999,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 03:48:34,1
226,0,6000,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 03:49:34,1
227,0,6000,,0,2,0,0,0,6962,6958,6955,100,2,2024-09-25 03:50:34,1
228,8,5999,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:51:34,1
229,9,5999,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:52:34,1
230,4,6000,,0,2,0,0,0,6961,6957,6954,100,2,2024-09-25 03:53:33,1
231,10,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 03:54:33,1
232,5,6000,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 03:55:33,1
233,9,5999,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:56:33,1
234,8,5999,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:57:33,1
235,10,5999,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 03:58:33,1
236,11,5998,,0,2,0,0,0,6961,6956,6952,100,2,2024-09-25 04:00:35,1
237,0,6000,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-25 04:01:34,1
238,11,5999,,0,2,0,0,0,6961,6957,6952,100,2,2024-09-25 04:02:34,1
239,5,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:03:34,1
240,6,5998,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:04:36,1
241,0,5999,,0,2,0,0,0,6960,6956,6952,100,2,2024-09-25 04:05:36,1
242,10,6000,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:06:35,1
243,6,5999,,0,2,0,0,0,6961,6957,6952,100,2,2024-09-25 04:07:35,1
244,3,5999,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 04:08:35,1
245,2,5998,,0,2,0,0,0,6962,6959,6955,100,2,2024-09-25 04:09:35,1
246,0,6000,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:10:35,1
247,4,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:11:37,1
248,0,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 04:12:36,1
249,4,6001,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 04:13:36,1
250,3,6001,,0,2,0,0,0,6965,6961,6956,100,2,2024-09-25 04:14:36,1
251,13,6002,,0,2,0,0,0,6966,6961,6956,100,2,2024-09-25 04:15:36,1
252,2,6001,,0,2,0,0,0,6965,6960,6956,100,2,2024-09-25 04:16:36,1
253,12,6001,,0,2,0,0,0,6966,6961,6956,100,2,2024-09-25 04:17:36,1
254,12,6001,,0,2,0,0,0,6966,6961,6956,100,2,2024-09-25 04:18:36,1
255,11,6002,,0,2,0,0,0,6966,6961,6956,100,2,2024-09-25 04:19:37,1
256,12,6002,,0,2,0,0,0,6965,6960,6955,100,2,2024-09-25 04:20:37,1
257,2,6002,,0,2,0,0,0,6964,6959,6955,100,2,2024-09-25 04:21:37,1
258,6,6001,,0,2,0,0,0,6966,6961,6957,100,2,2024-09-25 04:22:36,1
259,3,6002,,0,2,0,0,0,6964,6959,6955,100,2,2024-09-25 04:23:36,1
260,5,6000,,0,2,0,0,0,6961,6957,6952,100,2,2024-09-25 04:24:36,1
261,6,5999,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:25:36,1
262,12,5999,,0,2,0,0,0,6962,6958,6953,100,2,2024-09-25 04:26:36,1
263,11,5998,,0,2,0,0,0,6963,6959,6954,100,2,2024-09-25 04:27:36,1
264,2,5998,,0,2,0,0,0,6962,6957,6953,100,2,2024-09-25 04:28:38,1
265,3,6000,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 04:29:38,1
266,9,5999,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 04:30:37,1
267,4,5999,,0,2,0,0,0,6961,6958,6954,100,2,2024-09-25 04:31:37,1
268,2,5999,,0,2,0,0,0,6962,6958,6953,100,2,2024-09-25 04:32:37,1
269,0,5999,,0,2,0,0,0,6963,6959,6955,100,2,2024-09-25 04:33:37,1
270,11,5999,,0,2,0,0,0,6963,6958,6953,100,2,2024-09-25 04:34:39,1
271,11,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 04:35:39,1
272,6,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 04:36:38,1
273,3,5999,,0,2,0,0,0,6978,6975,6972,100,2,2024-09-25 04:37:38,1
274,8,6003,,0,2,0,0,0,6965,6962,6959,100,2,2024-09-25 04:38:39,1
275,8,6002,,0,2,0,0,0,6964,6961,6957,100,2,2024-09-25 04:39:38,1
276,5,6003,,0,2,0,0,0,6963,6960,6957,100,2,2024-09-25 04:40:39,1
277,10,6004,,0,2,0,0,0,6967,6963,6960,100,2,2024-09-25 04:41:39,1
278,10,6004,,0,2,0,0,0,6967,6964,6961,100,2,2024-09-25 04:42:39,1
279,6,6005,,0,2,0,0,0,6965,6962,6959,100,2,2024-09-25 04:43:39,1
280,2,6004,,0,2,0,0,0,6966,6963,6961,100,2,2024-09-25 04:44:39,1
281,0,6004,,0,2,0,0,0,6965,6962,6960,100,2,2024-09-25 04:45:39,1
282,5,6004,,0,2,0,0,0,6966,6962,6959,100,2,2024-09-25 04:46:39,1
283,5,6005,,0,2,0,0,0,6966,6963,6960,100,2,2024-09-25 04:47:38,1
284,0,6004,,0,2,0,0,0,6963,6960,6956,100,2,2024-09-25 04:48:39,1
285,11,6002,,0,2,0,0,0,6965,6961,6957,100,2,2024-09-25 04:49:39,1
286,3,6002,,0,2,0,0,0,6964,6961,6957,100,2,2024-09-25 04:50:38,1
287,6,6002,,0,2,0,0,0,6964,6961,6957,100,2,2024-09-25 04:51:38,1
288,9,6002,,0,2,0,0,0,6964,6960,6956,100,2,2024-09-25 04:52:38,1
289,0,5997,,0,2,0,0,0,6961,6958,6955,100,2,2024-09-25 04:53:38,1
290,10,5997,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:54:38,1
291,2,5997,,0,2,0,0,0,6960,6957,6953,100,2,2024-09-25 04:55:40,1
292,10,5995,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:56:40,1
293,8,5997,,0,2,0,0,0,6960,6956,6953,100,2,2024-09-25 04:57:39,1
294,0,5997,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 04:58:39,1
295,8,5998,,0,2,0,0,0,6962,6958,6954,100,2,2024-09-25 05:00:39,1
296,8,5996,,0,2,0,0,0,6960,6956,6952,100,2,2024-09-25 05:01:41,1
297,4,5997,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 05:02:41,1
298,9,5997,,0,2,0,0,0,6961,6957,6953,100,2,2024-09-25 05:03:40,1
